CODGEO;LIBGEO;AU2010;LIBAU2010;CATAEU2010;DEP;REG
57507;Niedervisse;997;Multipolarisé des grands pôl;120;57;44
57508;Nilvange;059;Thionville;111;57;44
57509;Nitting;171;Sarrebourg;112;57;44
57510;Noisseville;024;Metz;112;57;44
57511;Norroy-le-Veneur;024;Metz;112;57;44
57512;Nouilly;024;Metz;112;57;44
57513;Nousseviller-lès-Bitch;000;Communes isolées hors influence des pôl;400;57;44
57514;Nousseviller-Saint-Nabor;997;Multipolarisé des grands pôl;120;57;44
57515;Novéant-sur-Mosell;024;Metz;112;57;44
57516;Oberdorff;998;Autre multipolaris�;300;57;44
57517;Obergailbach;156;Sarreguemines (partie française;112;57;44
57518;Oberstinzel;171;Sarrebourg;112;57;44
57519;Obervisse;997;Multipolarisé des grands pôl;120;57;44
57520;Obreck;998;Autre multipolaris�;300;57;44
57521;Rting;082;Sarrebruck (ALL) - Forbach (partie française;111;57;44
57524;Ommeray;998;Autre multipolaris�;300;57;44
57525;Oriocourt;997;Multipolarisé des grands pôl;120;57;44
57526;Ormersviller;998;Autre multipolaris�;300;57;44
57527;Orny;024;Metz;112;57;44
57528;Oron;024;Metz;112;57;44
57529;Ottange;758;Kayl (LUX) - Ottange (partie française;111;57;44
57530;Ottonville;998;Autre multipolaris�;300;57;44
57531;Oudrenne;997;Multipolarisé des grands pôl;120;57;44
57532;Pagny-lès-Goi;024;Metz;112;57;44
57533;Pange;024;Metz;112;57;44
57534;Peltre;024;Metz;112;57;44
57535;Petit-Réderchin;998;Autre multipolaris�;300;57;44
57536;Petit-Tenquin;997;Multipolarisé des grands pôl;120;57;44
57537;Petite-Rosselle;082;Sarrebruck (ALL) - Forbach (partie française;111;57;44
57538;Pettoncourt;020;Nancy;112;57;44
57539;Pévang;998;Autre multipolaris�;300;57;44
57540;Phalsbourg;997;Multipolarisé des grands pôl;120;57;44
57541;Philippsbourg;998;Autre multipolaris�;300;57;44
57542;Piblange;024;Metz;112;57;44
57543;Pierrevillers;024;Metz;111;57;44
57544;Plaine-de-Walsch;171;Sarrebourg;112;57;44
57545;Plappeville;024;Metz;111;57;44
57546;Plesnois;024;Metz;112;57;44
57547;Pommérieu;024;Metz;112;57;44
57548;Pontoy;024;Metz;112;57;44
57549;Pontpierre;997;Multipolarisé des grands pôl;120;57;44
57550;Porcelette;997;Multipolarisé des grands pôl;120;57;44
57551;Postroff;998;Autre multipolaris�;300;57;44
57552;Pouilly;024;Metz;112;57;44
57553;Pournoy-la-Chétiv;024;Metz;112;57;44
57554;Pournoy-la-Grasse;024;Metz;112;57;44
57555;Prévocour;024;Metz;112;57;44
57556;Puttelange-aux-Lacs;997;Multipolarisé des grands pôl;120;57;44
57557;Puttelange-lès-Thionvill;000;Communes isolées hors influence des pôl;400;57;44
57558;Puttigny;000;Communes isolées hors influence des pôl;400;57;44
57559;Puzieux;024;Metz;112;57;44
57560;Racrange;604;Morhange;221;57;44
57561;Rahling;998;Autre multipolaris�;300;57;44
57562;Ranguevaux;059;Thionville;112;57;44
57563;Raville;024;Metz;112;57;44
57564;Réchicourt-le-Châte;997;Multipolarisé des grands pôl;120;57;44
57565;Rédang;997;Multipolarisé des grands pôl;120;57;44
57566;Rédin;171;Sarrebourg;111;57;44
57567;Rémelfan;998;Autre multipolaris�;300;57;44
57568;Rémelfin;156;Sarreguemines (partie française;111;57;44
57569;Rémelin;000;Communes isolées hors influence des pôl;400;57;44
57570;Rémerin;998;Autre multipolaris�;300;57;44
57571;Rémering-lès-Puttelan;997;Multipolarisé des grands pôl;120;57;44
57572;Rémill;024;Metz;112;57;44
57573;Rénin;998;Autre multipolaris�;300;57;44
57574;Basse-Rentgen;000;Communes isolées hors influence des pôl;400;57;44
57575;Retonfey;024;Metz;112;57;44
57576;Rettel;000;Communes isolées hors influence des pôl;400;57;44
57577;Reyersviller;998;Autre multipolaris�;300;57;44
57578;Rezonville-Vionville;024;Metz;112;57;44
57579;Rhodes;997;Multipolarisé des grands pôl;120;57;44
57580;Riche;998;Autre multipolaris�;300;57;44
57581;Richeling;997;Multipolarisé des grands pôl;120;57;44
57582;Richemont;024;Metz;111;57;44
57583;Richeval;171;Sarrebourg;112;57;44
57584;Rimling;997;Multipolarisé des grands pôl;120;57;44
57586;Rochonvillers;997;Multipolarisé des grands pôl;120;57;44
57587;Rodalbe;998;Autre multipolaris�;300;57;44
57588;Rodemack;000;Communes isolées hors influence des pôl;400;57;44
57589;Rohrbach-lès-Bitch;997;Multipolarisé des grands pôl;120;57;44
57590;Rolbing;000;Communes isolées hors influence des pôl;400;57;44
57591;Rombas;024;Metz;111;57;44
57592;Romelfing;997;Multipolarisé des grands pôl;120;57;44
57593;Roncourt;024;Metz;112;57;44
57594;Roppeviller;000;Communes isolées hors influence des pôl;400;57;44
57595;Rorbach-lès-Dieuz;998;Autre multipolaris�;300;57;44
57596;Rosbruck;082;Sarrebruck (ALL) - Forbach (partie française;111;57;44
57597;Rosselange;024;Metz;111;57;44
57598;Rouhling;997;Multipolarisé des grands pôl;120;57;44
57599;Roupeldange;997;Multipolarisé des grands pôl;120;57;44
57600;Roussy-le-Village;997;Multipolarisé des grands pôl;120;57;44
57601;Rozérieulle;024;Metz;111;57;44
57602;Rurange-lès-Thionvill;024;Metz;112;57;44
57603;Russange;997;Multipolarisé des grands pôl;120;57;44
57604;Rustroff;000;Communes isolées hors influence des pôl;400;57;44
57605;Sailly-Achâte;024;Metz;112;57;44
57606;Saint-Avold;174;Saint-Avold (partie française;111;57;44
57607;Sainte-Barbe;024;Metz;112;57;44
57609;Saint-Epvre;024;Metz;112;57;44
57610;Saint-François-Lacroi;998;Autre multipolaris�;300;57;44
57611;Saint-Georges;171;Sarrebourg;112;57;44
57612;Saint-Hubert;024;Metz;112;57;44
57613;Saint-Jean-de-Bassel;171;Sarrebourg;112;57;44
57614;Saint-Jean-Kourtzerode;000;Communes isolées hors influence des pôl;400;57;44
57615;Saint-Jean-Rohrbach;997;Multipolarisé des grands pôl;120;57;44
57616;Saint-Julien-lès-Met;024;Metz;111;57;44
57617;Saint-Jure;024;Metz;112;57;44
57618;Saint-Louis;997;Multipolarisé des grands pôl;120;57;44
57619;Saint-Louis-lès-Bitch;000;Communes isolées hors influence des pôl;400;57;44
57620;Sainte-Marie-aux-Chêne;997;Multipolarisé des grands pôl;120;57;44
57621;Saint-Médar;998;Autre multipolaris�;300;57;44
57622;Saint-Privat-la-Montagne;024;Metz;112;57;44
57623;Saint-Quirin;997;Multipolarisé des grands pôl;120;57;44
57624;Sainte-Ruffine;024;Metz;111;57;44
57625;Salonnes;020;Nancy;112;57;44
57626;Sanry-lès-Vig;024;Metz;112;57;44
57627;Sanry-sur-Nied;024;Metz;112;57;44
57628;Sarralbe;997;Multipolarisé des grands pôl;120;57;44
57629;Sarraltroff;171;Sarrebourg;112;57;44
57630;Sarrebourg;171;Sarrebourg;111;57;44
57631;Sarreguemines;156;Sarreguemines (partie française;111;57;44
57633;Sarreinsming;156;Sarreguemines (partie française;111;57;44
57634;Saulny;024;Metz;111;57;44
57635;Schalbach;997;Multipolarisé des grands pôl;120;57;44
57636;Schmittviller;156;Sarreguemines (partie française;112;57;44
57637;Schneckenbusch;171;Sarrebourg;112;57;44
57638;Schœnec;082;Sarrebruck (ALL) - Forbach (partie française;112;57;44
57639;Schorbach;998;Autre multipolaris�;300;57;44
57640;Schwerdorff;998;Autre multipolaris�;300;57;44
57641;Schweyen;000;Communes isolées hors influence des pôl;400;57;44
57642;Scy-Chazelles;024;Metz;111;57;44
57643;Secourt;024;Metz;112;57;44
57644;Seingbouse;082;Sarrebruck (ALL) - Forbach (partie française;112;57;44
57645;Semécour;024;Metz;111;57;44
57647;Serémange-Erzang;059;Thionville;111;57;44
57648;Servigny-lès-Ravill;024;Metz;112;57;44
57649;Servigny-lès-Sainte-Barb;024;Metz;112;57;44
57650;Sierck-les-Bains;000;Communes isolées hors influence des pôl;400;57;44
57651;Siersthal;998;Autre multipolaris�;300;57;44
57652;Sillegny;024;Metz;112;57;44
57653;Silly-en-Saulnois;024;Metz;112;57;44
57654;Silly-sur-Nied;024;Metz;112;57;44
57655;Solgne;024;Metz;112;57;44
57656;Sorbey;024;Metz;112;57;44
57657;Sotzeling;998;Autre multipolaris�;300;57;44
57658;Soucht;998;Autre multipolaris�;300;57;44
57659;Spicheren;082;Sarrebruck (ALL) - Forbach (partie française;111;57;44
57660;Stiring-Wendel;082;Sarrebruck (ALL) - Forbach (partie française;111;57;44
57661;Sturzelbronn;000;Communes isolées hors influence des pôl;400;57;44
57662;Suisse;998;Autre multipolaris�;300;57;44
57663;Talange;024;Metz;111;57;44
57664;Tarquimpol;506;Dieuze;222;57;44
57665;Tenteling;082;Sarrebruck (ALL) - Forbach (partie française;112;57;44
57666;Terville;059;Thionville;111;57;44
57667;Téterche;998;Autre multipolaris�;300;57;44
57668;Teting-sur-Nied;997;Multipolarisé des grands pôl;120;57;44
57669;Thédin;997;Multipolarisé des grands pôl;120;57;44
57670;Thicourt;024;Metz;112;57;44
57671;Thimonville;024;Metz;112;57;44
57672;Thionville;059;Thionville;111;57;44
57673;Thonville;997;Multipolarisé des grands pôl;120;57;44
57674;Tincry;024;Metz;112;57;44
57675;Torcheville;998;Autre multipolaris�;300;57;44
57676;Tragny;024;Metz;112;57;44
57677;Trémer;024;Metz;112;57;44
57678;Tressange;997;Multipolarisé des grands pôl;120;57;44
57679;Tritteling-Redlach;997;Multipolarisé des grands pôl;120;57;44
57680;Troisfontaines;171;Sarrebourg;112;57;44
57681;Tromborn;998;Autre multipolaris�;300;57;44
57682;Turquestein-Blancrupt;997;Multipolarisé des grands pôl;120;57;44
57683;Uckange;059;Thionville;111;57;44
57684;Vahl-Ebersing;997;Multipolarisé des grands pôl;120;57;44
57685;Vahl-lès-Bénestro;000;Communes isolées hors influence des pôl;400;57;44
57686;Vahl-lès-Faulquemon;997;Multipolarisé des grands pôl;120;57;44
57687;Vallerange;604;Morhange;222;57;44
57689;Valmestroff;997;Multipolarisé des grands pôl;120;57;44
57690;Valmont;174;Saint-Avold (partie française;111;57;44
57691;Valmunster;998;Autre multipolaris�;300;57;44
57692;Vannecourt;998;Autre multipolaris�;300;57;44
57693;Vantoux;024;Metz;111;57;44
57694;Vany;024;Metz;112;57;44
57695;Varize-Vaudoncourt;024;Metz;112;57;44
57696;Varsberg;280;Creutzwald;211;57;44
57697;Vasperviller;997;Multipolarisé des grands pôl;120;57;44
57698;Vatimont;024;Metz;112;57;44
57700;Vaudreching;625;Bouzonville;221;57;44
57701;Vaux;024;Metz;111;57;44
57702;Vaxy;998;Autre multipolaris�;300;57;44
57703;Veckersviller;997;Multipolarisé des grands pôl;120;57;44
57704;Veckring;997;Multipolarisé des grands pôl;120;57;44
57705;Velving;998;Autre multipolaris�;300;57;44
57706;Vergaville;506;Dieuze;222;57;44
57707;Vernévill;024;Metz;112;57;44
57708;Verny;024;Metz;112;57;44
57709;Vescheim;997;Multipolarisé des grands pôl;120;57;44
57711;Vibersviller;998;Autre multipolaris�;300;57;44
57712;Vic-sur-Seille;998;Autre multipolaris�;300;57;44
57713;Vieux-Lixheim;997;Multipolarisé des grands pôl;120;57;44
57714;Haute-Vigneulles;997;Multipolarisé des grands pôl;120;57;44
57715;Vigny;024;Metz;112;57;44
57716;Vigy;024;Metz;112;57;44
57717;Viller;997;Multipolarisé des grands pôl;120;57;44
57718;Villers-Stoncourt;024;Metz;112;57;44
57719;Villers-sur-Nied;997;Multipolarisé des grands pôl;120;57;44
57720;Villing;998;Autre multipolaris�;300;57;44
57721;Vilsberg;997;Multipolarisé des grands pôl;120;57;44
57723;Virming;998;Autre multipolaris�;300;57;44
57724;Vitry-sur-Orne;024;Metz;111;57;44
57725;Vittersbourg;998;Autre multipolaris�;300;57;44
57726;Vittoncourt;024;Metz;112;57;44
57727;Viviers;024;Metz;112;57;44
57728;Voimhaut;024;Metz;112;57;44
57730;Volmerange-lès-Boula;024;Metz;112;57;44
57731;Volmerange-les-Mines;997;Multipolarisé des grands pôl;120;57;44
57732;Volmunster;998;Autre multipolaris�;300;57;44
57733;Volstroff;997;Multipolarisé des grands pôl;120;57;44
57734;Voyer;171;Sarrebourg;112;57;44
57736;Vry;024;Metz;112;57;44
57737;Vulmont;024;Metz;112;57;44
57738;Waldhouse;000;Communes isolées hors influence des pôl;400;57;44
57739;Waldweistroff;998;Autre multipolaris�;300;57;44
57740;Waldwisse;000;Communes isolées hors influence des pôl;400;57;44
57741;Walschbronn;000;Communes isolées hors influence des pôl;400;57;44
57742;Walscheid;171;Sarrebourg;112;57;44
57743;Waltembourg;997;Multipolarisé des grands pôl;120;57;44
57745;Wiesviller;156;Sarreguemines (partie française;112;57;44
57746;Willerwald;156;Sarreguemines (partie française;112;57;44
57747;Wintersbourg;997;Multipolarisé des grands pôl;120;57;44
57748;Wittring;156;Sarreguemines (partie française;112;57;44
57749;Vœlfling-lès-Bouzonvil;998;Autre multipolaris�;300;57;44
57750;Wœlfling-lès-Sarreguemin;156;Sarreguemines (partie française;112;57;44
57751;Woippy;024;Metz;111;57;44
57752;Woustviller;156;Sarreguemines (partie française;112;57;44
57753;Wuisse;998;Autre multipolaris�;300;57;44
57754;Xanrey;998;Autre multipolaris�;300;57;44
57755;Xocourt;024;Metz;112;57;44
57756;Xouaxange;171;Sarrebourg;112;57;44
57757;Yutz;059;Thionville;111;57;44
57759;Zarbeling;998;Autre multipolaris�;300;57;44
57760;Zetting;156;Sarreguemines (partie française;112;57;44
57761;Zilling;997;Multipolarisé des grands pôl;120;57;44
57762;Zimming;997;Multipolarisé des grands pôl;120;57;44
57763;Zommange;506;Dieuze;222;57;44
57764;Zoufftgen;000;Communes isolées hors influence des pôl;400;57;44
57765;Diesen;997;Multipolarisé des grands pôl;120;57;44
57767;Stuckange;059;Thionville;112;57;44
58001;Achun;000;Communes isolées hors influence des pôl;400;58;27
58002;Alligny-Cosne;998;Autre multipolaris�;300;58;27
58003;Alligny-en-Morvan;000;Communes isolées hors influence des pôl;400;58;27
58004;Alluy;000;Communes isolées hors influence des pôl;400;58;27
58005;Amazy;414;Clamecy;222;58;27
58006;Anlezy;998;Autre multipolaris�;300;58;27
58007;Annay;998;Autre multipolaris�;300;58;27
58008;Anthien;000;Communes isolées hors influence des pôl;400;58;27
58009;Arbourse;998;Autre multipolaris�;300;58;27
58010;Arleuf;000;Communes isolées hors influence des pôl;400;58;27
58011;Armes;414;Clamecy;221;58;27
58012;Arquian;000;Communes isolées hors influence des pôl;400;58;27
58013;Arthel;000;Communes isolées hors influence des pôl;400;58;27
58014;Arzembouy;000;Communes isolées hors influence des pôl;400;58;27
58015;Asnan;000;Communes isolées hors influence des pôl;400;58;27
58016;Asnois;414;Clamecy;222;58;27
58017;Aunay-en-Bazois;000;Communes isolées hors influence des pôl;400;58;27
58018;Authiou;000;Communes isolées hors influence des pôl;400;58;27
58019;Avré;000;Communes isolées hors influence des pôl;400;58;27
58020;Avril-sur-Loire;998;Autre multipolaris�;300;58;27
58021;Azy-le-Vif;083;Nevers;112;58;27
58023;Bazoches;000;Communes isolées hors influence des pôl;400;58;27
58024;Bazolles;000;Communes isolées hors influence des pôl;400;58;27
58025;Béar;083;Nevers;112;58;27
58026;Beaulieu;000;Communes isolées hors influence des pôl;400;58;27
58027;Beaumont-la-Ferrièr;083;Nevers;112;58;27
58028;Beaumont-Sardolles;083;Nevers;112;58;27
58029;Beuvron;414;Clamecy;222;58;27
58030;Biches;000;Communes isolées hors influence des pôl;400;58;27
58031;Billy-Chevannes;083;Nevers;112;58;27
58032;Billy-sur-Oisy;414;Clamecy;222;58;27
58033;Bitry;000;Communes isolées hors influence des pôl;400;58;27
58034;Blismes;000;Communes isolées hors influence des pôl;400;58;27
58035;Bona;083;Nevers;112;58;27
58036;Bouhy;000;Communes isolées hors influence des pôl;400;58;27
58037;Brassy;000;Communes isolées hors influence des pôl;400;58;27
58038;Breugnon;414;Clamecy;222;58;27
58039;Brève;414;Clamecy;222;58;27
58040;Brinay;000;Communes isolées hors influence des pôl;400;58;27
58041;Brinon-sur-Beuvron;000;Communes isolées hors influence des pôl;400;58;27
58042;Bulcy;998;Autre multipolaris�;300;58;27
58043;Bussy-la-Pesle;000;Communes isolées hors influence des pôl;400;58;27
58044;La Celle-sur-Loire;302;Cosne-Cours-sur-Loire;212;58;27
58045;La Celle-sur-Nièvr;997;Multipolarisé des grands pôl;120;58;27
58046;Cercy-la-Tour;000;Communes isolées hors influence des pôl;400;58;27
58047;Cervon;000;Communes isolées hors influence des pôl;400;58;27
58048;Cessy-les-Bois;000;Communes isolées hors influence des pôl;400;58;27
58049;Chalaux;000;Communes isolées hors influence des pôl;400;58;27
58050;Challement;000;Communes isolées hors influence des pôl;400;58;27
58051;Challuy;083;Nevers;111;58;27
58052;Champallement;000;Communes isolées hors influence des pôl;400;58;27
58053;Champlemy;000;Communes isolées hors influence des pôl;400;58;27
58054;Champlin;000;Communes isolées hors influence des pôl;400;58;27
58055;Champvert;998;Autre multipolaris�;300;58;27
58056;Champvoux;998;Autre multipolaris�;300;58;27
58057;Chantenay-Saint-Imbert;997;Multipolarisé des grands pôl;120;58;27
58058;La Chapelle-Saint-Andr�;000;Communes isolées hors influence des pôl;400;58;27
58059;La Charité-sur-Loir;500;La Charité-sur-Loir;221;58;27
58060;Charrin;998;Autre multipolaris�;300;58;27
58061;Chasnay;998;Autre multipolaris�;300;58;27
58062;Château-Chinon (Ville;000;Communes isolées hors influence des pôl;400;58;27
58063;Château-Chinon (Campagne;000;Communes isolées hors influence des pôl;400;58;27
58064;Châteauneuf-Val-de-Bargi;000;Communes isolées hors influence des pôl;400;58;27
58065;Châtillon-en-Bazoi;000;Communes isolées hors influence des pôl;400;58;27
58066;Châti;000;Communes isolées hors influence des pôl;400;58;27
58067;Chaulgnes;083;Nevers;112;58;27
58068;Chaumard;000;Communes isolées hors influence des pôl;400;58;27
58069;Chaumot;000;Communes isolées hors influence des pôl;400;58;27
58070;Chazeuil;000;Communes isolées hors influence des pôl;400;58;27
58071;Chevannes-Changy;000;Communes isolées hors influence des pôl;400;58;27
58072;Chevenon;083;Nevers;112;58;27
58073;Chevroches;414;Clamecy;222;58;27
58074;Chiddes;000;Communes isolées hors influence des pôl;400;58;27
58075;Chitry-les-Mines;000;Communes isolées hors influence des pôl;400;58;27
58076;Chougny;000;Communes isolées hors influence des pôl;400;58;27
58077;Ciez;000;Communes isolées hors influence des pôl;400;58;27
58078;Cizely;083;Nevers;112;58;27
58079;Clamecy;414;Clamecy;221;58;27
58080;La Collancelle;000;Communes isolées hors influence des pôl;400;58;27
58081;Colmér;000;Communes isolées hors influence des pôl;400;58;27
58082;Corancy;000;Communes isolées hors influence des pôl;400;58;27
58083;Corbigny;000;Communes isolées hors influence des pôl;400;58;27
58084;Corvol-d'Embernard;000;Communes isolées hors influence des pôl;400;58;27
58085;Corvol-l'Orgueilleux;998;Autre multipolaris�;300;58;27
58086;Cosne-Cours-sur-Loire;302;Cosne-Cours-sur-Loire;211;58;27
58087;Cossaye;998;Autre multipolaris�;300;58;27
58088;Coulanges-lès-Never;083;Nevers;111;58;27
58089;Couloutre;000;Communes isolées hors influence des pôl;400;58;27
58090;Courcelles;998;Autre multipolaris�;300;58;27
58092;Crux-la-Ville;000;Communes isolées hors influence des pôl;400;58;27
58093;Cuncy-lès-Varz;000;Communes isolées hors influence des pôl;400;58;27
58094;Dampierre-sous-Bouhy;000;Communes isolées hors influence des pôl;400;58;27
58095;Decize;436;Decize;221;58;27
58096;Devay;998;Autre multipolaris�;300;58;27
58097;Diennes-Aubigny;000;Communes isolées hors influence des pôl;400;58;27
58098;Dirol;000;Communes isolées hors influence des pôl;400;58;27
58099;Dommartin;000;Communes isolées hors influence des pôl;400;58;27
58101;Dompierre-sur-Nièvr;000;Communes isolées hors influence des pôl;400;58;27
58102;Donzy;000;Communes isolées hors influence des pôl;400;58;27
58103;Dornecy;414;Clamecy;222;58;27
58104;Dornes;130;Moulins;112;58;27
58105;Druy-Parigny;998;Autre multipolaris�;300;58;27
58106;Dun-les-Places;000;Communes isolées hors influence des pôl;400;58;27
58107;Dun-sur-Grandry;000;Communes isolées hors influence des pôl;400;58;27
58108;Empury;000;Communes isolées hors influence des pôl;400;58;27
58109;Entrains-sur-Nohain;000;Communes isolées hors influence des pôl;400;58;27
58110;Epiry;000;Communes isolées hors influence des pôl;400;58;27
58111;Fâchi;000;Communes isolées hors influence des pôl;400;58;27
58112;La Fermet�;083;Nevers;112;58;27
58113;Fertrèv;998;Autre multipolaris�;300;58;27
58114;Flét;000;Communes isolées hors influence des pôl;400;58;27
58115;Fleury-sur-Loire;998;Autre multipolaris�;300;58;27
58116;Flez-Cuzy;000;Communes isolées hors influence des pôl;400;58;27
58117;Fourchambault;083;Nevers;111;58;27
58118;Fours;000;Communes isolées hors influence des pôl;400;58;27
58119;Frasnay-Reugny;000;Communes isolées hors influence des pôl;400;58;27
58120;Gâcogn;000;Communes isolées hors influence des pôl;400;58;27
58121;Garchizy;083;Nevers;111;58;27
58122;Garchy;998;Autre multipolaris�;300;58;27
58123;Germenay;000;Communes isolées hors influence des pôl;400;58;27
58124;Germigny-sur-Loire;083;Nevers;112;58;27
58125;Gien-sur-Cure;000;Communes isolées hors influence des pôl;400;58;27
58126;Gimouille;083;Nevers;112;58;27
58127;Giry;000;Communes isolées hors influence des pôl;400;58;27
58128;Glux-en-Glenne;000;Communes isolées hors influence des pôl;400;58;27
58129;Gouloux;000;Communes isolées hors influence des pôl;400;58;27
58130;Grenois;998;Autre multipolaris�;300;58;27
58131;Guérign;083;Nevers;112;58;27
58132;Guipy;000;Communes isolées hors influence des pôl;400;58;27
58133;Hér;000;Communes isolées hors influence des pôl;400;58;27
58134;Imphy;083;Nevers;112;58;27
58135;Isenay;000;Communes isolées hors influence des pôl;400;58;27
58136;Jailly;000;Communes isolées hors influence des pôl;400;58;27
58137;Lamenay-sur-Loire;000;Communes isolées hors influence des pôl;400;58;27
58138;Langeron;083;Nevers;112;58;27
58139;Lanty;000;Communes isolées hors influence des pôl;400;58;27
58140;Larochemillay;000;Communes isolées hors influence des pôl;400;58;27
58141;Lavault-de-Fréto;000;Communes isolées hors influence des pôl;400;58;27
58142;Limanton;000;Communes isolées hors influence des pôl;400;58;27
58143;Limon;083;Nevers;112;58;27
58144;Livry;997;Multipolarisé des grands pôl;120;58;27
58145;Lormes;000;Communes isolées hors influence des pôl;400;58;27
58146;Lucenay-lès-Ai;998;Autre multipolaris�;300;58;27
58147;Lurcy-le-Bourg;000;Communes isolées hors influence des pôl;400;58;27
58148;Luthenay-Uxeloup;083;Nevers;112;58;27
58149;Luzy;000;Communes isolées hors influence des pôl;400;58;27
58150;Lys;000;Communes isolées hors influence des pôl;400;58;27
58151;La Machine;998;Autre multipolaris�;300;58;27
58152;Magny-Cours;083;Nevers;112;58;27
58153;Magny-Lormes;000;Communes isolées hors influence des pôl;400;58;27
58154;La Maison-Dieu;998;Autre multipolaris�;300;58;27
58155;La Marche;997;Multipolarisé des grands pôl;120;58;27
58156;Marcy;000;Communes isolées hors influence des pôl;400;58;27
58157;Marigny-l'Églis;000;Communes isolées hors influence des pôl;400;58;27
58158;Mars-sur-Allier;083;Nevers;112;58;27
58159;Marigny-sur-Yonne;000;Communes isolées hors influence des pôl;400;58;27
58160;Marzy;083;Nevers;112;58;27
58161;Maux;000;Communes isolées hors influence des pôl;400;58;27
58162;Menestreau;000;Communes isolées hors influence des pôl;400;58;27
58163;Menou;000;Communes isolées hors influence des pôl;400;58;27
58164;Mesves-sur-Loire;998;Autre multipolaris�;300;58;27
58165;Metz-le-Comte;998;Autre multipolaris�;300;58;27
58166;Mhèr;000;Communes isolées hors influence des pôl;400;58;27
58168;Millay;000;Communes isolées hors influence des pôl;400;58;27
58169;Moissy-Moulinot;000;Communes isolées hors influence des pôl;400;58;27
58170;Monceaux-le-Comte;000;Communes isolées hors influence des pôl;400;58;27
58171;Montapas;000;Communes isolées hors influence des pôl;400;58;27
58172;Montambert;000;Communes isolées hors influence des pôl;400;58;27
58173;Montaron;000;Communes isolées hors influence des pôl;400;58;27
58174;Montenoison;000;Communes isolées hors influence des pôl;400;58;27
58175;Mont-et-Marr�;000;Communes isolées hors influence des pôl;400;58;27
58176;Montigny-aux-Amognes;083;Nevers;112;58;27
58177;Montigny-en-Morvan;000;Communes isolées hors influence des pôl;400;58;27
58178;Montigny-sur-Canne;000;Communes isolées hors influence des pôl;400;58;27
58179;Montreuillon;000;Communes isolées hors influence des pôl;400;58;27
58180;Montsauche-les-Settons;000;Communes isolées hors influence des pôl;400;58;27
58181;Moraches;000;Communes isolées hors influence des pôl;400;58;27
58182;Moulins-Engilbert;000;Communes isolées hors influence des pôl;400;58;27
58183;Mouron-sur-Yonne;000;Communes isolées hors influence des pôl;400;58;27
58184;Moussy;000;Communes isolées hors influence des pôl;400;58;27
58185;Moux-en-Morvan;000;Communes isolées hors influence des pôl;400;58;27
58186;Murlin;998;Autre multipolaris�;300;58;27
58187;Myennes;302;Cosne-Cours-sur-Loire;212;58;27
58188;Nannay;998;Autre multipolaris�;300;58;27
58189;Narcy;998;Autre multipolaris�;300;58;27
58190;Neuffontaines;000;Communes isolées hors influence des pôl;400;58;27
58191;Neuilly;000;Communes isolées hors influence des pôl;400;58;27
58192;Neuville-lès-Deciz;998;Autre multipolaris�;300;58;27
58193;Neuvy-sur-Loire;998;Autre multipolaris�;300;58;27
58194;Nevers;083;Nevers;111;58;27
58195;La Nocle-Maulaix;000;Communes isolées hors influence des pôl;400;58;27
58196;Nolay;083;Nevers;112;58;27
58197;Nuars;000;Communes isolées hors influence des pôl;400;58;27
58198;Oisy;414;Clamecy;222;58;27
58199;Onlay;000;Communes isolées hors influence des pôl;400;58;27
58200;Ouagne;414;Clamecy;222;58;27
58201;Oudan;000;Communes isolées hors influence des pôl;400;58;27
58202;Ougny;000;Communes isolées hors influence des pôl;400;58;27
58203;Oulon;000;Communes isolées hors influence des pôl;400;58;27
58204;Vaux d'Amognes;083;Nevers;112;58;27
58205;Ouroux-en-Morvan;000;Communes isolées hors influence des pôl;400;58;27
58206;Parigny-la-Rose;998;Autre multipolaris�;300;58;27
58207;Parigny-les-Vaux;083;Nevers;112;58;27
58208;Pazy;000;Communes isolées hors influence des pôl;400;58;27
58209;Perroy;000;Communes isolées hors influence des pôl;400;58;27
58210;Planchez;000;Communes isolées hors influence des pôl;400;58;27
58211;Poil;000;Communes isolées hors influence des pôl;400;58;27
58212;Poiseux;083;Nevers;112;58;27
58213;Pougny;302;Cosne-Cours-sur-Loire;212;58;27
58214;Pougues-les-Eaux;083;Nevers;112;58;27
58215;Pouilly-sur-Loire;998;Autre multipolaris�;300;58;27
58216;Pouques-Lormes;000;Communes isolées hors influence des pôl;400;58;27
58217;Pousseaux;998;Autre multipolaris�;300;58;27
58218;Prémer;000;Communes isolées hors influence des pôl;400;58;27
58219;Préporch;000;Communes isolées hors influence des pôl;400;58;27
58220;Raveau;998;Autre multipolaris�;300;58;27
58221;Rémill;000;Communes isolées hors influence des pôl;400;58;27
58222;Rix;414;Clamecy;222;58;27
58223;Rouy;000;Communes isolées hors influence des pôl;400;58;27
58224;Ruages;000;Communes isolées hors influence des pôl;400;58;27
58225;Saincaize-Meauce;083;Nevers;112;58;27
58226;Saint-Agnan;000;Communes isolées hors influence des pôl;400;58;27
58227;Saint-Amand-en-Puisaye;000;Communes isolées hors influence des pôl;400;58;27
58228;Saint-Andelain;998;Autre multipolaris�;300;58;27
58229;Saint-André-en-Morva;998;Autre multipolaris�;300;58;27
58230;Saint-Aubin-des-Chaumes;998;Autre multipolaris�;300;58;27
58231;Saint-Aubin-les-Forges;083;Nevers;112;58;27
