CODGEO;LIBGEO;AU2010;LIBAU2010;CATAEU2010;DEP;REG
01001;L'Abergement-Clémencia;997;Multipolarisé des grands pôl;120;01;84
01002;L'Abergement-de-Varey;002;Lyon;112;01;84
01004;Ambérieu-en-Buge;002;Lyon;112;01;84
01005;Ambérieux-en-Dombe;002;Lyon;112;01;84
01006;Ambléo;998;Autre multipolaris�;300;01;84
01007;Ambronay;002;Lyon;112;01;84
01008;Ambutrix;002;Lyon;112;01;84
01009;Andert-et-Condon;294;Belley;212;01;84
01010;Anglefort;998;Autre multipolaris�;300;01;84
01011;Apremont;165;Oyonnax;112;01;84
01012;Aranc;998;Autre multipolaris�;300;01;84
01013;Arandas;002;Lyon;112;01;84
01014;Arbent;165;Oyonnax;111;01;84
01015;Arboys en Bugey;294;Belley;212;01;84
01016;Arbigny;997;Multipolarisé des grands pôl;120;01;84
01017;Argis;002;Lyon;112;01;84
01019;Armix;997;Multipolarisé des grands pôl;120;01;84
01021;Ars-sur-Formans;002;Lyon;112;01;84
01022;Artemare;998;Autre multipolaris�;300;01;84
01023;Asnières-sur-Saô;088;Mâco;112;01;84
01024;Attignat;071;Bourg-en-Bresse;112;01;84
01025;Bâgé-Dommart;088;Mâco;112;01;84
01026;Bâgé-le-Châ;088;Mâco;112;01;84
01027;Balan;002;Lyon;112;01;84
01028;Baneins;002;Lyon;112;01;84
01029;Beaupont;071;Bourg-en-Bresse;112;01;84
01030;Beauregard;002;Lyon;111;01;84
01031;Bellignat;165;Oyonnax;111;01;84
01032;Béligneu;002;Lyon;112;01;84
01033;Valserhôn;340;Valserhôn;221;01;84
01034;Belley;294;Belley;211;01;84
01035;Belleydoux;165;Oyonnax;112;01;84
01036;Valromey-sur-Séra;998;Autre multipolaris�;300;01;84
01037;Bénonce;002;Lyon;112;01;84
01038;Bén;071;Bourg-en-Bresse;112;01;84
01039;Béo;998;Autre multipolaris�;300;01;84
01040;Bérézi;071;Bourg-en-Bresse;112;01;84
01041;Bettant;002;Lyon;112;01;84
01042;Bey;088;Mâco;112;01;84
01043;Beynost;002;Lyon;111;01;84
01044;Billiat;998;Autre multipolaris�;300;01;84
01045;Birieux;002;Lyon;112;01;84
01046;Biziat;997;Multipolarisé des grands pôl;120;01;84
01047;Blyes;002;Lyon;112;01;84
01049;La Boisse;002;Lyon;111;01;84
01050;Boissey;088;Mâco;112;01;84
01051;Bolozon;997;Multipolarisé des grands pôl;120;01;84
01052;Bouligneux;002;Lyon;112;01;84
01053;Bourg-en-Bresse;071;Bourg-en-Bresse;111;01;84
01054;Bourg-Saint-Christophe;002;Lyon;112;01;84
01056;Boyeux-Saint-Jérô;002;Lyon;112;01;84
01057;Boz;088;Mâco;112;01;84
01058;Brégnier-Cordo;997;Multipolarisé des grands pôl;120;01;84
01060;Bréno;998;Autre multipolaris�;300;01;84
01061;Brens;294;Belley;211;01;84
01062;Bressolles;002;Lyon;112;01;84
01063;Brion;545;Montréal-la-Clus;221;01;84
01064;Briord;002;Lyon;112;01;84
01065;Buellas;071;Bourg-en-Bresse;112;01;84
01066;La Burbanche;997;Multipolarisé des grands pôl;120;01;84
01067;Ceignes;998;Autre multipolaris�;300;01;84
01068;Cerdon;997;Multipolarisé des grands pôl;120;01;84
01069;Certines;071;Bourg-en-Bresse;112;01;84
01071;Cessy;037;Genève (SUI) - Annemasse (partie français;112;01;84
01072;Ceyzéria;071;Bourg-en-Bresse;112;01;84
01073;Ceyzérie;998;Autre multipolaris�;300;01;84
01074;Chalamont;002;Lyon;112;01;84
01075;Chaleins;002;Lyon;112;01;84
01076;Chaley;997;Multipolarisé des grands pôl;120;01;84
01077;Challes-la-Montagne;998;Autre multipolaris�;300;01;84
01078;Challex;037;Genève (SUI) - Annemasse (partie français;112;01;84
01079;Champagne-en-Valromey;000;Communes isolées hors influence des pôl;400;01;84
01080;Champdor-Corcelles;540;Plateau d'Hauteville;222;01;84
01081;Champfromier;000;Communes isolées hors influence des pôl;400;01;84
01082;Chanay;998;Autre multipolaris�;300;01;84
01083;Chaneins;002;Lyon;112;01;84
01084;Chanoz-Châtena;997;Multipolarisé des grands pôl;120;01;84
01085;La Chapelle-du-Châtelar;002;Lyon;112;01;84
01087;Charix;998;Autre multipolaris�;300;01;84
01088;Charnoz-sur-Ain;002;Lyon;112;01;84
01089;Château-Gaillar;002;Lyon;112;01;84
01090;Châtena;002;Lyon;112;01;84
01092;Châtillon-la-Palu;002;Lyon;112;01;84
01093;Châtillon-sur-Chalaronn;997;Multipolarisé des grands pôl;120;01;84
01094;Chavannes-sur-Reyssouze;997;Multipolarisé des grands pôl;120;01;84
01095;Nivigne et Suran;071;Bourg-en-Bresse;112;01;84
01096;Chaveyriat;071;Bourg-en-Bresse;112;01;84
01098;Chazey-Bons;294;Belley;212;01;84
01099;Chazey-sur-Ain;002;Lyon;112;01;84
01100;Cheignieu-la-Balme;998;Autre multipolaris�;300;01;84
01101;Chevillard;998;Autre multipolaris�;300;01;84
01102;Chevroux;088;Mâco;112;01;84
01103;Chevry;037;Genève (SUI) - Annemasse (partie français;112;01;84
01104;Chézery-Foren;998;Autre multipolaris�;300;01;84
01105;Civrieux;002;Lyon;112;01;84
01106;Cize;071;Bourg-en-Bresse;112;01;84
01107;Cleyzieu;002;Lyon;112;01;84
01108;Coligny;071;Bourg-en-Bresse;112;01;84
01109;Collonges;037;Genève (SUI) - Annemasse (partie français;112;01;84
01110;Colomieu;294;Belley;212;01;84
01111;Conand;002;Lyon;112;01;84
01112;Condamine;998;Autre multipolaris�;300;01;84
01113;Condeissiat;997;Multipolarisé des grands pôl;120;01;84
01114;Confort;998;Autre multipolaris�;300;01;84
01115;Confranço;071;Bourg-en-Bresse;112;01;84
01116;Contrevoz;294;Belley;212;01;84
01117;Conzieu;294;Belley;212;01;84
01118;Corbonod;998;Autre multipolaris�;300;01;84
01121;Corlier;998;Autre multipolaris�;300;01;84
01123;Cormoranche-sur-Saôn;088;Mâco;112;01;84
01124;Cormoz;071;Bourg-en-Bresse;112;01;84
01125;Corveissiat;997;Multipolarisé des grands pôl;120;01;84
01127;Courmangoux;071;Bourg-en-Bresse;112;01;84
01128;Courtes;997;Multipolarisé des grands pôl;120;01;84
01129;Crans;002;Lyon;112;01;84
01130;Bresse Vallons;071;Bourg-en-Bresse;112;01;84
01133;Cressin-Rochefort;294;Belley;212;01;84
01134;Crottet;088;Mâco;112;01;84
01135;Crozet;037;Genève (SUI) - Annemasse (partie français;112;01;84
01136;Cruzilles-lès-Mépill;088;Mâco;112;01;84
01138;Culoz;744;Culoz;221;01;84
01139;Curciat-Dongalon;997;Multipolarisé des grands pôl;120;01;84
01140;Curtafond;071;Bourg-en-Bresse;112;01;84
01141;Cuzieu;294;Belley;212;01;84
01142;Dagneux;002;Lyon;111;01;84
01143;Divonne-les-Bains;037;Genève (SUI) - Annemasse (partie français;112;01;84
01145;Dompierre-sur-Veyle;002;Lyon;112;01;84
01146;Dompierre-sur-Chalaronne;997;Multipolarisé des grands pôl;120;01;84
01147;Domsure;071;Bourg-en-Bresse;112;01;84
01148;Dortan;165;Oyonnax;112;01;84
01149;Douvres;002;Lyon;112;01;84
01150;Drom;071;Bourg-en-Bresse;112;01;84
01151;Druillat;002;Lyon;112;01;84
01152;�challon;165;Oyonnax;112;01;84
01153;�chenevex;037;Genève (SUI) - Annemasse (partie français;112;01;84
01155;�vosges;997;Multipolarisé des grands pôl;120;01;84
01156;Faramans;002;Lyon;112;01;84
01157;Fareins;002;Lyon;111;01;84
01158;Farges;037;Genève (SUI) - Annemasse (partie français;112;01;84
01159;Feillens;088;Mâco;112;01;84
01160;Ferney-Voltaire;037;Genève (SUI) - Annemasse (partie français;111;01;84
01162;Flaxieu;998;Autre multipolaris�;300;01;84
01163;Foissiat;071;Bourg-en-Bresse;112;01;84
01165;Francheleins;002;Lyon;112;01;84
01166;Frans;002;Lyon;111;01;84
01167;Garnerans;997;Multipolarisé des grands pôl;120;01;84
01169;Genouilleux;002;Lyon;112;01;84
01170;Béard-Géovreissi;545;Montréal-la-Clus;221;01;84
01171;Géovreisse;165;Oyonnax;111;01;84
01173;Gex;037;Genève (SUI) - Annemasse (partie français;112;01;84
01174;Giron;998;Autre multipolaris�;300;01;84
01175;Gorrevod;997;Multipolarisé des grands pôl;120;01;84
01177;Grand-Corent;071;Bourg-en-Bresse;112;01;84
01179;Griège;088;Mâco;112;01;84
01180;Grilly;037;Genève (SUI) - Annemasse (partie français;112;01;84
01181;Groissiat;165;Oyonnax;111;01;84
01183;Guérein;002;Lyon;112;01;84
01184;Hautecourt-Romanèch;071;Bourg-en-Bresse;112;01;84
01185;Plateau d'Hauteville;540;Plateau d'Hauteville;221;01;84
01187;Haut Valromey;000;Communes isolées hors influence des pôl;400;01;84
01188;Illiat;997;Multipolarisé des grands pôl;120;01;84
01189;Injoux-Génissia;998;Autre multipolaris�;300;01;84
01190;Innimond;998;Autre multipolaris�;300;01;84
01191;Izenave;998;Autre multipolaris�;300;01;84
01192;Izernore;998;Autre multipolaris�;300;01;84
01193;Izieu;998;Autre multipolaris�;300;01;84
01194;Jassans-Riottier;002;Lyon;111;01;84
01195;Jasseron;071;Bourg-en-Bresse;112;01;84
01196;Jayat;071;Bourg-en-Bresse;112;01;84
01197;Journans;071;Bourg-en-Bresse;112;01;84
01198;Joyeux;002;Lyon;112;01;84
01199;Jujurieux;002;Lyon;112;01;84
01200;Labalme;997;Multipolarisé des grands pôl;120;01;84
01202;Lagnieu;002;Lyon;112;01;84
01203;Laiz;088;Mâco;112;01;84
01204;Le Poizat-Lalleyriat;998;Autre multipolaris�;300;01;84
01206;Lantenay;998;Autre multipolaris�;300;01;84
01207;Lapeyrouse;002;Lyon;112;01;84
01208;Lavours;998;Autre multipolaris�;300;01;84
01209;Léa;037;Genève (SUI) - Annemasse (partie français;112;01;84
01210;Léle;000;Communes isolées hors influence des pôl;400;01;84
01211;Lent;071;Bourg-en-Bresse;112;01;84
01212;Lescheroux;071;Bourg-en-Bresse;112;01;84
01213;Leyment;002;Lyon;112;01;84
01214;Leyssard;998;Autre multipolaris�;300;01;84
01215;Surjoux-Lhopital;997;Multipolarisé des grands pôl;120;01;84
01216;Lhuis;002;Lyon;112;01;84
01219;Lompnas;002;Lyon;112;01;84
01224;Loyettes;002;Lyon;112;01;84
01225;Lurcy;002;Lyon;112;01;84
01227;Magnieu;294;Belley;212;01;84
01228;Maillat;998;Autre multipolaris�;300;01;84
01229;Malafretaz;071;Bourg-en-Bresse;112;01;84
01230;Mantenay-Montlin;071;Bourg-en-Bresse;112;01;84
01231;Manziat;088;Mâco;112;01;84
01232;Marboz;071;Bourg-en-Bresse;112;01;84
01233;Marchamp;002;Lyon;112;01;84
01234;Marignieu;998;Autre multipolaris�;300;01;84
01235;Marlieux;002;Lyon;112;01;84
01236;Marsonnas;071;Bourg-en-Bresse;112;01;84
01237;Martignat;165;Oyonnax;111;01;84
01238;Massieux;002;Lyon;111;01;84
01239;Massignieu-de-Rives;998;Autre multipolaris�;300;01;84
01240;Matafelon-Granges;165;Oyonnax;112;01;84
01241;Meillonnas;071;Bourg-en-Bresse;112;01;84
01242;Mérigna;997;Multipolarisé des grands pôl;120;01;84
01243;Messimy-sur-Saôn;002;Lyon;111;01;84
01244;Meximieux;002;Lyon;112;01;84
01245;Bohas-Meyriat-Rignat;071;Bourg-en-Bresse;112;01;84
01246;Mézéri;997;Multipolarisé des grands pôl;120;01;84
01247;Mijoux;000;Communes isolées hors influence des pôl;400;01;84
01248;Mionnay;002;Lyon;112;01;84
01249;Miribel;002;Lyon;111;01;84
01250;Misérieu;002;Lyon;111;01;84
01252;Mogneneins;002;Lyon;112;01;84
01254;Montagnat;071;Bourg-en-Bresse;112;01;84
01255;Montagnieu;002;Lyon;112;01;84
01257;Montanges;998;Autre multipolaris�;300;01;84
01258;Montceaux;002;Lyon;112;01;84
01259;Montcet;071;Bourg-en-Bresse;112;01;84
01260;Le Montellier;002;Lyon;112;01;84
01261;Monthieux;002;Lyon;112;01;84
01262;Montluel;002;Lyon;111;01;84
01263;Montmerle-sur-Saôn;002;Lyon;112;01;84
01264;Montracol;071;Bourg-en-Bresse;112;01;84
01265;Montréal-la-Clus;545;Montréal-la-Clus;221;01;84
01266;Montrevel-en-Bresse;071;Bourg-en-Bresse;112;01;84
01267;Nurieux-Volognat;998;Autre multipolaris�;300;01;84
01268;Murs-et-Gélignieu;998;Autre multipolaris�;300;01;84
01269;Nantua;657;Nantua;221;01;84
01272;Neuville-les-Dames;997;Multipolarisé des grands pôl;120;01;84
01273;Neuville-sur-Ain;997;Multipolarisé des grands pôl;120;01;84
01274;Les Neyrolles;657;Nantua;221;01;84
01275;Neyron;002;Lyon;111;01;84
01276;Niévro;002;Lyon;112;01;84
01277;Nivollet-Montgriffon;002;Lyon;112;01;84
01279;Oncieu;002;Lyon;112;01;84
01280;Ordonnaz;998;Autre multipolaris�;300;01;84
01281;Ornex;037;Genève (SUI) - Annemasse (partie français;111;01;84
01282;Outriaz;998;Autre multipolaris�;300;01;84
01283;Oyonnax;165;Oyonnax;111;01;84
01284;Ozan;088;Mâco;112;01;84
01285;Parcieux;002;Lyon;111;01;84
01286;Parves et Nattages;997;Multipolarisé des grands pôl;120;01;84
01288;Péro;037;Genève (SUI) - Annemasse (partie français;112;01;84
01289;Péronna;071;Bourg-en-Bresse;111;01;84
01290;Pérouge;002;Lyon;112;01;84
01291;Perrex;997;Multipolarisé des grands pôl;120;01;84
01293;Peyriat;998;Autre multipolaris�;300;01;84
01294;Peyrieu;998;Autre multipolaris�;300;01;84
01295;Peyzieux-sur-Saôn;002;Lyon;112;01;84
01296;Pirajoux;071;Bourg-en-Bresse;112;01;84
01297;Pizay;002;Lyon;112;01;84
01298;Plagne;998;Autre multipolaris�;300;01;84
01299;Le Plantay;002;Lyon;112;01;84
01301;Polliat;071;Bourg-en-Bresse;112;01;84
01302;Pollieu;294;Belley;212;01;84
01303;Poncin;997;Multipolarisé des grands pôl;120;01;84
01304;Pont-d'Ain;002;Lyon;112;01;84
01305;Pont-de-Vaux;997;Multipolarisé des grands pôl;120;01;84
01306;Pont-de-Veyle;088;Mâco;112;01;84
01307;Port;545;Montréal-la-Clus;221;01;84
01308;Pougny;037;Genève (SUI) - Annemasse (partie français;112;01;84
01309;Pouillat;071;Bourg-en-Bresse;112;01;84
01310;Prémeyze;294;Belley;212;01;84
01311;Prémillie;540;Plateau d'Hauteville;222;01;84
01313;Prévessin-Moë;037;Genève (SUI) - Annemasse (partie français;111;01;84
01314;Priay;002;Lyon;112;01;84
01317;Ramasse;071;Bourg-en-Bresse;112;01;84
01318;Ranc�;002;Lyon;112;01;84
01319;Relevant;002;Lyon;112;01;84
01320;Replonges;088;Mâco;112;01;84
01321;Revonnas;071;Bourg-en-Bresse;112;01;84
01322;Reyrieux;002;Lyon;111;01;84
01323;Reyssouze;088;Mâco;112;01;84
01325;Rignieux-le-Franc;002;Lyon;112;01;84
01328;Romans;997;Multipolarisé des grands pôl;120;01;84
01329;Rossillon;998;Autre multipolaris�;300;01;84
01330;Ruffieu;998;Autre multipolaris�;300;01;84
01331;Saint-Alban;998;Autre multipolaris�;300;01;84
01332;Saint-André-de-Bâ;088;Mâco;112;01;84
01333;Saint-André-de-Corc;002;Lyon;112;01;84
01334;Saint-André-d'Huiria;088;Mâco;112;01;84
01335;Saint-André-le-Bouchou;002;Lyon;112;01;84
01336;Saint-André-sur-Vieux-Jon;071;Bourg-en-Bresse;112;01;84
01337;Saint-Bénign;997;Multipolarisé des grands pôl;120;01;84
01338;Groslée-Saint-Benoi;002;Lyon;112;01;84
01339;Saint-Bernard;002;Lyon;111;01;84
01342;Sainte-Croix;002;Lyon;112;01;84
01343;Saint-Cyr-sur-Menthon;088;Mâco;112;01;84
01344;Saint-Denis-lès-Bour;071;Bourg-en-Bresse;111;01;84
01345;Saint-Denis-en-Bugey;002;Lyon;112;01;84
01346;Saint-Didier-d'Aussiat;071;Bourg-en-Bresse;112;01;84
01347;Saint-Didier-de-Formans;002;Lyon;111;01;84
01348;Saint-Didier-sur-Chalaronne;997;Multipolarisé des grands pôl;120;01;84
01349;Saint-Élo;002;Lyon;112;01;84
01350;Saint-Étienne-du-Boi;071;Bourg-en-Bresse;112;01;84
01351;Saint-Étienne-sur-Chalaronn;002;Lyon;112;01;84
01352;Saint-Étienne-sur-Reyssouz;997;Multipolarisé des grands pôl;120;01;84
01353;Sainte-Euphémi;002;Lyon;111;01;84
01354;Saint-Genis-Pouilly;037;Genève (SUI) - Annemasse (partie français;111;01;84
01355;Saint-Genis-sur-Menthon;997;Multipolarisé des grands pôl;120;01;84
01356;Saint-Georges-sur-Renon;002;Lyon;112;01;84
01357;Saint-Germain-de-Joux;998;Autre multipolaris�;300;01;84
01358;Saint-Germain-les-Paroisses;294;Belley;212;01;84
01359;Saint-Germain-sur-Renon;002;Lyon;112;01;84
01360;Saint-Jean-de-Gonville;037;Genève (SUI) - Annemasse (partie français;112;01;84
01361;Saint-Jean-de-Niost;002;Lyon;112;01;84
01362;Saint-Jean-de-Thurigneux;002;Lyon;112;01;84
01363;Saint-Jean-le-Vieux;002;Lyon;112;01;84
01364;Saint-Jean-sur-Reyssouze;071;Bourg-en-Bresse;112;01;84
01365;Saint-Jean-sur-Veyle;088;Mâco;112;01;84
01366;Sainte-Julie;002;Lyon;112;01;84
01367;Saint-Julien-sur-Reyssouze;071;Bourg-en-Bresse;112;01;84
01368;Saint-Julien-sur-Veyle;997;Multipolarisé des grands pôl;120;01;84
01369;Saint-Just;071;Bourg-en-Bresse;111;01;84
01370;Saint-Laurent-sur-Saôn;088;Mâco;111;01;84
01371;Saint-Marcel;002;Lyon;112;01;84
01372;Saint-Martin-de-Bavel;998;Autre multipolaris�;300;01;84
01373;Saint-Martin-du-Frên;998;Autre multipolaris�;300;01;84
01374;Saint-Martin-du-Mont;071;Bourg-en-Bresse;112;01;84
01375;Saint-Martin-le-Châte;071;Bourg-en-Bresse;112;01;84
01376;Saint-Maurice-de-Beynost;002;Lyon;111;01;84
01378;Saint-Maurice-de-Gourdans;002;Lyon;112;01;84
01379;Saint-Maurice-de-Rémen;002;Lyon;112;01;84
01380;Saint-Nizier-le-Bouchoux;997;Multipolarisé des grands pôl;120;01;84
01381;Saint-Nizier-le-Déser;002;Lyon;112;01;84
01382;Sainte-Olive;002;Lyon;112;01;84
01383;Saint-Paul-de-Varax;997;Multipolarisé des grands pôl;120;01;84
01384;Saint-Rambert-en-Bugey;002;Lyon;112;01;84
01385;Saint-Rém;071;Bourg-en-Bresse;112;01;84
01386;Saint-Sorlin-en-Bugey;002;Lyon;112;01;84
01387;Saint-Sulpice;071;Bourg-en-Bresse;112;01;84
01388;Saint-Trivier-de-Courtes;000;Communes isolées hors influence des pôl;400;01;84
01389;Saint-Trivier-sur-Moignans;002;Lyon;112;01;84
01390;Saint-Vulbas;002;Lyon;112;01;84
01391;Salavre;071;Bourg-en-Bresse;112;01;84
01392;Samognat;165;Oyonnax;112;01;84
01393;Sandrans;002;Lyon;112;01;84
01396;Sault-Bréna;002;Lyon;112;01;84
01397;Sauverny;037;Genève (SUI) - Annemasse (partie français;112;01;84
01398;Savigneux;002;Lyon;112;01;84
01399;Ségn;037;Genève (SUI) - Annemasse (partie français;112;01;84
01400;Seillonnaz;002;Lyon;112;01;84
01401;Sergy;037;Genève (SUI) - Annemasse (partie français;111;01;84
01402;Sermoyer;998;Autre multipolaris�;300;01;84
01403;Serrières-de-Brior;002;Lyon;112;01;84
01404;Serrières-sur-Ai;997;Multipolarisé des grands pôl;120;01;84
01405;Servas;071;Bourg-en-Bresse;112;01;84
01406;Servignat;997;Multipolarisé des grands pôl;120;01;84
01407;Seyssel;998;Autre multipolaris�;300;01;84
01408;Simandre-sur-Suran;071;Bourg-en-Bresse;112;01;84
01410;Sonthonnax-la-Montagne;998;Autre multipolaris�;300;01;84
01411;Souclin;002;Lyon;112;01;84
01412;Sulignat;997;Multipolarisé des grands pôl;120;01;84
01415;Talissieu;998;Autre multipolaris�;300;01;84
01416;Tenay;002;Lyon;112;01;84
01418;Thil;002;Lyon;112;01;84
01419;Thoiry;037;Genève (SUI) - Annemasse (partie français;111;01;84
01420;Thoissey;997;Multipolarisé des grands pôl;120;01;84
01421;Torcieu;002;Lyon;112;01;84
01422;Tossiat;071;Bourg-en-Bresse;112;01;84
01423;Toussieux;002;Lyon;111;01;84
01424;Tramoyes;002;Lyon;112;01;84
01425;La Tranclièr;071;Bourg-en-Bresse;112;01;84
01426;Val-Revermont;071;Bourg-en-Bresse;112;01;84
01427;Trévou;002;Lyon;111;01;84
01428;Valeins;002;Lyon;112;01;84
01429;Vandeins;071;Bourg-en-Bresse;112;01;84
01430;Varambon;002;Lyon;112;01;84
01431;Vaux-en-Bugey;002;Lyon;112;01;84
01432;Verjon;071;Bourg-en-Bresse;112;01;84
01433;Vernoux;000;Communes isolées hors influence des pôl;400;01;84
01434;Versailleux;002;Lyon;112;01;84
01435;Versonnex;037;Genève (SUI) - Annemasse (partie français;112;01;84
01436;Vesancy;037;Genève (SUI) - Annemasse (partie français;112;01;84
01437;Vescours;998;Autre multipolaris�;300;01;84
01439;Vésine;088;Mâco;112;01;84
01441;Vieu-d'Izenave;998;Autre multipolaris�;300;01;84
01443;Villars-les-Dombes;002;Lyon;112;01;84
01444;Villebois;002;Lyon;112;01;84
01445;Villemotier;071;Bourg-en-Bresse;112;01;84
01446;Villeneuve;002;Lyon;112;01;84
01447;Villereversure;071;Bourg-en-Bresse;112;01;84
01448;Villes;998;Autre multipolaris�;300;01;84
01449;Villette-sur-Ain;002;Lyon;112;01;84
01450;Villieu-Loyes-Mollon;002;Lyon;112;01;84
01451;Viriat;071;Bourg-en-Bresse;111;01;84
01452;Virieu-le-Grand;998;Autre multipolaris�;300;01;84
01453;Arvière-en-Valrome;998;Autre multipolaris�;300;01;84
01454;Virignin;294;Belley;212;01;84
01456;Vongnes;998;Autre multipolaris�;300;01;84
01457;Vonnas;997;Multipolarisé des grands pôl;120;01;84
02001;Abbécour;998;Autre multipolaris�;300;02;32
02002;Achery;998;Autre multipolaris�;300;02;32
02003;Acy;127;Soissons;112;02;32
02004;Agnicourt-et-Séchelle;000;Communes isolées hors influence des pôl;400;02;32
02005;Aguilcourt;029;Reims;112;02;32
02006;Aisonville-et-Bernoville;998;Autre multipolaris�;300;02;32
02007;Aizelles;997;Multipolarisé des grands pôl;120;02;32
02008;Aizy-Jouy;997;Multipolarisé des grands pôl;120;02;32
02009;Alaincourt;074;Saint-Quentin;112;02;32
02010;Allemant;127;Soissons;112;02;32
02011;Ambleny;997;Multipolarisé des grands pôl;120;02;32
02012;Ambrief;127;Soissons;112;02;32
02013;Amifontaine;029;Reims;112;02;32
02014;Amigny-Rouy;998;Autre multipolaris�;300;02;32
02015;Ancienville;001;Paris;112;02;32
02016;Andelain;233;Tergnier;211;02;32
02017;Anguilcourt-le-Sart;998;Autre multipolaris�;300;02;32
02018;Anizy-le-Grand;997;Multipolarisé des grands pôl;120;02;32
02019;Annois;998;Autre multipolaris�;300;02;32
02020;Any-Martin-Rieux;998;Autre multipolaris�;300;02;32
02021;Archon;000;Communes isolées hors influence des pôl;400;02;32
02022;Arcy-Sainte-Restitue;997;Multipolarisé des grands pôl;120;02;32
02023;Armentières-sur-Ourc;997;Multipolarisé des grands pôl;120;02;32
02024;Arrancy;997;Multipolarisé des grands pôl;120;02;32
02025;Artemps;074;Saint-Quentin;112;02;32
02027;Assis-sur-Serre;146;Laon;112;02;32
02028;Athies-sous-Laon;146;Laon;111;02;32
02029;Attilly;074;Saint-Quentin;112;02;32
02030;Aubencheul-aux-Bois;997;Multipolarisé des grands pôl;120;02;32
02031;Aubenton;000;Communes isolées hors influence des pôl;400;02;32
02032;Aubigny-aux-Kaisnes;997;Multipolarisé des grands pôl;120;02;32
02033;Aubigny-en-Laonnois;997;Multipolarisé des grands pôl;120;02;32
02034;Audignicourt;998;Autre multipolaris�;300;02;32
02035;Audigny;998;Autre multipolaris�;300;02;32
02036;Augy;997;Multipolarisé des grands pôl;120;02;32
02037;Aulnois-sous-Laon;146;Laon;112;02;32
02038;Les Autels;000;Communes isolées hors influence des pôl;400;02;32
02039;Autremencourt;000;Communes isolées hors influence des pôl;400;02;32
02040;Autreppes;998;Autre multipolaris�;300;02;32
02041;Autreville;250;Chauny;211;02;32
02042;Azy-sur-Marne;997;Multipolarisé des grands pôl;120;02;32
02043;Bagneux;127;Soissons;112;02;32
02044;Bancigny;000;Communes isolées hors influence des pôl;400;02;32
02046;Barenton-Bugny;146;Laon;112;02;32
02047;Barenton-Cel;146;Laon;112;02;32
02048;Barenton-sur-Serre;146;Laon;112;02;32
02049;Barisis-aux-Bois;998;Autre multipolaris�;300;02;32
02050;Barzy-en-Thiérach;998;Autre multipolaris�;300;02;32
02051;Barzy-sur-Marne;997;Multipolarisé des grands pôl;120;02;32
02052;Bassoles-Aulers;997;Multipolarisé des grands pôl;120;02;32
02053;Vallées en Champagn;997;Multipolarisé des grands pôl;120;02;32
02054;Bazoches-sur-Vesles;029;Reims;112;02;32
02055;Beaum�;000;Communes isolées hors influence des pôl;400;02;32
02056;Beaumont-en-Beine;998;Autre multipolaris�;300;02;32
02057;Beaurevoir;998;Autre multipolaris�;300;02;32
02058;Beaurieux;029;Reims;112;02;32
02059;Beautor;233;Tergnier;211;02;32
02060;Beauvois-en-Vermandois;074;Saint-Quentin;112;02;32
02061;Becquigny;998;Autre multipolaris�;300;02;32
02062;Belleau;181;Château-Thierr;112;02;32
02063;Bellenglise;074;Saint-Quentin;112;02;32
02064;Belleu;127;Soissons;111;02;32
02065;Bellicourt;074;Saint-Quentin;112;02;32
02066;Benay;074;Saint-Quentin;112;02;32
02067;Bergues-sur-Sambre;998;Autre multipolaris�;300;02;32
02068;Berlancourt;998;Autre multipolaris�;300;02;32
02069;Berlise;998;Autre multipolaris�;300;02;32
02070;Bernot;074;Saint-Quentin;112;02;32
02071;Berny-Rivièr;997;Multipolarisé des grands pôl;120;02;32
02072;Berrieux;029;Reims;112;02;32
02073;Berry-au-Bac;029;Reims;112;02;32
02074;Bertaucourt-Epourdon;998;Autre multipolaris�;300;02;32
02075;Berthenicourt;074;Saint-Quentin;112;02;32
02076;Bertricourt;029;Reims;112;02;32
02077;Berzy-le-Sec;127;Soissons;112;02;32
02078;Besm�;998;Autre multipolaris�;300;02;32
02079;Besmont;000;Communes isolées hors influence des pôl;400;02;32
02080;Besny-et-Loizy;146;Laon;112;02;32
02081;Béthancourt-en-Vau;250;Chauny;212;02;32
02082;Beugneux;997;Multipolarisé des grands pôl;120;02;32
02083;Beuvardes;181;Château-Thierr;112;02;32
02084;Bézu-le-Gué;001;Paris;112;02;32
02085;Bézu-Saint-Germai;181;Château-Thierr;112;02;32
02086;Bichancourt;250;Chauny;212;02;32
02087;Bieuxy;127;Soissons;112;02;32
02088;Bièvre;146;Laon;112;02;32
02089;Billy-sur-Aisne;127;Soissons;112;02;32
02090;Billy-sur-Ourcq;001;Paris;112;02;32
02091;Blanzy-lès-Fisme;029;Reims;112;02;32
02093;Blérancour;998;Autre multipolaris�;300;02;32
02094;Blesmes;181;Château-Thierr;111;02;32
02095;Bohain-en-Vermandois;518;Bohain-en-Vermandois;221;02;32
02096;Bois-lès-Pargn;997;Multipolarisé des grands pôl;120;02;32
02097;Boncourt;000;Communes isolées hors influence des pôl;400;02;32
02098;Bonneil;997;Multipolarisé des grands pôl;120;02;32
02099;Bonnesvalyn;997;Multipolarisé des grands pôl;120;02;32
02100;Bony;998;Autre multipolaris�;300;02;32
02101;Bosmont-sur-Serre;998;Autre multipolaris�;300;02;32
02102;Bouconville-Vauclair;029;Reims;112;02;32
