d_codigo,Region.quota,Rural.quota
01000,Central-Eastern,Urbano
01010,Central-Eastern,Urbano
01020,Central-Eastern,Urbano
01030,Central-Eastern,Urbano
01040,Central-Eastern,Urbano
01049,Central-Eastern,Urbano
01050,Central-Eastern,Urbano
01060,Central-Eastern,Urbano
01070,Central-Eastern,Urbano
01080,Central-Eastern,Urbano
01089,Central-Eastern,Urbano
01090,Central-Eastern,Urbano
01100,Central-Eastern,Urbano
01109,Central-Eastern,Urbano
01110,Central-Eastern,Urbano
01120,Central-Eastern,Urbano
01125,Central-Eastern,Urbano
01130,Central-Eastern,Urbano
01139,Central-Eastern,Urbano
01140,Central-Eastern,Urbano
01150,Central-Eastern,Urbano
01160,Central-Eastern,Urbano
01170,Central-Eastern,Urbano
01180,Central-Eastern,Urbano
01200,Central-Eastern,Urbano
01210,Central-Eastern,Urbano
01219,Central-Eastern,Urbano
01220,Central-Eastern,Urbano
01230,Central-Eastern,Urbano
01239,Central-Eastern,Urbano
01240,Central-Eastern,Urbano
01250,Central-Eastern,Urbano
01259,Central-Eastern,Urbano
01260,Central-Eastern,Urbano
01269,Central-Eastern,Urbano
01270,Central-Eastern,Urbano
01275,Central-Eastern,Urbano
01276,Central-Eastern,Urbano
01278,Central-Eastern,Urbano
01279,Central-Eastern,Urbano
01280,Central-Eastern,Urbano
01285,Central-Eastern,Urbano
01289,Central-Eastern,Urbano
01290,Central-Eastern,Urbano
01296,Central-Eastern,Urbano
01298,Central-Eastern,Urbano
01299,Central-Eastern,Urbano
01310,Central-Eastern,Urbano
01320,Central-Eastern,Urbano
01330,Central-Eastern,Urbano
01340,Central-Eastern,Urbano
01376,Central-Eastern,Urbano
01377,Central-Eastern,Urbano
01389,Central-Eastern,Urbano
01400,Central-Eastern,Urbano
01407,Central-Eastern,Urbano
01408,Central-Eastern,Urbano
01410,Central-Eastern,Urbano
01419,Central-Eastern,Urbano
01420,Central-Eastern,Urbano
01430,Central-Eastern,Urbano
01450,Central-Eastern,Urbano
01460,Central-Eastern,Urbano
01470,Central-Eastern,Urbano
01480,Central-Eastern,Urbano
01490,Central-Eastern,Urbano
01500,Central-Eastern,Urbano
01509,Central-Eastern,Urbano
01510,Central-Eastern,Urbano
01520,Central-Eastern,Urbano
01530,Central-Eastern,Urbano
01538,Central-Eastern,Urbano
01539,Central-Eastern,Urbano
01540,Central-Eastern,Urbano
01548,Central-Eastern,Urbano
01549,Central-Eastern,Urbano
01550,Central-Eastern,Urbano
01560,Central-Eastern,Urbano
01566,Central-Eastern,Urbano
01569,Central-Eastern,Urbano
01588,Central-Eastern,Urbano
01590,Central-Eastern,Urbano
01600,Central-Eastern,Urbano
01610,Central-Eastern,Urbano
01618,Central-Eastern,Urbano
01619,Central-Eastern,Urbano
01620,Central-Eastern,Urbano
01630,Central-Eastern,Urbano
01640,Central-Eastern,Urbano
01645,Central-Eastern,Urbano
01650,Central-Eastern,Urbano
01700,Central-Eastern,Urbano
01708,Central-Eastern,Urbano
01710,Central-Eastern,Urbano
01720,Central-Eastern,Urbano
01729,Central-Eastern,Urbano
01730,Central-Eastern,Urbano
01740,Central-Eastern,Urbano
01750,Central-Eastern,Urbano
01759,Central-Eastern,Urbano
01760,Central-Eastern,Urbano
01770,Central-Eastern,Urbano
01780,Central-Eastern,Urbano
01789,Central-Eastern,Urbano
01790,Central-Eastern,Urbano
01800,Central-Eastern,Urbano
01807,Central-Eastern,Urbano
01810,Central-Eastern,Urbano
01820,Central-Eastern,Urbano
01830,Central-Eastern,Urbano
01840,Central-Eastern,Urbano
01849,Central-Eastern,Urbano
01857,Central-Eastern,Urbano
01859,Central-Eastern,Urbano
01860,Central-Eastern,Urbano
01863,Central-Eastern,Urbano
01870,Central-Eastern,Urbano
01900,Central-Eastern,Urbano
01904,Central-Eastern,Urbano
02000,Central-Eastern,Urbano
02010,Central-Eastern,Urbano
02020,Central-Eastern,Urbano
02040,Central-Eastern,Urbano
02050,Central-Eastern,Urbano
02060,Central-Eastern,Urbano
02070,Central-Eastern,Urbano
02080,Central-Eastern,Urbano
02090,Central-Eastern,Urbano
02099,Central-Eastern,Urbano
02100,Central-Eastern,Urbano
02120,Central-Eastern,Urbano
02128,Central-Eastern,Urbano
02129,Central-Eastern,Urbano
02130,Central-Eastern,Urbano
02140,Central-Eastern,Urbano
02150,Central-Eastern,Urbano
02160,Central-Eastern,Urbano
02200,Central-Eastern,Urbano
02230,Central-Eastern,Urbano
02240,Central-Eastern,Urbano
02250,Central-Eastern,Urbano
02300,Central-Eastern,Urbano
02310,Central-Eastern,Urbano
02320,Central-Eastern,Urbano
02330,Central-Eastern,Urbano
02340,Central-Eastern,Urbano
02360,Central-Eastern,Urbano
02400,Central-Eastern,Urbano
02410,Central-Eastern,Urbano
02420,Central-Eastern,Urbano
02440,Central-Eastern,Urbano
02459,Central-Eastern,Urbano
02460,Central-Eastern,Urbano
02470,Central-Eastern,Urbano
02480,Central-Eastern,Urbano
02490,Central-Eastern,Urbano
02500,Central-Eastern,Urbano
02519,Central-Eastern,Urbano
02520,Central-Eastern,Urbano
02530,Central-Eastern,Urbano
02600,Central-Eastern,Urbano
02630,Central-Eastern,Urbano
02640,Central-Eastern,Urbano
02650,Central-Eastern,Urbano
02660,Central-Eastern,Urbano
02670,Central-Eastern,Urbano
02680,Central-Eastern,Urbano
02700,Central-Eastern,Urbano
02710,Central-Eastern,Urbano
02719,Central-Eastern,Urbano
02720,Central-Eastern,Urbano
02730,Central-Eastern,Urbano
02750,Central-Eastern,Urbano
02760,Central-Eastern,Urbano
02770,Central-Eastern,Urbano
02780,Central-Eastern,Urbano
02790,Central-Eastern,Urbano
02800,Central-Eastern,Urbano
02810,Central-Eastern,Urbano
02830,Central-Eastern,Urbano
02840,Central-Eastern,Urbano
02860,Central-Eastern,Urbano
02870,Central-Eastern,Urbano
02900,Central-Eastern,Urbano
02910,Central-Eastern,Urbano
02920,Central-Eastern,Urbano
02930,Central-Eastern,Urbano
02940,Central-Eastern,Urbano
02950,Central-Eastern,Urbano
02960,Central-Eastern,Urbano
02970,Central-Eastern,Urbano
02980,Central-Eastern,Urbano
02990,Central-Eastern,Urbano
03000,Central-Eastern,Urbano
03010,Central-Eastern,Urbano
03020,Central-Eastern,Urbano
03023,Central-Eastern,Urbano
03100,Central-Eastern,Urbano
03103,Central-Eastern,Urbano
03104,Central-Eastern,Urbano
03200,Central-Eastern,Urbano
03230,Central-Eastern,Urbano
03240,Central-Eastern,Urbano
03300,Central-Eastern,Urbano
03303,Central-Eastern,Urbano
03310,Central-Eastern,Urbano
03320,Central-Eastern,Urbano
03330,Central-Eastern,Urbano
03340,Central-Eastern,Urbano
03400,Central-Eastern,Urbano
03410,Central-Eastern,Urbano
03420,Central-Eastern,Urbano
03430,Central-Eastern,Urbano
03440,Central-Eastern,Urbano
03500,Central-Eastern,Urbano
03510,Central-Eastern,Urbano
03520,Central-Eastern,Urbano
03530,Central-Eastern,Urbano
03540,Central-Eastern,Urbano
03550,Central-Eastern,Urbano
03560,Central-Eastern,Urbano
03570,Central-Eastern,Urbano
03580,Central-Eastern,Urbano
03590,Central-Eastern,Urbano
03600,Central-Eastern,Urbano
03610,Central-Eastern,Urbano
03620,Central-Eastern,Urbano
03630,Central-Eastern,Urbano
03640,Central-Eastern,Urbano
03650,Central-Eastern,Urbano
03660,Central-Eastern,Urbano
03700,Central-Eastern,Urbano
03710,Central-Eastern,Urbano
03720,Central-Eastern,Urbano
03730,Central-Eastern,Urbano
03740,Central-Eastern,Urbano
03800,Central-Eastern,Urbano
03810,Central-Eastern,Urbano
03820,Central-Eastern,Urbano
03840,Central-Eastern,Urbano
03900,Central-Eastern,Urbano
03910,Central-Eastern,Urbano
03920,Central-Eastern,Urbano
03930,Central-Eastern,Urbano
03940,Central-Eastern,Urbano
04000,Central-Eastern,Urbano
04010,Central-Eastern,Urbano
04020,Central-Eastern,Urbano
04030,Central-Eastern,Urbano
04040,Central-Eastern,Urbano
04100,Central-Eastern,Urbano
04120,Central-Eastern,Urbano
04200,Central-Eastern,Urbano
04210,Central-Eastern,Urbano
04230,Central-Eastern,Urbano
04240,Central-Eastern,Urbano
04250,Central-Eastern,Urbano
04260,Central-Eastern,Urbano
04300,Central-Eastern,Urbano
04310,Central-Eastern,Urbano
04318,Central-Eastern,Urbano
04320,Central-Eastern,Urbano
04330,Central-Eastern,Urbano
04340,Central-Eastern,Urbano
04360,Central-Eastern,Urbano
04369,Central-Eastern,Urbano
04370,Central-Eastern,Urbano
04380,Central-Eastern,Urbano
04390,Central-Eastern,Urbano
04400,Central-Eastern,Urbano
04410,Central-Eastern,Urbano
04420,Central-Eastern,Urbano
04440,Central-Eastern,Urbano
04450,Central-Eastern,Urbano
04460,Central-Eastern,Urbano
04470,Central-Eastern,Urbano
04480,Central-Eastern,Urbano
04489,Central-Eastern,Urbano
04490,Central-Eastern,Urbano
04500,Central-Eastern,Urbano
04510,Central-Eastern,Urbano
04519,Central-Eastern,Urbano
04530,Central-Eastern,Urbano
04600,Central-Eastern,Urbano
04610,Central-Eastern,Urbano
04620,Central-Eastern,Urbano
04630,Central-Eastern,Urbano
04640,Central-Eastern,Urbano
04650,Central-Eastern,Urbano
04660,Central-Eastern,Urbano
04700,Central-Eastern,Urbano
04710,Central-Eastern,Urbano
04730,Central-Eastern,Urbano
04739,Central-Eastern,Urbano
04800,Central-Eastern,Urbano
04810,Central-Eastern,Urbano
04815,Central-Eastern,Urbano
04830,Central-Eastern,Urbano
04840,Central-Eastern,Urbano
04870,Central-Eastern,Urbano
04890,Central-Eastern,Urbano
04899,Central-Eastern,Urbano
04909,Central-Eastern,Urbano
04910,Central-Eastern,Urbano
04918,Central-Eastern,Urbano
04919,Central-Eastern,Urbano
04920,Central-Eastern,Urbano
04929,Central-Eastern,Urbano
04930,Central-Eastern,Urbano
04938,Central-Eastern,Urbano
04939,Central-Eastern,Urbano
04940,Central-Eastern,Urbano
04950,Central-Eastern,Urbano
04960,Central-Eastern,Urbano
04970,Central-Eastern,Urbano
04980,Central-Eastern,Urbano
05000,Central-Eastern,Urbano
05010,Central-Eastern,Urbano
05020,Central-Eastern,Urbano
05030,Central-Eastern,Urbano
05050,Central-Eastern,Urbano
05100,Central-Eastern,Urbano
05110,Central-Eastern,Urbano
05118,Central-Eastern,Urbano
05119,Central-Eastern,Urbano
05120,Central-Eastern,Urbano
05129,Central-Eastern,Urbano
05200,Central-Eastern,Urbano
05219,Central-Eastern,Urbano
05220,Central-Eastern,Urbano
05230,Central-Eastern,Urbano
05240,Central-Eastern,Urbano
05260,Central-Eastern,Urbano
05269,Central-Eastern,Urbano
05270,Central-Eastern,Urbano
05280,Central-Eastern,Urbano
05310,Central-Eastern,Urbano
05320,Central-Eastern,Urbano
05330,Central-Eastern,Urbano
05348,Central-Eastern,Urbano
05360,Central-Eastern,Urbano
05370,Central-Eastern,Urbano
05379,Central-Eastern,Urbano
05400,Central-Eastern,Urbano
05410,Central-Eastern,Urbano
05500,Central-Eastern,Urbano
05520,Central-Eastern,Urbano
05530,Central-Eastern,Urbano
05600,Central-Eastern,Urbano
05610,Central-Eastern,Urbano
05700,Central-Eastern,Urbano
05710,Central-Eastern,Urbano
05730,Central-Eastern,Urbano
05750,Central-Eastern,Urbano
05760,Central-Eastern,Urbano
05780,Central-Eastern,Urbano
06000,Central-Eastern,Urbano
06010,Central-Eastern,Urbano
06020,Central-Eastern,Urbano
06030,Central-Eastern,Urbano
06040,Central-Eastern,Urbano
06050,Central-Eastern,Urbano
06060,Central-Eastern,Urbano
06070,Central-Eastern,Urbano
06080,Central-Eastern,Urbano
06090,Central-Eastern,Urbano
06100,Central-Eastern,Urbano
06140,Central-Eastern,Urbano
06170,Central-Eastern,Urbano
06200,Central-Eastern,Urbano
06220,Central-Eastern,Urbano
06240,Central-Eastern,Urbano
06250,Central-Eastern,Urbano
06270,Central-Eastern,Urbano
06280,Central-Eastern,Urbano
06300,Central-Eastern,Urbano
06350,Central-Eastern,Urbano
06400,Central-Eastern,Urbano
06430,Central-Eastern,Urbano
06450,Central-Eastern,Urbano
06470,Central-Eastern,Urbano
06500,Central-Eastern,Urbano
06600,Central-Eastern,Urbano
06700,Central-Eastern,Urbano
06720,Central-Eastern,Urbano
06760,Central-Eastern,Urbano
06780,Central-Eastern,Urbano
06800,Central-Eastern,Urbano
06820,Central-Eastern,Urbano
06840,Central-Eastern,Urbano
06850,Central-Eastern,Urbano
06860,Central-Eastern,Urbano
06870,Central-Eastern,Urbano
06880,Central-Eastern,Urbano
06890,Central-Eastern,Urbano
06900,Central-Eastern,Urbano
06920,Central-Eastern,Urbano
07000,Central-Eastern,Urbano
07010,Central-Eastern,Urbano
07020,Central-Eastern,Urbano
07040,Central-Eastern,Urbano
07050,Central-Eastern,Urbano
07058,Central-Eastern,Urbano
07060,Central-Eastern,Urbano
07069,Central-Eastern,Urbano
07070,Central-Eastern,Urbano
07080,Central-Eastern,Urbano
07089,Central-Eastern,Urbano
07090,Central-Eastern,Urbano
07100,Central-Eastern,Urbano
07109,Central-Eastern,Urbano
07110,Central-Eastern,Urbano
07119,Central-Eastern,Urbano
07130,Central-Eastern,Urbano
07140,Central-Eastern,Urbano
07144,Central-Eastern,Urbano
07149,Central-Eastern,Urbano
07150,Central-Eastern,Urbano
07160,Central-Eastern,Urbano
07164,Central-Eastern,Urbano
07170,Central-Eastern,Urbano
07180,Central-Eastern,Urbano
07183,Central-Eastern,Urbano
07187,Central-Eastern,Urbano
07188,Central-Eastern,Urbano
07189,Central-Eastern,Urbano
07190,Central-Eastern,Urbano
07199,Central-Eastern,Urbano
07200,Central-Eastern,Urbano
07207,Central-Eastern,Urbano
07209,Central-Eastern,Urbano
07210,Central-Eastern,Urbano
07214,Central-Eastern,Urbano
07220,Central-Eastern,Urbano
07224,Central-Eastern,Urbano
07230,Central-Eastern,Urbano
07239,Central-Eastern,Urbano
07240,Central-Eastern,Urbano
07250,Central-Eastern,Urbano
07259,Central-Eastern,Urbano
07268,Central-Eastern,Urbano
07270,Central-Eastern,Urbano
07279,Central-Eastern,Urbano
07280,Central-Eastern,Urbano
07290,Central-Eastern,Urbano
07300,Central-Eastern,Urbano
07310,Central-Eastern,Urbano
07320,Central-Eastern,Urbano
07330,Central-Eastern,Urbano
07340,Central-Eastern,Urbano
07350,Central-Eastern,Urbano
07359,Central-Eastern,Urbano
07360,Central-Eastern,Urbano
07369,Central-Eastern,Urbano
07370,Central-Eastern,Urbano
07380,Central-Eastern,Urbano
07400,Central-Eastern,Urbano
07410,Central-Eastern,Urbano
07420,Central-Eastern,Urbano
07430,Central-Eastern,Urbano
07440,Central-Eastern,Urbano
07450,Central-Eastern,Urbano
07455,Central-Eastern,Urbano
07456,Central-Eastern,Urbano
07460,Central-Eastern,Urbano
07469,Central-Eastern,Urbano
07470,Central-Eastern,Urbano
07480,Central-Eastern,Urbano
07500,Central-Eastern,Urbano
07509,Central-Eastern,Urbano
07510,Central-Eastern,Urbano
07520,Central-Eastern,Urbano
07530,Central-Eastern,Urbano
07540,Central-Eastern,Urbano
07550,Central-Eastern,Urbano
07560,Central-Eastern,Urbano
07570,Central-Eastern,Urbano
07580,Central-Eastern,Urbano
07600,Central-Eastern,Urbano
07620,Central-Eastern,Urbano
07630,Central-Eastern,Urbano
07640,Central-Eastern,Urbano
07650,Central-Eastern,Urbano
07670,Central-Eastern,Urbano
07680,Central-Eastern,Urbano
07700,Central-Eastern,Urbano
07707,Central-Eastern,Urbano
07708,Central-Eastern,Urbano
07720,Central-Eastern,Urbano
07730,Central-Eastern,Urbano
07739,Central-Eastern,Urbano
07740,Central-Eastern,Urbano
07750,Central-Eastern,Urbano
07754,Central-Eastern,Urbano
07755,Central-Eastern,Urbano
07760,Central-Eastern,Urbano
07770,Central-Eastern,Urbano
07780,Central-Eastern,Urbano
07790,Central-Eastern,Urbano
07800,Central-Eastern,Urbano
07810,Central-Eastern,Urbano
07820,Central-Eastern,Urbano
07830,Central-Eastern,Urbano
07838,Central-Eastern,Urbano
07839,Central-Eastern,Urbano
07840,Central-Eastern,Urbano
07850,Central-Eastern,Urbano
07858,Central-Eastern,Urbano
07859,Central-Eastern,Urbano
07860,Central-Eastern,Urbano
07869,Central-Eastern,Urbano
07870,Central-Eastern,Urbano
07880,Central-Eastern,Urbano
07889,Central-Eastern,Urbano
07890,Central-Eastern,Urbano
07899,Central-Eastern,Urbano
07900,Central-Eastern,Urbano
07910,Central-Eastern,Urbano
07918,Central-Eastern,Urbano
07919,Central-Eastern,Urbano
07920,Central-Eastern,Urbano
07930,Central-Eastern,Urbano
07939,Central-Eastern,Urbano
07940,Central-Eastern,Urbano
07950,Central-Eastern,Urbano
07960,Central-Eastern,Urbano
07969,Central-Eastern,Urbano
07970,Central-Eastern,Urbano
07979,Central-Eastern,Urbano
07980,Central-Eastern,Urbano
07990,Central-Eastern,Urbano
08000,Central-Eastern,Urbano
08010,Central-Eastern,Urbano
08020,Central-Eastern,Urbano
08030,Central-Eastern,Urbano
08040,Central-Eastern,Urbano
08100,Central-Eastern,Urbano
08200,Central-Eastern,Urbano
08210,Central-Eastern,Urbano
08220,Central-Eastern,Urbano
08230,Central-Eastern,Urbano
08240,Central-Eastern,Urbano
08300,Central-Eastern,Urbano
08310,Central-Eastern,Urbano
08320,Central-Eastern,Urbano
08400,Central-Eastern,Urbano
08420,Central-Eastern,Urbano
08500,Central-Eastern,Urbano
08510,Central-Eastern,Urbano
08600,Central-Eastern,Urbano
08610,Central-Eastern,Urbano
08620,Central-Eastern,Urbano
08650,Central-Eastern,Urbano
08700,Central-Eastern,Urbano
08710,Central-Eastern,Urbano
08720,Central-Eastern,Urbano
08730,Central-Eastern,Urbano
08760,Central-Eastern,Urbano
08770,Central-Eastern,Urbano
08800,Central-Eastern,Urbano
08810,Central-Eastern,Urbano
08830,Central-Eastern,Urbano
08840,Central-Eastern,Urbano
08900,Central-Eastern,Urbano
08910,Central-Eastern,Urbano
08920,Central-Eastern,Urbano
08930,Central-Eastern,Urbano
09000,Central-Eastern,Urbano
09010,Central-Eastern,Urbano
09020,Central-Eastern,Urbano
09030,Central-Eastern,Urbano
09040,Central-Eastern,Urbano
09060,Central-Eastern,Urbano
09070,Central-Eastern,Urbano
09080,Central-Eastern,Urbano
09089,Central-Eastern,Urbano
09090,Central-Eastern,Urbano
09099,Central-Eastern,Urbano
09100,Central-Eastern,Urbano
09130,Central-Eastern,Urbano
09140,Central-Eastern,Urbano
09180,Central-Eastern,Urbano
09200,Central-Eastern,Urbano
09208,Central-Eastern,Urbano
09209,Central-Eastern,Urbano
09210,Central-Eastern,Urbano
09220,Central-Eastern,Urbano
09230,Central-Eastern,Urbano
09239,Central-Eastern,Urbano
09240,Central-Eastern,Urbano
09250,Central-Eastern,Urbano
09260,Central-Eastern,Urbano
09270,Central-Eastern,Urbano
09280,Central-Eastern,Urbano
09290,Central-Eastern,Urbano
09300,Central-Eastern,Urbano
09310,Central-Eastern,Urbano
09319,Central-Eastern,Urbano
09320,Central-Eastern,Urbano
09350,Central-Eastern,Urbano
09359,Central-Eastern,Urbano
09360,Central-Eastern,Urbano
09400,Central-Eastern,Urbano
09410,Central-Eastern,Urbano
09420,Central-Eastern,Urbano
09429,Central-Eastern,Urbano
09430,Central-Eastern,Urbano
09438,Central-Eastern,Urbano
09440,Central-Eastern,Urbano
09450,Central-Eastern,Urbano
09460,Central-Eastern,Urbano
09470,Central-Eastern,Urbano
09479,Central-Eastern,Urbano
09480,Central-Eastern,Urbano
09500,Central-Eastern,Urbano
09510,Central-Eastern,Urbano
09520,Central-Eastern,Urbano
09530,Central-Eastern,Urbano
09550,Central-Eastern,Urbano
09560,Central-Eastern,Urbano
09570,Central-Eastern,Urbano
09578,Central-Eastern,Urbano
09600,Central-Eastern,Urbano
09608,Central-Eastern,Urbano
09609,Central-Eastern,Urbano
09620,Central-Eastern,Urbano
09630,Central-Eastern,Urbano
09637,Central-Eastern,Urbano
09638,Central-Eastern,Urbano
09640,Central-Eastern,Urbano
09648,Central-Eastern,Urbano
09660,Central-Eastern,Urbano
09670,Central-Eastern,Urbano
09680,Central-Eastern,Urbano
09689,Central-Eastern,Urbano
09690,Central-Eastern,Urbano
09696,Central-Eastern,Urbano
09698,Central-Eastern,Urbano
09700,Central-Eastern,Urbano
09704,Central-Eastern,Urbano
09705,Central-Eastern,Urbano
09706,Central-Eastern,Urbano
09708,Central-Eastern,Urbano
09709,Central-Eastern,Urbano
09710,Central-Eastern,Urbano
09720,Central-Eastern,Urbano
09730,Central-Eastern,Urbano
09740,Central-Eastern,Urbano
09750,Central-Eastern,Urbano
09760,Central-Eastern,Urbano
09769,Central-Eastern,Urbano
09770,Central-Eastern,Urbano
09780,Central-Eastern,Urbano
09790,Central-Eastern,Urbano
09800,Central-Eastern,Urbano
09810,Central-Eastern,Urbano
09819,Central-Eastern,Urbano
09820,Central-Eastern,Urbano
09828,Central-Eastern,Urbano
09829,Central-Eastern,Urbano
09830,Central-Eastern,Urbano
09837,Central-Eastern,Urbano
09838,Central-Eastern,Urbano
09839,Central-Eastern,Urbano
09840,Central-Eastern,Urbano
09849,Central-Eastern,Urbano
09850,Central-Eastern,Urbano
09856,Central-Eastern,Urbano
09858,Central-Eastern,Urbano
09859,Central-Eastern,Urbano
09860,Central-Eastern,Urbano
09868,Central-Eastern,Urbano
09870,Central-Eastern,Urbano
09880,Central-Eastern,Urbano
09890,Central-Eastern,Urbano
09897,Central-Eastern,Urbano
09900,Central-Eastern,Urbano
09910,Central-Eastern,Urbano
09920,Central-Eastern,Urbano
09930,Central-Eastern,Urbano
09940,Central-Eastern,Urbano
09960,Central-Eastern,Urbano
09969,Central-Eastern,Urbano
09970,Central-Eastern,Urbano
10000,Central-Eastern,Urbano
10010,Central-Eastern,Urbano
10020,Central-Eastern,Urbano
10130,Central-Eastern,Urbano
10200,Central-Eastern,Urbano
10300,Central-Eastern,Urbano
10320,Central-Eastern,Urbano
10330,Central-Eastern,Urbano
10340,Central-Eastern,Urbano
10350,Central-Eastern,Urbano
10360,Central-Eastern,Urbano
10368,Central-Eastern,Urbano
10369,Central-Eastern,Urbano
10370,Central-Eastern,Urbano
10378,Central-Eastern,Urbano
10379,Central-Eastern,Urbano
10380,Central-Eastern,Urbano
10400,Central-Eastern,Urbano
10500,Central-Eastern,Urbano
10580,Central-Eastern,Urbano
10600,Central-Eastern,Urbano
10610,Central-Eastern,Urbano
10620,Central-Eastern,Urbano
10630,Central-Eastern,Urbano
10640,Central-Eastern,Urbano
10660,Central-Eastern,Urbano
10700,Central-Eastern,Urbano
10710,Central-Eastern,Urbano
10800,Central-Eastern,Urbano
10810,Central-Eastern,Urbano
10820,Central-Eastern,Urbano
10830,Central-Eastern,Urbano
10840,Central-Eastern,Urbano
10900,Central-Eastern,Urbano
10910,Central-Eastern,Urbano
10920,Central-Eastern,Urbano
10926,Central-Eastern,Urbano
11000,Central-Eastern,Urbano
11040,Central-Eastern,Urbano
11100,Central-Eastern,Urbano
11200,Central-Eastern,Urbano
11210,Central-Eastern,Urbano
11220,Central-Eastern,Urbano
11230,Central-Eastern,Urbano
11240,Central-Eastern,Urbano
11250,Central-Eastern,Urbano
11260,Central-Eastern,Urbano
11270,Central-Eastern,Urbano
11280,Central-Eastern,Urbano
11289,Central-Eastern,Urbano
11290,Central-Eastern,Urbano
11300,Central-Eastern,Urbano
11310,Central-Eastern,Urbano
11320,Central-Eastern,Urbano
11330,Central-Eastern,Urbano
11340,Central-Eastern,Urbano
11350,Central-Eastern,Urbano
11360,Central-Eastern,Urbano
11370,Central-Eastern,Urbano
11400,Central-Eastern,Urbano
11410,Central-Eastern,Urbano
11420,Central-Eastern,Urbano
11430,Central-Eastern,Urbano
11440,Central-Eastern,Urbano
11450,Central-Eastern,Urbano
11460,Central-Eastern,Urbano
11470,Central-Eastern,Urbano
11480,Central-Eastern,Urbano
11489,Central-Eastern,Urbano
11490,Central-Eastern,Urbano
11500,Central-Eastern,Urbano
11510,Central-Eastern,Urbano
11520,Central-Eastern,Urbano
11529,Central-Eastern,Urbano
11530,Central-Eastern,Urbano
11540,Central-Eastern,Urbano
11550,Central-Eastern,Urbano
11560,Central-Eastern,Urbano
11580,Central-Eastern,Urbano
11590,Central-Eastern,Urbano
11600,Central-Eastern,Urbano
11610,Central-Eastern,Urbano
11619,Central-Eastern,Urbano
11650,Central-Eastern,Urbano
11700,Central-Eastern,Urbano
11800,Central-Eastern,Urbano
11810,Central-Eastern,Urbano
11820,Central-Eastern,Urbano
11830,Central-Eastern,Urbano
11840,Central-Eastern,Urbano
11850,Central-Eastern,Urbano
11860,Central-Eastern,Urbano
11870,Central-Eastern,Urbano
11910,Central-Eastern,Urbano
11920,Central-Eastern,Urbano
11930,Central-Eastern,Urbano
11950,Central-Eastern,Urbano
12000,Central-Eastern,Urbano
12070,Central-Eastern,Urbano
12080,Central-Eastern,Urbano
12100,Central-Eastern,Urbano
12110,Central-Eastern,Urbano
12200,Central-Eastern,Urbano
12250,Central-Eastern,Urbano
12300,Central-Eastern,Urbano
12400,Central-Eastern,Urbano
12410,Central-Eastern,Urbano
12500,Central-Eastern,Urbano
12600,Central-Eastern,Urbano
12700,Central-Eastern,Urbano
12800,Central-Eastern,Urbano
12910,Central-Eastern,Urbano
12920,Central-Eastern,Urbano
12930,Central-Eastern,Urbano
12940,Central-Eastern,Urbano
12950,Central-Eastern,Urbano
13000,Central-Eastern,Urbano
13010,Central-Eastern,Urbano
13020,Central-Eastern,Urbano
13030,Central-Eastern,Urbano
13040,Central-Eastern,Urbano
13050,Central-Eastern,Urbano
13060,Central-Eastern,Urbano
13070,Central-Eastern,Urbano
13080,Central-Eastern,Urbano
13090,Central-Eastern,Urbano
13093,Central-Eastern,Urbano
13094,Central-Eastern,Urbano
13099,Central-Eastern,Urbano
13100,Central-Eastern,Urbano
13120,Central-Eastern,Urbano
13150,Central-Eastern,Urbano
13180,Central-Eastern,Urbano
13200,Central-Eastern,Urbano
13210,Central-Eastern,Urbano
13219,Central-Eastern,Urbano
13220,Central-Eastern,Urbano
13230,Central-Eastern,Urbano
13250,Central-Eastern,Urbano
13270,Central-Eastern,Urbano
13273,Central-Eastern,Urbano
13278,Central-Eastern,Urbano
13280,Central-Eastern,Urbano
13300,Central-Eastern,Urbano
13310,Central-Eastern,Urbano
13315,Central-Eastern,Urbano
13319,Central-Eastern,Urbano
13360,Central-Eastern,Urbano
13400,Central-Eastern,Urbano
13410,Central-Eastern,Urbano
13419,Central-Eastern,Urbano
13420,Central-Eastern,Urbano
13430,Central-Eastern,Urbano
13440,Central-Eastern,Urbano
13450,Central-Eastern,Urbano
13460,Central-Eastern,Urbano
13508,Central-Eastern,Urbano
13509,Central-Eastern,Urbano
13510,Central-Eastern,Urbano
13520,Central-Eastern,Urbano
13530,Central-Eastern,Urbano
13540,Central-Eastern,Urbano
13545,Central-Eastern,Urbano
13549,Central-Eastern,Urbano
13550,Central-Eastern,Urbano
13600,Central-Eastern,Urbano
13610,Central-Eastern,Urbano
13625,Central-Eastern,Urbano
13630,Central-Eastern,Urbano
13640,Central-Eastern,Urbano
13700,Central-Eastern,Urbano
14000,Central-Eastern,Urbano
14010,Central-Eastern,Urbano
14020,Central-Eastern,Urbano
14030,Central-Eastern,Urbano
14039,Central-Eastern,Urbano
14040,Central-Eastern,Urbano
14049,Central-Eastern,Urbano
14050,Central-Eastern,Urbano
14060,Central-Eastern,Urbano
14070,Central-Eastern,Urbano
14080,Central-Eastern,Urbano
14090,Central-Eastern,Urbano
14100,Central-Eastern,Urbano
14108,Central-Eastern,Urbano
14110,Central-Eastern,Urbano
14120,Central-Eastern,Urbano
14140,Central-Eastern,Urbano
14150,Central-Eastern,Urbano
