d_codigo,Region.quota,Rural.quota
40491,South,Rural
40494,South,Rural
40496,South,Rural
40497,South,Rural
40498,South,Rural
40500,South,Urbano
40502,South,Rural
40503,South,Rural
40505,South,Rural
40506,South,Rural
40507,South,Rural
40508,South,Rural
40509,South,Rural
40510,South,Rural
40511,South,Rural
40512,South,Rural
40513,South,Rural
40514,South,Rural
40515,South,Rural
40516,South,Rural
40517,South,Rural
40518,South,Rural
40520,South,Rural
40521,South,Rural
40522,South,Rural
40523,South,Rural
40528,South,Rural
40531,South,Rural
40532,South,Rural
40533,South,Rural
40534,South,Rural
40535,South,Rural
40537,South,Rural
40538,South,Rural
40539,South,Rural
40540,South,Rural
40541,South,Rural
40542,South,Rural
40544,South,Rural
40547,South,Rural
40548,South,Rural
40549,South,Rural
40550,South,Rural
40551,South,Rural
40552,South,Rural
40553,South,Rural
40560,South,Rural
40561,South,Rural
40562,South,Rural
40563,South,Rural
40568,South,Rural
40570,South,Rural
40571,South,Rural
40572,South,Rural
40573,South,Rural
40574,South,Rural
40580,South,Urbano
40581,South,Rural
40582,South,Rural
40583,South,Rural
40584,South,Rural
40585,South,Rural
40586,South,Rural
40590,South,Rural
40591,South,Rural
40592,South,Rural
40593,South,Rural
40595,South,Rural
40596,South,Rural
40597,South,Rural
40598,South,Rural
40599,South,Rural
40600,South,Urbano
40602,South,Rural
40603,South,Rural
40604,South,Rural
40605,South,Rural
40606,South,Rural
40607,South,Rural
40609,South,Rural
40610,South,Rural
40616,South,Rural
40620,South,Rural
40621,South,Rural
40630,South,Rural
40631,South,Rural
40632,South,Rural
40633,South,Rural
40634,South,Rural
40635,South,Rural
40636,South,Rural
40638,South,Rural
40639,South,Rural
40640,South,Rural
40642,South,Rural
40643,South,Rural
40644,South,Rural
40645,South,Rural
40646,South,Rural
40647,South,Rural
40648,South,Rural
40649,South,Rural
40650,South,Urbano
40652,South,Rural
40653,South,Rural
40655,South,Rural
40657,South,Rural
40658,South,Rural
40659,South,Rural
40660,South,Semiurbano
40661,South,Semiurbano
40662,South,Semiurbano
40663,South,Semiurbano
40664,South,Semiurbano
40665,South,Urbano
40670,South,Rural
40671,South,Rural
40672,South,Rural
40673,South,Rural
40674,South,Rural
40675,South,Rural
40676,South,Rural
40677,South,Rural
40678,South,Rural
40680,South,Rural
40681,South,Rural
40682,South,Rural
40683,South,Rural
40684,South,Rural
40686,South,Rural
40687,South,Rural
40688,South,Rural
40689,South,Rural
40690,South,Rural
40691,South,Rural
40692,South,Rural
40693,South,Rural
40695,South,Rural
40696,South,Rural
40700,South,Rural
40701,South,Rural
40702,South,Rural
40703,South,Rural
40704,South,Rural
40705,South,Semiurbano
40706,South,Urbano
40708,South,Semiurbano
40709,South,Urbano
40710,South,Rural
40711,South,Rural
40712,South,Rural
40714,South,Rural
40715,South,Rural
40716,South,Rural
40717,South,Rural
40720,South,Rural
40723,South,Rural
40727,South,Rural
40729,South,Rural
40730,South,Rural
40731,South,Rural
40732,South,Rural
40733,South,Rural
40734,South,Rural
40735,South,Rural
40736,South,Rural
40737,South,Rural
40740,South,Rural
40741,South,Rural
40744,South,Rural
40745,South,Rural
40746,South,Rural
40747,South,Rural
40748,South,Rural
40750,South,Rural
40751,South,Rural
40754,South,Rural
40758,South,Rural
40760,South,Rural
40761,South,Rural
40762,South,Rural
40764,South,Rural
40765,South,Rural
40766,South,Rural
40767,South,Rural
40768,South,Rural
40769,South,Rural
40770,South,Rural
40771,South,Rural
40772,South,Rural
40773,South,Rural
40775,South,Rural
40780,South,Rural
40781,South,Rural
40782,South,Rural
40783,South,Rural
40784,South,Rural
40785,South,Rural
40786,South,Rural
40788,South,Rural
40789,South,Rural
40790,South,Rural
40791,South,Rural
40792,South,Rural
40793,South,Rural
40795,South,Rural
40796,South,Rural
40797,South,Rural
40798,South,Rural
40799,South,Rural
40800,South,Rural
40802,South,Rural
40803,South,Rural
40804,South,Rural
40806,South,Rural
40807,South,Rural
40810,South,Rural
40811,South,Rural
40812,South,Rural
40814,South,Rural
40815,South,Rural
40816,South,Rural
40820,South,Rural
40824,South,Rural
40825,South,Rural
40826,South,Rural
40827,South,Rural
40828,South,Rural
40829,South,Rural
40830,South,Rural
40831,South,Rural
40832,South,Rural
40833,South,Rural
40834,South,Rural
40835,South,Rural
40836,South,Rural
40837,South,Rural
40840,South,Rural
40841,South,Rural
40843,South,Rural
40845,South,Rural
40847,South,Rural
40849,South,Rural
40850,South,Semiurbano
40852,South,Semiurbano
40853,South,Urbano
40854,South,Semiurbano
40855,South,Semiurbano
40857,South,Rural
40859,South,Rural
40860,South,Rural
40863,South,Rural
40864,South,Rural
40865,South,Rural
40866,South,Rural
40867,South,Rural
40870,South,Rural
40873,South,Rural
40874,South,Rural
40875,South,Rural
40880,South,Urbano
40881,South,Urbano
40882,South,Urbano
40883,South,Urbano
40884,South,Urbano
40885,South,Urbano
40886,South,Rural
40888,South,Urbano
40889,South,Urbano
40890,South,Urbano
40892,South,Rural
40893,South,Urbano
40894,South,Urbano
40895,South,Urbano
40896,South,Urbano
40897,South,Urbano
40900,South,Semiurbano
40902,South,Rural
40903,South,Rural
40904,South,Semiurbano
40905,South,Rural
40906,South,Rural
40908,South,Rural
40909,South,Rural
40912,South,Rural
40913,South,Rural
40914,South,Rural
40915,South,Rural
40919,South,Rural
40920,South,Rural
40922,South,Rural
40928,South,Rural
40929,South,Rural
40930,South,Semiurbano
40932,South,Rural
40933,South,Rural
40934,South,Rural
40935,South,Rural
40936,South,Rural
40937,South,Rural
40938,South,Rural
40939,South,Rural
40940,South,Rural
40941,South,Rural
40942,South,Rural
40943,South,Rural
40944,South,Rural
40947,South,Rural
40950,South,Rural
40951,South,Rural
40952,South,Rural
40953,South,Rural
40954,South,Rural
40955,South,Rural
40956,South,Rural
40957,South,Rural
40958,South,Rural
40960,South,Rural
40961,South,Rural
40962,South,Rural
40963,South,Rural
40964,South,Rural
40966,South,Semiurbano
40967,South,Rural
40968,South,Rural
40970,South,Semiurbano
40972,South,Semiurbano
40973,South,Semiurbano
40974,South,Semiurbano
40976,South,Semiurbano
40977,South,Semiurbano
40978,South,Semiurbano
40980,South,Rural
40981,South,Rural
40982,South,Rural
40983,South,Rural
40984,South,Rural
40985,South,Rural
40986,South,Rural
40987,South,Rural
40988,South,Rural
40989,South,Urbano
40990,South,Rural
40992,South,Rural
40994,South,Rural
40997,South,Rural
41000,South,Rural
41002,South,Rural
41003,South,Rural
41004,South,Rural
41005,South,Rural
41006,South,Rural
41007,South,Rural
41010,South,Rural
41013,South,Rural
41014,South,Rural
41015,South,Rural
41016,South,Rural
41017,South,Rural
41020,South,Rural
41023,South,Rural
41024,South,Rural
41025,South,Rural
41026,South,Rural
41027,South,Rural
41028,South,Rural
41030,South,Urbano
41031,South,Rural
41032,South,Rural
41033,South,Rural
41034,South,Rural
41040,South,Rural
41060,South,Rural
41061,South,Rural
41062,South,Rural
41063,South,Rural
41070,South,Rural
41077,South,Rural
41080,South,Rural
41083,South,Rural
41084,South,Rural
41085,South,Rural
41086,South,Rural
41087,South,Rural
41090,South,Rural
41091,South,Rural
41092,South,Rural
41093,South,Rural
41100,South,Urbano
41103,South,Urbano
41104,South,Urbano
41105,South,Urbano
41106,South,Urbano
41107,South,Urbano
41109,South,Rural
41110,South,Urbano
41113,South,Rural
41114,South,Rural
41115,South,Urbano
41116,South,Rural
41117,South,Rural
41118,South,Rural
41120,South,Rural
41122,South,Rural
41123,South,Rural
41124,South,Rural
41126,South,Rural
41127,South,Rural
41130,South,Urbano
41133,South,Rural
41134,South,Rural
41135,South,Rural
41136,South,Rural
41137,South,Rural
41140,South,Rural
41144,South,Rural
41145,South,Rural
41146,South,Rural
41147,South,Rural
41150,South,Rural
41153,South,Rural
41154,South,Rural
41156,South,Rural
41157,South,Rural
41160,South,Urbano
41161,South,Rural
41163,South,Rural
41164,South,Rural
41165,South,Rural
41166,South,Rural
41167,South,Rural
41168,South,Rural
41169,South,Rural
41170,South,Rural
41171,South,Rural
41172,South,Rural
41173,South,Rural
41179,South,Rural
41180,South,Rural
41190,South,Rural
41191,South,Rural
41193,South,Rural
41194,South,Rural
41197,South,Rural
41198,South,Rural
41199,South,Rural
41200,South,Rural
41202,South,Rural
41204,South,Rural
41205,South,Rural
41206,South,Rural
41207,South,Rural
41220,South,Rural
41222,South,Rural
41230,South,Rural
41240,South,Rural
41241,South,Rural
41250,South,Rural
41251,South,Rural
41260,South,Rural
41270,South,Rural
41272,South,Rural
41280,South,Rural
41300,South,Urbano
41302,South,Rural
41303,South,Rural
41304,South,Rural
41305,South,Rural
41310,South,Rural
41311,South,Rural
41312,South,Rural
41320,South,Rural
41322,South,Rural
41327,South,Rural
41328,South,Rural
41330,South,Rural
41331,South,Rural
41340,South,Rural
41347,South,Rural
41348,South,Rural
41349,South,Rural
41350,South,Urbano
41352,South,Rural
41353,South,Rural
41354,South,Rural
41355,South,Rural
41356,South,Rural
41380,South,Rural
41381,South,Rural
41384,South,Rural
41390,South,Rural
41391,South,Rural
41392,South,Rural
41400,South,Urbano
41402,South,Rural
41403,South,Rural
41404,South,Rural
41405,South,Rural
41406,South,Rural
41407,South,Rural
41408,South,Rural
41410,South,Rural
41423,South,Rural
41424,South,Rural
41425,South,Rural
41426,South,Rural
41427,South,Rural
41428,South,Rural
41430,South,Rural
41433,South,Rural
41434,South,Rural
41435,South,Rural
41436,South,Rural
41437,South,Rural
41438,South,Rural
41439,South,Rural
41440,South,Urbano
41441,South,Rural
41442,South,Rural
41443,South,Rural
41444,South,Rural
41446,South,Rural
41450,South,Rural
41451,South,Rural
41452,South,Rural
41460,South,Rural
41461,South,Rural
41462,South,Rural
41463,South,Rural
41470,South,Rural
41471,South,Rural
41480,South,Rural
41481,South,Rural
41490,South,Rural
41491,South,Rural
41498,South,Rural
41499,South,Rural
41500,South,Rural
41503,South,Rural
41504,South,Rural
41505,South,Rural
41506,South,Rural
41507,South,Rural
41513,South,Rural
41515,South,Rural
41516,South,Rural
41517,South,Rural
41520,South,Rural
41523,South,Rural
41524,South,Rural
41525,South,Rural
41527,South,Rural
41530,South,Rural
41533,South,Rural
41535,South,Rural
41536,South,Rural
41537,South,Rural
41540,South,Rural
41541,South,Rural
41542,South,Rural
41545,South,Rural
41547,South,Rural
41550,South,Rural
41551,South,Rural
41552,South,Rural
41554,South,Rural
41560,South,Rural
41570,South,Rural
41576,South,Rural
41600,South,Rural
41603,South,Rural
41605,South,Rural
41606,South,Rural
41608,South,Rural
41610,South,Rural
41613,South,Rural
41614,South,Rural
41615,South,Rural
41616,South,Rural
41617,South,Rural
41620,South,Rural
41623,South,Rural
41624,South,Rural
41630,South,Rural
41633,South,Rural
41634,South,Rural
41636,South,Rural
41637,South,Rural
41640,South,Rural
41643,South,Rural
41644,South,Rural
41645,South,Rural
41646,South,Rural
41647,South,Rural
41650,South,Rural
41654,South,Rural
41655,South,Rural
41656,South,Rural
41657,South,Rural
41658,South,Rural
41660,South,Urbano
41663,South,Rural
41664,South,Rural
41665,South,Rural
41666,South,Rural
41667,South,Rural
41668,South,Rural
41670,South,Urbano
41671,South,Rural
41676,South,Rural
41677,South,Rural
41678,South,Rural
41679,South,Rural
41680,South,Rural
41681,South,Rural
41682,South,Rural
41688,South,Rural
41690,South,Rural
41695,South,Rural
41700,South,Urbano
41701,South,Rural
41702,South,Rural
41703,South,Rural
41704,South,Semiurbano
41705,South,Semiurbano
41710,South,Rural
41711,South,Rural
41713,South,Rural
41720,South,Rural
41721,South,Rural
41723,South,Rural
41725,South,Rural
41726,South,Rural
41729,South,Rural
41730,South,Rural
41731,South,Rural
41733,South,Rural
41734,South,Rural
41735,South,Rural
41736,South,Rural
41740,South,Rural
41741,South,Rural
41742,South,Rural
41743,South,Rural
41750,South,Rural
41753,South,Rural
41754,South,Rural
41755,South,Rural
41760,South,Rural
41761,South,Rural
41762,South,Rural
41763,South,Rural
41769,South,Rural
41770,South,Rural
41771,South,Rural
41772,South,Rural
41774,South,Rural
41775,South,Rural
41776,South,Rural
41777,South,Rural
41778,South,Rural
41780,South,Rural
41781,South,Rural
41782,South,Rural
41783,South,Rural
41790,South,Rural
41800,South,Semiurbano
41811,South,Rural
41820,South,Rural
41821,South,Rural
41828,South,Rural
41829,South,Rural
41830,South,Rural
41840,South,Rural
41841,South,Rural
41842,South,Rural
41843,South,Rural
41844,South,Rural
41846,South,Rural
41850,South,Rural
41851,South,Rural
41852,South,Rural
41860,South,Rural
41870,South,Rural
41872,South,Rural
41873,South,Rural
41874,South,Rural
41875,South,Rural
41879,South,Rural
41880,South,Rural
41887,South,Rural
41890,South,Rural
41892,South,Rural
41900,South,Rural
41905,South,Rural
41906,South,Rural
41907,South,Rural
41910,South,Rural
41913,South,Rural
41914,South,Rural
41915,South,Rural
41916,South,Rural
41917,South,Rural
41918,South,Rural
41920,South,Rural
41922,South,Rural
41924,South,Rural
41926,South,Rural
41927,South,Rural
41928,South,Rural
41930,South,Rural
41933,South,Rural
41934,South,Rural
41936,South,Rural
41937,South,Rural
41940,South,Semiurbano
41943,South,Semiurbano
41944,South,Semiurbano
41945,South,Semiurbano
41946,South,Semiurbano
41947,South,Urbano
41948,South,Semiurbano
41949,South,Semiurbano
41950,South,Rural
41951,South,Rural
41952,South,Rural
41953,South,Rural
41954,South,Rural
41955,South,Rural
41960,South,Rural
41962,South,Rural
41963,South,Rural
41965,South,Rural
41968,South,Rural
41970,South,Urbano
41980,South,Rural
41985,South,Rural
41987,South,Rural
41993,South,Rural
41994,South,Rural
41995,South,Rural
41996,South,Rural
41997,South,Rural
42000,Central-Eastern,Urbano
42004,Central-Eastern,Urbano
42010,Central-Eastern,Urbano
42014,Central-Eastern,Urbano
42015,Central-Eastern,Urbano
42018,Central-Eastern,Urbano
42020,Central-Eastern,Urbano
42026,Central-Eastern,Urbano
42027,Central-Eastern,Urbano
42029,Central-Eastern,Urbano
42030,Central-Eastern,Urbano
42032,Central-Eastern,Urbano
42033,Central-Eastern,Urbano
42034,Central-Eastern,Urbano
42035,Central-Eastern,Urbano
42036,Central-Eastern,Urbano
42037,Central-Eastern,Urbano
42039,Central-Eastern,Urbano
42040,Central-Eastern,Urbano
42050,Central-Eastern,Urbano
42055,Central-Eastern,Urbano
42056,Central-Eastern,Urbano
42057,Central-Eastern,Urbano
42058,Central-Eastern,Urbano
42060,Central-Eastern,Urbano
42064,Central-Eastern,Urbano
42070,Central-Eastern,Urbano
42075,Central-Eastern,Urbano
42078,Central-Eastern,Urbano
42079,Central-Eastern,Urbano
42080,Central-Eastern,Urbano
42082,Central-Eastern,Urbano
42083,Central-Eastern,Urbano
42084,Central-Eastern,Urbano
42086,Central-Eastern,Urbano
42088,Central-Eastern,Urbano
42090,Central-Eastern,Urbano
42092,Central-Eastern,Urbano
42094,Central-Eastern,Urbano
42095,Central-Eastern,Urbano
42097,Central-Eastern,Urbano
42098,Central-Eastern,Urbano
42099,Central-Eastern,Urbano
42100,Central-Eastern,Urbano
42101,Central-Eastern,Urbano
42102,Central-Eastern,Urbano
42110,Central-Eastern,Urbano
42111,Central-Eastern,Urbano
42113,Central-Eastern,Urbano
42115,Central-Eastern,Urbano
42116,Central-Eastern,Rural
42117,Central-Eastern,Urbano
42119,Central-Eastern,Urbano
42120,Central-Eastern,Urbano
42122,Central-Eastern,Rural
42123,Central-Eastern,Rural
42124,Central-Eastern,Rural
42125,Central-Eastern,Rural
42127,Central-Eastern,Rural
42130,Central-Eastern,Urbano
42133,Central-Eastern,Urbano
42134,Central-Eastern,Urbano
42135,Central-Eastern,Urbano
42136,Central-Eastern,Urbano
42137,Central-Eastern,Urbano
42138,Central-Eastern,Urbano
42139,Central-Eastern,Rural
42140,Central-Eastern,Rural
42143,Central-Eastern,Rural
42144,Central-Eastern,Rural
42145,Central-Eastern,Rural
42146,Central-Eastern,Rural
42149,Central-Eastern,Rural
42150,Central-Eastern,Urbano
42151,Central-Eastern,Urbano
42152,Central-Eastern,Urbano
42153,Central-Eastern,Urbano
42154,Central-Eastern,Urbano
42156,Central-Eastern,Urbano
42157,Central-Eastern,Urbano
42160,Central-Eastern,Urbano
42162,Central-Eastern,Urbano
42163,Central-Eastern,Urbano
42164,Central-Eastern,Urbano
42165,Central-Eastern,Urbano
42170,Central-Eastern,Urbano
42171,Central-Eastern,Urbano
42175,Central-Eastern,Urbano
42176,Central-Eastern,Urbano
42177,Central-Eastern,Urbano
42178,Central-Eastern,Urbano
42179,Central-Eastern,Urbano
42180,Central-Eastern,Urbano
42181,Central-Eastern,Urbano
42182,Central-Eastern,Urbano
42183,Central-Eastern,Urbano
42184,Central-Eastern,Urbano
42185,Central-Eastern,Urbano
42186,Central-Eastern,Urbano
42187,Central-Eastern,Urbano
42188,Central-Eastern,Urbano
42190,Central-Eastern,Urbano
42191,Central-Eastern,Urbano
42192,Central-Eastern,Urbano
42194,Central-Eastern,Urbano
42195,Central-Eastern,Rural
42196,Central-Eastern,Rural
42198,Central-Eastern,Urbano
42200,Central-Eastern,Urbano
42201,Central-Eastern,Urbano
42203,Central-Eastern,Urbano
42204,Central-Eastern,Rural
42205,Central-Eastern,Rural
42208,Central-Eastern,Rural
42209,Central-Eastern,Rural
42210,Central-Eastern,Urbano
42211,Central-Eastern,Rural
42215,Central-Eastern,Rural
42220,Central-Eastern,Urbano
42221,Central-Eastern,Rural
42222,Central-Eastern,Rural
42223,Central-Eastern,Rural
42224,Central-Eastern,Rural
42225,Central-Eastern,Rural
42230,Central-Eastern,Rural
42232,Central-Eastern,Rural
42233,Central-Eastern,Rural
42234,Central-Eastern,Rural
42235,Central-Eastern,Rural
42236,Central-Eastern,Rural
42237,Central-Eastern,Rural
42239,Central-Eastern,Rural
42240,Central-Eastern,Urbano
42241,Central-Eastern,Rural
42245,Central-Eastern,Rural
42250,Central-Eastern,Urbano
42251,Central-Eastern,Rural
42253,Central-Eastern,Rural
42254,Central-Eastern,Rural
42255,Central-Eastern,Rural
42256,Central-Eastern,Rural
42257,Central-Eastern,Rural
42259,Central-Eastern,Rural
42260,Central-Eastern,Urbano
42262,Central-Eastern,Rural
42263,Central-Eastern,Rural
42264,Central-Eastern,Rural
42265,Central-Eastern,Rural
42266,Central-Eastern,Rural
42267,Central-Eastern,Rural
42268,Central-Eastern,Rural
42273,Central-Eastern,Rural
42274,Central-Eastern,Rural
42275,Central-Eastern,Rural
42280,Central-Eastern,Urbano
42282,Central-Eastern,Rural
42283,Central-Eastern,Urbano
42284,Central-Eastern,Urbano
42285,Central-Eastern,Rural
42286,Central-Eastern,Rural
42290,Central-Eastern,Rural
42291,Central-Eastern,Rural
42294,Central-Eastern,Rural
42295,Central-Eastern,Rural
42296,Central-Eastern,Rural
42298,Central-Eastern,Rural
42300,Central-Eastern,Urbano
42302,Central-Eastern,Urbano
42303,Central-Eastern,Urbano
42304,Central-Eastern,Urbano
42305,Central-Eastern,Urbano
42306,Central-Eastern,Urbano
42310,Central-Eastern,Urbano
42313,Central-Eastern,Urbano
42315,Central-Eastern,Rural
42316,Central-Eastern,Rural
42317,Central-Eastern,Rural
42320,Central-Eastern,Urbano
42321,Central-Eastern,Urbano
42323,Central-Eastern,Urbano
42324,Central-Eastern,Urbano
42325,Central-Eastern,Urbano
42326,Central-Eastern,Urbano
42327,Central-Eastern,Urbano
42330,Central-Eastern,Urbano
42332,Central-Eastern,Urbano
42333,Central-Eastern,Urbano
42334,Central-Eastern,Urbano
42335,Central-Eastern,Urbano
42336,Central-Eastern,Urbano
42337,Central-Eastern,Urbano
42338,Central-Eastern,Urbano
42339,Central-Eastern,Urbano
42340,Central-Eastern,Urbano
42341,Central-Eastern,Urbano
42342,Central-Eastern,Urbano
42343,Central-Eastern,Rural
42344,Central-Eastern,Urbano
42345,Central-Eastern,Urbano
42346,Central-Eastern,Rural
42348,Central-Eastern,Rural
42351,Central-Eastern,Urbano
42352,Central-Eastern,Rural
42353,Central-Eastern,Rural
42354,Central-Eastern,Urbano
42355,Central-Eastern,Rural
42356,Central-Eastern,Urbano
42357,Central-Eastern,Urbano
42359,Central-Eastern,Urbano
42360,Central-Eastern,Urbano
42363,Central-Eastern,Rural
42364,Central-Eastern,Rural
42366,Central-Eastern,Rural
42367,Central-Eastern,Rural
42368,Central-Eastern,Rural
42370,Central-Eastern,Urbano
42372,Central-Eastern,Rural
42373,Central-Eastern,Rural
42374,Central-Eastern,Rural
42375,Central-Eastern,Rural
42376,Central-Eastern,Urbano
42377,Central-Eastern,Rural
42379,Central-Eastern,Urbano
42380,Central-Eastern,Urbano
42381,Central-Eastern,Urbano
42382,Central-Eastern,Urbano
42383,Central-Eastern,Urbano
42384,Central-Eastern,Urbano
42386,Central-Eastern,Urbano
42387,Central-Eastern,Rural
42389,Central-Eastern,Urbano
42390,Central-Eastern,Urbano
42392,Central-Eastern,Urbano
42393,Central-Eastern,Urbano
42394,Central-Eastern,Urbano
42395,Central-Eastern,Urbano
42396,Central-Eastern,Urbano
42397,Central-Eastern,Urbano
42399,Central-Eastern,Urbano
42400,Central-Eastern,Urbano
42403,Central-Eastern,Urbano
42404,Central-Eastern,Urbano
42405,Central-Eastern,Urbano
42410,Central-Eastern,Urbano
42411,Central-Eastern,Urbano
42412,Central-Eastern,Urbano
42413,Central-Eastern,Urbano
42414,Central-Eastern,Urbano
42416,Central-Eastern,Urbano
42420,Central-Eastern,Urbano
42422,Central-Eastern,Urbano
42423,Central-Eastern,Urbano
42424,Central-Eastern,Urbano
42430,Central-Eastern,Urbano
42433,Central-Eastern,Rural
42434,Central-Eastern,Urbano
42435,Central-Eastern,Rural
42436,Central-Eastern,Urbano
42437,Central-Eastern,Rural
42438,Central-Eastern,Urbano
42439,Central-Eastern,Urbano
42440,Central-Eastern,Urbano
42443,Central-Eastern,Urbano
42444,Central-Eastern,Urbano
42445,Central-Eastern,Urbano
42446,Central-Eastern,Urbano
42447,Central-Eastern,Urbano
42448,Central-Eastern,Urbano
42450,Central-Eastern,Urbano
42453,Central-Eastern,Rural
42457,Central-Eastern,Urbano
42459,Central-Eastern,Urbano
42460,Central-Eastern,Urbano
42461,Central-Eastern,Urbano
42462,Central-Eastern,Urbano
42466,Central-Eastern,Urbano
42470,Central-Eastern,Urbano
42473,Central-Eastern,Urbano
42474,Central-Eastern,Urbano
42475,Central-Eastern,Rural
42480,Central-Eastern,Urbano
42481,Central-Eastern,Urbano
42485,Central-Eastern,Rural
42486,Central-Eastern,Urbano
42488,Central-Eastern,Urbano
42490,Central-Eastern,Urbano
42491,Central-Eastern,Urbano
42492,Central-Eastern,Urbano
42493,Central-Eastern,Rural
42494,Central-Eastern,Urbano
42495,Central-Eastern,Urbano
42500,Central-Eastern,Urbano
42503,Central-Eastern,Urbano
42504,Central-Eastern,Urbano
42505,Central-Eastern,Urbano
42506,Central-Eastern,Urbano
42507,Central-Eastern,Urbano
42510,Central-Eastern,Urbano
42512,Central-Eastern,Urbano
42523,Central-Eastern,Urbano
42524,Central-Eastern,Urbano
42600,Central-Eastern,Urbano
42601,Central-Eastern,Urbano
42602,Central-Eastern,Urbano
42603,Central-Eastern,Urbano
42604,Central-Eastern,Urbano
42607,Central-Eastern,Rural
42608,Central-Eastern,Rural
42610,Central-Eastern,Urbano
42613,Central-Eastern,Urbano
42616,Central-Eastern,Urbano
42620,Central-Eastern,Urbano
42621,Central-Eastern,Urbano
42622,Central-Eastern,Urbano
42623,Central-Eastern,Urbano
42624,Central-Eastern,Urbano
42625,Central-Eastern,Urbano
42626,Central-Eastern,Rural
42627,Central-Eastern,Rural
42629,Central-Eastern,Urbano
42630,Central-Eastern,Urbano
42640,Central-Eastern,Urbano
42642,Central-Eastern,Urbano
42643,Central-Eastern,Urbano
42644,Central-Eastern,Urbano
42645,Central-Eastern,Urbano
42646,Central-Eastern,Urbano
42647,Central-Eastern,Urbano
42650,Central-Eastern,Urbano
42651,Central-Eastern,Urbano
42653,Central-Eastern,Urbano
42654,Central-Eastern,Urbano
42655,Central-Eastern,Urbano
42656,Central-Eastern,Urbano
42660,Central-Eastern,Urbano
42663,Central-Eastern,Rural
42664,Central-Eastern,Urbano
42665,Central-Eastern,Urbano
42666,Central-Eastern,Urbano
42667,Central-Eastern,Urbano
42670,Central-Eastern,Urbano
42671,Central-Eastern,Urbano
42672,Central-Eastern,Urbano
42673,Central-Eastern,Rural
42680,Central-Eastern,Urbano
42682,Central-Eastern,Urbano
42683,Central-Eastern,Urbano
42684,Central-Eastern,Urbano
42685,Central-Eastern,Urbano
42686,Central-Eastern,Rural
42689,Central-Eastern,Rural
42690,Central-Eastern,Urbano
42693,Central-Eastern,Urbano
42694,Central-Eastern,Rural
42695,Central-Eastern,Urbano
42700,Central-Eastern,Urbano
42710,Central-Eastern,Urbano
42718,Central-Eastern,Rural
42719,Central-Eastern,Rural
42723,Central-Eastern,Urbano
42724,Central-Eastern,Urbano
42725,Central-Eastern,Urbano
42727,Central-Eastern,Urbano
42728,Central-Eastern,Urbano
42729,Central-Eastern,Urbano
42730,Central-Eastern,Urbano
42733,Central-Eastern,Urbano
42740,Central-Eastern,Urbano
42743,Central-Eastern,Rural
42745,Central-Eastern,Rural
42746,Central-Eastern,Urbano
42747,Central-Eastern,Rural
42748,Central-Eastern,Rural
42750,Central-Eastern,Urbano
42752,Central-Eastern,Urbano
42753,Central-Eastern,Rural
42755,Central-Eastern,Urbano
42757,Central-Eastern,Urbano
42760,Central-Eastern,Urbano
42763,Central-Eastern,Urbano
42764,Central-Eastern,Urbano
42765,Central-Eastern,Urbano
42766,Central-Eastern,Urbano
42767,Central-Eastern,Urbano
42768,Central-Eastern,Urbano
42770,Central-Eastern,Urbano
42771,Central-Eastern,Urbano
42772,Central-Eastern,Urbano
42773,Central-Eastern,Urbano
42774,Central-Eastern,Rural
42775,Central-Eastern,Rural
42776,Central-Eastern,Urbano
42777,Central-Eastern,Urbano
42780,Central-Eastern,Urbano
42783,Central-Eastern,Urbano
42784,Central-Eastern,Urbano
42785,Central-Eastern,Urbano
42789,Central-Eastern,Urbano
42790,Central-Eastern,Urbano
42793,Central-Eastern,Urbano
42794,Central-Eastern,Rural
42795,Central-Eastern,Urbano
42796,Central-Eastern,Rural
42800,Central-Eastern,Urbano
42803,Central-Eastern,Urbano
42804,Central-Eastern,Urbano
42805,Central-Eastern,Urbano
42806,Central-Eastern,Urbano
42807,Central-Eastern,Urbano
42808,Central-Eastern,Urbano
42809,Central-Eastern,Urbano
42810,Central-Eastern,Urbano
42812,Central-Eastern,Urbano
42813,Central-Eastern,Urbano
42814,Central-Eastern,Urbano
42815,Central-Eastern,Urbano
42816,Central-Eastern,Urbano
42820,Central-Eastern,Urbano
42823,Central-Eastern,Urbano
42824,Central-Eastern,Urbano
42825,Central-Eastern,Urbano
42826,Central-Eastern,Urbano
42827,Central-Eastern,Urbano
42830,Central-Eastern,Urbano
42831,Central-Eastern,Urbano
42832,Central-Eastern,Urbano
42833,Central-Eastern,Urbano
42834,Central-Eastern,Urbano
42835,Central-Eastern,Urbano
42836,Central-Eastern,Urbano
42837,Central-Eastern,Urbano
42838,Central-Eastern,Urbano
42840,Central-Eastern,Urbano
42842,Central-Eastern,Urbano
42843,Central-Eastern,Urbano
42844,Central-Eastern,Urbano
42845,Central-Eastern,Urbano
42846,Central-Eastern,Urbano
42847,Central-Eastern,Urbano
42848,Central-Eastern,Urbano
42849,Central-Eastern,Urbano
42852,Central-Eastern,Urbano
42853,Central-Eastern,Urbano
42854,Central-Eastern,Urbano
42855,Central-Eastern,Urbano
42858,Central-Eastern,Urbano
42860,Central-Eastern,Urbano
42863,Central-Eastern,Rural
42865,Central-Eastern,Urbano
42866,Central-Eastern,Rural
42870,Central-Eastern,Urbano
42873,Central-Eastern,Urbano
42874,Central-Eastern,Rural
42875,Central-Eastern,Urbano
