"Postcode","Rural.urban"
31909,"Rural"
32460,"Rural"
32664,"Rural"
32613,"Rural"
32610,"Rural"
31611,"Rural"
32466,"Rural"
32340,"Rural"
32386,"Rural"
32496,"Rural"
31910,"Rural"
32380,"Rural"
32605,"Rural"
31660,"Rural"
32325,"Rural"
31606,"Rural"
32404,"Rural"
32606,"Rural"
32405,"Rural"
32384,"Rural"
32456,"Rural"
31621,"Rural"
32396,"Rural"
32461,"Rural"
32356,"Rural"
32417,"Rural"
32607,"Rural"
31607,"Rural"
31914,"Rural"
32343,"Rural"
31675,"Rural"
31653,"Rural"
31915,"Rural"
32418,"Rural"
31676,"Rural"
32321,"Rural"
31650,"Rural"
32631,"Rural"
32365,"Rural"
31664,"Rural"
32608,"Rural"
31623,"Rural"
32337,"Rural"
32419,"Rural"
32609,"Rural"
31674,"Rural"
32324,"Rural"
32334,"Rural"
32444,"Rural"
31646,"Rural"
32630,"Rural"
31652,"Rural"
32443,"Rural"
31625,"Rural"
31917,"Rural"
32651,"Rural"
32408,"Rural"
31947,"Rural"
32357,"Rural"
32611,"Rural"
32462,"Rural"
32615,"Rural"
31618,"Rural"
32623,"Rural"
31918,"Rural"
31628,"Rural"
31919,"Rural"
32345,"Rural"
32395,"Rural"
31920,"Rural"
32359,"Rural"
32612,"Rural"
31629,"Rural"
32617,"Rural"
32426,"Rural"
31921,"Rural"
31922,"Rural"
32392,"Rural"
31923,"Rural"
31924,"Rural"
32363,"Rural"
32355,"Rural"
32370,"Rural"
32398,"Rural"
32304,"Rural"
31655,"Rural"
31925,"Rural"
32640,"Rural"
31665,"Rural"
31666,"Rural"
32453,"Rural"
31636,"Rural"
32427,"Rural"
32622,"Rural"
32390,"Rural"
32428,"Rural"
31632,"Rural"
32338,"Rural"
31616,"Rural"
32354,"Rural"
32663,"Rural"
31612,"Rural"
32645,"Rural"
32364,"Rural"
31927,"Rural"
31651,"Rural"
31928,"Rural"
32472,"Rural"
32309,"Rural"
31648,"Rural"
32420,"Rural"
32721,"Rural"
32429,"Rural"
32347,"Rural"
32414,"Rural"
32310,"Rural"
32636,"Rural"
32445,"Rural"
31649,"Rural"
31631,"Rural"
32437,"Rural"
32439,"Rural"
32314,"Rural"
32633,"Rural"
32671,"Rural"
32448,"Rural"
32449,"Rural"
32318,"Rural"
32432,"Rural"
32317,"Rural"
31661,"Rural"
32639,"Rural"
32328,"Rural"
32463,"Rural"
32668,"Rural"
31656,"Rural"
32454,"Rural"
32495,"Rural"
32329,"Rural"
32430,"Rural"
32457,"Rural"
32434,"Rural"
32319,"Rural"
32409,"Rural"
32344,"Rural"
32424,"Rural"
32391,"Rural"
32348,"Rural"
32320,"Rural"
31657,"Rural"
32647,"Rural"
31658,"Rural"
32648,"Rural"
32349,"Rural"
32352,"Rural"
32331,"Rural"
32362,"Rural"
32620,"Rural"
32458,"Rural"
32376,"Rural"
32369,"Rural"
32371,"Rural"
32625,"Rural"
32652,"Rural"
32653,"Rural"
32614,"Rural"
32435,"Rural"
32330,"Rural"
32459,"Rural"
32381,"Rural"
32379,"Rural"
31654,"Rural"
32387,"Rural"
32333,"Rural"
32388,"Rural"
32468,"Rural"
32342,"Rural"
31663,"Rural"
31662,"Rural"
32452,"Rural"
32467,"Rural"
32346,"Rural"
32332,"Rural"
32474,"Rural"
32397,"Rural"
31667,"Rural"
32366,"Rural"
32475,"Rural"
31668,"Rural"
32421,"Rural"
32662,"Rural"
31669,"Rural"
32382,"Rural"
31670,"Rural"
32649,"Rural"
31620,"Rural"
32465,"Rural"
32476,"Rural"
32451,"Rural"
32637,"Rural"
32477,"Rural"
32479,"Rural"
32327,"Rural"
32478,"Rural"
32389,"Rural"
31929,"Rural"
32480,"Rural"
32447,"Rural"
32360,"Rural"
31624,"Rural"
31640,"Rural"
32693,"Rural"
31949,"Rural"
31635,"Rural"
32377,"Rural"
32481,"Rural"
32655,"Rural"
32482,"Rural"
32483,"Rural"
32431,"Rural"
32635,"Rural"
31931,"Rural"
32422,"Rural"
32638,"Rural"
31644,"Rural"
32484,"Rural"
32632,"Rural"
31932,"Rural"
32350,"Rural"
31934,"Rural"
31935,"Rural"
32374,"Rural"
31936,"Rural"
31627,"Rural"
31937,"Rural"
32416,"Rural"
32656,"Rural"
32411,"Rural"
32410,"Rural"
32485,"Rural"
32415,"Rural"
31938,"Rural"
32372,"Rural"
32692,"Rural"
31939,"Rural"
32486,"Rural"
32658,"Rural"
32361,"Rural"
32654,"Rural"
31641,"Rural"
31948,"Rural"
31940,"Rural"
32358,"Rural"
31645,"Rural"
32659,"Rural"
32383,"Rural"
31671,"Rural"
32442,"Rural"
31943,"Rural"
31942,"Rural"
31647,"Rural"
32446,"Rural"
32487,"Rural"
31642,"Rural"
32336,"Rural"
32493,"Rural"
32644,"Rural"
32665,"Rural"
31630,"Rural"
32335,"Rural"
31945,"Rural"
32666,"Rural"
31609,"Rural"
31608,"Rural"
32488,"Rural"
31946,"Rural"
32490,"Rural"
32413,"Urban"
31614,"Urban"
32600,"Urban"
32423,"Urban"
32385,"Urban"
31601,"Urban"
32624,"Rural"
32322,"Rural"
31200,"Urban"
31202,"Urban"
32000,"Urban"
32002,"Urban"
32200,"Urban"
31000,"Urban"
31002,"Urban"
31100,"Urban"
31101,"Urban"
31102,"Urban"
31103,"Urban"
31104,"Urban"
29001,"Urban"
29003,"Urban"
29004,"Urban"
29005,"Urban"
29006,"Urban"
29007,"Urban"
29008,"Urban"
29009,"Urban"
29010,"Urban"
29011,"Urban"
29013,"Urban"
29014,"Urban"
29015,"Urban"
29016,"Urban"
29017,"Urban"
29018,"Urban"
29019,"Urban"
29020,"Urban"
29021,"Urban"
29022,"Urban"
29024,"Urban"
29025,"Urban"
29026,"Urban"
29027,"Urban"
29041,"Urban"
31211,"Rural"
32254,"Rural"
32511,"Rural"
31416,"Rural"
32001,"Rural"
32107,"Rural"
31355,"Rural"
31118,"Rural"
30666,"Rural"
31327,"Rural"
31501,"Rural"
32115,"Rural"
31504,"Rural"
31321,"Rural"
31423,"Rural"
31175,"Rural"
31263,"Rural"
31004,"Rural"
32052,"Rural"
32122,"Rural"
32502,"Rural"
31209,"Rural"
32143,"Rural"
32005,"Rural"
31304,"Rural"
32043,"Rural"
31005,"Rural"
31809,"Rural"
31308,"Rural"
30621,"Rural"
31206,"Rural"
31112,"Rural"
32255,"Rural"
32503,"Rural"
31551,"Rural"
31129,"Rural"
31220,"Rural"
32211,"Rural"
32136,"Rural"
32262,"Rural"
31264,"Rural"
32256,"Rural"
32104,"Rural"
30651,"Rural"
32041,"Rural"
31545,"Rural"
31270,"Rural"
31235,"Rural"
32011,"Rural"
31449,"Rural"
32114,"Rural"
31113,"Rural"
31284,"Rural"
32208,"Rural"
31505,"Rural"
31547,"Rural"
32020,"Rural"
30604,"Rural"
32137,"Rural"
31012,"Rural"
31306,"Rural"
31365,"Rural"
31007,"Rural"
32061,"Rural"
31020,"Rural"
31021,"Rural"
32054,"Rural"
32066,"Rural"
30644,"Rural"
32508,"Rural"
31122,"Rural"
31208,"Rural"
31036,"Rural"
31116,"Rural"
31024,"Rural"
31009,"Rural"
31010,"Rural"
31123,"Rural"
31525,"Rural"
32141,"Rural"
32142,"Rural"
31153,"Rural"
31014,"Rural"
32108,"Rural"
31132,"Rural"
31138,"Rural"
32015,"Rural"
31074,"Rural"
31152,"Rural"
32006,"Rural"
31215,"Rural"
31204,"Rural"
32145,"Rural"
32123,"Rural"
32504,"Rural"
32138,"Rural"
31401,"Rural"
31141,"Rural"
31349,"Rural"
32233,"Rural"
31217,"Rural"
30618,"Rural"
31311,"Rural"
31334,"Rural"
30627,"Rural"
31054,"Rural"
31371,"Rural"
31016,"Rural"
31121,"Rural"
30626,"Rural"
31510,"Rural"
32251,"Rural"
32105,"Rural"
30631,"Rural"
31151,"Rural"
31017,"Rural"
31228,"Rural"
30634,"Rural"
30660,"Rural"
31229,"Rural"
32226,"Rural"
30637,"Rural"
31242,"Rural"
32215,"Rural"
31352,"Rural"
31351,"Rural"
31051,"Rural"
32160,"Rural"
32111,"Rural"
31233,"Rural"
31324,"Rural"
31143,"Rural"
31019,"Rural"
32536,"Rural"
32515,"Rural"
31553,"Rural"
31533,"Rural"
31535,"Rural"
32113,"Rural"
31230,"Rural"
31448,"Rural"
31540,"Rural"
32221,"Rural"
31273,"Rural"
31454,"Rural"
31515,"Rural"
31147,"Rural"
31150,"Rural"
32510,"Rural"
32505,"Rural"
31023,"Rural"
31027,"Rural"
32067,"Rural"
32236,"Rural"
31130,"Rural"
31317,"Rural"
31544,"Rural"
31161,"Rural"
31114,"Rural"
32258,"Rural"
32517,"Rural"
31341,"Rural"
31357,"Rural"
32007,"Rural"
31402,"Rural"
32530,"Rural"
31029,"Rural"
31126,"Rural"
31171,"Rural"
31265,"Rural"
30616,"Rural"
31353,"Rural"
31034,"Rural"
31111,"Rural"
32518,"Rural"
31035,"Rural"
31037,"Rural"
31157,"Rural"
31038,"Rural"
31439,"Rural"
30665,"Rural"
31808,"Rural"
31187,"Rural"
32016,"Rural"
32524,"Rural"
32131,"Rural"
32051,"Rural"
32017,"Rural"
31350,"Rural"
32056,"Rural"
31257,"Rural"
32245,"Rural"
31801,"Rural"
31274,"Rural"
31025,"Rural"
31119,"Rural"
31431,"Rural"
31072,"Rural"
31514,"Rural"
30638,"Rural"
31041,"Rural"
31050,"Rural"
31045,"Rural"
31417,"Rural"
31307,"Rural"
31237,"Rural"
32032,"Rural"
32259,"Rural"
32222,"Rural"
31048,"Rural"
31251,"Rural"
31155,"Rural"
32514,"Rural"
32531,"Rural"
32250,"Rural"
31518,"Rural"
31238,"Rural"
32084,"Rural"
32146,"Rural"
31239,"Rural"
31314,"Rural"
31408,"Rural"
32037,"Rural"
32126,"Rural"
32263,"Rural"
31364,"Rural"
31424,"Rural"
31174,"Rural"
30630,"Rural"
31443,"Rural"
31136,"Rural"
31165,"Rural"
31418,"Rural"
32112,"Rural"
32267,"Rural"
31053,"Rural"
31704,"Rural"
31166,"Rural"
32028,"Rural"
32029,"Rural"
32220,"Rural"
32535,"Rural"
32035,"Rural"
31292,"Rural"
31167,"Rural"
31120,"Rural"
30640,"Rural"
31169,"Rural"
30615,"Rural"
32534,"Rural"
32506,"Rural"
31367,"Rural"
31425,"Rural"
31328,"Rural"
31247,"Rural"
31173,"Rural"
31319,"Rural"
31368,"Rural"
31224,"Rural"
32048,"Rural"
32232,"Rural"
31063,"Rural"
32049,"Rural"
31546,"Rural"
31347,"Rural"
30633,"Rural"
30643,"Rural"
31240,"Rural"
32210,"Rural"
31249,"Rural"
31345,"Rural"
31509,"Rural"
31145,"Rural"
32217,"Rural"
31218,"Rural"
32119,"Rural"
32225,"Rural"
32165,"Rural"
30664,"Rural"
32147,"Rural"
31031,"Rural"
32155,"Rural"
31158,"Rural"
30655,"Rural"
31060,"Rural"
31059,"Rural"
31057,"Rural"
31135,"Rural"
31444,"Rural"
32218,"Rural"
31329,"Rural"
31026,"Rural"
32047,"Rural"
32081,"Rural"
31252,"Rural"
30667,"Rural"
31061,"Rural"
31128,"Rural"
32057,"Rural"
31253,"Rural"
31176,"Rural"
32117,"Rural"
31178,"Rural"
31516,"Rural"
31370,"Rural"
31047,"Rural"
32027,"Rural"
30622,"Rural"
31040,"Rural"
31066,"Rural"
32013,"Rural"
30609,"Rural"
32060,"Rural"
31226,"Rural"
31213,"Rural"
32014,"Rural"
31259,"Rural"
31159,"Rural"
31011,"Rural"
31268,"Rural"
31288,"Rural"
31271,"Rural"
31042,"Rural"
31183,"Rural"
31177,"Rural"
31179,"Rural"
31372,"Rural"
32171,"Rural"
31180,"Rural"
31276,"Rural"
31013,"Rural"
32127,"Rural"
32059,"Rural"
31426,"Rural"
31440,"Rural"
31199,"Rural"
32144,"Rural"
30614,"Rural"
31534,"Rural"
31277,"Rural"
30623,"Rural"
32068,"Rural"
31538,"Rural"
31067,"Rural"
31181,"Rural"
31236,"Rural"
31340,"Rural"
32046,"Rural"
32053,"Rural"
32269,"Rural"
31561,"Rural"
31278,"Rural"
32519,"Rural"
31216,"Rural"
32124,"Rural"
32148,"Rural"
30647,"Rural"
31375,"Rural"
32139,"Rural"
32265,"Rural"
31564,"Rural"
31560,"Rural"
31519,"Rural"
32521,"Rural"
32135,"Rural"
32533,"Rural"
30670,"Rural"
31562,"Rural"
32230,"Rural"
32231,"Rural"
31033,"Rural"
31376,"Rural"
32077,"Rural"
31068,"Rural"
32024,"Rural"
31526,"Rural"
31335,"Rural"
31069,"Rural"
31196,"Rural"
30656,"Rural"
31184,"Rural"
31331,"Rural"
31192,"Rural"
30645,"Rural"
31071,"Rural"
31117,"Rural"
31377,"Rural"
31076,"Rural"
31077,"Rural"
31108,"Rural"
31243,"Rural"
32244,"Rural"
31378,"Rural"
31028,"Rural"
32228,"Rural"
31078,"Rural"
31527,"Rural"
31142,"Rural"
31338,"Rural"
32069,"Rural"
30619,"Rural"
31313,"Rural"
31348,"Rural"
32070,"Rural"
31185,"Rural"
31379,"Rural"
31279,"Rural"
30649,"Rural"
31079,"Rural"
32149,"Rural"
31303,"Rural"
31427,"Rural"
31299,"Rural"
31160,"Rural"
31298,"Rural"
31446,"Rural"
31062,"Rural"
31511,"Rural"
32140,"Rural"
31073,"Rural"
32157,"Rural"
30648,"Rural"
30641,"Rural"
31528,"Rural"
31080,"Rural"
31325,"Rural"
32125,"Rural"
31082,"Rural"
31081,"Rural"
31186,"Rural"
31539,"Rural"
32110,"Rural"
31083,"Rural"
31269,"Rural"
32009,"Rural"
31411,"Rural"
31812,"Rural"
31380,"Rural"
30632,"Rural"
31170,"Rural"
32010,"Rural"
31814,"Rural"
31354,"Rural"
32526,"Rural"
32206,"Rural"
31381,"Rural"
31281,"Rural"
31529,"Rural"
31084,"Rural"
32071,"Rural"
31433,"Rural"
32045,"Rural"
32152,"Rural"
32239,"Rural"
32072,"Rural"
31039,"Rural"
31085,"Rural"
30668,"Rural"
31523,"Rural"
31282,"Rural"
31548,"Rural"
31162,"Rural"
31086,"Rural"
32044,"Rural"
32240,"Rural"
30611,"Rural"
32246,"Rural"
31131,"Rural"
31410,"Rural"
31214,"Rural"
31429,"Rural"
32038,"Rural"
31434,"Rural"
31312,"Rural"
31382,"Rural"
30642,"Rural"
30646,"Rural"
31188,"Rural"
32272,"Rural"
32532,"Rural"
32022,"Rural"
31315,"Rural"
32525,"Rural"
31266,"Rural"
31283,"Rural"
31455,"Rural"
32073,"Rural"
31430,"Rural"
31156,"Rural"
31342,"Rural"
31414,"Rural"
32133,"Rural"
31234,"Rural"
31124,"Rural"
31318,"Rural"
31075,"Rural"
31332,"Rural"
31110,"Rural"
32121,"Rural"
31435,"Rural"
31154,"Rural"
32512,"Rural"
31254,"Rural"
31293,"Rural"
31219,"Rural"
31044,"Rural"
31320,"Rural"
31087,"Rural"
32252,"Rural"
32509,"Rural"
31421,"Rural"
31420,"Rural"
32527,"Rural"
31343,"Rural"
31088,"Rural"
31190,"Rural"
31250,"Rural"
31813,"Rural"
31437,"Rural"
31189,"Rural"
30639,"Rural"
32273,"Rural"
32083,"Rural"
32026,"Rural"
31089,"Rural"
32050,"Rural"
31536,"Rural"
31432,"Rural"
32274,"Rural"
32507,"Rural"
32031,"Rural"
32516,"Rural"
31815,"Rural"
31383,"Rural"
31244,"Rural"
30620,"Rural"
31125,"Rural"
31222,"Rural"
31537,"Rural"
31255,"Rural"
31296,"Rural"
32130,"Rural"
31373,"Rural"
31565,"Rural"
32164,"Rural"
31191,"Rural"
32235,"Rural"
31090,"Rural"
31194,"Rural"
32040,"Rural"
31197,"Rural"
31356,"Rural"
31286,"Rural"
31198,"Rural"
31541,"Rural"
31366,"Rural"
31091,"Rural"
31133,"Rural"
31361,"Rural"
30654,"Rural"
31451,"Rural"
31330,"Rural"
31248,"Rural"
31555,"Rural"
32276,"Rural"
31549,"Rural"
31362,"Rural"
30628,"Rural"
31557,"Rural"
31043,"Rural"
31064,"Rural"
31558,"Rural"
31363,"Rural"
31559,"Rural"
31225,"Rural"
32156,"Rural"
32277,"Rural"
31182,"Rural"
31172,"Rural"
31258,"Rural"
32079,"Rural"
31552,"Rural"
31134,"Rural"
31701,"Rural"
31566,"Rural"
30613,"Rural"
31803,"Rural"
31030,"Rural"
31804,"Rural"
31287,"Rural"
31144,"Rural"
31267,"Rural"
32065,"Rural"
32278,"Rural"
31384,"Rural"
32120,"Rural"
32064,"Rural"
31164,"Rural"
32528,"Rural"
32158,"Rural"
32279,"Rural"
32058,"Rural"
32085,"Rural"
32159,"Rural"
32161,"Rural"
31092,"Rural"
32523,"Rural"
31093,"Rural"
32261,"Rural"
31289,"Rural"
31543,"Rural"
31290,"Rural"
32153,"Rural"
32162,"Rural"
31272,"Rural"
31094,"Rural"
32154,"Rural"
32036,"Rural"
31531,"Rural"
31301,"Rural"
32529,"Rural"
32282,"Rural"
32062,"Rural"
32074,"Rural"
32283,"Rural"
31146,"Rural"
32284,"Rural"
31807,"Rural"
31115,"Rural"
32285,"Rural"
32163,"Rural"
30624,"Rural"
31323,"Rural"
31522,"Rural"
32134,"Rural"
31095,"Rural"
31442,"Rural"
32075,"Rural"
32170,"Rural"
31245,"Rural"
31419,"Rural"
32286,"Rural"
31326,"Rural"
31032,"Rural"
31542,"Rural"
31386,"Rural"
32151,"Rural"
31447,"Rural"
31532,"Rural"
31262,"Rural"
31096,"Rural"
32025,"Rural"
30658,"Rural"
31097,"Rural"
31098,"Rural"
30625,"Rural"
32042,"Rural"
31409,"Rural"
32513,"Rural"
31246,"Rural"
31702,"Rural"
31412,"Rural"
31137,"Rural"
32021,"Rural"
31359,"Rural"
31223,"Rural"
31387,"Rural"
32012,"Rural"
31703,"Rural"
31436,"Rural"
31811,"Rural"
31413,"Rural"
31333,"Rural"
31520,"Rural"
31056,"Rural"
30662,"Rural"
31168,"Rural"
31291,"Rural"
31294,"Rural"
30663,"Rural"
31305,"Rural"
31316,"Rural"
32287,"Rural"
32522,"Rural"
31052,"Rural"
32288,"Rural"
31232,"Rural"
31445,"Rural"
30610,"Rural"
31140,"Rural"
32008,"Rural"
31221,"Rural"
32132,"Rural"
32209,"Rural"
31336,"Rural"
31195,"Rural"
32106,"Rural"
32264,"Rural"
30635,"Rural"
32253,"Rural"
32078,"Rural"
31231,"Rural"
31302,"Rural"
32212,"Rural"
31513,"Rural"
31388,"Rural"
31210,"Rural"
31450,"Rural"
31001,"Rural"
31065,"Rural"
32080,"Rural"
31569,"Rural"
31261,"Rural"
31099,"Rural"
31453,"Rural"
32207,"Rural"
31055,"Rural"
32260,"Rural"
31015,"Rural"
31524,"Rural"
31193,"Rural"
31512,"Rural"
32150,"Rural"
32520,"Rural"
32243,"Rural"
31212,"Rural"
31022,"Urban"
30650,"Urban"
31256,"Urban"
32500,"Urban"
32223,"Urban"
31500,"Urban"
32216,"Urban"
31530,"Urban"
31260,"Urban"
32004,"Urban"
32034,"Urban"
31400,"Urban"
30601,"Urban"
30602,"Urban"
31310,"Urban"
32100,"Urban"
32101,"Urban"
31309,"Rural"
32003,"Rural"
30300,"Urban"
30100,"Urban"
30101,"Urban"
30501,"Urban"
30000,"Urban"
30002,"Urban"
30005,"Urban"
30007,"Urban"
30401,"Urban"
30403,"Urban"
30404,"Urban"
30405,"Urban"
30504,"Rural"
30302,"Rural"
30201,"Rural"
30019,"Rural"
30303,"Rural"
30053,"Rural"
30409,"Rural"
30025,"Rural"
30352,"Rural"
30543,"Rural"
30304,"Rural"
30343,"Rural"
30432,"Rural"
30419,"Rural"
30322,"Rural"
30305,"Rural"
30306,"Rural"
30503,"Rural"
30326,"Rural"
30536,"Rural"
30424,"Rural"
30439,"Rural"
30510,"Rural"
30016,"Rural"
30532,"Rural"
30202,"Rural"
30313,"Rural"
30004,"Rural"
30530,"Rural"
30211,"Rural"
30435,"Rural"
30318,"Rural"
30450,"Rural"
30456,"Rural"
30055,"Rural"
30023,"Rural"
30521,"Rural"
30203,"Rural"
30323,"Rural"
30428,"Rural"
30006,"Rural"
30204,"Rural"
30429,"Rural"
30205,"Rural"
30206,"Rural"
30230,"Rural"
30327,"Rural"
30425,"Rural"
30441,"Rural"
30212,"Rural"
30008,"Rural"
30235,"Rural"
30545,"Rural"
30236,"Rural"
30329,"Rural"
30030,"Rural"
30509,"Rural"
30031,"Rural"
30017,"Rural"
30060,"Rural"
30513,"Rural"
30084,"Rural"
30423,"Rural"
30413,"Rural"
30333,"Rural"
30071,"Rural"
30207,"Rural"
30218,"Rural"
30096,"Rural"
30219,"Rural"
30335,"Rural"
30341,"Rural"
30242,"Rural"
30221,"Rural"
30342,"Rural"
30216,"Rural"
30345,"Rural"
30268,"Rural"
30010,"Rural"
30316,"Rural"
30237,"Rural"
30022,"Rural"
30347,"Rural"
30011,"Rural"
30446,"Rural"
30515,"Rural"
30057,"Rural"
30012,"Rural"
30209,"Rural"
30227,"Rural"
30422,"Rural"
30467,"Rural"
30075,"Rural"
30348,"Rural"
30349,"Rural"
30228,"Rural"
30229,"Rural"
30234,"Rural"
30351,"Rural"
30355,"Rural"
30516,"Rural"
30226,"Rural"
30489,"Rural"
30238,"Rural"
30357,"Rural"
30239,"Rural"
30309,"Rural"
30013,"Rural"
30074,"Rural"
30246,"Rural"
30359,"Rural"
30213,"Rural"
30366,"Rural"
30248,"Rural"
30361,"Rural"
30015,"Rural"
30311,"Rural"
30249,"Rural"
30250,"Rural"
30223,"Rural"
30244,"Rural"
30042,"Rural"
30367,"Rural"
30517,"Rural"
30036,"Rural"
30464,"Rural"
30350,"Rural"
30251,"Rural"
30079,"Rural"
30518,"Rural"
30027,"Rural"
30368,"Rural"
30459,"Rural"
30217,"Rural"
30252,"Rural"
30478,"Rural"
30411,"Rural"
30417,"Rural"
30454,"Rural"
30534,"Rural"
30514,"Rural"
30524,"Rural"
30029,"Rural"
30451,"Rural"
30085,"Rural"
30527,"Rural"
30369,"Rural"
30371,"Rural"
30462,"Rural"
30068,"Rural"
30310,"Rural"
30463,"Rural"
30488,"Rural"
30215,"Rural"
30542,"Rural"
30045,"Rural"
30447,"Rural"
30443,"Rural"
30233,"Rural"
30528,"Rural"
30061,"Rural"
30253,"Rural"
30373,"Rural"
30363,"Rural"
30531,"Rural"
30469,"Rural"
30377,"Rural"
30453,"Rural"
30537,"Rural"
30324,"Rural"
30487,"Rural"
30210,"Rural"
30375,"Rural"
30378,"Rural"
30540,"Rural"
30056,"Rural"
30020,"Rural"
30538,"Rural"
30254,"Rural"
30468,"Rural"
30086,"Rural"
30028,"Rural"
30471,"Rural"
30241,"Rural"
30525,"Rural"
30018,"Rural"
30379,"Rural"
30051,"Rural"
30344,"Rural"
30037,"Rural"
30380,"Rural"
30416,"Rural"
30381,"Rural"
30346,"Rural"
30255,"Rural"
30038,"Rural"
30440,"Rural"
30382,"Rural"
30208,"Rural"
30256,"Rural"
30539,"Rural"
30541,"Rural"
30043,"Rural"
30314,"Rural"
30257,"Rural"
30039,"Rural"
30383,"Rural"
30044,"Rural"
30384,"Rural"
30546,"Rural"
30374,"Rural"
30047,"Rural"
30437,"Rural"
30522,"Rural"
30533,"Rural"
30259,"Rural"
30385,"Rural"
30386,"Rural"
30080,"Rural"
30269,"Rural"
30260,"Rural"
30544,"Rural"
30457,"Rural"
30473,"Rural"
30232,"Rural"
30035,"Rural"
30474,"Rural"
30073,"Rural"
30214,"Rural"
30041,"Rural"
30387,"Rural"
30475,"Rural"
30388,"Rural"
30040,"Rural"
30389,"Rural"
30421,"Rural"
30420,"Rural"
30048,"Rural"
30320,"Rural"
30261,"Rural"
30390,"Rural"
30340,"Rural"
30438,"Rural"
30065,"Rural"
30034,"Rural"
30049,"Rural"
30050,"Rural"
30391,"Rural"
30353,"Rural"
30535,"Rural"
30052,"Rural"
30392,"Rural"
30548,"Rural"
30330,"Rural"
30393,"Rural"
30410,"Rural"
30024,"Rural"
30356,"Rural"
30520,"Rural"
30477,"Rural"
30394,"Rural"
30479,"Rural"
30054,"Rural"
30481,"Rural"
30482,"Rural"
30466,"Rural"
30526,"Rural"
30395,"Rural"
30396,"Rural"
30058,"Rural"
30243,"Rural"
30483,"Rural"
30426,"Rural"
30397,"Rural"
30224,"Rural"
30263,"Rural"
30376,"Rural"
30059,"Rural"
30245,"Rural"
30264,"Rural"
30398,"Rural"
30427,"Rural"
30399,"Rural"
30062,"Rural"
30222,"Rural"
30265,"Rural"
30307,"Rural"
30063,"Rural"
30484,"Rural"
30485,"Rural"
30266,"Rural"
30308,"Rural"
30069,"Rural"
30430,"Rural"
30460,"Rural"
30445,"Rural"
30240,"Rural"
30081,"Rural"
30549,"Rural"
30319,"Rural"
30097,"Rural"
30365,"Rural"
30372,"Rural"
30523,"Rural"
30270,"Rural"
30354,"Rural"
30325,"Rural"
30362,"Rural"
30436,"Rural"
30550,"Rural"
30064,"Rural"
30267,"Rural"
30271,"Rural"
30070,"Rural"
30067,"Rural"
30452,"Rural"
30551,"Rural"
30046,"Rural"
30461,"Rural"
30033,"Rural"
30082,"Rural"
30076,"Rural"
30032,"Rural"
30220,"Rural"
30331,"Rural"
30321,"Rural"
30552,"Rural"
30370,"Rural"
30434,"Rural"
30412,"Rural"
30014,"Rural"
30418,"Rural"
30338,"Rural"
30272,"Rural"
30553,"Rural"
30415,"Rural"
30554,"Rural"
30336,"Rural"
30442,"Rural"
30077,"Rural"
30021,"Rural"
30339,"Rural"
30078,"Rural"
30317,"Rural"
30273,"Rural"
30274,"Rural"
30275,"Rural"
30360,"Rural"
30337,"Rural"
30276,"Rural"
30225,"Rural"
30555,"Rural"
30087,"Rural"
30200,"Urban"
30455,"Urban"
30511,"Urban"
30231,"Urban"
30529,"Rural"
20251,"Urban"
20202,"Urban"
20401,"Urban"
20602,"Urban"
20603,"Urban"
20418,"Rural"
20653,"Rural"
20241,"Rural"
20219,"Rural"
20433,"Rural"
20215,"Rural"
19341,"Rural"
19311,"Rural"
20521,"Rural"
19323,"Rural"
20213,"Rural"
19333,"Rural"
20610,"Rural"
20624,"Rural"
19531,"Rural"
20516,"Rural"
19327,"Rural"
20414,"Rural"
20655,"Rural"
19340,"Rural"
20656,"Rural"
20444,"Rural"
20510,"Rural"
19437,"Rural"
20260,"Rural"
20641,"Rural"
20232,"Rural"
19532,"Rural"
19314,"Rural"
19534,"Rural"
19328,"Rural"
20627,"Rural"
20440,"Rural"
20657,"Rural"
19438,"Rural"
20211,"Rural"
20530,"Rural"
20431,"Rural"
20509,"Rural"
20225,"Rural"
20419,"Rural"
20520,"Rural"
20263,"Rural"
19439,"Rural"
19456,"Rural"
19441,"Rural"
19330,"Rural"
20217,"Rural"
19326,"Rural"
19513,"Rural"
20439,"Rural"
20544,"Rural"
19334,"Rural"
19521,"Rural"
20637,"Rural"
19321,"Rural"
19433,"Rural"
20508,"Rural"
20420,"Rural"
19450,"Rural"
19526,"Rural"
20443,"Rural"
20623,"Rural"
20642,"Rural"
20515,"Rural"
19331,"Rural"
20626,"Rural"
20622,"Rural"
19463,"Rural"
19446,"Rural"
20513,"Rural"
20243,"Rural"
20234,"Rural"
20428,"Rural"
20536,"Rural"
20422,"Rural"
20421,"Rural"
20240,"Rural"
20659,"Rural"
20450,"Rural"
19455,"Rural"
20658,"Rural"
20441,"Rural"
19432,"Rural"
20451,"Rural"
20640,"Rural"
19345,"Rural"
20415,"Rural"
20635,"Rural"
20435,"Rural"
20650,"Rural"
20532,"Rural"
19435,"Rural"
20410,"Rural"
20621,"Rural"
20453,"Rural"
20519,"Rural"
20539,"Rural"
20442,"Rural"
20221,"Rural"
20633,"Rural"
20652,"Rural"
20631,"Rural"
20660,"Rural"
20224,"Rural"
19449,"Rural"
19448,"Rural"
20242,"Rural"
20540,"Rural"
20210,"Rural"
20432,"Rural"
20223,"Rural"
