"Postcode","Region","Rural.urban"
67114,"South","Rural"
67140,"South","Rural"
67403,"South","Rural"
66745,"South","Rural"
67419,"South","Rural"
67472,"South","Rural"
67482,"South","Rural"
67123,"South","Rural"
67124,"South","Rural"
66744,"South","Rural"
66751,"South","Rural"
67433,"South","Rural"
67411,"South","Rural"
66843,"South","Rural"
66746,"South","Rural"
67404,"South","Rural"
67125,"South","Rural"
66708,"South","Rural"
67156,"South","Rural"
66737,"South","Rural"
67144,"South","Rural"
67106,"South","Rural"
66709,"South","Rural"
67161,"South","Rural"
66714,"South","Rural"
67105,"South","Rural"
67127,"South","Rural"
66747,"South","Rural"
67101,"South","Rural"
66702,"South","Rural"
67442,"South","Rural"
67183,"South","Rural"
67437,"South","Rural"
66728,"South","Rural"
66748,"South","Rural"
67162,"South","Rural"
67164,"South","Rural"
66752,"South","Rural"
67104,"South","Rural"
67434,"South","Rural"
67128,"South","Rural"
66731,"South","Rural"
67464,"South","Rural"
67432,"South","Rural"
67406,"South","Rural"
66711,"South","Rural"
67157,"South","Rural"
67466,"South","Rural"
67446,"South","Rural"
67146,"South","Rural"
67159,"South","Rural"
67111,"South","Rural"
67423,"South","Rural"
66712,"South","Rural"
66742,"South","Rural"
66718,"South","Rural"
67465,"South","Rural"
67109,"South","Rural"
67450,"South","Rural"
67439,"South","Rural"
67483,"South","Rural"
66705,"South","Rural"
66729,"South","Rural"
67147,"South","Rural"
66753,"South","Rural"
67131,"South","Rural"
67129,"South","Rural"
67410,"South","Rural"
67154,"South","Rural"
66710,"South","Rural"
67407,"South","Rural"
67166,"South","Rural"
67151,"South","Rural"
67490,"South","Rural"
67467,"South","Rural"
67107,"South","Rural"
67424,"South","Rural"
67160,"South","Rural"
66845,"South","Rural"
66749,"South","Rural"
66713,"South","Rural"
67468,"South","Rural"
67416,"South","Rural"
67425,"South","Rural"
67115,"South","Rural"
67481,"South","Rural"
67148,"South","Rural"
67121,"South","Rural"
67491,"South","Rural"
67486,"South","Rural"
67479,"South","Rural"
66725,"South","Rural"
67414,"South","Rural"
67485,"South","Rural"
66719,"South","Rural"
67112,"South","Rural"
67167,"South","Rural"
66703,"South","Rural"
67103,"South","Rural"
67168,"South","Rural"
67143,"South","Rural"
67150,"South","Rural"
67175,"South","Rural"
67413,"South","Rural"
67469,"South","Rural"
67441,"South","Rural"
67181,"South","Rural"
67447,"South","Rural"
67169,"South","Rural"
66715,"South","Rural"
67135,"South","Rural"
66722,"South","Rural"
67149,"South","Rural"
67484,"South","Rural"
66733,"South","Rural"
66736,"South","Rural"
67426,"South","Rural"
66716,"South","Rural"
66720,"South","Rural"
66723,"South","Rural"
66726,"South","Rural"
67492,"South","Rural"
67165,"South","Rural"
66717,"South","Rural"
67408,"South","Rural"
67409,"South","Rural"
67415,"South","Rural"
67116,"South","Rural"
67178,"South","Rural"
67436,"South","Rural"
67120,"South","Rural"
67153,"South","Rural"
67422,"South","Rural"
67170,"South","Rural"
67438,"South","Rural"
67171,"South","Rural"
67179,"South","Rural"
67176,"South","Rural"
67172,"South","Rural"
67173,"South","Rural"
67418,"South","Rural"
66706,"South","Rural"
66754,"South","Rural"
66732,"South","Rural"
66842,"South","Rural"
66750,"South","Rural"
67427,"South","Rural"
67142,"South","Rural"
67177,"South","Rural"
67110,"South","Rural"
67444,"South","Rural"
67420,"South","Rural"
67430,"South","Rural"
67451,"South","Rural"
67113,"South","Rural"
66704,"South","Rural"
67428,"South","Rural"
66743,"South","Rural"
67158,"South","Rural"
67141,"South","Rural"
67117,"South","Rural"
67417,"South","Rural"
67431,"South","Rural"
67155,"South","Rural"
67174,"South","Rural"
66735,"South","Rural"
66727,"South","Rural"
67126,"South","Rural"
66734,"South","Rural"
67421,"South","Rural"
67448,"South","Rural"
67459,"South","Rural"
67462,"South","Rural"
67182,"South","Rural"
67412,"South","Rural"
67100,"South","Urban"
66740,"South","Urban"
66700,"South","Urban"
67452,"South","Urban"
67130,"South","Urban"
67405,"South","Rural"
67163,"South","Rural"
39000,"Center-East","Urban"
39001,"Center-East","Urban"
39801,"Center-East","Urban"
39802,"Center-East","Urban"
39803,"Center-East","Urban"
39600,"Center-East","Urban"
39601,"Center-East","Urban"
39603,"Center-East","Urban"
39605,"Center-East","Urban"
39610,"Center-East","Urban"
39611,"Center-East","Urban"
39618,"Center-East","Urban"
39619,"Center-East","Urban"
39621,"Center-East","Urban"
39622,"Center-East","Urban"
39623,"Center-East","Urban"
39625,"Center-East","Urban"
39627,"Center-East","Urban"
39630,"Center-East","Urban"
39631,"Center-East","Urban"
39101,"Center-East","Rural"
39073,"Center-East","Rural"
39002,"Center-East","Rural"
38201,"Center-East","Rural"
39892,"Center-East","Rural"
38202,"Center-East","Rural"
38203,"Center-East","Rural"
39004,"Center-East","Rural"
39005,"Center-East","Rural"
39760,"Center-East","Rural"
38204,"Center-East","Rural"
39006,"Center-East","Rural"
38253,"Center-East","Rural"
38241,"Center-East","Rural"
39730,"Center-East","Rural"
39046,"Center-East","Rural"
39150,"Center-East","Rural"
39102,"Center-East","Rural"
39026,"Center-East","Rural"
38255,"Center-East","Rural"
39023,"Center-East","Rural"
39103,"Center-East","Rural"
38205,"Center-East","Rural"
38206,"Center-East","Rural"
39762,"Center-East","Rural"
39107,"Center-East","Rural"
39108,"Center-East","Rural"
39711,"Center-East","Rural"
39705,"Center-East","Rural"
38254,"Center-East","Rural"
39123,"Center-East","Rural"
38207,"Center-East","Rural"
39096,"Center-East","Rural"
39109,"Center-East","Rural"
39032,"Center-East","Rural"
38242,"Center-East","Rural"
38272,"Center-East","Rural"
38251,"Center-East","Rural"
39114,"Center-East","Rural"
39120,"Center-East","Rural"
39033,"Center-East","Rural"
38250,"Center-East","Rural"
39115,"Center-East","Rural"
39130,"Center-East","Rural"
39116,"Center-East","Rural"
39706,"Center-East","Rural"
38217,"Center-East","Rural"
39117,"Center-East","Rural"
39707,"Center-East","Rural"
39118,"Center-East","Rural"
38208,"Center-East","Rural"
39119,"Center-East","Rural"
39019,"Center-East","Rural"
39125,"Center-East","Rural"
38209,"Center-East","Rural"
39126,"Center-East","Rural"
39028,"Center-East","Rural"
39029,"Center-East","Rural"
39894,"Center-East","Rural"
39127,"Center-East","Rural"
39024,"Center-East","Rural"
39703,"Center-East","Rural"
38220,"Center-East","Rural"
38214,"Center-East","Rural"
39243,"Center-East","Rural"
39022,"Center-East","Rural"
38218,"Center-East","Rural"
39036,"Center-East","Rural"
39708,"Center-East","Rural"
39223,"Center-East","Rural"
39037,"Center-East","Rural"
39710,"Center-East","Rural"
39038,"Center-East","Rural"
38223,"Center-East","Rural"
39128,"Center-East","Rural"
39891,"Center-East","Rural"
39129,"Center-East","Rural"
39135,"Center-East","Rural"
38216,"Center-East","Rural"
39751,"Center-East","Rural"
39025,"Center-East","Rural"
39137,"Center-East","Rural"
39138,"Center-East","Rural"
38252,"Center-East","Rural"
39035,"Center-East","Rural"
39731,"Center-East","Rural"
39039,"Center-East","Rural"
39714,"Center-East","Rural"
39013,"Center-East","Rural"
38219,"Center-East","Rural"
39010,"Center-East","Rural"
38260,"Center-East","Rural"
39012,"Center-East","Rural"
39139,"Center-East","Rural"
39043,"Center-East","Rural"
39144,"Center-East","Rural"
38232,"Center-East","Rural"
39145,"Center-East","Rural"
39763,"Center-East","Rural"
39048,"Center-East","Rural"
38224,"Center-East","Rural"
39715,"Center-East","Rural"
39136,"Center-East","Rural"
39146,"Center-East","Rural"
39754,"Center-East","Rural"
39027,"Center-East","Rural"
39893,"Center-East","Rural"
39716,"Center-East","Rural"
39148,"Center-East","Rural"
39753,"Center-East","Rural"
39717,"Center-East","Rural"
39718,"Center-East","Rural"
39242,"Center-East","Rural"
39054,"Center-East","Rural"
39240,"Center-East","Rural"
39055,"Center-East","Rural"
39056,"Center-East","Rural"
39719,"Center-East","Rural"
39153,"Center-East","Rural"
39057,"Center-East","Rural"
39723,"Center-East","Rural"
39154,"Center-East","Rural"
38262,"Center-East","Rural"
39702,"Center-East","Rural"
39241,"Center-East","Rural"
39895,"Center-East","Rural"
38225,"Center-East","Rural"
39034,"Center-East","Rural"
38226,"Center-East","Rural"
39063,"Center-East","Rural"
39021,"Center-East","Rural"
39725,"Center-East","Rural"
39059,"Center-East","Rural"
39155,"Center-East","Rural"
39064,"Center-East","Rural"
38227,"Center-East","Rural"
39065,"Center-East","Rural"
39132,"Center-East","Rural"
39712,"Center-East","Rural"
39066,"Center-East","Rural"
39156,"Center-East","Rural"
39720,"Center-East","Rural"
39726,"Center-East","Rural"
39727,"Center-East","Rural"
39728,"Center-East","Rural"
38247,"Center-East","Rural"
39016,"Center-East","Rural"
38228,"Center-East","Rural"
39151,"Center-East","Rural"
39062,"Center-East","Rural"
39067,"Center-East","Rural"
39068,"Center-East","Rural"
39131,"Center-East","Rural"
38215,"Center-East","Rural"
39069,"Center-East","Rural"
39729,"Center-East","Rural"
39732,"Center-East","Rural"
39157,"Center-East","Rural"
39733,"Center-East","Rural"
38222,"Center-East","Rural"
39734,"Center-East","Rural"
39105,"Center-East","Rural"
39042,"Center-East","Rural"
39244,"Center-East","Rural"
39072,"Center-East","Rural"
39735,"Center-East","Rural"
38211,"Center-East","Rural"
38229,"Center-East","Rural"
39722,"Center-East","Rural"
39158,"Center-East","Rural"
39159,"Center-East","Rural"
39704,"Center-East","Rural"
38235,"Center-East","Rural"
38236,"Center-East","Rural"
39160,"Center-East","Rural"
39075,"Center-East","Rural"
38212,"Center-East","Rural"
39076,"Center-East","Rural"
39077,"Center-East","Rural"
39008,"Center-East","Rural"
38234,"Center-East","Rural"
39078,"Center-East","Rural"
39161,"Center-East","Rural"
39736,"Center-East","Rural"
39052,"Center-East","Rural"
38230,"Center-East","Rural"
39162,"Center-East","Rural"
39163,"Center-East","Rural"
39266,"Center-East","Rural"
39133,"Center-East","Rural"
39737,"Center-East","Rural"
39164,"Center-East","Rural"
39713,"Center-East","Rural"
39106,"Center-East","Rural"
39738,"Center-East","Rural"
39044,"Center-East","Rural"
38237,"Center-East","Rural"
39739,"Center-East","Rural"
38270,"Center-East","Rural"
39149,"Center-East","Rural"
39079,"Center-East","Rural"
39165,"Center-East","Rural"
39166,"Center-East","Rural"
38273,"Center-East","Rural"
39742,"Center-East","Rural"
39167,"Center-East","Rural"
39143,"Center-East","Rural"
39743,"Center-East","Rural"
39081,"Center-East","Rural"
39744,"Center-East","Rural"
39030,"Center-East","Rural"
39267,"Center-East","Rural"
39045,"Center-East","Rural"
39745,"Center-East","Rural"
39746,"Center-East","Rural"
39168,"Center-East","Rural"
39122,"Center-East","Rural"
39701,"Center-East","Rural"
39097,"Center-East","Rural"
38221,"Center-East","Rural"
38238,"Center-East","Rural"
39082,"Center-East","Rural"
39275,"Center-East","Rural"
39741,"Center-East","Rural"
39142,"Center-East","Rural"
39709,"Center-East","Rural"
39111,"Center-East","Rural"
39750,"Center-East","Rural"
39040,"Center-East","Rural"
39083,"Center-East","Rural"
39051,"Center-East","Rural"
38213,"Center-East","Rural"
39050,"Center-East","Rural"
39747,"Center-East","Rural"
39748,"Center-East","Rural"
39749,"Center-East","Rural"
39014,"Center-East","Rural"
39755,"Center-East","Rural"
39756,"Center-East","Rural"
39134,"Center-East","Rural"
39758,"Center-East","Rural"
39759,"Center-East","Rural"
38240,"Center-East","Rural"
39740,"Center-East","Rural"
39766,"Center-East","Rural"
39011,"Center-East","Rural"
39767,"Center-East","Rural"
39764,"Center-East","Rural"
39752,"Center-East","Rural"
39768,"Center-East","Rural"
39020,"Center-East","Rural"
39085,"Center-East","Rural"
38239,"Center-East","Rural"
39086,"Center-East","Rural"
39087,"Center-East","Rural"
39061,"Center-East","Rural"
39088,"Center-East","Rural"
38274,"Center-East","Rural"
39141,"Center-East","Rural"
39896,"Center-East","Rural"
39245,"Center-East","Rural"
39769,"Center-East","Rural"
39770,"Center-East","Rural"
38243,"Center-East","Rural"
39089,"Center-East","Rural"
38261,"Center-East","Rural"
39771,"Center-East","Rural"
39015,"Center-East","Rural"
38244,"Center-East","Rural"
39090,"Center-East","Rural"
39152,"Center-East","Rural"
38245,"Center-East","Rural"
39091,"Center-East","Rural"
38233,"Center-East","Rural"
39060,"Center-East","Rural"
38246,"Center-East","Rural"
39124,"Center-East","Rural"
38231,"Center-East","Rural"
39092,"Center-East","Rural"
39171,"Center-East","Rural"
38271,"Center-East","Rural"
39074,"Center-East","Rural"
39772,"Center-East","Rural"
39031,"Center-East","Rural"
39121,"Center-East","Rural"
39172,"Center-East","Rural"
39112,"Center-East","Rural"
38210,"Center-East","Rural"
39173,"Center-East","Rural"
38248,"Center-East","Rural"
38249,"Center-East","Rural"
39093,"Center-East","Rural"
39295,"Center-East","Rural"
39761,"Center-East","Rural"
39174,"Center-East","Rural"
39765,"Center-East","Rural"
39175,"Center-East","Rural"
39094,"Center-East","Rural"
39176,"Center-East","Rural"
38256,"Center-East","Rural"
39007,"Center-East","Rural"
39041,"Center-East","Rural"
39773,"Center-East","Rural"
39113,"Center-East","Rural"
39178,"Center-East","Rural"
39721,"Center-East","Rural"
39775,"Center-East","Rural"
39095,"Center-East","Rural"
39070,"Center-East","Urban"
39071,"Center-East","Urban"
39100,"Center-East","Urban"
39140,"Center-East","Urban"
38200,"Center-East","Urban"
37400,"Center-East","Urban"
37500,"Center-East","Urban"
37501,"Center-East","Urban"
37502,"Center-East","Urban"
37503,"Center-East","Urban"
37504,"Center-East","Urban"
37506,"Center-East","Urban"
37000,"Center-East","Urban"
37001,"Center-East","Urban"
37002,"Center-East","Urban"
37800,"Center-East","Urban"
37850,"Center-East","Rural"
37003,"Center-East","Rural"
37509,"Center-East","Rural"
37802,"Center-East","Rural"
37441,"Center-East","Rural"
37563,"Center-East","Rural"
37811,"Center-East","Rural"
37040,"Center-East","Rural"
37535,"Center-East","Rural"
37403,"Center-East","Rural"
37523,"Center-East","Rural"
37110,"Center-East","Rural"
37020,"Center-East","Rural"
37803,"Center-East","Rural"
37111,"Center-East","Rural"
37516,"Center-East","Rural"
37104,"Center-East","Rural"
37804,"Center-East","Rural"
37806,"Center-East","Rural"
37517,"Center-East","Rural"
37807,"Center-East","Rural"
37102,"Center-East","Rural"
37808,"Center-East","Rural"
37809,"Center-East","Rural"
37813,"Center-East","Rural"
37892,"Center-East","Rural"
37052,"Center-East","Rural"
37750,"Center-East","Rural"
37814,"Center-East","Rural"
37815,"Center-East","Rural"
37004,"Center-East","Rural"
37005,"Center-East","Rural"
37519,"Center-East","Rural"
37534,"Center-East","Rural"
37006,"Center-East","Rural"
37404,"Center-East","Rural"
37023,"Center-East","Rural"
37712,"Center-East","Rural"
37853,"Center-East","Rural"
37860,"Center-East","Rural"
37544,"Center-East","Rural"
37424,"Center-East","Rural"
37044,"Center-East","Rural"
37524,"Center-East","Rural"
37526,"Center-East","Rural"
37533,"Center-East","Rural"
37554,"Center-East","Rural"
37711,"Center-East","Rural"
37140,"Center-East","Rural"
37571,"Center-East","Rural"
37816,"Center-East","Rural"
37105,"Center-East","Rural"
37817,"Center-East","Rural"
37112,"Center-East","Rural"
37522,"Center-East","Rural"
37818,"Center-East","Rural"
37007,"Center-East","Rural"
37106,"Center-East","Rural"
37405,"Center-East","Rural"
37527,"Center-East","Rural"
37144,"Center-East","Rural"
37013,"Center-East","Rural"
37701,"Center-East","Rural"
37450,"Center-East","Rural"
37819,"Center-East","Rural"
37841,"Center-East","Rural"
37406,"Center-East","Rural"
37541,"Center-East","Rural"
37407,"Center-East","Rural"
37011,"Center-East","Rural"
37010,"Center-East","Rural"
37824,"Center-East","Rural"
37050,"Center-East","Rural"
37825,"Center-East","Rural"
37732,"Center-East","Rural"
37702,"Center-East","Rural"
37826,"Center-East","Rural"
37520,"Center-East","Rural"
37528,"Center-East","Rural"
37827,"Center-East","Rural"
37828,"Center-East","Rural"
37143,"Center-East","Rural"
37409,"Center-East","Rural"
37703,"Center-East","Rural"
37704,"Center-East","Rural"
37705,"Center-East","Rural"
37008,"Center-East","Rural"
37829,"Center-East","Rural"
37740,"Center-East","Rural"
37009,"Center-East","Rural"
37707,"Center-East","Rural"
37552,"Center-East","Rural"
37733,"Center-East","Rural"
37833,"Center-East","Rural"
37708,"Center-East","Rural"
37834,"Center-East","Rural"
37835,"Center-East","Rural"
37572,"Center-East","Rural"
37525,"Center-East","Rural"
37015,"Center-East","Rural"
37030,"Center-East","Rural"
37521,"Center-East","Rural"
37033,"Center-East","Rural"
37130,"Center-East","Rural"
37529,"Center-East","Rural"
37821,"Center-East","Rural"
37885,"Center-East","Rural"
37108,"Center-East","Rural"
37840,"Center-East","Rural"
37836,"Center-East","Rural"
37709,"Center-East","Rural"
37852,"Center-East","Rural"
37716,"Center-East","Rural"
37837,"Center-East","Rural"
37538,"Center-East","Rural"
37410,"Center-East","Rural"
37430,"Center-East","Rural"
37838,"Center-East","Rural"
37717,"Center-East","Rural"
37109,"Center-East","Rural"
37539,"Center-East","Rural"
37546,"Center-East","Rural"
