"Postal.code","Region","Rural.urban"
7756,"Seoul","City"
7690,"Seoul","City"
7753,"Seoul","City"
7770,"Seoul","City"
7764,"Seoul","City"
7657,"Seoul","City"
7660,"Seoul","City"
7720,"Seoul","City"
7749,"Seoul","City"
7726,"Seoul","City"
7697,"Seoul","City"
7761,"Seoul","City"
7785,"Seoul","City"
7757,"Seoul","City"
7774,"Seoul","City"
7768,"Seoul","City"
7713,"Seoul","City"
7780,"Seoul","City"
7708,"Seoul","City"
7707,"Seoul","City"
7779,"Seoul","City"
7765,"Seoul","City"
7744,"Seoul","City"
7676,"Seoul","City"
7716,"Seoul","City"
7784,"Seoul","City"
7748,"Seoul","City"
7783,"Seoul","City"
7759,"Seoul","City"
7782,"Seoul","City"
7701,"Seoul","City"
7750,"Seoul","City"
7746,"Seoul","City"
7787,"Seoul","City"
7736,"Seoul","City"
7705,"Seoul","City"
7731,"Seoul","City"
7689,"Seoul","City"
7743,"Seoul","City"
7650,"Seoul","City"
7776,"Seoul","City"
7729,"Seoul","City"
7675,"Seoul","City"
7656,"Seoul","City"
7735,"Seoul","City"
7688,"Seoul","City"
7710,"Seoul","City"
7685,"Seoul","City"
7786,"Seoul","City"
7695,"Seoul","City"
7698,"Seoul","City"
7778,"Seoul","City"
7706,"Seoul","City"
7699,"Seoul","City"
7691,"Seoul","City"
7703,"Seoul","City"
8807,"Seoul","City"
8805,"Seoul","City"
8803,"Seoul","City"
8806,"Seoul","City"
8804,"Seoul","City"
8808,"Seoul","City"
8809,"Seoul","City"
8810,"Seoul","City"
8746,"Seoul","City"
8798,"Seoul","City"
8784,"Seoul","City"
8797,"Seoul","City"
8799,"Seoul","City"
8793,"Seoul","City"
8785,"Seoul","City"
8733,"Seoul","City"
8788,"Seoul","City"
8719,"Seoul","City"
8796,"Seoul","City"
8748,"Seoul","City"
8735,"Seoul","City"
8709,"Seoul","City"
8752,"Seoul","City"
8757,"Seoul","City"
8789,"Seoul","City"
8740,"Seoul","City"
8790,"Seoul","City"
8792,"Seoul","City"
8718,"Seoul","City"
8741,"Seoul","City"
8830,"Seoul","City"
8745,"Seoul","City"
8716,"Seoul","City"
8720,"Seoul","City"
8708,"Seoul","City"
8737,"Seoul","City"
8795,"Seoul","City"
8750,"Seoul","City"
8714,"Seoul","City"
8800,"Seoul","City"
8751,"Seoul","City"
8801,"Seoul","City"
8736,"Seoul","City"
8711,"Seoul","City"
8728,"Seoul","City"
8710,"Seoul","City"
8832,"Seoul","City"
8791,"Seoul","City"
8744,"Seoul","City"
8786,"Seoul","City"
8787,"Seoul","City"
8833,"Seoul","City"
8782,"Seoul","City"
8794,"Seoul","City"
8831,"Seoul","City"
8727,"Seoul","City"
8756,"Seoul","City"
8729,"Seoul","City"
8743,"Seoul","City"
8749,"Seoul","City"
8738,"Seoul","City"
8742,"Seoul","City"
8739,"Seoul","City"
8732,"Seoul","City"
8758,"Seoul","City"
8722,"Seoul","City"
8731,"Seoul","City"
8713,"Seoul","City"
8715,"Seoul","City"
8717,"Seoul","City"
8726,"Seoul","City"
8721,"Seoul","City"
8724,"Seoul","City"
8747,"Seoul","City"
8802,"Seoul","City"
8730,"Seoul","City"
8725,"Seoul","City"
8734,"Seoul","City"
8712,"Seoul","City"
8723,"Seoul","City"
8829,"Seoul","City"
8778,"Seoul","City"
8864,"Seoul","City"
8844,"Seoul","City"
8857,"Seoul","City"
8863,"Seoul","City"
8759,"Seoul","City"
8774,"Seoul","City"
8702,"Seoul","City"
8824,"Seoul","City"
8779,"Seoul","City"
8773,"Seoul","City"
8707,"Seoul","City"
8705,"Seoul","City"
8775,"Seoul","City"
8767,"Seoul","City"
8851,"Seoul","City"
8854,"Seoul","City"
8701,"Seoul","City"
8835,"Seoul","City"
8760,"Seoul","City"
8783,"Seoul","City"
8849,"Seoul","City"
8825,"Seoul","City"
8754,"Seoul","City"
8834,"Seoul","City"
8840,"Seoul","City"
8762,"Seoul","City"
8858,"Seoul","City"
8703,"Seoul","City"
8780,"Seoul","City"
8768,"Seoul","City"
8765,"Seoul","City"
8820,"Seoul","City"
8837,"Seoul","City"
8755,"Seoul","City"
8764,"Seoul","City"
8828,"Seoul","City"
8753,"Seoul","City"
8845,"Seoul","City"
8814,"Seoul","City"
8706,"Seoul","City"
8856,"Seoul","City"
8769,"Seoul","City"
8866,"Seoul","City"
8781,"Seoul","City"
8813,"Seoul","City"
8842,"Seoul","City"
8763,"Seoul","City"
8850,"Seoul","City"
8766,"Seoul","City"
8846,"Seoul","City"
8853,"Seoul","City"
8772,"Seoul","City"
8776,"Seoul","City"
8817,"Seoul","City"
8859,"Seoul","City"
8700,"Seoul","City"
8777,"Seoul","City"
8848,"Seoul","City"
8771,"Seoul","City"
8823,"Seoul","City"
8865,"Seoul","City"
8704,"Seoul","City"
8843,"Seoul","City"
8818,"Seoul","City"
8761,"Seoul","City"
8855,"Seoul","City"
8819,"Seoul","City"
8770,"Seoul","City"
8838,"Seoul","City"
8812,"Seoul","City"
8836,"Seoul","City"
8852,"Seoul","City"
8815,"Seoul","City"
8860,"Seoul","City"
8839,"Seoul","City"
8821,"Seoul","City"
8816,"Seoul","City"
8841,"Seoul","City"
8822,"Seoul","City"
8861,"Seoul","City"
8847,"Seoul","City"
8826,"Seoul","City"
8862,"Seoul","City"
8827,"Seoul","City"
4967,"Seoul","City"
4969,"Seoul","City"
4966,"Seoul","City"
4968,"Seoul","City"
4984,"Seoul","City"
4974,"Seoul","City"
4983,"Seoul","City"
4965,"Seoul","City"
4958,"Seoul","City"
4982,"Seoul","City"
4970,"Seoul","City"
4973,"Seoul","City"
4964,"Seoul","City"
4963,"Seoul","City"
4971,"Seoul","City"
4993,"Seoul","City"
5116,"Seoul","City"
5051,"Seoul","City"
5036,"Seoul","City"
5043,"Seoul","City"
5037,"Seoul","City"
4957,"Seoul","City"
5035,"Seoul","City"
5046,"Seoul","City"
5117,"Seoul","City"
4960,"Seoul","City"
5023,"Seoul","City"
5039,"Seoul","City"
5024,"Seoul","City"
5031,"Seoul","City"
5033,"Seoul","City"
4948,"Seoul","City"
4976,"Seoul","City"
5047,"Seoul","City"
4992,"Seoul","City"
5048,"Seoul","City"
5044,"Seoul","City"
4954,"Seoul","City"
5118,"Seoul","City"
5032,"Seoul","City"
5045,"Seoul","City"
5115,"Seoul","City"
4977,"Seoul","City"
4962,"Seoul","City"
5041,"Seoul","City"
5049,"Seoul","City"
4991,"Seoul","City"
4980,"Seoul","City"
4975,"Seoul","City"
4956,"Seoul","City"
5022,"Seoul","City"
5119,"Seoul","City"
5040,"Seoul","City"
4959,"Seoul","City"
5038,"Seoul","City"
4955,"Seoul","City"
5034,"Seoul","City"
5042,"Seoul","City"
4979,"Seoul","City"
4978,"Seoul","City"
4981,"Seoul","City"
4961,"Seoul","City"
5120,"Seoul","City"
5005,"Seoul","City"
4995,"Seoul","City"
4994,"Seoul","City"
5000,"Seoul","City"
5001,"Seoul","City"
4999,"Seoul","City"
4998,"Seoul","City"
5003,"Seoul","City"
5002,"Seoul","City"
4996,"Seoul","City"
5004,"Seoul","City"
4997,"Seoul","City"
5006,"Seoul","City"
4987,"Seoul","City"
4988,"Seoul","City"
4986,"Seoul","City"
4989,"Seoul","City"
4985,"Seoul","City"
4990,"Seoul","City"
5066,"Seoul","City"
5057,"Seoul","City"
5062,"Seoul","City"
5091,"Seoul","City"
5026,"Seoul","City"
5064,"Seoul","City"
5106,"Seoul","City"
5054,"Seoul","City"
5060,"Seoul","City"
5099,"Seoul","City"
5098,"Seoul","City"
5061,"Seoul","City"
5055,"Seoul","City"
5110,"Seoul","City"
5073,"Seoul","City"
5065,"Seoul","City"
5102,"Seoul","City"
5103,"Seoul","City"
5095,"Seoul","City"
5104,"Seoul","City"
5105,"Seoul","City"
5101,"Seoul","City"
5075,"Seoul","City"
5089,"Seoul","City"
5114,"Seoul","City"
5096,"Seoul","City"
5088,"Seoul","City"
5053,"Seoul","City"
5071,"Seoul","City"
5100,"Seoul","City"
5076,"Seoul","City"
5107,"Seoul","City"
5112,"Seoul","City"
5081,"Seoul","City"
5093,"Seoul","City"
5028,"Seoul","City"
5078,"Seoul","City"
5109,"Seoul","City"
5058,"Seoul","City"
5027,"Seoul","City"
5085,"Seoul","City"
5074,"Seoul","City"
5025,"Seoul","City"
5092,"Seoul","City"
5113,"Seoul","City"
5108,"Seoul","City"
5056,"Seoul","City"
5070,"Seoul","City"
5068,"Seoul","City"
5072,"Seoul","City"
5087,"Seoul","City"
5059,"Seoul","City"
5094,"Seoul","City"
5079,"Seoul","City"
5082,"Seoul","City"
5090,"Seoul","City"
5080,"Seoul","City"
5084,"Seoul","City"
5097,"Seoul","City"
5063,"Seoul","City"
5083,"Seoul","City"
5069,"Seoul","City"
5052,"Seoul","City"
5086,"Seoul","City"
5050,"Seoul","City"
5067,"Seoul","City"
5077,"Seoul","City"
5111,"Seoul","City"
4951,"Seoul","City"
4953,"Seoul","City"
4952,"Seoul","City"
4942,"Seoul","City"
4945,"Seoul","City"
4906,"Seoul","City"
4934,"Seoul","City"
4913,"Seoul","City"
4926,"Seoul","City"
4933,"Seoul","City"
4920,"Seoul","City"
4938,"Seoul","City"
4931,"Seoul","City"
4916,"Seoul","City"
4900,"Seoul","City"
4946,"Seoul","City"
4943,"Seoul","City"
4925,"Seoul","City"
4923,"Seoul","City"
4940,"Seoul","City"
4911,"Seoul","City"
4935,"Seoul","City"
4930,"Seoul","City"
4932,"Seoul","City"
4903,"Seoul","City"
4905,"Seoul","City"
4915,"Seoul","City"
4921,"Seoul","City"
4944,"Seoul","City"
4941,"Seoul","City"
4908,"Seoul","City"
4907,"Seoul","City"
4917,"Seoul","City"
4939,"Seoul","City"
4904,"Seoul","City"
4947,"Seoul","City"
4914,"Seoul","City"
4928,"Seoul","City"
4927,"Seoul","City"
4922,"Seoul","City"
4929,"Seoul","City"
4912,"Seoul","City"
4902,"Seoul","City"
4918,"Seoul","City"
4936,"Seoul","City"
4937,"Seoul","City"
4949,"Seoul","City"
4919,"Seoul","City"
4910,"Seoul","City"
4924,"Seoul","City"
4950,"Seoul","City"
4901,"Seoul","City"
4909,"Seoul","City"
5020,"Seoul","City"
5012,"Seoul","City"
5009,"Seoul","City"
5013,"Seoul","City"
5011,"Seoul","City"
5007,"Seoul","City"
5019,"Seoul","City"
5018,"Seoul","City"
5010,"Seoul","City"
5021,"Seoul","City"
5015,"Seoul","City"
5017,"Seoul","City"
5016,"Seoul","City"
5008,"Seoul","City"
5014,"Seoul","City"
5030,"Seoul","City"
5029,"Seoul","City"
8387,"Seoul","City"
8395,"Seoul","City"
8383,"Seoul","City"
8317,"Seoul","City"
8388,"Seoul","City"
8321,"Seoul","City"
8322,"Seoul","City"
8386,"Seoul","City"
8384,"Seoul","City"
8385,"Seoul","City"
8338,"Seoul","City"
8335,"Seoul","City"
8334,"Seoul","City"
8348,"Seoul","City"
8237,"Seoul","City"
8333,"Seoul","City"
8238,"Seoul","City"
8243,"Seoul","City"
8352,"Seoul","City"
8267,"Seoul","City"
8351,"Seoul","City"
8329,"Seoul","City"
8247,"Seoul","City"
8349,"Seoul","City"
8252,"Seoul","City"
8251,"Seoul","City"
8353,"Seoul","City"
8233,"Seoul","City"
8339,"Seoul","City"
8337,"Seoul","City"
8250,"Seoul","City"
8235,"Seoul","City"
8332,"Seoul","City"
8266,"Seoul","City"
8328,"Seoul","City"
8229,"Seoul","City"
8347,"Seoul","City"
8346,"Seoul","City"
8355,"Seoul","City"
8276,"Seoul","City"
8277,"Seoul","City"
8336,"Seoul","City"
8274,"Seoul","City"
8275,"Seoul","City"
8268,"Seoul","City"
8330,"Seoul","City"
8350,"Seoul","City"
8236,"Seoul","City"
8354,"Seoul","City"
8331,"Seoul","City"
8241,"Seoul","City"
8232,"Seoul","City"
8227,"Seoul","City"
8245,"Seoul","City"
8228,"Seoul","City"
8242,"Seoul","City"
8221,"Seoul","City"
8222,"Seoul","City"
8219,"Seoul","City"
8244,"Seoul","City"
8239,"Seoul","City"
8246,"Seoul","City"
8231,"Seoul","City"
8234,"Seoul","City"
8240,"Seoul","City"
8218,"Seoul","City"
8223,"Seoul","City"
8224,"Seoul","City"
8226,"Seoul","City"
8225,"Seoul","City"
8220,"Seoul","City"
8230,"Seoul","City"
8379,"Seoul","City"
8296,"Seoul","City"
8298,"Seoul","City"
8324,"Seoul","City"
8382,"Seoul","City"
8394,"Seoul","City"
8391,"Seoul","City"
8284,"Seoul","City"
8311,"Seoul","City"
8292,"Seoul","City"
8213,"Seoul","City"
8288,"Seoul","City"
8312,"Seoul","City"
8305,"Seoul","City"
8374,"Seoul","City"
8390,"Seoul","City"
8381,"Seoul","City"
8377,"Seoul","City"
8376,"Seoul","City"
8392,"Seoul","City"
8278,"Seoul","City"
8393,"Seoul","City"
8309,"Seoul","City"
8320,"Seoul","City"
8283,"Seoul","City"
8323,"Seoul","City"
8302,"Seoul","City"
8303,"Seoul","City"
8307,"Seoul","City"
8306,"Seoul","City"
8319,"Seoul","City"
8315,"Seoul","City"
8314,"Seoul","City"
8285,"Seoul","City"
8308,"Seoul","City"
8373,"Seoul","City"
8290,"Seoul","City"
8289,"Seoul","City"
8282,"Seoul","City"
8304,"Seoul","City"
8294,"Seoul","City"
8279,"Seoul","City"
8372,"Seoul","City"
8318,"Seoul","City"
8389,"Seoul","City"
8380,"Seoul","City"
8325,"Seoul","City"
8280,"Seoul","City"
8375,"Seoul","City"
8293,"Seoul","City"
8299,"Seoul","City"
8291,"Seoul","City"
8216,"Seoul","City"
8301,"Seoul","City"
8212,"Seoul","City"
8214,"Seoul","City"
8313,"Seoul","City"
8286,"Seoul","City"
8281,"Seoul","City"
8295,"Seoul","City"
8327,"Seoul","City"
8371,"Seoul","City"
8217,"Seoul","City"
8370,"Seoul","City"
8287,"Seoul","City"
8297,"Seoul","City"
8378,"Seoul","City"
8369,"Seoul","City"
8300,"Seoul","City"
8316,"Seoul","City"
8215,"Seoul","City"
8310,"Seoul","City"
8326,"Seoul","City"
8249,"Seoul","City"
8255,"Seoul","City"
8256,"Seoul","City"
8248,"Seoul","City"
8259,"Seoul","City"
8257,"Seoul","City"
8258,"Seoul","City"
8207,"Seoul","City"
8205,"Seoul","City"
8200,"Seoul","City"
8208,"Seoul","City"
8209,"Seoul","City"
8211,"Seoul","City"
8206,"Seoul","City"
8203,"Seoul","City"
8201,"Seoul","City"
8210,"Seoul","City"
8202,"Seoul","City"
8204,"Seoul","City"
8269,"Seoul","City"
8254,"Seoul","City"
8340,"Seoul","City"
8265,"Seoul","City"
8357,"Seoul","City"
8342,"Seoul","City"
8358,"Seoul","City"
8271,"Seoul","City"
8363,"Seoul","City"
8341,"Seoul","City"
8343,"Seoul","City"
8272,"Seoul","City"
8356,"Seoul","City"
8264,"Seoul","City"
8344,"Seoul","City"
8359,"Seoul","City"
8273,"Seoul","City"
8345,"Seoul","City"
8270,"Seoul","City"
8253,"Seoul","City"
8365,"Seoul","City"
8260,"Seoul","City"
8261,"Seoul","City"
8263,"Seoul","City"
8262,"Seoul","City"
8364,"Seoul","City"
8366,"Seoul","City"
8367,"Seoul","City"
8360,"Seoul","City"
8368,"Seoul","City"
8361,"Seoul","City"
8362,"Seoul","City"
8509,"Seoul","City"
8508,"Seoul","City"
8518,"Seoul","City"
8528,"Seoul","City"
8527,"Seoul","City"
8532,"Seoul","City"
8503,"Seoul","City"
8515,"Seoul","City"
8529,"Seoul","City"
8519,"Seoul","City"
8504,"Seoul","City"
8505,"Seoul","City"
8521,"Seoul","City"
8500,"Seoul","City"
8594,"Seoul","City"
8596,"Seoul","City"
8512,"Seoul","City"
8589,"Seoul","City"
8513,"Seoul","City"
8516,"Seoul","City"
8514,"Seoul","City"
8590,"Seoul","City"
8520,"Seoul","City"
8591,"Seoul","City"
8502,"Seoul","City"
8593,"Seoul","City"
8506,"Seoul","City"
8592,"Seoul","City"
8517,"Seoul","City"
8588,"Seoul","City"
8511,"Seoul","City"
8510,"Seoul","City"
8501,"Seoul","City"
8595,"Seoul","City"
8507,"Seoul","City"
8601,"Seoul","City"
8603,"Seoul","City"
8547,"Seoul","City"
8586,"Seoul","City"
8579,"Seoul","City"
8540,"Seoul","City"
8606,"Seoul","City"
8535,"Seoul","City"
8545,"Seoul","City"
8522,"Seoul","City"
8583,"Seoul","City"
8526,"Seoul","City"
8525,"Seoul","City"
8538,"Seoul","City"
8623,"Seoul","City"
8557,"Seoul","City"
8618,"Seoul","City"
8554,"Seoul","City"
8581,"Seoul","City"
8576,"Seoul","City"
8577,"Seoul","City"
8546,"Seoul","City"
8555,"Seoul","City"
8617,"Seoul","City"
8560,"Seoul","City"
8599,"Seoul","City"
8531,"Seoul","City"
8604,"Seoul","City"
8533,"Seoul","City"
8537,"Seoul","City"
8553,"Seoul","City"
8602,"Seoul","City"
8584,"Seoul","City"
8530,"Seoul","City"
8562,"Seoul","City"
8548,"Seoul","City"
8561,"Seoul","City"
8558,"Seoul","City"
8523,"Seoul","City"
8524,"Seoul","City"
8549,"Seoul","City"
8598,"Seoul","City"
8539,"Seoul","City"
8616,"Seoul","City"
8544,"Seoul","City"
8551,"Seoul","City"
8620,"Seoul","City"
8619,"Seoul","City"
8559,"Seoul","City"
8541,"Seoul","City"
8552,"Seoul","City"
8585,"Seoul","City"
8580,"Seoul","City"
8556,"Seoul","City"
8578,"Seoul","City"
8608,"Seoul","City"
8550,"Seoul","City"
8600,"Seoul","City"
8543,"Seoul","City"
8542,"Seoul","City"
8536,"Seoul","City"
8582,"Seoul","City"
8534,"Seoul","City"
8587,"Seoul","City"
8605,"Seoul","City"
8607,"Seoul","City"
8611,"Seoul","City"
8597,"Seoul","City"
8571,"Seoul","City"
8630,"Seoul","City"
8641,"Seoul","City"
8622,"Seoul","City"
8656,"Seoul","City"
8632,"Seoul","City"
8643,"Seoul","City"
8628,"Seoul","City"
8573,"Seoul","City"
8651,"Seoul","City"
8647,"Seoul","City"
8570,"Seoul","City"
8572,"Seoul","City"
8636,"Seoul","City"
8624,"Seoul","City"
8574,"Seoul","City"
8653,"Seoul","City"
8638,"Seoul","City"
8625,"Seoul","City"
8621,"Seoul","City"
8575,"Seoul","City"
8629,"Seoul","City"
8648,"Seoul","City"
8639,"Seoul","City"
8614,"Seoul","City"
8631,"Seoul","City"
8609,"Seoul","City"
8568,"Seoul","City"
8565,"Seoul","City"
8652,"Seoul","City"
8642,"Seoul","City"
8655,"Seoul","City"
8626,"Seoul","City"
8567,"Seoul","City"
8649,"Seoul","City"
8654,"Seoul","City"
8657,"Seoul","City"
8650,"Seoul","City"
8644,"Seoul","City"
8627,"Seoul","City"
8563,"Seoul","City"
8566,"Seoul","City"
8569,"Seoul","City"
8564,"Seoul","City"
8634,"Seoul","City"
8635,"Seoul","City"
8613,"Seoul","City"
8615,"Seoul","City"
8610,"Seoul","City"
8645,"Seoul","City"
8640,"Seoul","City"
8637,"Seoul","City"
8612,"Seoul","City"
8646,"Seoul","City"
8633,"Seoul","City"
1835,"Seoul","City"
1826,"Seoul","City"
1834,"Seoul","City"
1803,"Seoul","City"
1857,"Seoul","City"
1828,"Seoul","City"
1858,"Seoul","City"
1847,"Seoul","City"
1837,"Seoul","City"
1836,"Seoul","City"
1839,"Seoul","City"
1843,"Seoul","City"
1801,"Seoul","City"
1846,"Seoul","City"
1819,"Seoul","City"
1852,"Seoul","City"
1796,"Seoul","City"
1797,"Seoul","City"
1860,"Seoul","City"
1824,"Seoul","City"
1849,"Seoul","City"
1861,"Seoul","City"
1859,"Seoul","City"
1832,"Seoul","City"
1802,"Seoul","City"
1845,"Seoul","City"
1844,"Seoul","City"
1848,"Seoul","City"
1856,"Seoul","City"
1817,"Seoul","City"
1842,"Seoul","City"
1853,"Seoul","City"
1833,"Seoul","City"
1841,"Seoul","City"
1840,"Seoul","City"
1818,"Seoul","City"
1815,"Seoul","City"
1814,"Seoul","City"
1825,"Seoul","City"
1793,"Seoul","City"
1804,"Seoul","City"
1805,"Seoul","City"
1851,"Seoul","City"
1800,"Seoul","City"
1813,"Seoul","City"
1827,"Seoul","City"
1855,"Seoul","City"
1794,"Seoul","City"
1820,"Seoul","City"
1823,"Seoul","City"
1812,"Seoul","City"
1822,"Seoul","City"
1799,"Seoul","City"
1838,"Seoul","City"
1821,"Seoul","City"
1811,"Seoul","City"
1795,"Seoul","City"
1816,"Seoul","City"
1850,"Seoul","City"
1854,"Seoul","City"
1798,"Seoul","City"
1772,"Seoul","City"
1696,"Seoul","City"
1762,"Seoul","City"
1609,"Seoul","City"
1685,"Seoul","City"
1689,"Seoul","City"
1610,"Seoul","City"
1752,"Seoul","City"
1695,"Seoul","City"
1693,"Seoul","City"
1704,"Seoul","City"
1678,"Seoul","City"
1608,"Seoul","City"
1628,"Seoul","City"
1619,"Seoul","City"
1620,"Seoul","City"
1674,"Seoul","City"
1684,"Seoul","City"
1625,"Seoul","City"
1638,"Seoul","City"
1629,"Seoul","City"
1607,"Seoul","City"
1635,"Seoul","City"
1751,"Seoul","City"
1694,"Seoul","City"
1688,"Seoul","City"
1663,"Seoul","City"
1765,"Seoul","City"
1639,"Seoul","City"
1659,"Seoul","City"
1757,"Seoul","City"
1767,"Seoul","City"
1763,"Seoul","City"
1756,"Seoul","City"
1626,"Seoul","City"
1644,"Seoul","City"
1682,"Seoul","City"
1692,"Seoul","City"
1643,"Seoul","City"
1699,"Seoul","City"
1698,"Seoul","City"
1624,"Seoul","City"
1623,"Seoul","City"
1697,"Seoul","City"
1691,"Seoul","City"
1667,"Seoul","City"
1630,"Seoul","City"
1666,"Seoul","City"
1636,"Seoul","City"
1680,"Seoul","City"
1614,"Seoul","City"
1605,"Seoul","City"
1632,"Seoul","City"
1613,"Seoul","City"
1679,"Seoul","City"
1683,"Seoul","City"
1703,"Seoul","City"
1634,"Seoul","City"
1681,"Seoul","City"
1612,"Seoul","City"
1627,"Seoul","City"
1770,"Seoul","City"
1648,"Seoul","City"
1656,"Seoul","City"
1652,"Seoul","City"
1601,"Seoul","City"
1640,"Seoul","City"
1664,"Seoul","City"
1645,"Seoul","City"
1655,"Seoul","City"
1621,"Seoul","City"
1675,"Seoul","City"
1616,"Seoul","City"
1705,"Seoul","City"
1687,"Seoul","City"
1646,"Seoul","City"
1641,"Seoul","City"
1764,"Seoul","City"
1633,"Seoul","City"
1615,"Seoul","City"
1611,"Seoul","City"
1606,"Seoul","City"
1657,"Seoul","City"
1665,"Seoul","City"
1670,"Seoul","City"
1668,"Seoul","City"
1658,"Seoul","City"
1669,"Seoul","City"
1647,"Seoul","City"
1671,"Seoul","City"
1660,"Seoul","City"
1653,"Seoul","City"
1769,"Seoul","City"
1604,"Seoul","City"
1618,"Seoul","City"
1637,"Seoul","City"
1672,"Seoul","City"
1702,"Seoul","City"
1631,"Seoul","City"
1761,"Seoul","City"
1661,"Seoul","City"
1673,"Seoul","City"
1617,"Seoul","City"
1766,"Seoul","City"
1676,"Seoul","City"
1649,"Seoul","City"
1602,"Seoul","City"
1755,"Seoul","City"
1753,"Seoul","City"
1690,"Seoul","City"
1677,"Seoul","City"
1600,"Seoul","City"
1622,"Seoul","City"
1651,"Seoul","City"
1654,"Seoul","City"
1642,"Seoul","City"
1603,"Seoul","City"
1650,"Seoul","City"
1754,"Seoul","City"
1686,"Seoul","City"
1914,"Seoul","City"
1867,"Seoul","City"
1888,"Seoul","City"
1887,"Seoul","City"
1899,"Seoul","City"
1885,"Seoul","City"
1891,"Seoul","City"
1898,"Seoul","City"
1895,"Seoul","City"
1884,"Seoul","City"
1896,"Seoul","City"
1892,"Seoul","City"
1904,"Seoul","City"
1902,"Seoul","City"
1901,"Seoul","City"
1890,"Seoul","City"
1893,"Seoul","City"
1900,"Seoul","City"
1903,"Seoul","City"
1866,"Seoul","City"
1913,"Seoul","City"
1894,"Seoul","City"
1871,"Seoul","City"
1873,"Seoul","City"
1886,"Seoul","City"
1870,"Seoul","City"
1910,"Seoul","City"
1865,"Seoul","City"
1864,"Seoul","City"
1869,"Seoul","City"
1912,"Seoul","City"
1872,"Seoul","City"
1905,"Seoul","City"
1906,"Seoul","City"
1880,"Seoul","City"
1909,"Seoul","City"
1911,"Seoul","City"
1879,"Seoul","City"
1882,"Seoul","City"
1881,"Seoul","City"
1877,"Seoul","City"
1875,"Seoul","City"
1876,"Seoul","City"
1878,"Seoul","City"
1868,"Seoul","City"
1874,"Seoul","City"
1907,"Seoul","City"
1883,"Seoul","City"
1897,"Seoul","City"
1889,"Seoul","City"
1722,"Seoul","City"
1728,"Seoul","City"
1726,"Seoul","City"
1783,"Seoul","City"
1740,"Seoul","City"
1743,"Seoul","City"
1746,"Seoul","City"
1745,"Seoul","City"
1779,"Seoul","City"
1782,"Seoul","City"
1777,"Seoul","City"
1734,"Seoul","City"
1781,"Seoul","City"
1725,"Seoul","City"
1714,"Seoul","City"
1720,"Seoul","City"
1759,"Seoul","City"
1711,"Seoul","City"
1715,"Seoul","City"
1721,"Seoul","City"
1727,"Seoul","City"
1717,"Seoul","City"
1708,"Seoul","City"
1700,"Seoul","City"
1736,"Seoul","City"
1719,"Seoul","City"
1662,"Seoul","City"
1785,"Seoul","City"
1787,"Seoul","City"
1738,"Seoul","City"
1707,"Seoul","City"
1729,"Seoul","City"
1744,"Seoul","City"
1774,"Seoul","City"
1716,"Seoul","City"
1786,"Seoul","City"
1724,"Seoul","City"
1758,"Seoul","City"
1730,"Seoul","City"
1723,"Seoul","City"
1773,"Seoul","City"
1778,"Seoul","City"
1735,"Seoul","City"
1710,"Seoul","City"
1713,"Seoul","City"
1741,"Seoul","City"
1737,"Seoul","City"
1718,"Seoul","City"
1789,"Seoul","City"
1771,"Seoul","City"
1768,"Seoul","City"
1701,"Seoul","City"
1706,"Seoul","City"
1709,"Seoul","City"
1742,"Seoul","City"
1739,"Seoul","City"
1760,"Seoul","City"
1712,"Seoul","City"
1731,"Seoul","City"
1732,"Seoul","City"
1733,"Seoul","City"
1792,"Seoul","City"
1806,"Seoul","City"
1830,"Seoul","City"
1808,"Seoul","City"
1809,"Seoul","City"
1750,"Seoul","City"
1791,"Seoul","City"
1790,"Seoul","City"
1788,"Seoul","City"
1784,"Seoul","City"
1775,"Seoul","City"
1780,"Seoul","City"
1749,"Seoul","City"
1862,"Seoul","City"
1747,"Seoul","City"
1807,"Seoul","City"
1863,"Seoul","City"
1748,"Seoul","City"
1831,"Seoul","City"
1776,"Seoul","City"
1810,"Seoul","City"
1829,"Seoul","City"
1312,"Seoul","City"
1305,"Seoul","City"
1313,"Seoul","City"
1310,"Seoul","City"
1320,"Seoul","City"
1301,"Seoul","City"
1303,"Seoul","City"
1304,"Seoul","City"
1302,"Seoul","City"
1328,"Seoul","City"
1329,"Seoul","City"
1306,"Seoul","City"
1330,"Seoul","City"
1349,"Seoul","City"
1322,"Seoul","City"
1326,"Seoul","City"
1300,"Seoul","City"
1327,"Seoul","City"
1321,"Seoul","City"
1309,"Seoul","City"
1308,"Seoul","City"
1325,"Seoul","City"
1307,"Seoul","City"
1323,"Seoul","City"
1319,"Seoul","City"
1324,"Seoul","City"
1318,"Seoul","City"
1355,"Seoul","City"
1315,"Seoul","City"
1333,"Seoul","City"
1340,"Seoul","City"
1356,"Seoul","City"
1358,"Seoul","City"
1316,"Seoul","City"
1348,"Seoul","City"
1335,"Seoul","City"
1311,"Seoul","City"
1351,"Seoul","City"
1347,"Seoul","City"
1390,"Seoul","City"
1314,"Seoul","City"
1339,"Seoul","City"
1357,"Seoul","City"
1332,"Seoul","City"
1342,"Seoul","City"
1352,"Seoul","City"
1341,"Seoul","City"
1407,"Seoul","City"
1343,"Seoul","City"
1331,"Seoul","City"
1354,"Seoul","City"
1350,"Seoul","City"
1362,"Seoul","City"
1359,"Seoul","City"
1389,"Seoul","City"
