"Postal.code","Region","Rural.urban"
50561,"East","Town"
50559,"East","Town"
50560,"East","Town"
50557,"East","Town"
50580,"East","Town"
50509,"East","Town"
50582,"East","Town"
50583,"East","Town"
50511,"East","Town"
50516,"East","Town"
50517,"East","Town"
50514,"East","Town"
50512,"East","Town"
50518,"East","Town"
50521,"East","Town"
50515,"East","Town"
50573,"East","Town"
50574,"East","Town"
50575,"East","Town"
50591,"East","Town"
50590,"East","Town"
50584,"East","Town"
50524,"East","Town"
50585,"East","Town"
50500,"East","Town"
50588,"East","Town"
50586,"East","Town"
50587,"East","Town"
50589,"East","Town"
50510,"East","Town"
50522,"East","Town"
50520,"East","Town"
50519,"East","Town"
50548,"East","Town"
50621,"East","Town"
50620,"East","Town"
50629,"East","Town"
50628,"East","Town"
50625,"East","Town"
50626,"East","Town"
50627,"East","Town"
50551,"East","Town"
50549,"East","Town"
50541,"East","Town"
50545,"East","Town"
50552,"East","Town"
50542,"East","Town"
50547,"East","Town"
50544,"East","Town"
50543,"East","Town"
50546,"East","Town"
50550,"East","Town"
50507,"East","Town"
50508,"East","Town"
50506,"East","Town"
50505,"East","Town"
50503,"East","Town"
50502,"East","Town"
50501,"East","Town"
50504,"East","Town"
52137,"East","District"
52131,"East","District"
52132,"East","District"
52133,"East","District"
52134,"East","District"
52112,"East","District"
52115,"East","District"
52108,"East","District"
52135,"East","District"
52130,"East","District"
52136,"East","District"
52102,"East","District"
52103,"East","District"
52111,"East","District"
52101,"East","District"
52107,"East","District"
52109,"East","District"
52110,"East","District"
52100,"East","District"
52106,"East","District"
52104,"East","District"
52105,"East","District"
52128,"East","District"
52129,"East","District"
52127,"East","District"
52113,"East","District"
52116,"East","District"
52114,"East","District"
52159,"East","District"
52146,"East","District"
52144,"East","District"
52142,"East","District"
52147,"East","District"
52143,"East","District"
52141,"East","District"
52153,"East","District"
52152,"East","District"
52145,"East","District"
52158,"East","District"
52150,"East","District"
52140,"East","District"
52138,"East","District"
52139,"East","District"
52149,"East","District"
52151,"East","District"
52155,"East","District"
52154,"East","District"
52148,"East","District"
52122,"East","District"
52123,"East","District"
52124,"East","District"
52126,"East","District"
52125,"East","District"
52118,"East","District"
52120,"East","District"
52121,"East","District"
52117,"East","District"
52119,"East","District"
52156,"East","District"
52160,"East","District"
52157,"East","District"
52820,"East","Town"
52823,"East","Town"
52822,"East","Town"
52828,"East","Town"
52827,"East","Town"
52860,"East","Town"
52829,"East","Town"
52826,"East","Town"
52821,"East","Town"
52816,"East","Town"
52817,"East","Town"
52824,"East","Town"
52825,"East","Town"
52845,"East","Town"
52709,"East","Town"
52707,"East","Town"
52710,"East","Town"
52721,"East","Town"
52708,"East","Town"
52716,"East","Town"
52683,"East","Town"
52750,"East","Town"
52652,"East","Town"
52842,"East","Town"
52843,"East","Town"
52625,"East","Town"
52850,"East","Town"
52636,"East","Town"
52831,"East","Town"
52634,"East","Town"
52635,"East","Town"
52632,"East","Town"
52633,"East","Town"
52630,"East","Town"
52626,"East","Town"
52629,"East","Town"
52627,"East","Town"
52631,"East","Town"
52628,"East","Town"
52690,"East","Town"
52689,"East","Town"
52692,"East","Town"
52848,"East","Town"
52849,"East","Town"
52608,"East","Town"
52607,"East","Town"
52604,"East","Town"
52606,"East","Town"
52603,"East","Town"
52605,"East","Town"
52754,"East","Town"
52684,"East","Town"
52753,"East","Town"
52691,"East","Town"
52643,"East","Town"
52640,"East","Town"
52758,"East","Town"
52759,"East","Town"
52706,"East","Town"
52713,"East","Town"
52711,"East","Town"
52705,"East","Town"
52714,"East","Town"
52715,"East","Town"
52712,"East","Town"
52641,"East","Town"
52642,"East","Town"
52841,"East","Town"
52837,"East","Town"
52846,"East","Town"
52838,"East","Town"
52834,"East","Town"
52840,"East","Town"
52839,"East","Town"
52836,"East","Town"
52833,"East","Town"
52832,"East","Town"
52835,"East","Town"
52853,"East","Town"
52854,"East","Town"
52601,"East","Town"
52600,"East","Town"
52602,"East","Town"
52665,"East","Town"
52680,"East","Town"
52682,"East","Town"
52664,"East","Town"
52663,"East","Town"
52681,"East","Town"
52749,"East","Town"
52744,"East","Town"
52751,"East","Town"
52743,"East","Town"
52752,"East","Town"
52611,"East","Town"
52623,"East","Town"
52618,"East","Town"
52612,"East","Town"
52791,"East","Town"
52786,"East","Town"
52788,"East","Town"
52790,"East","Town"
52773,"East","Town"
52785,"East","Town"
52782,"East","Town"
52795,"East","Town"
52796,"East","Town"
52776,"East","Town"
52797,"East","Town"
52787,"East","Town"
52798,"East","Town"
52774,"East","Town"
52793,"East","Town"
52794,"East","Town"
52775,"East","Town"
52792,"East","Town"
52772,"East","Town"
52783,"East","Town"
52784,"East","Town"
52789,"East","Town"
52799,"East","Town"
52781,"East","Town"
52800,"East","Town"
52657,"East","Town"
52660,"East","Town"
52748,"East","Town"
52661,"East","Town"
52658,"East","Town"
52662,"East","Town"
52729,"East","Town"
52656,"East","Town"
52659,"East","Town"
52655,"East","Town"
52747,"East","Town"
52746,"East","Town"
52745,"East","Town"
52814,"East","Town"
52801,"East","Town"
52806,"East","Town"
52808,"East","Town"
52807,"East","Town"
52803,"East","Town"
52805,"East","Town"
52804,"East","Town"
52813,"East","Town"
52812,"East","Town"
52815,"East","Town"
52809,"East","Town"
52802,"East","Town"
52811,"East","Town"
52810,"East","Town"
52645,"East","Town"
52644,"East","Town"
52646,"East","Town"
52755,"East","Town"
52756,"East","Town"
52676,"East","Town"
52694,"East","Town"
52675,"East","Town"
52674,"East","Town"
52693,"East","Town"
52671,"East","Town"
52697,"East","Town"
52673,"East","Town"
52696,"East","Town"
52677,"East","Town"
52698,"East","Town"
52695,"East","Town"
52672,"East","Town"
52688,"East","Town"
52757,"East","Town"
52760,"East","Town"
52654,"East","Town"
52615,"East","Town"
52614,"East","Town"
52613,"East","Town"
52669,"East","Town"
52670,"East","Town"
52653,"East","Town"
52666,"East","Town"
52668,"East","Town"
52667,"East","Town"
52687,"East","Town"
52686,"East","Town"
52679,"East","Town"
52685,"East","Town"
52617,"East","Town"
52616,"East","Town"
52619,"East","Town"
52730,"East","Town"
52731,"East","Town"
52844,"East","Town"
52847,"East","Town"
52727,"East","Town"
52717,"East","Town"
52719,"East","Town"
52728,"East","Town"
52726,"East","Town"
52718,"East","Town"
52609,"East","Town"
52610,"East","Town"
52620,"East","Town"
52624,"East","Town"
52622,"East","Town"
52621,"East","Town"
52637,"East","Town"
52638,"East","Town"
52639,"East","Town"
52732,"East","Town"
52734,"East","Town"
52738,"East","Town"
52733,"East","Town"
52737,"East","Town"
52742,"East","Town"
52739,"East","Town"
52740,"East","Town"
52736,"East","Town"
52735,"East","Town"
52855,"East","Town"
52856,"East","Town"
52857,"East","Town"
52858,"East","Town"
52859,"East","Town"
52851,"East","Town"
52852,"East","Town"
52818,"East","Town"
52830,"East","Town"
52723,"East","Town"
52722,"East","Town"
52725,"East","Town"
52724,"East","Town"
52648,"East","Town"
52647,"East","Town"
52651,"East","Town"
52702,"East","Town"
52649,"East","Town"
52678,"East","Town"
52699,"East","Town"
52650,"East","Town"
52701,"East","Town"
52700,"East","Town"
52704,"East","Town"
52703,"East","Town"
52761,"East","Town"
52741,"East","Town"
52762,"East","Town"
52771,"East","Town"
52766,"East","Town"
52767,"East","Town"
52779,"East","Town"
52768,"East","Town"
52777,"East","Town"
52763,"East","Town"
52769,"East","Town"
52778,"East","Town"
52770,"East","Town"
52765,"East","Town"
52780,"East","Town"
52764,"East","Town"
52819,"East","Town"
50341,"East","District"
50340,"East","District"
50342,"East","District"
50351,"East","District"
50348,"East","District"
50350,"East","District"
50338,"East","District"
50314,"East","District"
50315,"East","District"
50317,"East","District"
50316,"East","District"
50363,"East","District"
50364,"East","District"
50362,"East","District"
50353,"East","District"
50352,"East","District"
50356,"East","District"
50360,"East","District"
50361,"East","District"
50359,"East","District"
50357,"East","District"
50358,"East","District"
50355,"East","District"
50354,"East","District"
50320,"East","District"
50319,"East","District"
50305,"East","District"
50318,"East","District"
50306,"East","District"
50309,"East","District"
50308,"East","District"
50310,"East","District"
50311,"East","District"
50307,"East","District"
50349,"East","District"
50365,"East","District"
50367,"East","District"
50366,"East","District"
50313,"East","District"
50312,"East","District"
50339,"East","District"
50345,"East","District"
50344,"East","District"
50347,"East","District"
50346,"East","District"
50343,"East","District"
50303,"East","District"
50304,"East","District"
50300,"East","District"
50301,"East","District"
50302,"East","District"
50337,"East","District"
50336,"East","District"
50323,"East","District"
50325,"East","District"
50322,"East","District"
50328,"East","District"
50332,"East","District"
50329,"East","District"
50324,"East","District"
50331,"East","District"
50333,"East","District"
50334,"East","District"
50330,"East","District"
50327,"East","District"
50326,"East","District"
50321,"East","District"
50335,"East","District"
51755,"East","Town"
51756,"East","Town"
51777,"East","Town"
51270,"East","Town"
51276,"East","Town"
51281,"East","Town"
51277,"East","Town"
51269,"East","Town"
51278,"East","Town"
51286,"East","Town"
51275,"East","Town"
51280,"East","Town"
51271,"East","Town"
51272,"East","Town"
51274,"East","Town"
51783,"East","Town"
51782,"East","Town"
51781,"East","Town"
51784,"East","Town"
51779,"East","Town"
51780,"East","Town"
51721,"East","Town"
51731,"East","Town"
51713,"East","Town"
51730,"East","Town"
51728,"East","Town"
51729,"East","Town"
51765,"East","Town"
51761,"East","Town"
51266,"East","Town"
51764,"East","Town"
51758,"East","Town"
51763,"East","Town"
51778,"East","Town"
51722,"East","Town"
51762,"East","Town"
51759,"East","Town"
51282,"East","Town"
51329,"East","Town"
51333,"East","Town"
51334,"East","Town"
51337,"East","Town"
51331,"East","Town"
51723,"East","Town"
51330,"East","Town"
51327,"East","Town"
51328,"East","Town"
51336,"East","Town"
51332,"East","Town"
51726,"East","Town"
51724,"East","Town"
51273,"East","Town"
51284,"East","Town"
51335,"East","Town"
51725,"East","Town"
51733,"East","Town"
51732,"East","Town"
51285,"East","Town"
51734,"East","Town"
51760,"East","Town"
51757,"East","Town"
51719,"East","Town"
51714,"East","Town"
51735,"East","Town"
51716,"East","Town"
51715,"East","Town"
51717,"East","Town"
51720,"East","Town"
51774,"East","Town"
51775,"East","Town"
51727,"East","Town"
51261,"East","Town"
51251,"East","Town"
51263,"East","Town"
51264,"East","Town"
51257,"East","Town"
51268,"East","Town"
51262,"East","Town"
51267,"East","Town"
51258,"East","Town"
51265,"East","Town"
51259,"East","Town"
51776,"East","Town"
51740,"East","Town"
51741,"East","Town"
51743,"East","Town"
51744,"East","Town"
51754,"East","Town"
51768,"East","Town"
51769,"East","Town"
51766,"East","Town"
51752,"East","Town"
51718,"East","Town"
51773,"East","Town"
51753,"East","Town"
51771,"East","Town"
51770,"East","Town"
51767,"East","Town"
51772,"East","Town"
51739,"East","Town"
51738,"East","Town"
51252,"East","Town"
51254,"East","Town"
51255,"East","Town"
51256,"East","Town"
51253,"East","Town"
51260,"East","Town"
51283,"East","Town"
51737,"East","Town"
51736,"East","Town"
51794,"East","Town"
51790,"East","Town"
51792,"East","Town"
51793,"East","Town"
51791,"East","Town"
51789,"East","Town"
51786,"East","Town"
51788,"East","Town"
51787,"East","Town"
51785,"East","Town"
51796,"East","Town"
51795,"East","Town"
51797,"East","Town"
51750,"East","Town"
51746,"East","Town"
51749,"East","Town"
51747,"East","Town"
51745,"East","Town"
51751,"East","Town"
51742,"East","Town"
51748,"East","Town"
51354,"East","Town"
51350,"East","Town"
51205,"East","Town"
51206,"East","Town"
51203,"East","Town"
51351,"East","Town"
51204,"East","Town"
51207,"East","Town"
51250,"East","Town"
51249,"East","Town"
51223,"East","Town"
51237,"East","Town"
51219,"East","Town"
51236,"East","Town"
51224,"East","Town"
51222,"East","Town"
51220,"East","Town"
51226,"East","Town"
51239,"East","Town"
51225,"East","Town"
51238,"East","Town"
51240,"East","Town"
51221,"East","Town"
51218,"East","Town"
51227,"East","Town"
51248,"East","Town"
51211,"East","Town"
51217,"East","Town"
51216,"East","Town"
51235,"East","Town"
51241,"East","Town"
51242,"East","Town"
51234,"East","Town"
51232,"East","Town"
51233,"East","Town"
51230,"East","Town"
51244,"East","Town"
51245,"East","Town"
51229,"East","Town"
51243,"East","Town"
51228,"East","Town"
51231,"East","Town"
51247,"East","Town"
51213,"East","Town"
51215,"East","Town"
51212,"East","Town"
51214,"East","Town"
51246,"East","Town"
51309,"East","Town"
51310,"East","Town"
51298,"East","Town"
51339,"East","Town"
51347,"East","Town"
51342,"East","Town"
51340,"East","Town"
51341,"East","Town"
51349,"East","Town"
51346,"East","Town"
51348,"East","Town"
51344,"East","Town"
51343,"East","Town"
51314,"East","Town"
51312,"East","Town"
51316,"East","Town"
51303,"East","Town"
51313,"East","Town"
51315,"East","Town"
51305,"East","Town"
51304,"East","Town"
51302,"East","Town"
51322,"East","Town"
51287,"East","Town"
51311,"East","Town"
51321,"East","Town"
51366,"East","Town"
51338,"East","Town"
51364,"East","Town"
51361,"East","Town"
51320,"East","Town"
51360,"East","Town"
51345,"East","Town"
51319,"East","Town"
51363,"East","Town"
51317,"East","Town"
51365,"East","Town"
51323,"East","Town"
51318,"East","Town"
51362,"East","Town"
51357,"East","Town"
51208,"East","Town"
51210,"East","Town"
51356,"East","Town"
51358,"East","Town"
51209,"East","Town"
51355,"East","Town"
51353,"East","Town"
51301,"East","Town"
51359,"East","Town"
51352,"East","Town"
51300,"East","Town"
51307,"East","Town"
51306,"East","Town"
51299,"East","Town"
51308,"East","Town"
51288,"East","Town"
51293,"East","Town"
51296,"East","Town"
51291,"East","Town"
51326,"East","Town"
51297,"East","Town"
51292,"East","Town"
51295,"East","Town"
51289,"East","Town"
51324,"East","Town"
51290,"East","Town"
51325,"East","Town"
51294,"East","Town"
51492,"East","Town"
51493,"East","Town"
51500,"East","Town"
51486,"East","Town"
51510,"East","Town"
51489,"East","Town"
51491,"East","Town"
51511,"East","Town"
51490,"East","Town"
51485,"East","Town"
51509,"East","Town"
51533,"East","Town"
51532,"East","Town"
51705,"East","Town"
51712,"East","Town"
51711,"East","Town"
51706,"East","Town"
51709,"East","Town"
51710,"East","Town"
51538,"East","Town"
51469,"East","Town"
51537,"East","Town"
51536,"East","Town"
51472,"East","Town"
51470,"East","Town"
51481,"East","Town"
51488,"East","Town"
51484,"East","Town"
51480,"East","Town"
51487,"East","Town"
51483,"East","Town"
51479,"East","Town"
51478,"East","Town"
51482,"East","Town"
51547,"East","Town"
51577,"East","Town"
51527,"East","Town"
51525,"East","Town"
51530,"East","Town"
51528,"East","Town"
51526,"East","Town"
51524,"East","Town"
51519,"East","Town"
51529,"East","Town"
51461,"East","Town"
51465,"East","Town"
51464,"East","Town"
51460,"East","Town"
51467,"East","Town"
51468,"East","Town"
51466,"East","Town"
51477,"East","Town"
51462,"East","Town"
51463,"East","Town"
51416,"East","Town"
51407,"East","Town"
51404,"East","Town"
51415,"East","Town"
51414,"East","Town"
51405,"East","Town"
51406,"East","Town"
51409,"East","Town"
51412,"East","Town"
51408,"East","Town"
51410,"East","Town"
51413,"East","Town"
51424,"East","Town"
51427,"East","Town"
51425,"East","Town"
51426,"East","Town"
51434,"East","Town"
51423,"East","Town"
51420,"East","Town"
51421,"East","Town"
51419,"East","Town"
51418,"East","Town"
51417,"East","Town"
51422,"East","Town"
51541,"East","Town"
51476,"East","Town"
51454,"East","Town"
51457,"East","Town"
51447,"East","Town"
51452,"East","Town"
51456,"East","Town"
51448,"East","Town"
51453,"East","Town"
51455,"East","Town"
51458,"East","Town"
51449,"East","Town"
51451,"East","Town"
51450,"East","Town"
51459,"East","Town"
51473,"East","Town"
51474,"East","Town"
51501,"East","Town"
51502,"East","Town"
51495,"East","Town"
51496,"East","Town"
51504,"East","Town"
51503,"East","Town"
51494,"East","Town"
51497,"East","Town"
51505,"East","Town"
51508,"East","Town"
51499,"East","Town"
51498,"East","Town"
51507,"East","Town"
51506,"East","Town"
51576,"East","Town"
51554,"East","Town"
51575,"East","Town"
51557,"East","Town"
51555,"East","Town"
51573,"East","Town"
51556,"East","Town"
51574,"East","Town"
51542,"East","Town"
51540,"East","Town"
51553,"East","Town"
51475,"East","Town"
51544,"East","Town"
51552,"East","Town"
51539,"East","Town"
51471,"East","Town"
51543,"East","Town"
51545,"East","Town"
51441,"East","Town"
51440,"East","Town"
51443,"East","Town"
51442,"East","Town"
51444,"East","Town"
51439,"East","Town"
51445,"East","Town"
51446,"East","Town"
51568,"East","Town"
51561,"East","Town"
51565,"East","Town"
51567,"East","Town"
51572,"East","Town"
51708,"East","Town"
51707,"East","Town"
51564,"East","Town"
51563,"East","Town"
51562,"East","Town"
51549,"East","Town"
51548,"East","Town"
51551,"East","Town"
51550,"East","Town"
51566,"East","Town"
51531,"East","Town"
51534,"East","Town"
51535,"East","Town"
51428,"East","Town"
51429,"East","Town"
51433,"East","Town"
51437,"East","Town"
51432,"East","Town"
51431,"East","Town"
51436,"East","Town"
51435,"East","Town"
51430,"East","Town"
51438,"East","Town"
51571,"East","Town"
51558,"East","Town"
51559,"East","Town"
51569,"East","Town"
51560,"East","Town"
51570,"East","Town"
51512,"East","Town"
51520,"East","Town"
51516,"East","Town"
51521,"East","Town"
51517,"East","Town"
51513,"East","Town"
51523,"East","Town"
51514,"East","Town"
51515,"East","Town"
51411,"East","Town"
51522,"East","Town"
51518,"East","Town"
51546,"East","Town"
51148,"East","Town"
51403,"East","Town"
51126,"East","Town"
51124,"East","Town"
51123,"East","Town"
51125,"East","Town"
51119,"East","Town"
51120,"East","Town"
51121,"East","Town"
51122,"East","Town"
51402,"East","Town"
51159,"East","Town"
51161,"East","Town"
51381,"East","Town"
51166,"East","Town"
51165,"East","Town"
51164,"East","Town"
51168,"East","Town"
51162,"East","Town"
51167,"East","Town"
51163,"East","Town"
51382,"East","Town"
51380,"East","Town"
51115,"East","Town"
51127,"East","Town"
51133,"East","Town"
51114,"East","Town"
51118,"East","Town"
51116,"East","Town"
51135,"East","Town"
51136,"East","Town"
51137,"East","Town"
51134,"East","Town"
51132,"East","Town"
51130,"East","Town"
51131,"East","Town"
51129,"East","Town"
51117,"East","Town"
51128,"East","Town"
51189,"East","Town"
51192,"East","Town"
51190,"East","Town"
51191,"East","Town"
51197,"East","Town"
51188,"East","Town"
51196,"East","Town"
51187,"East","Town"
51184,"East","Town"
51386,"East","Town"
51171,"East","Town"
51384,"East","Town"
51385,"East","Town"
51387,"East","Town"
51388,"East","Town"
51174,"East","Town"
51383,"East","Town"
51175,"East","Town"
51172,"East","Town"
51170,"East","Town"
51169,"East","Town"
51178,"East","Town"
51394,"East","Town"
51173,"East","Town"
51390,"East","Town"
51389,"East","Town"
51179,"East","Town"
51176,"East","Town"
51181,"East","Town"
51144,"East","Town"
51147,"East","Town"
51177,"East","Town"
51182,"East","Town"
51180,"East","Town"
51146,"East","Town"
51145,"East","Town"
51155,"East","Town"
51157,"East","Town"
51156,"East","Town"
51138,"East","Town"
51158,"East","Town"
51160,"East","Town"
51198,"East","Town"
51111,"East","Town"
51112,"East","Town"
51110,"East","Town"
51113,"East","Town"
51109,"East","Town"
51104,"East","Town"
51105,"East","Town"
51107,"East","Town"
51106,"East","Town"
51102,"East","Town"
51101,"East","Town"
51103,"East","Town"
51100,"East","Town"
51108,"East","Town"
51149,"East","Town"
51151,"East","Town"
51152,"East","Town"
51141,"East","Town"
51154,"East","Town"
51143,"East","Town"
51139,"East","Town"
51153,"East","Town"
51142,"East","Town"
51150,"East","Town"
51391,"East","Town"
51401,"East","Town"
51370,"East","Town"
51371,"East","Town"
51194,"East","Town"
51195,"East","Town"
51193,"East","Town"
51369,"East","Town"
51186,"East","Town"
51185,"East","Town"
51183,"East","Town"
51202,"East","Town"
51199,"East","Town"
51201,"East","Town"
51200,"East","Town"
51140,"East","Town"
51398,"East","Town"
51375,"East","Town"
51392,"East","Town"
51376,"East","Town"
51367,"East","Town"
51400,"East","Town"
51395,"East","Town"
51374,"East","Town"
51399,"East","Town"
51396,"East","Town"
51368,"East","Town"
51393,"East","Town"
51397,"East","Town"
51372,"East","Town"
51379,"East","Town"
51378,"East","Town"
51373,"East","Town"
51377,"East","Town"
51602,"East","Town"
51670,"East","Town"
51581,"East","Town"
51666,"East","Town"
51669,"East","Town"
51667,"East","Town"
51668,"East","Town"
51584,"East","Town"
51665,"East","Town"
51583,"East","Town"
51671,"East","Town"
51580,"East","Town"
51579,"East","Town"
51585,"East","Town"
51697,"East","Town"
51672,"East","Town"
51686,"East","Town"
51578,"East","Town"
51677,"East","Town"
51678,"East","Town"
51619,"East","Town"
51621,"East","Town"
51618,"East","Town"
51617,"East","Town"
51698,"East","Town"
51615,"East","Town"
51597,"East","Town"
51612,"East","Town"
51613,"East","Town"
51614,"East","Town"
51703,"East","Town"
51598,"East","Town"
51682,"East","Town"
51683,"East","Town"
51676,"East","Town"
51679,"East","Town"
51680,"East","Town"
51648,"East","Town"
51649,"East","Town"
51662,"East","Town"
51663,"East","Town"
51646,"East","Town"
51647,"East","Town"
51656,"East","Town"
51657,"East","Town"
51701,"East","Town"
51702,"East","Town"
51699,"East","Town"
51700,"East","Town"
51600,"East","Town"
51599,"East","Town"
51623,"East","Town"
51616,"East","Town"
51681,"East","Town"
51620,"East","Town"
51660,"East","Town"
51586,"East","Town"
51661,"East","Town"
51674,"East","Town"
51658,"East","Town"
51587,"East","Town"
51659,"East","Town"
51595,"East","Town"
51594,"East","Town"
51664,"East","Town"
51582,"East","Town"
51609,"East","Town"
51611,"East","Town"
51692,"East","Town"
51691,"East","Town"
51690,"East","Town"
51689,"East","Town"
51696,"East","Town"
51695,"East","Town"
51693,"East","Town"
51694,"East","Town"
51688,"East","Town"
51604,"East","Town"
51610,"East","Town"
51605,"East","Town"
51603,"East","Town"
51606,"East","Town"
51626,"East","Town"
51625,"East","Town"
51624,"East","Town"
51622,"East","Town"
51655,"East","Town"
51687,"East","Town"
51673,"East","Town"
51675,"East","Town"
51685,"East","Town"
51588,"East","Town"
51593,"East","Town"
51641,"East","Town"
51640,"East","Town"
51638,"East","Town"
51642,"East","Town"
51637,"East","Town"
51651,"East","Town"
51591,"East","Town"
51592,"East","Town"
51596,"East","Town"
51639,"East","Town"
51589,"East","Town"
51643,"East","Town"
51636,"East","Town"
51590,"East","Town"
51632,"East","Town"
51631,"East","Town"
51630,"East","Town"
51628,"East","Town"
51627,"East","Town"
51684,"East","Town"
51601,"East","Town"
51607,"East","Town"
51608,"East","Town"
51650,"East","Town"
51644,"East","Town"
51654,"East","Town"
51652,"East","Town"
51653,"East","Town"
51645,"East","Town"
51629,"East","Town"
51634,"East","Town"
51635,"East","Town"
51633,"East","Town"
53012,"East","Town"
53011,"East","Town"
53008,"East","Town"
53009,"East","Town"
53007,"East","Town"
53022,"East","Town"
53021,"East","Town"
53010,"East","Town"
53017,"East","Town"
53013,"East","Town"
53020,"East","Town"
53018,"East","Town"
53019,"East","Town"
53016,"East","Town"
53014,"East","Town"
53034,"East","Town"
53015,"East","Town"
53005,"East","Town"
53006,"East","Town"
53065,"East","Town"
53064,"East","Town"
53066,"East","Town"
53078,"East","Town"
53079,"East","Town"
53076,"East","Town"
53077,"East","Town"
53075,"East","Town"
53073,"East","Town"
53074,"East","Town"
53001,"East","Town"
53000,"East","Town"
53004,"East","Town"
53003,"East","Town"
53002,"East","Town"
53067,"East","Town"
53062,"East","Town"
53052,"East","Town"
53051,"East","Town"
53050,"East","Town"
53057,"East","Town"
53061,"East","Town"
53056,"East","Town"
53045,"East","Town"
53036,"East","Town"
53037,"East","Town"
53039,"East","Town"
53035,"East","Town"
53044,"East","Town"
53043,"East","Town"
53040,"East","Town"
53041,"East","Town"
53038,"East","Town"
53048,"East","Town"
53058,"East","Town"
53060,"East","Town"
53053,"East","Town"
53071,"East","Town"
53069,"East","Town"
53070,"East","Town"
53068,"East","Town"
53072,"East","Town"
53046,"East","Town"
53042,"East","Town"
53047,"East","Town"
53059,"East","Town"
53049,"East","Town"
53103,"East","Town"
53102,"East","Town"
53104,"East","Town"
53088,"East","Town"
53083,"East","Town"
53084,"East","Town"
53087,"East","Town"
53081,"East","Town"
53086,"East","Town"
53090,"East","Town"
53085,"East","Town"
53089,"East","Town"
53091,"East","Town"
53080,"East","Town"
53082,"East","Town"
53055,"East","Town"
53099,"East","Town"
53100,"East","Town"
53098,"East","Town"
53101,"East","Town"
53027,"East","Town"
53028,"East","Town"
53029,"East","Town"
53030,"East","Town"
53025,"East","Town"
53033,"East","Town"
53024,"East","Town"
53023,"East","Town"
53026,"East","Town"
53032,"East","Town"
53031,"East","Town"
53063,"East","Town"
53092,"East","Town"
53094,"East","Town"
53097,"East","Town"
53096,"East","Town"
53095,"East","Town"
53093,"East","Town"
53054,"East","Town"
52340,"East","District"
52337,"East","District"
52338,"East","District"
52339,"East","District"
52350,"East","District"
52352,"East","District"
52353,"East","District"
52351,"East","District"
52354,"East","District"
52355,"East","District"
52317,"East","District"
52315,"East","District"
52316,"East","District"
52318,"East","District"
52305,"East","District"
52308,"East","District"
52307,"East","District"
52306,"East","District"
52335,"East","District"
52336,"East","District"
52312,"East","District"
52314,"East","District"
52311,"East","District"
52313,"East","District"
52334,"East","District"
52333,"East","District"
52321,"East","District"
52320,"East","District"
52349,"East","District"
52348,"East","District"
52342,"East","District"
52343,"East","District"
52344,"East","District"
52346,"East","District"
52341,"East","District"
52345,"East","District"
52347,"East","District"
52310,"East","District"
52309,"East","District"
52332,"East","District"
52331,"East","District"
52328,"East","District"
52322,"East","District"
52323,"East","District"
52324,"East","District"
52330,"East","District"
52329,"East","District"
52325,"East","District"
52327,"East","District"
52326,"East","District"
52300,"East","District"
52304,"East","District"
52301,"East","District"
52303,"East","District"
52302,"East","District"
52319,"East","District"
52035,"East","District"
52043,"East","District"
52036,"East","District"
52048,"East","District"
52049,"East","District"
52039,"East","District"
52045,"East","District"
52050,"East","District"
52047,"East","District"
52033,"East","District"
52051,"East","District"
52052,"East","District"
52041,"East","District"
52044,"East","District"
52042,"East","District"
52038,"East","District"
52037,"East","District"
52034,"East","District"
52046,"East","District"
52040,"East","District"
52053,"East","District"
52066,"East","District"
52065,"East","District"
52070,"East","District"
52069,"East","District"
52067,"East","District"
52061,"East","District"
52062,"East","District"
52060,"East","District"
52071,"East","District"
52063,"East","District"
52064,"East","District"
52068,"East","District"
52011,"East","District"
52012,"East","District"
52010,"East","District"
52000,"East","District"
52013,"East","District"
52059,"East","District"
52056,"East","District"
52055,"East","District"
52057,"East","District"
52058,"East","District"
52031,"East","District"
52030,"East","District"
52032,"East","District"
52072,"East","District"
52073,"East","District"
52006,"East","District"
52008,"East","District"
52005,"East","District"
52007,"East","District"
52016,"East","District"
52002,"East","District"
52001,"East","District"
52003,"East","District"
52004,"East","District"
52009,"East","District"
52015,"East","District"
52018,"East","District"
52017,"East","District"
52014,"East","District"
52022,"East","District"
52023,"East","District"
52026,"East","District"
52024,"East","District"
52025,"East","District"
52027,"East","District"
52029,"East","District"
52020,"East","District"
52028,"East","District"
52021,"East","District"
52019,"East","District"
52054,"East","District"
50055,"East","District"
50057,"East","District"
50056,"East","District"
50027,"East","District"
50025,"East","District"
50026,"East","District"
50028,"East","District"
50002,"East","District"
50003,"East","District"
50001,"East","District"
50000,"East","District"
50004,"East","District"
50015,"East","District"
50016,"East","District"
50017,"East","District"
50018,"East","District"
50021,"East","District"
50022,"East","District"
50005,"East","District"
50006,"East","District"
50010,"East","District"
50009,"East","District"
50012,"East","District"
50011,"East","District"
50008,"East","District"
50013,"East","District"
50007,"East","District"
50050,"East","District"
50051,"East","District"
50054,"East","District"
50052,"East","District"
50019,"East","District"
50020,"East","District"
50014,"East","District"
50033,"East","District"
50031,"East","District"
50038,"East","District"
50034,"East","District"
50024,"East","District"
50037,"East","District"
50032,"East","District"
50035,"East","District"
50030,"East","District"
50029,"East","District"
50043,"East","District"
50044,"East","District"
50049,"East","District"
50048,"East","District"
50023,"East","District"
