"zip","region"
10811,"Western Java"
10812,"Western Java"
10813,"Western Java"
10814,"Western Java"
10815,"Western Java"
10816,"Western Java"
10817,"Western Java"
10818,"Western Java"
10819,"Western Java"
10820,"Western Java"
10821,"Western Java"
10822,"Western Java"
10823,"Western Java"
10824,"Western Java"
10825,"Western Java"
10826,"Western Java"
10827,"Western Java"
10828,"Western Java"
10829,"Western Java"
10830,"Western Java"
10831,"Western Java"
10832,"Western Java"
10833,"Western Java"
10834,"Western Java"
10835,"Western Java"
10836,"Western Java"
10837,"Western Java"
10838,"Western Java"
10839,"Western Java"
10840,"Western Java"
10841,"Western Java"
10842,"Western Java"
10843,"Western Java"
10844,"Western Java"
10845,"Western Java"
10846,"Western Java"
10847,"Western Java"
10848,"Western Java"
10849,"Western Java"
10850,"Western Java"
10851,"Western Java"
10852,"Western Java"
10853,"Western Java"
10854,"Western Java"
10855,"Western Java"
10856,"Western Java"
10857,"Western Java"
10858,"Western Java"
10859,"Western Java"
10860,"Western Java"
10861,"Western Java"
10862,"Western Java"
10863,"Western Java"
10864,"Western Java"
10865,"Western Java"
10866,"Western Java"
10867,"Western Java"
10868,"Western Java"
10869,"Western Java"
10870,"Western Java"
10871,"Western Java"
10872,"Western Java"
10873,"Western Java"
10874,"Western Java"
10875,"Western Java"
10876,"Western Java"
10877,"Western Java"
10878,"Western Java"
10879,"Western Java"
10880,"Western Java"
10881,"Western Java"
10882,"Western Java"
10883,"Western Java"
10884,"Western Java"
10885,"Western Java"
10886,"Western Java"
10887,"Western Java"
10888,"Western Java"
10889,"Western Java"
10890,"Western Java"
10891,"Western Java"
10892,"Western Java"
10893,"Western Java"
10894,"Western Java"
10895,"Western Java"
10896,"Western Java"
10897,"Western Java"
10898,"Western Java"
10899,"Western Java"
10900,"Western Java"
10901,"Western Java"
10902,"Western Java"
10903,"Western Java"
10904,"Western Java"
10905,"Western Java"
10906,"Western Java"
10907,"Western Java"
10908,"Western Java"
10909,"Western Java"
10910,"Western Java"
10911,"Western Java"
10912,"Western Java"
10913,"Western Java"
10914,"Western Java"
10915,"Western Java"
10916,"Western Java"
10917,"Western Java"
10918,"Western Java"
10919,"Western Java"
10920,"Western Java"
10921,"Western Java"
10922,"Western Java"
10923,"Western Java"
10924,"Western Java"
10925,"Western Java"
10926,"Western Java"
10927,"Western Java"
10928,"Western Java"
10929,"Western Java"
10930,"Western Java"
10931,"Western Java"
10932,"Western Java"
10933,"Western Java"
10934,"Western Java"
10935,"Western Java"
10936,"Western Java"
10937,"Western Java"
10938,"Western Java"
10939,"Western Java"
10940,"Western Java"
10941,"Western Java"
10942,"Western Java"
10943,"Western Java"
10944,"Western Java"
10945,"Western Java"
10946,"Western Java"
10947,"Western Java"
10948,"Western Java"
10949,"Western Java"
10950,"Western Java"
10951,"Western Java"
10952,"Western Java"
10953,"Western Java"
10954,"Western Java"
10955,"Western Java"
10956,"Western Java"
10957,"Western Java"
10958,"Western Java"
10959,"Western Java"
10960,"Western Java"
10961,"Western Java"
10962,"Western Java"
10963,"Western Java"
10964,"Western Java"
10965,"Western Java"
10966,"Western Java"
10967,"Western Java"
10968,"Western Java"
10969,"Western Java"
10970,"Western Java"
10971,"Western Java"
10972,"Western Java"
10973,"Western Java"
10974,"Western Java"
10975,"Western Java"
10976,"Western Java"
10977,"Western Java"
10978,"Western Java"
10979,"Western Java"
10980,"Western Java"
10981,"Western Java"
10982,"Western Java"
10983,"Western Java"
10984,"Western Java"
10985,"Western Java"
10986,"Western Java"
10987,"Western Java"
10988,"Western Java"
10989,"Western Java"
10990,"Western Java"
