Code_Postal,zone
25520,Couronne_GP
25530,Other
25550,GP
25550,Couronne_GP
25560,Other
25560,Couronne_GP
25570,Other
25580,Other
25600,GP
25600,Couronne_GP
25600,Other
25610,Other
25620,Couronne_GP
25630,GP
25640,Other
25640,Couronne_GP
25650,Other
25660,Couronne_GP
25680,Other
25680,Couronne_GP
25690,Other
25700,GP
25720,Couronne_GP
25720,GP
25750,Couronne_GP
25770,Couronne_GP
25790,Other
25800,Other
25820,Couronne_GP
25840,Other
25870,Couronne_GP
25870,GP
25920,Other
25930,Other
25960,Couronne_GP
26000,GP
26100,GP
26110,Other
26120,Couronne_GP
26120,GP
26130,Other
26140,Other
26150,Other
26160,Other
26160,Couronne_GP
26170,Other
26190,Other
26200,GP
26210,Other
26220,Other
26230,Other
26240,Other
26250,Other
26260,Other
26260,Couronne_GP
26270,Other
26290,Other
26300,Other
26300,Couronne_GP
26300,GP
26310,Other
26320,GP
26330,Other
26340,Other
26350,Other
26350,Couronne_GP
26380,GP
26390,Other
26400,Other
26400,Couronne_GP
26410,Other
26420,Other
26450,Other
26460,Other
26470,Other
26500,GP
26510,Other
26530,Other
26540,GP
26560,Other
26570,Other
26600,Other
26600,Couronne_GP
26600,GP
26620,Other
26700,Other
26700,GP
26730,Other
26730,Couronne_GP
26740,GP
26740,Couronne_GP
26740,Other
26750,Couronne_GP
26750,GP
26760,Couronne_GP
26770,Other
26780,Couronne_GP
26790,Other
26800,GP
26800,Couronne_GP
27000,GP
27100,GP
27110,Couronne_GP
27110,Other
27120,Couronne_GP
27120,Other
27130,Other
27140,Couronne_GP
27150,Couronne_GP
27160,Couronne_GP
27160,Other
27170,Couronne_GP
27170,Other
27180,Couronne_GP
27180,GP
27190,Couronne_GP
27200,GP
27210,Other
27210,Couronne_GP
27210,GP
27220,Couronne_GP
27220,Other
27230,Other
27240,Couronne_GP
27240,Other
27250,Other
27260,Other
27270,Other
27290,Other
27290,Couronne_GP
27300,Other
27310,Couronne_GP
27320,Couronne_GP
27320,Other
27330,Other
27340,Couronne_GP
27340,GP
27350,Other
27350,Couronne_GP
27360,Other
27370,Other
27370,Couronne_GP
27380,Other
27380,Couronne_GP
27390,Other
27400,GP
27400,Couronne_GP
27400,Other
27410,Other
27420,Couronne_GP
27430,GP
27430,Couronne_GP
27430,Other
27440,Other
27450,Other
27450,Couronne_GP
27460,Other
27460,GP
27470,Other
27480,Other
27480,Couronne_GP
27490,Other
27500,Other
27500,Couronne_GP
27500,GP
27510,Other
27510,Couronne_GP
27520,Couronne_GP
27520,GP
27530,Couronne_GP
27540,Couronne_GP
27550,Other
27560,Other
27560,Couronne_GP
27570,Other
27580,Other
27590,Other
27600,Other
27610,Other
27620,Other
27620,Couronne_GP
27630,Couronne_GP
27640,Couronne_GP
27650,Couronne_GP
27650,Other
27660,Couronne_GP
27670,GP
27680,Other
27690,GP
27700,Other
27710,Couronne_GP
27720,Couronne_GP
27730,Couronne_GP
27740,Couronne_GP
27750,Couronne_GP
27760,Other
27770,Other
27780,Couronne_GP
27790,Other
27800,Other
27800,Couronne_GP
27810,Couronne_GP
27820,Other
27830,Couronne_GP
27850,Other
27860,Couronne_GP
27870,Couronne_GP
27890,Other
27910,Other
27910,Couronne_GP
27920,Other
27930,Couronne_GP
27930,GP
27940,Other
27950,Other
27950,GP
28000,GP
28100,GP
28110,GP
28120,Couronne_GP
28120,Other
28130,Couronne_GP
28140,Other
28140,Couronne_GP
28150,Couronne_GP
28150,Other
28160,Other
28170,Couronne_GP
28170,Other
28190,Couronne_GP
28200,Other
28210,Couronne_GP
28220,Other
28230,Couronne_GP
28240,Other
28240,Couronne_GP
28250,Other
28260,Couronne_GP
28270,Other
28270,Couronne_GP
28290,Other
28300,Couronne_GP
28300,GP
28300,Other
28310,Other
28310,Couronne_GP
28320,Couronne_GP
28330,Other
28340,Other
28350,Other
28360,Couronne_GP
28380,Other
28400,Other
28410,Couronne_GP
28480,Other
28500,Couronne_GP
28500,GP
28600,GP
28630,Couronne_GP
28630,GP
28700,Couronne_GP
28800,Other
28800,Couronne_GP
29000,GP
29100,Other
29120,Other
29140,Other
29140,Couronne_GP
29150,Other
29160,Other
29170,Couronne_GP
29180,Other
29180,Couronne_GP
29190,Other
29200,GP
29217,Couronne_GP
29233,Other
29241,Other
29242,Other
29246,Other
29250,Other
29252,GP
29253,Other
29259,Other
29260,Other
29260,Couronne_GP
29270,Other
29280,GP
29280,Couronne_GP
29290,Couronne_GP
29300,Other
29300,Couronne_GP
29310,Other
29340,Other
29350,Other
29360,Other
29370,Other
29370,Couronne_GP
29380,Other
29390,Other
29400,Other
29410,Other
29410,Couronne_GP
29420,Other
29430,Other
29440,Other
29450,Other
29460,Couronne_GP
29460,Other
29470,GP
29470,Couronne_GP
29480,GP
29490,GP
29500,GP
29510,Other
29510,Couronne_GP
29520,Other
29530,Other
29540,Other
29550,Other
29560,Other
29570,Other
29590,Other
29600,Couronne_GP
29600,GP
29610,Couronne_GP
29620,Other
29630,Other
29640,Other
29640,Couronne_GP
29650,Other
29660,Other
29670,Other
29680,Other
29690,Other
29700,GP
29710,Other
29710,Couronne_GP
29720,Other
29730,Other
29740,Other
29750,Other
29760,Other
29770,Other
29780,Other
29790,Other
29800,Other
29800,Couronne_GP
29810,Couronne_GP
29820,Couronne_GP
29820,GP
29830,Couronne_GP
29840,Couronne_GP
29850,GP
29860,Couronne_GP
29860,Other
29870,Couronne_GP
29880,Couronne_GP
29890,Other
29900,Other
29910,Other
29920,Other
29930,Other
29940,Couronne_GP
29950,Couronne_GP
29970,Other
29980,Other
29990,Other
30000,GP
30100,GP
30110,Couronne_GP
30110,Other
30111,Other
30114,Couronne_GP
30120,Other
30121,Other
30122,Other
30124,Other
30125,Other
30126,Couronne_GP
30127,Other
30128,Couronne_GP
30129,Couronne_GP
30130,Other
30131,Couronne_GP
30132,GP
30133,GP
30140,GP
30140,Couronne_GP
30140,Other
30150,Couronne_GP
30160,Other
30170,Other
30190,Other
30190,Couronne_GP
30200,Other
30200,GP
30210,Other
30210,Couronne_GP
30220,Other
30230,Couronne_GP
30230,GP
30240,Other
30250,GP
30250,Other
30260,Other
30260,Couronne_GP
30270,Other
30290,Other
30300,GP
30300,Other
30310,Other
30320,Couronne_GP
30320,GP
30330,Other
30330,GP
30340,GP
30340,Couronne_GP
30350,Couronne_GP
30350,Other
30360,Couronne_GP
30360,Other
30380,GP
30390,Couronne_GP
30390,Other
30400,GP
30410,Couronne_GP
30410,Other
30420,Couronne_GP
30430,Couronne_GP
30430,Other
30440,Other
30450,Other
30460,Other
30470,Other
30480,Couronne_GP
30480,GP
30490,Other
30500,Couronne_GP
30500,GP
30500,Other
30510,Couronne_GP
30520,GP
30530,Couronne_GP
30530,Other
30540,GP
30560,GP
30570,Other
30580,Couronne_GP
30580,Other
30600,Other
30600,GP
30610,Other
30620,GP
30620,Couronne_GP
30630,Other
30640,Couronne_GP
30650,Couronne_GP
30660,GP
30670,GP
30700,Other
30720,Couronne_GP
30730,Couronne_GP
30740,Other
30750,Other
30760,Other
30770,Other
30800,Other
30820,GP
30840,Other
30870,Couronne_GP
30920,Other
30940,Other
30960,GP
30960,Couronne_GP
30980,Couronne_GP
31000,GP
31110,Other
31120,GP
31120,Couronne_GP
31130,GP
31130,Couronne_GP
31140,GP
31150,GP
31160,Other
31160,Couronne_GP
31170,GP
31180,GP
31190,Couronne_GP
31210,Other
31210,Couronne_GP
31220,Couronne_GP
31230,Other
31230,Couronne_GP
31240,GP
31250,Other
31260,Other
31260,Couronne_GP
31270,GP
31280,Couronne_GP
31290,Couronne_GP
31310,Other
31310,Couronne_GP
31320,GP
31320,Couronne_GP
31330,Couronne_GP
31340,Couronne_GP
31350,Other
31360,Other
31360,Couronne_GP
31370,Couronne_GP
31380,Couronne_GP
31390,Couronne_GP
31410,Couronne_GP
31420,Other
31420,Couronne_GP
31430,Couronne_GP
31440,Other
31450,GP
31450,Couronne_GP
31460,Couronne_GP
31470,Couronne_GP
31480,Couronne_GP
31490,GP
31510,Other
31510,Couronne_GP
31520,GP
31530,Couronne_GP
31540,Other
31540,Couronne_GP
31550,Couronne_GP
31560,Couronne_GP
31570,Couronne_GP
31580,Other
31590,Couronne_GP
31600,Couronne_GP
31600,GP
31620,GP
31620,Couronne_GP
31650,GP
31660,Couronne_GP
31670,GP
31700,GP
31750,GP
31770,GP
31780,GP
31790,GP
31800,GP
31800,Couronne_GP
31810,Couronne_GP
31820,GP
31830,GP
31840,GP
31850,Couronne_GP
31850,GP
31860,GP
31870,Couronne_GP
31880,GP
32000,GP
32100,Other
32110,Other
32120,Other
32130,Other
32130,Couronne_GP
32140,Other
32150,Other
32160,Other
32170,Other
32190,Couronne_GP
32190,Other
32200,Other
32200,Couronne_GP
32220,Other
32220,Couronne_GP
32230,Other
32240,Other
32240,Couronne_GP
32250,Other
32260,Couronne_GP
32260,Other
32270,Couronne_GP
32270,Other
32290,Other
32300,Couronne_GP
32300,Other
32310,Other
32320,Other
32330,Other
32340,Other
32350,Couronne_GP
32350,Other
32360,Couronne_GP
32370,Other
32380,Other
32390,Couronne_GP
32390,Other
32400,Other
32410,Other
32420,Other
32430,Other
32430,Couronne_GP
32440,Other
32450,Couronne_GP
32450,Other
32460,Other
32480,Couronne_GP
32480,Other
32490,Couronne_GP
32500,Other
32550,GP
32550,Couronne_GP
32600,Couronne_GP
32700,Couronne_GP
32700,Other
32720,Other
32730,Other
32800,Other
32810,Couronne_GP
32810,GP
33000,GP
33110,GP
33112,Couronne_GP
33113,Other
33113,Couronne_GP
33114,Couronne_GP
33120,GP
33121,Couronne_GP
33123,Other
33124,Other
33125,Couronne_GP
33126,Other
33127,GP
33130,GP
33133,Other
33138,Couronne_GP
33140,GP
33141,Couronne_GP
33141,Other
33150,GP
33160,GP
33160,Couronne_GP
33170,GP
33180,Other
33185,GP
33190,Other
33190,GP
33210,Other
33210,Couronne_GP
33220,Other
33220,GP
33220,Couronne_GP
33230,Other
33230,Couronne_GP
33240,Couronne_GP
33250,Other
33260,GP
33270,GP
33290,Couronne_GP
33290,GP
33310,GP
33320,GP
33330,Other
33330,GP
33340,Other
33350,Other
33360,GP
33370,GP
33370,Couronne_GP
33380,Couronne_GP
33390,Other
33400,GP
33410,Couronne_GP
33410,Other
33420,Couronne_GP
33420,Other
33430,Other
33440,GP
33440,Couronne_GP
33450,GP
33460,Couronne_GP
33470,GP
33480,Couronne_GP
33490,Other
33500,GP
33500,Other
33510,Couronne_GP
33520,GP
33530,GP
33540,Other
33540,Couronne_GP
33550,GP
33550,Couronne_GP
33560,GP
33570,Other
33580,Other
33590,Other
33600,GP
33610,GP
33620,Couronne_GP
33640,Couronne_GP
33650,GP
33650,Couronne_GP
33660,Other
33670,Couronne_GP
33680,Couronne_GP
33690,Other
33700,GP
33710,Couronne_GP
33720,Couronne_GP
33730,Other
33730,Couronne_GP
33740,Couronne_GP
33750,Couronne_GP
33750,GP
33760,Couronne_GP
33770,Couronne_GP
33780,Other
33790,Other
33810,Couronne_GP
33820,Other
33830,Couronne_GP
33840,Other
33850,GP
33860,Other
33870,GP
33880,GP
33890,Other
33910,Couronne_GP
33910,GP
33910,Other
33920,Couronne_GP
33930,Other
33950,Couronne_GP
33980,Couronne_GP
33990,Other
34000,GP
34110,Couronne_GP
34110,GP
34120,Other
34130,Couronne_GP
34140,Other
34150,Couronne_GP
34160,Couronne_GP
34170,GP
34190,Other
34190,Couronne_GP
34200,GP
34210,Other
34220,Other
34230,Other
34230,Couronne_GP
34240,Other
34250,Couronne_GP
34260,Other
34270,Couronne_GP
34280,Other
34290,Other
34290,Couronne_GP
34300,Other
34310,Couronne_GP
34310,Other
34320,Other
34330,Other
34340,Other
34350,Couronne_GP
34360,Other
34370,Couronne_GP
34370,GP
34380,Other
34380,Couronne_GP
34390,Other
34400,GP
34400,Couronne_GP
34410,Couronne_GP
34420,GP
34420,Couronne_GP
34430,GP
34440,Couronne_GP
34450,Other
34460,Couronne_GP
34460,Other
34470,GP
34480,Other
34480,Couronne_GP
34490,Couronne_GP
34490,GP
34500,GP
34510,Other
34520,Other
34530,Other
34540,GP
34550,Other
34560,Other
34560,GP
34570,Couronne_GP
34570,GP
34590,GP
34600,Other
34610,Other
34620,Couronne_GP
34630,Other
34650,Other
34660,Couronne_GP
34670,Couronne_GP
34680,Couronne_GP
34690,GP
34700,Other
34710,Couronne_GP
34720,Other
34725,Couronne_GP
34730,GP
34740,GP
34750,GP
34760,GP
34770,GP
34790,GP
34800,Other
34800,Couronne_GP
34810,Other
34820,Couronne_GP
34820,GP
34830,GP
34850,Other
34880,GP
34920,GP
34970,GP
34980,Couronne_GP
34980,GP
34990,GP
35000,GP
35111,Couronne_GP
35113,Couronne_GP
35114,Couronne_GP
35120,Other
35120,Couronne_GP
35130,Other
35130,Couronne_GP
35131,GP
35132,Couronne_GP
35133,Couronne_GP
35133,GP
35134,Couronne_GP
35135,GP
35136,GP
35137,Couronne_GP
35140,Other
35140,Couronne_GP
35150,Couronne_GP
35160,Couronne_GP
35170,GP
35190,Couronne_GP
35210,Couronne_GP
35210,Other
35220,Couronne_GP
35230,GP
35230,Couronne_GP
35235,GP
35240,Couronne_GP
35250,Couronne_GP
35260,Other
35270,Other
35270,Couronne_GP
35290,Other
35290,Couronne_GP
35300,GP
35310,Couronne_GP
35320,Couronne_GP
35330,Other
35330,Couronne_GP
35340,Couronne_GP
35350,Couronne_GP
35360,Couronne_GP
35370,Other
35370,Couronne_GP
35380,Couronne_GP
35390,Other
35390,Couronne_GP
35400,GP
35410,Couronne_GP
35420,Other
35430,Couronne_GP
35440,Couronne_GP
35450,Other
35450,Couronne_GP
35460,Other
35470,Couronne_GP
35480,Couronne_GP
35490,Other
35490,Couronne_GP
35500,Other
35500,Couronne_GP
35500,GP
35510,GP
35520,Couronne_GP
35520,GP
35530,Couronne_GP
35540,Other
35540,Couronne_GP
35550,Other
35550,Couronne_GP
35560,Other
35560,Couronne_GP
35580,Couronne_GP
35590,Couronne_GP
35600,Couronne_GP
35600,GP
35610,Other
35620,Couronne_GP
35630,Couronne_GP
35640,Other
35650,Couronne_GP
35660,Other
35680,Other
35680,Couronne_GP
35690,Couronne_GP
35720,Other
35720,Couronne_GP
35730,Other
35740,GP
35750,Couronne_GP
35760,GP
35770,Couronne_GP
35780,Other
35800,Other
35830,Couronne_GP
35850,Couronne_GP
35870,Other
35890,Couronne_GP
35960,Other
36000,GP
36100,Other
36100,Couronne_GP
36110,Couronne_GP
36110,Other
36120,Couronne_GP
36120,Other
36130,GP
36130,Couronne_GP
36140,Other
36150,Other
36160,Other
36170,Other
36180,Other
36190,Other
36200,Other
36200,Couronne_GP
36210,Other
36220,Other
36230,Other
36230,Couronne_GP
36240,Other
36250,Couronne_GP
36250,GP
36260,Other
36270,Other
36290,Other
36300,Other
36310,Other
36320,Couronne_GP
36330,Couronne_GP
36330,GP
36340,Other
36350,Couronne_GP
36360,Other
36370,Other
36400,Other
36500,Other
36500,Couronne_GP
36600,Other
36700,Other
36800,Other
37000,GP
37110,Other
37110,Couronne_GP
37120,Other
37130,Couronne_GP
37140,Other
37150,Other
37150,Couronne_GP
37150,GP
37160,Other
37170,GP
37190,Couronne_GP
37210,GP
37210,Couronne_GP
37220,Other
37230,GP
37230,Couronne_GP
37240,Other
37240,Couronne_GP
37250,GP
37250,Couronne_GP
37260,Couronne_GP
37270,Couronne_GP
37270,GP
37290,Other
37300,GP
37310,Other
37310,Couronne_GP
37320,Couronne_GP
37330,Couronne_GP
37340,Other
37340,Couronne_GP
37350,Other
37360,Couronne_GP
37370,Other
37370,Couronne_GP
37380,Couronne_GP
37390,Couronne_GP
37390,GP
37400,Couronne_GP
37400,GP
37420,Other
37460,Other
37460,Couronne_GP
37500,Other
37510,GP
37510,Couronne_GP
37520,GP
37530,GP
37530,Couronne_GP
37540,GP
37550,GP
37600,Other
37700,GP
37800,Other
37800,Couronne_GP
38000,GP
38070,Couronne_GP
38080,Couronne_GP
38090,Couronne_GP
38110,Couronne_GP
38112,Other
38113,GP
38114,Other
38118,Couronne_GP
38119,Couronne_GP
38120,GP
38120,Couronne_GP
38121,GP
38122,Couronne_GP
38122,Other
38130,GP
38134,Couronne_GP
38138,Couronne_GP
38140,GP
38140,Couronne_GP
38142,Other
38144,Couronne_GP
38150,Other
38150,Couronne_GP
38150,GP
38160,Other
38170,GP
38180,GP
38190,Couronne_GP
38190,GP
38200,Couronne_GP
38200,GP
38210,Couronne_GP
38210,GP
38220,Couronne_GP
38230,Couronne_GP
38240,GP
38250,Other
38250,Couronne_GP
38260,Other
38260,Couronne_GP
38270,Other
38280,Couronne_GP
38290,Couronne_GP
38300,Couronne_GP
38320,GP
38320,Couronne_GP
38330,GP
38340,GP
38350,Other
38360,GP
38360,Couronne_GP
38370,GP
38380,Couronne_GP
38380,Other
38390,Couronne_GP
38400,GP
38410,Couronne_GP
38420,GP
38420,Couronne_GP
38430,GP
38440,Couronne_GP
38450,Couronne_GP
38460,Couronne_GP
38470,Other
38470,Couronne_GP
38480,Other
38490,Couronne_GP
38490,Other
38500,Couronne_GP
38500,GP
38510,Couronne_GP
38520,Other
38520,Couronne_GP
38530,Couronne_GP
38530,Other
38540,Couronne_GP
38550,Other
38550,Couronne_GP
38550,GP
38560,GP
38570,GP
38570,Couronne_GP
38580,Other
38590,Couronne_GP
38600,GP
38610,GP
38620,Couronne_GP
38630,Couronne_GP
38640,GP
38650,Couronne_GP
38660,Couronne_GP
38670,GP
38680,Other
38690,Couronne_GP
38690,Other
38700,GP
38700,Couronne_GP
38710,Other
38710,Couronne_GP
38730,Couronne_GP
38730,Other
38740,Other
38750,Other
38760,Couronne_GP
38760,GP
38770,Couronne_GP
38780,Couronne_GP
38780,Other
38780,GP
38790,Couronne_GP
38800,GP
38800,Couronne_GP
38830,Other
38840,Other
38850,Couronne_GP
38850,GP
38860,Other
38870,Couronne_GP
38870,Other
38890,Couronne_GP
38920,Couronne_GP
38930,Other
38930,Couronne_GP
38940,Other
38950,Couronne_GP
38950,GP
38960,Couronne_GP
38970,Other
38980,Other
39000,GP
39100,GP
39100,Couronne_GP
39110,Other
39120,Couronne_GP
39120,Other
39130,Other
39140,Couronne_GP
39150,Other
39160,Other
39160,Couronne_GP
39170,Other
39190,Other
39190,Couronne_GP
39200,Other
39210,Couronne_GP
39220,Other
39230,Other
39230,Couronne_GP
39240,Other
39240,Couronne_GP
39250,Other
39260,Other
39260,Couronne_GP
39270,Other
39270,Couronne_GP
39290,Couronne_GP
39290,Other
39300,Other
39310,Other
39310,Other
39320,Other
39320,Couronne_GP
39330,Other
39350,Couronne_GP
39360,Other
39360,Couronne_GP
39370,Other
39370,Couronne_GP
39380,Other
39380,Couronne_GP
39400,Other
39410,Couronne_GP
39460,Other
39500,Couronne_GP
39520,Other
39570,Couronne_GP
39570,GP
39600,Other
39700,Couronne_GP
39700,Other
39800,Other
39800,Couronne_GP
40000,GP
40090,Couronne_GP
40100,GP
40110,Other
40120,Other
40120,Couronne_GP
40130,Other
40140,Other
40150,Other
40160,Other
40170,Other
40180,Other
40180,GP
40180,Couronne_GP
40190,Other
40190,Couronne_GP
40200,Other
40210,Other
40220,GP
40230,Other
40230,Couronne_GP
40240,Other
40250,Other
40250,Couronne_GP
40260,Other
40270,Other
40270,Couronne_GP
40280,Couronne_GP
40280,GP
40290,Other
40290,Couronne_GP
40300,Other
40310,Other
40320,Other
40330,Other
40350,Couronne_GP
40360,Other
40370,Other
40380,Other
40380,Couronne_GP
40390,Couronne_GP
40390,GP
40400,Other
40400,Couronne_GP
40410,Other
40410,Couronne_GP
40420,Other
40420,Couronne_GP
40430,Other
40440,Couronne_GP
40460,Other
40465,Other
40480,Other
40500,Other
40500,Couronne_GP
40510,Other
40530,Couronne_GP
40550,Other
40560,Other
40600,Other
40630,Other
40660,Other
40700,Other
40800,Other
40990,Couronne_GP
40990,GP
41000,GP
41000,Couronne_GP
41100,Couronne_GP
41100,Other
41100,GP
41110,Other
41120,Couronne_GP
41130,Other
41140,Other
41150,Couronne_GP
41160,Other
41160,Couronne_GP
41170,Other
41190,Couronne_GP
41190,Other
41200,Other
41210,Other
41220,Other
41220,Couronne_GP
41230,Other
41240,Couronne_GP
41250,Couronne_GP
41250,Other
41260,GP
41270,Other
41290,Other
41290,Couronne_GP
41300,Other
41310,Other
41310,Couronne_GP
41320,Other
41330,Couronne_GP
41350,Couronne_GP
41350,GP
41360,Other
41360,Couronne_GP
41370,Other
41370,Couronne_GP
41400,Other
41500,Couronne_GP
41500,Other
41600,Other
41700,Other
41700,Couronne_GP
41800,Other
42000,GP
42110,Other
42110,Couronne_GP
42111,Other
42114,Other
42120,GP
42120,Couronne_GP
42122,Other
42123,Couronne_GP
42130,Other
42131,Couronne_GP
42140,Other
42140,Couronne_GP
42150,GP
42152,GP
42153,GP
42155,GP
42155,Couronne_GP
42160,Couronne_GP
42170,Couronne_GP
42190,Other
42190,Couronne_GP
42210,Couronne_GP
42220,Other
42220,Couronne_GP
42230,GP
42240,GP
42240,Couronne_GP
42260,Other
42260,Couronne_GP
42270,GP
42290,GP
42300,GP
42310,Other
42310,Couronne_GP
42320,GP
42320,Couronne_GP
42330,Couronne_GP
42340,Couronne_GP
42350,GP
42360,Other
42370,GP
42370,Couronne_GP
42380,Other
42380,Couronne_GP
42390,GP
42400,GP
42410,Couronne_GP
42410,Other
42410,GP
42420,GP
42430,Other
42430,Couronne_GP
42440,Other
42450,Couronne_GP
42460,Other
42460,Couronne_GP
42470,Other
42470,Couronne_GP
42480,Couronne_GP
42490,GP
42500,GP
42510,Other
42520,Other
42520,Couronne_GP
42520,GP
42530,GP
42540,Other
42550,Other
42560,Couronne_GP
42570,Couronne_GP
42580,GP
42590,Other
42590,Couronne_GP
42600,Couronne_GP
42600,GP
42600,Other
42610,Couronne_GP
42620,Other
42630,Other
42630,Couronne_GP
42640,Couronne_GP
42650,GP
42660,Couronne_GP
42670,Other
42680,Couronne_GP
42700,GP
42720,Other
42720,Couronne_GP
42740,GP
42740,Couronne_GP
42750,Other
42780,Other
42800,Couronne_GP
42800,GP
42810,Other
42820,Couronne_GP
42830,Other
42840,Other
42890,Other
42920,Other
42940,Couronne_GP
42940,Other
42990,Other
43000,GP
43000,Couronne_GP
43100,Other
43110,GP
43120,Other
43120,Couronne_GP
43130,Other
43140,Couronne_GP
43150,Other
43150,Couronne_GP
43160,Other
43170,Other
43190,Other
43200,Other
43210,Other
43210,Couronne_GP
43220,Other
43230,Other
43240,Couronne_GP
43250,Other
43260,Other
43260,Couronne_GP
43270,Other
43270,Couronne_GP
43290,Other
43300,Other
43320,Other
43320,Couronne_GP
43330,GP
43340,Other
43350,Couronne_GP
43360,Other
43370,Couronne_GP
43380,Other
43390,Other
43400,Other
43410,Other
43420,Other
43430,Other
43440,Other
43450,Other
43490,Other
43490,Couronne_GP
43500,Other
43510,Couronne_GP
43510,Other
43520,Other
43530,Other
43550,Other
43580,Other
43590,Other
43600,Other
43620,Couronne_GP
43620,Other
43700,GP
43700,Couronne_GP
43750,GP
43770,GP
43800,Other
43800,Couronne_GP
43810,Other
44000,GP
44110,Other
44115,GP
44116,Other
44117,GP
44118,Couronne_GP
44119,Couronne_GP
44120,GP
44130,Couronne_GP
44140,Couronne_GP
44150,GP
44150,Other
44160,Couronne_GP
44170,Other
44170,Couronne_GP
44190,Other
44190,Couronne_GP
44210,Other
44220,GP
44230,GP
44240,GP
44240,Couronne_GP
44250,Other
44260,Couronne_GP
44270,Other
44270,Couronne_GP
44290,Other
44310,Couronne_GP
44320,Other
44320,Couronne_GP
44330,Couronne_GP
44340,GP
44350,GP
44350,Couronne_GP
44360,Couronne_GP
44370,Other
44380,GP
44390,Couronne_GP
44400,GP
44410,Couronne_GP
44420,Couronne_GP
44430,Couronne_GP
44440,Other
44440,Couronne_GP
44450,Couronne_GP
44460,Other
44460,GP
44470,Couronne_GP
44470,GP
44480,GP
44490,GP
44500,GP
44510,GP
44520,Other
44521,Couronne_GP
44522,Other
44530,Other
44530,Couronne_GP
44540,Other
44550,GP
44550,Couronne_GP
44560,Other
44570,GP
44580,Other
44590,Other
44600,GP
44610,GP
44620,GP
44630,Couronne_GP
44640,Couronne_GP
44640,GP
44650,Other
44650,Couronne_GP
44660,Other
44670,Other
44680,Couronne_GP
44690,Couronne_GP
44700,GP
44710,GP
44720,Couronne_GP
44730,Other
44740,GP
44750,Couronne_GP
44760,Other
44770,Other
44780,Couronne_GP
44800,GP
44810,Couronne_GP
44830,GP
44830,Couronne_GP
44840,GP
44850,Couronne_GP
44860,GP
44880,GP
44980,GP
45000,GP
45110,Couronne_GP
45120,GP
45120,Couronne_GP
45130,Couronne_GP
45140,GP
45140,Couronne_GP
45150,Couronne_GP
45160,GP
45160,Couronne_GP
45170,Other
45170,Couronne_GP
45190,Couronne_GP
45200,GP
45200,Couronne_GP
45210,Couronne_GP
45210,Other
45220,Other
45220,Couronne_GP
45230,Other
45240,Couronne_GP
45250,Other
45260,Other
45260,Couronne_GP
45270,Other
45270,Couronne_GP
45290,Other
45290,Couronne_GP
45300,Other
45300,Couronne_GP
45310,Couronne_GP
45320,Other
45320,Couronne_GP
45330,Couronne_GP
45340,Other
45340,Couronne_GP
45360,Other
45370,Couronne_GP
45380,GP
45380,Couronne_GP
45390,Couronne_GP
45400,Couronne_GP
45400,GP
45410,Couronne_GP
45420,Other
45430,Couronne_GP
45430,GP
45450,Couronne_GP
45460,Other
45470,Couronne_GP
45480,Other
45480,Couronne_GP
45490,Couronne_GP
45490,Other
45500,Other
45510,Couronne_GP
45520,Couronne_GP
45530,Couronne_GP
45550,Couronne_GP
45560,GP
45570,Other
45590,GP
45600,Other
45600,Couronne_GP
45620,Other
45620,Couronne_GP
45630,Other
45640,Couronne_GP
45650,GP
45680,Couronne_GP
45700,Couronne_GP
45700,GP
45720,Other
45730,Other
45740,Couronne_GP
45750,GP
45760,Couronne_GP
45760,GP
45770,GP
45800,GP
46000,GP
46090,Couronne_GP
46090,GP
46100,Couronne_GP
46100,GP
46110,Other
46120,Other
46130,Other
46140,Couronne_GP
46140,Other
46150,Other
46150,Couronne_GP
46160,Other
46160,Couronne_GP
46170,Couronne_GP
46170,Other
46190,Other
46200,Other
46210,Other
46220,Other
46230,Other
46230,Couronne_GP
46240,Other
46250,Other
46260,Other
46270,Other
46270,Couronne_GP
46300,Other
46310,Other
46320,Other
46320,Couronne_GP
46330,Couronne_GP
46330,Other
46340,Other
46350,Other
46360,Other
46360,Couronne_GP
46400,Other
46500,Other
46600,Other
46700,Other
46800,Other
47000,GP
47110,GP
47110,Couronne_GP
47120,Other
47130,Couronne_GP
47130,Other
47140,Other
47140,Couronne_GP
47140,GP
47150,Other
47150,Couronne_GP
47160,Other
47170,Other
47180,Couronne_GP
47180,GP
47180,Other
47190,Other
47200,GP
47200,Couronne_GP
47200,Other
47210,Other
47220,Couronne_GP
47230,Other
47240,GP
47250,Other
47250,Couronne_GP
47260,Other
47260,GP
47270,Couronne_GP
47270,GP
47270,Other
47290,Other
47290,Couronne_GP
47300,GP
47300,Couronne_GP
47310,Couronne_GP
47310,GP
47320,Other
47330,Other
47340,Couronne_GP
47340,Other
47350,Other
47350,Couronne_GP
47360,Couronne_GP
47360,Other
47370,Other
47380,Other
47380,Couronne_GP
47380,GP
47390,Couronne_GP
47400,Other
47410,Other
47420,Other
47430,Other
47430,Couronne_GP
47440,Couronne_GP
47440,GP
47450,GP
47470,Couronne_GP
47470,Other
47480,GP
47480,Couronne_GP
47500,Other
47510,GP
47520,GP
47550,GP
47600,Couronne_GP
47600,Other
47700,Other
47800,Other
48000,Other
48100,Other
48110,Other
48120,Other
48130,Other
48140,Other
48150,Other
48160,Other
48170,Other
48190,Other
