"Postal.Code","Region","Rural.urban"
"37100","North-West","Urban"
"37200","North-West","Urban"
"37150","North-West","Urban"
"37210","North-West","Urban"
"37772","North-West","Rural"
"37770","North-West","Rural"
"37652","North-West","Rural"
"37650","North-West","Rural"
"37272","North-West","Rural"
"37270","North-West","Rural"
"37402","North-West","Rural"
"37400","North-West","Rural"
"37302","North-West","Rural"
"37300","North-West","Rural"
"38830","Anatolia","Urban"
"38600","Anatolia","Urban"
"38400","Anatolia","Urban"
"38750","Anatolia","Urban"
"38310","Anatolia","Urban"
"38315","Anatolia","Urban"
"38560","Anatolia","Urban"
"38090","Anatolia","Urban"
"38030","Anatolia","Urban"
"38080","Anatolia","Urban"
"38050","Anatolia","Urban"
"38055","Anatolia","Urban"
"38020","Anatolia","Urban"
"38095","Anatolia","Urban"
"38070","Anatolia","Urban"
"38010","Anatolia","Urban"
"38015","Anatolia","Urban"
"38040","Anatolia","Urban"
"38060","Anatolia","Urban"
"38150","Anatolia","Urban"
"38170","Anatolia","Urban"
"38110","Anatolia","Urban"
"38190","Anatolia","Urban"
"38195","Anatolia","Urban"
"38155","Anatolia","Urban"
"38120","Anatolia","Urban"
"38180","Anatolia","Urban"
"38130","Anatolia","Urban"
"38140","Anatolia","Urban"
"38165","Anatolia","Urban"
"38770","Anatolia","Urban"
"38700","Anatolia","Urban"
"38820","Anatolia","Urban"
"38660","Anatolia","Urban"
"38280","Anatolia","Urban"
"38300","Anatolia","Urban"
"38900","Anatolia","Urban"
"38500","Anatolia","Urban"
"38800","Anatolia","Urban"
"79500","Anatolia","Rural"
"79502","Anatolia","Rural"
"79090","Anatolia","Urban"
"79002","Anatolia","Urban"
"79602","Anatolia","Rural"
"79600","Anatolia","Rural"
"79702","Anatolia","Rural"
"79700","Anatolia","Rural"
"71460","Anatolia","Urban"
"71462","Anatolia","Urban"
"71520","Anatolia","Rural"
"71522","Anatolia","Rural"
"71810","Anatolia","Rural"
"71812","Anatolia","Rural"
"71670","Anatolia","Rural"
"71700","Anatolia","Rural"
"71702","Anatolia","Rural"
"71500","Anatolia","Urban"
"71502","Anatolia","Urban"
"71800","Anatolia","Rural"
"71860","Anatolia","Rural"
"71100","Anatolia","Urban"
"71480","Anatolia","Urban"
"71010","Anatolia","Urban"
"71400","Anatolia","Urban"
"71200","Anatolia","Urban"
"71300","Anatolia","Urban"
"71902","Anatolia","Rural"
"71900","Anatolia","Rural"
"71452","Anatolia","Urban"
"71450","Anatolia","Urban"
"39570","Marmara","Rural"
"39200","Marmara","Rural"
"39270","Marmara","Rural"
"39240","Marmara","Rural"
"39202","Marmara","Rural"
"39500","Marmara","Rural"
"39650","Marmara","Rural"
"39502","Marmara","Rural"
"39700","Marmara","Rural"
"39702","Marmara","Rural"
"39770","Marmara","Urban"
"39780","Marmara","Urban"
"39790","Marmara","Urban"
"39750","Marmara","Urban"
"39752","Marmara","Urban"
"39002","Marmara","Urban"
"39201","Marmara","Urban"
"39160","Marmara","Urban"
"39010","Marmara","Urban"
"39100","Marmara","Urban"
"39572","Marmara","Urban"
"39640","Marmara","Rural"
"39600","Marmara","Rural"
"39310","Marmara","Rural"
"39302","Marmara","Rural"
"39300","Marmara","Rural"
"39401","Marmara","Rural"
"39480","Marmara","Rural"
"39402","Marmara","Rural"
"39652","Marmara","Rural"
"39400","Marmara","Rural"
"40720","Anatolia","Rural"
"40723","Anatolia","Rural"
"40722","Anatolia","Rural"
"40320","Anatolia","Rural"
"40322","Anatolia","Rural"
"40020","Anatolia","Rural"
"40060","Anatolia","Rural"
"40700","Anatolia","Rural"
"40730","Anatolia","Rural"
"40702","Anatolia","Rural"
"40300","Anatolia","Rural"
"40390","Anatolia","Rural"
"40302","Anatolia","Rural"
"40100","Anatolia","Urban"
"40002","Anatolia","Urban"
"40080","Anatolia","Urban"
"40502","Anatolia","Rural"
"40500","Anatolia","Rural"
"41030","Marmara","Urban"
"41090","Marmara","Urban"
"41140","Marmara","Urban"
"41245","Marmara","Urban"
"41275","Marmara","Urban"
"41190","Marmara","Urban"
"41420","Marmara","Urban"
"41700","Marmara","Urban"
"41900","Marmara","Urban"
"41455","Marmara","Urban"
"41400","Marmara","Urban"
"41950","Marmara","Urban"
"41650","Marmara","Urban"
"41310","Marmara","Urban"
"41300","Marmara","Urban"
"41060","Marmara","Urban"
"41001","Marmara","Urban"
"41040","Marmara","Urban"
"41200","Marmara","Urban"
"41100","Marmara","Urban"
"41050","Marmara","Urban"
"41600","Marmara","Urban"
"41500","Marmara","Urban"
"41285","Marmara","Urban"
"41080","Marmara","Urban"
"41250","Marmara","Urban"
"41295","Marmara","Urban"
"41170","Marmara","Urban"
"41180","Marmara","Urban"
"41255","Marmara","Urban"
"41800","Marmara","Urban"
"41780","Marmara","Urban"
"42390","Anatolia","Urban"
"42395","Anatolia","Urban"
"42460","Anatolia","Urban"
"42570","Anatolia","Urban"
"42560","Anatolia","Urban"
"42550","Anatolia","Urban"
"42450","Anatolia","Urban"
"42705","Anatolia","Urban"
"42700","Anatolia","Urban"
"42630","Anatolia","Urban"
"42920","Anatolia","Urban"
"42855","Anatolia","Urban"
"42850","Anatolia","Urban"
"42890","Anatolia","Urban"
"42500","Anatolia","Urban"
"42505","Anatolia","Urban"
"42510","Anatolia","Urban"
"42900","Anatolia","Urban"
"42480","Anatolia","Urban"
"42940","Anatolia","Urban"
"42930","Anatolia","Urban"
"42950","Anatolia","Urban"
"42910","Anatolia","Urban"
"42340","Anatolia","Urban"
"42310","Anatolia","Urban"
"42320","Anatolia","Urban"
"42490","Anatolia","Urban"
"42830","Anatolia","Urban"
"42980","Anatolia","Urban"
"42690","Anatolia","Urban"
"42698","Anatolia","Urban"
"42696","Anatolia","Urban"
"42610","Anatolia","Urban"
"42600","Anatolia","Urban"
"42620","Anatolia","Urban"
"42605","Anatolia","Urban"
"42800","Anatolia","Urban"
"42400","Anatolia","Urban"
"42050","Anatolia","Urban"
"42210","Anatolia","Urban"
"42290","Anatolia","Urban"
"42030","Anatolia","Urban"
"42020","Anatolia","Urban"
"42770","Anatolia","Urban"
"42775","Anatolia","Urban"
"42780","Anatolia","Urban"
"42040","Anatolia","Urban"
"42190","Anatolia","Urban"
"42200","Anatolia","Urban"
"42140","Anatolia","Urban"
"42270","Anatolia","Urban"
"42010","Anatolia","Urban"
"42090","Anatolia","Urban"
"42430","Anatolia","Urban"
"42440","Anatolia","Urban"
"42100","Anatolia","Urban"
"42250","Anatolia","Urban"
"42160","Anatolia","Urban"
"42070","Anatolia","Urban"
"42110","Anatolia","Urban"
"42120","Anatolia","Urban"
"42150","Anatolia","Urban"
"42080","Anatolia","Urban"
"42060","Anatolia","Urban"
"42280","Anatolia","Urban"
"42170","Anatolia","Urban"
"42180","Anatolia","Urban"
"42130","Anatolia","Urban"
"42370","Anatolia","Urban"
"42380","Anatolia","Urban"
"42360","Anatolia","Urban"
"42960","Anatolia","Urban"
"42970","Anatolia","Urban"
"42470","Anatolia","Urban"
"42530","Anatolia","Urban"
"43800","North-West","Rural"
"43802","North-West","Rural"
"43210","North-West","Rural"
"43212","North-West","Rural"
"43710","North-West","Rural"
"43712","North-West","Rural"
"43860","North-West","Rural"
"43850","North-West","Rural"
"43852","North-West","Rural"
"43820","North-West","Rural"
"43822","North-West","Rural"
"43700","North-West","Rural"
"43702","North-West","Rural"
"43640","North-West","Rural"
"43600","North-West","Rural"
"43630","North-West","Rural"
"43602","North-West","Rural"
"43694","North-West","Rural"
"43780","North-West","Rural"
"43782","North-West","Rural"
"43020","North-West","Urban"
"43050","North-West","Urban"
"43100","North-West","Urban"
"43270","North-West","Urban"
"43290","North-West","Urban"
"43532","North-West","Rural"
"43530","North-West","Rural"
"43952","North-West","Rural"
"43950","North-West","Rural"
"43590","North-West","Rural"
"43510","North-West","Rural"
"43512","North-West","Rural"
"43511","North-West","Rural"
"43520","North-West","Rural"
"43502","North-West","Rural"
"43505","North-West","Rural"
"43500","North-West","Rural"
"43410","North-West","Rural"
"43463","North-West","Rural"
"43302","North-West","Rural"
"43300","North-West","Rural"
"43465","North-West","Rural"
"43900","North-West","Rural"
"44600","Anatolia","Urban"
"44800","Anatolia","Urban"
"44960","Anatolia","Urban"
"44210","Anatolia","Urban"
"44320","Anatolia","Urban"
"44100","Anatolia","Urban"
"44050","Anatolia","Urban"
"44300","Anatolia","Urban"
"44200","Anatolia","Urban"
"44170","Anatolia","Urban"
"44120","Anatolia","Urban"
"44060","Anatolia","Urban"
"44700","Anatolia","Urban"
"44500","Anatolia","Urban"
"44880","Anatolia","Urban"
"44400","Anatolia","Urban"
"44370","Anatolia","Urban"
"44760","Anatolia","Urban"
"44850","Anatolia","Urban"
"44350","Anatolia","Urban"
"44915","Anatolia","Urban"
"44070","Anatolia","Urban"
"44180","Anatolia","Urban"
"44910","Anatolia","Urban"
"44110","Anatolia","Urban"
"44090","Anatolia","Urban"
"44315","Anatolia","Urban"
"44310","Anatolia","Urban"
"44920","Anatolia","Urban"
"44080","Anatolia","Urban"
"44900","Anatolia","Urban"
"45450","North-West","Urban"
"45453","North-West","Urban"
"45200","North-West","Urban"
"45600","North-West","Urban"
"45610","North-West","Urban"
"45630","North-West","Urban"
"45650","North-West","Urban"
"45615","North-West","Urban"
"45660","North-West","Urban"
"45620","North-West","Urban"
"45900","North-West","Urban"
"45903","North-West","Urban"
"45904","North-West","Urban"
"45580","North-West","Urban"
"45753","North-West","Urban"
"45750","North-West","Urban"
"45760","North-West","Urban"
"45770","North-West","Urban"
"45730","North-West","Urban"
"45720","North-West","Urban"
"45740","North-West","Urban"
"45707","North-West","Urban"
"45700","North-West","Urban"
"45930","North-West","Urban"
"45170","North-West","Urban"
"45320","North-West","Urban"
"45350","North-West","Urban"
"45340","North-West","Urban"
"45300","North-West","Urban"
"45330","North-West","Urban"
"45470","North-West","Urban"
"45880","North-West","Urban"
"45830","North-West","Urban"
"45804","North-West","Urban"
"45815","North-West","Urban"
"45805","North-West","Urban"
"45810","North-West","Urban"
"45850","North-West","Urban"
"45820","North-West","Urban"
"45840","North-West","Urban"
"45835","North-West","Urban"
"45860","North-West","Urban"
"45870","North-West","Urban"
"45890","North-West","Urban"
"45800","North-West","Urban"
"45060","North-West","Urban"
"45020","North-West","Urban"
"45090","North-West","Urban"
"45080","North-West","Urban"
"45010","North-West","Urban"
"45070","North-West","Urban"
"45040","North-West","Urban"
"45072","North-West","Urban"
"45050","North-West","Urban"
"45970","North-West","Urban"
"45520","North-West","Urban"
"45530","North-West","Urban"
"45500","North-West","Urban"
"45540","North-West","Urban"
"45510","North-West","Urban"
"45415","North-West","Urban"
"45400","North-West","Urban"
"45420","North-West","Urban"
"45125","North-West","Urban"
"45030","North-West","Urban"
"45140","North-West","Urban"
"45120","North-West","Urban"
"45150","North-West","Urban"
"45110","North-West","Urban"
"47420","Anatolia","Urban"
"47060","Anatolia","Urban"
"47080","Anatolia","Urban"
"47200","Anatolia","Urban"
"47100","Anatolia","Urban"
"47750","Anatolia","Urban"
"47800","Anatolia","Urban"
"47400","Anatolia","Urban"
"47700","Anatolia","Urban"
"47510","Anatolia","Urban"
"47500","Anatolia","Urban"
"47300","Anatolia","Urban"
"47570","Anatolia","Urban"
"47860","Anatolia","Urban"
"47650","Anatolia","Urban"
"33280","Mediterranean","Urban"
"33010","Mediterranean","Urban"
"33060","Mediterranean","Urban"
"33070","Mediterranean","Urban"
"33261","Mediterranean","Urban"
"33290","Mediterranean","Urban"
"33040","Mediterranean","Urban"
"33300","Mediterranean","Urban"
"33270","Mediterranean","Urban"
"33260","Mediterranean","Urban"
"33020","Mediterranean","Urban"
"33295","Mediterranean","Urban"
"33050","Mediterranean","Urban"
"33630","Mediterranean","Urban"
"33640","Mediterranean","Urban"
"33650","Mediterranean","Urban"
"33840","Mediterranean","Urban"
"33847","Mediterranean","Urban"
"33707","Mediterranean","Urban"
"33830","Mediterranean","Urban"
"33580","Mediterranean","Urban"
"33582","Mediterranean","Urban"
"33730","Mediterranean","Urban"
"33700","Mediterranean","Urban"
"33702","Mediterranean","Urban"
"33210","Mediterranean","Urban"
"33200","Mediterranean","Urban"
"33190","Mediterranean","Urban"
"33170","Mediterranean","Urban"
"33180","Mediterranean","Urban"
"33600","Mediterranean","Urban"
"33990","Mediterranean","Urban"
"33980","Mediterranean","Urban"
"33960","Mediterranean","Urban"
"33950","Mediterranean","Urban"
"33940","Mediterranean","Urban"
"33900","Mediterranean","Urban"
"33460","Mediterranean","Urban"
"33480","Mediterranean","Urban"
"33420","Mediterranean","Urban"
"33430","Mediterranean","Urban"
"33405","Mediterranean","Urban"
"33450","Mediterranean","Urban"
"33470","Mediterranean","Urban"
"33440","Mediterranean","Urban"
"33403","Mediterranean","Urban"
"33410","Mediterranean","Urban"
"33400","Mediterranean","Urban"
"33800","Mediterranean","Urban"
"33401","Mediterranean","Urban"
"33404","Mediterranean","Urban"
"33220","Mediterranean","Urban"
"33251","Mediterranean","Urban"
"33230","Mediterranean","Urban"
"33090","Mediterranean","Urban"
"33240","Mediterranean","Urban"
"33080","Mediterranean","Urban"
"33250","Mediterranean","Urban"
"33120","Mediterranean","Urban"
"33140","Mediterranean","Urban"
"33150","Mediterranean","Urban"
"33110","Mediterranean","Urban"
"33112","Mediterranean","Urban"
"48400","North-West","Urban"
"48770","North-West","Urban"
"48900","North-West","Urban"
"48300","North-West","Urban"
"48570","North-West","Urban"
"48800","North-West","Urban"
"48700","North-West","Urban"
"48050","North-West","Urban"
"48200","North-West","Urban"
"48600","North-West","Urban"
"48850","North-West","Urban"
"48640","North-West","Urban"
"48500","North-West","Urban"
"49500","Anatolia","Rural"
"49545","Anatolia","Rural"
"49510","Anatolia","Rural"
"49502","Anatolia","Rural"
"49550","Anatolia","Rural"
"49560","Anatolia","Rural"
"49520","Anatolia","Rural"
"49530","Anatolia","Rural"
"49710","Anatolia","Rural"
"49700","Anatolia","Rural"
"49702","Anatolia","Rural"
"49730","Anatolia","Rural"
"49800","Anatolia","Rural"
"49802","Anatolia","Rural"
"49540","Anatolia","Rural"
"49430","Anatolia","Rural"
"49435","Anatolia","Rural"
"49400","Anatolia","Rural"
"49402","Anatolia","Rural"
"49420","Anatolia","Rural"
"49170","Anatolia","Rural"
"49140","Anatolia","Rural"
"49160","Anatolia","Rural"
"49300","Anatolia","Rural"
"49001","Anatolia","Rural"
"49250","Anatolia","Rural"
"49180","Anatolia","Rural"
"49120","Anatolia","Rural"
"49150","Anatolia","Rural"
"49130","Anatolia","Rural"
"49610","Anatolia","Rural"
"49602","Anatolia","Rural"
"49600","Anatolia","Rural"
"50140","Anatolia","Rural"
"50260","Anatolia","Rural"
"50142","Anatolia","Rural"
"50230","Anatolia","Rural"
"50500","Anatolia","Rural"
"50860","Anatolia","Rural"
"50840","Anatolia","Rural"
"50502","Anatolia","Rural"
"50530","Anatolia","Rural"
"50700","Anatolia","Rural"
"50702","Anatolia","Rural"
"50706","Anatolia","Rural"
"50900","Anatolia","Rural"
"50902","Anatolia","Rural"
"50800","Anatolia","Rural"
"50802","Anatolia","Rural"
"50600","Anatolia","Rural"
"50602","Anatolia","Rural"
"50200","Anatolia","Urban"
"50100","Anatolia","Urban"
"50160","Anatolia","Urban"
"50170","Anatolia","Urban"
"50180","Anatolia","Urban"
"50210","Anatolia","Urban"
"50760","Anatolia","Urban"
"50010","Anatolia","Urban"
"50130","Anatolia","Urban"
"50220","Anatolia","Urban"
"50240","Anatolia","Urban"
"50402","Anatolia","Rural"
"50650","Anatolia","Rural"
"50400","Anatolia","Rural"
"51600","Anatolia","Rural"
"51603","Anatolia","Rural"
"51604","Anatolia","Rural"
"51602","Anatolia","Rural"
"51710","Anatolia","Rural"
"51700","Anatolia","Rural"
"51720","Anatolia","Rural"
"51730","Anatolia","Rural"
"51702","Anatolia","Rural"
"51660","Anatolia","Rural"
"51662","Anatolia","Rural"
"51810","Anatolia","Rural"
"51816","Anatolia","Rural"
"51815","Anatolia","Rural"
"51802","Anatolia","Rural"
"51800","Anatolia","Rural"
"51200","Anatolia","Rural"
"51015","Anatolia","Rural"
"51010","Anatolia","Rural"
"51030","Anatolia","Rural"
"51020","Anatolia","Rural"
"51050","Anatolia","Rural"
"51040","Anatolia","Rural"
"51060","Anatolia","Rural"
"51065","Anatolia","Rural"
"51075","Anatolia","Rural"
"51085","Anatolia","Rural"
"51080","Anatolia","Rural"
"51300","Anatolia","Rural"
"51280","Anatolia","Rural"
"51310","Anatolia","Rural"
"51100","Anatolia","Rural"
"51070","Anatolia","Rural"
"51110","Anatolia","Rural"
"51902","Anatolia","Rural"
"51900","Anatolia","Rural"
"52950","North-West","Urban"
"52200","North-West","Urban"
"52100","North-West","Urban"
"52210","North-West","Urban"
"52500","North-West","Urban"
"52430","North-West","Urban"
"52420","North-West","Urban"
"52310","North-West","Urban"
"52400","North-West","Urban"
"52600","North-West","Urban"
"52010","North-West","Urban"
"52610","North-West","Urban"
"52320","North-West","Urban"
"52020","North-West","Urban"
"52520","North-West","Urban"
"52700","North-West","Urban"
"52800","North-West","Urban"
"52900","North-West","Urban"
"52750","North-West","Urban"
"52850","North-West","Urban"
"52300","North-West","Urban"
"80500","Mediterranean","Rural"
"80502","Mediterranean","Rural"
"80710","Mediterranean","Rural"
"80740","Mediterranean","Rural"
"80600","Mediterranean","Rural"
"80730","Mediterranean","Rural"
"80602","Mediterranean","Rural"
"80720","Mediterranean","Rural"
"80850","Mediterranean","Rural"
"80852","Mediterranean","Rural"
"80760","Mediterranean","Rural"
"80750","Mediterranean","Rural"
"80752","Mediterranean","Rural"
"80010","Mediterranean","Urban"
"80440","Mediterranean","Urban"
"80080","Mediterranean","Urban"
"80940","Mediterranean","Rural"
"80902","Mediterranean","Rural"
"80900","Mediterranean","Rural"
"80952","Mediterranean","Rural"
"80950","Mediterranean","Rural"
"80990","Mediterranean","Rural"
"53400","North-West","Rural"
"53480","North-West","Rural"
"53490","North-West","Rural"
"53750","North-West","Rural"
"53780","North-West","Rural"
"53210","North-West","Rural"
"53200","North-West","Rural"
"53220","North-West","Rural"
"53260","North-West","Rural"
"53900","North-West","Rural"
"53940","North-West","Rural"
"53700","North-West","Rural"
"53740","North-West","Rural"
"53350","North-West","Rural"
"53390","North-West","Rural"
"53550","North-West","Rural"
"53560","North-West","Rural"
"53650","North-West","Rural"
"53690","North-West","Rural"
"53600","North-West","Rural"
"53610","North-West","Rural"
"53500","North-West","Rural"
"53540","North-West","Rural"
"53800","North-West","Urban"
"53620","North-West","Urban"
"53870","North-West","Urban"
"53970","North-West","Urban"
"53020","North-West","Urban"
"53950","North-West","Urban"
"53340","North-West","Rural"
"53300","North-West","Rural"
"54100","Marmara","Urban"
"54290","Marmara","Urban"
"54400","Marmara","Urban"
"54580","Marmara","Urban"
"54200","Marmara","Urban"
"54110","Marmara","Urban"
"54700","Marmara","Urban"
"54300","Marmara","Urban"
"54430","Marmara","Urban"
"54500","Marmara","Urban"
"54650","Marmara","Urban"
"54800","Marmara","Urban"
"54900","Marmara","Urban"
"54600","Marmara","Urban"
"54050","Marmara","Urban"
"54130","Marmara","Urban"
"54160","Marmara","Urban"
"54750","Marmara","Urban"
"55420","North-West","Urban"
"55800","North-West","Urban"
"55860","North-West","Urban"
"55200","North-West","Urban"
"55270","North-West","Urban"
"55550","North-West","Urban"
"55400","North-West","Urban"
"55080","North-West","Urban"
"55500","North-West","Urban"
"55700","North-West","Urban"
"55070","North-West","Urban"
"55060","North-West","Urban"
"55040","North-West","Urban"
"55030","North-West","Urban"
"55100","North-West","Urban"
"55050","North-West","Urban"
"55020","North-West","Urban"
"55090","North-West","Urban"
"55850","North-West","Urban"
"55760","North-West","Urban"
"55530","North-West","Urban"
"55320","North-West","Urban"
"55310","North-West","Urban"
"55330","North-West","Urban"
"55300","North-West","Urban"
"55600","North-West","Urban"
"55902","North-West","Urban"
"55900","North-West","Urban"
"55810","North-West","Urban"
"63500","Anatolia","Urban"
"63400","Anatolia","Urban"
"63850","Anatolia","Urban"
"63853","Anatolia","Urban"
"63570","Anatolia","Urban"
"63210","Anatolia","Urban"
"63200","Anatolia","Urban"
"63950","Anatolia","Urban"
"63050","Anatolia","Urban"
"63100","Anatolia","Urban"
"63040","Anatolia","Urban"
"63300","Anatolia","Urban"
"63510","Anatolia","Urban"
"63900","Anatolia","Urban"
"63320","Anatolia","Urban"
"63600","Anatolia","Urban"
"63800","Anatolia","Urban"
"63700","Anatolia","Urban"
"56465","Anatolia","Rural"
"56460","Anatolia","Rural"
"56470","Anatolia","Rural"
"56462","Anatolia","Rural"
"56466","Anatolia","Rural"
"56540","Anatolia","Rural"
"56800","Anatolia","Rural"
"56802","Anatolia","Rural"
"56505","Anatolia","Rural"
"56500","Anatolia","Rural"
"56502","Anatolia","Rural"
"56210","Anatolia","Urban"
"56220","Anatolia","Urban"
"56100","Anatolia","Urban"
"56705","Anatolia","Rural"
"56702","Anatolia","Rural"
"56700","Anatolia","Rural"
"56873","Anatolia","Rural"
"56762","Anatolia","Rural"
"56763","Anatolia","Rural"
"56760","Anatolia","Rural"
"56870","Anatolia","Rural"
"56872","Anatolia","Rural"
"57400","North-West","Rural"
"57402","North-West","Rural"
"57200","North-West","Rural"
"57202","North-West","Rural"
"57660","North-West","Rural"
"57662","North-West","Rural"
"57700","North-West","Rural"
"57702","North-West","Rural"
"57800","North-West","Rural"
"57802","North-West","Rural"
"57600","North-West","Rural"
"57602","North-West","Rural"
"57002","North-West","Urban"
"57010","North-West","Urban"
"57302","North-West","Rural"
"57300","North-West","Rural"
"57902","North-West","Rural"
"57900","North-West","Rural"
"73800","Anatolia","Rural"
"73802","Anatolia","Rural"
"73200","Anatolia","Urban"
"73202","Anatolia","Urban"
"73710","Anatolia","Rural"
"73700","Anatolia","Rural"
"73702","Anatolia","Rural"
"73300","Anatolia","Rural"
"73310","Anatolia","Rural"
"73302","Anatolia","Rural"
"73320","Anatolia","Rural"
"73030","Anatolia","Rural"
"73040","Anatolia","Rural"
"73050","Anatolia","Rural"
"73002","Anatolia","Rural"
"73100","Anatolia","Rural"
"73430","Anatolia","Rural"
"73440","Anatolia","Rural"
"73420","Anatolia","Rural"
"73402","Anatolia","Rural"
"73400","Anatolia","Rural"
"73630","Anatolia","Rural"
"73602","Anatolia","Rural"
"73620","Anatolia","Rural"
"73600","Anatolia","Rural"
"73660","Anatolia","Rural"
"58550","Anatolia","Rural"
"58552","Anatolia","Rural"
"58470","Anatolia","Rural"
"58475","Anatolia","Rural"
"58472","Anatolia","Rural"
"58300","Anatolia","Rural"
"58302","Anatolia","Rural"
"58780","Anatolia","Rural"
"58782","Anatolia","Rural"
"58843","Anatolia","Rural"
"58002","Anatolia","Rural"
"58840","Anatolia","Rural"
"58001","Anatolia","Rural"
"58842","Anatolia","Rural"
"58880","Anatolia","Rural"
"58580","Anatolia","Rural"
"58640","Anatolia","Rural"
"58642","Anatolia","Rural"
"58800","Anatolia","Rural"
"58802","Anatolia","Rural"
"58760","Anatolia","Rural"
"58762","Anatolia","Rural"
"58980","Anatolia","Rural"
"58982","Anatolia","Rural"
"58900","Anatolia","Rural"
"58902","Anatolia","Rural"
"58660","Anatolia","Rural"
"58662","Anatolia","Rural"
"58030","Anatolia","Urban"
"58020","Anatolia","Urban"
"58040","Anatolia","Urban"
"58010","Anatolia","Urban"
"58060","Anatolia","Urban"
"58050","Anatolia","Urban"
"58070","Anatolia","Urban"
"58405","Anatolia","Rural"
"58430","Anatolia","Rural"
"58402","Anatolia","Rural"
"58400","Anatolia","Rural"
"58602","Anatolia","Rural"
"58600","Anatolia","Rural"
"58382","Anatolia","Rural"
"58380","Anatolia","Rural"
"58525","Anatolia","Rural"
"58502","Anatolia","Rural"
"58500","Anatolia","Rural"
"58702","Anatolia","Rural"
"58700","Anatolia","Rural"
"59500","Marmara","Urban"
"59850","Marmara","Urban"
"59860","Marmara","Urban"
"59930","Marmara","Urban"
"59400","Marmara","Urban"
"59510","Marmara","Urban"
"59300","Marmara","Urban"
"59740","Marmara","Urban"
"59700","Marmara","Urban"
"59600","Marmara","Urban"
"59800","Marmara","Urban"
"59100","Marmara","Urban"
"59200","Marmara","Urban"
"59030","Marmara","Urban"
"59060","Marmara","Urban"
"59070","Marmara","Urban"
"60905","North-West","Rural"
"60900","North-West","Rural"
"60915","North-West","Rural"
"60930","North-West","Rural"
"60940","North-West","Rural"
"60950","North-West","Rural"
"60902","North-West","Rural"
"60670","North-West","Rural"
"60672","North-West","Rural"
"60620","North-West","Rural"
"60625","North-West","Rural"
"60622","North-West","Rural"
"60500","North-West","Rural"
"60515","North-West","Rural"
"60540","North-West","Rural"
"60502","North-West","Rural"
"60525","North-West","Rural"
"60225","North-West","Urban"
"60160","North-West","Urban"
"60235","North-West","Urban"
"60100","North-West","Urban"
"60255","North-West","Urban"
"60240","North-West","Urban"
"60200","North-West","Urban"
"60010","North-West","Urban"
"60630","North-West","Rural"
"60640","North-West","Rural"
"60602","North-West","Rural"
"60600","North-West","Rural"
"60645","North-West","Rural"
"60605","North-West","Rural"
"60650","North-West","Rural"
"60802","North-West","Rural"
"60800","North-West","Rural"
"60820","North-West","Rural"
"60730","North-West","Rural"
"60710","North-West","Rural"
"60740","North-West","Rural"
"60715","North-West","Rural"
"60720","North-West","Rural"
"60702","North-West","Rural"
"60700","North-West","Rural"
"60872","North-West","Rural"
"60870","North-West","Rural"
"60302","North-West","Urban"
"60320","North-West","Urban"
"60300","North-West","Urban"
"60862","North-West","Rural"
"60860","North-West","Rural"
"60402","North-West","Rural"
"60400","North-West","Rural"
"61300","North-West","Urban"
"61700","North-West","Urban"
"61900","North-West","Urban"
"61800","North-West","Urban"
"61420","North-West","Urban"
"61940","North-West","Urban"
"61950","North-West","Urban"
"61390","North-West","Urban"
"61450","North-West","Urban"
"61630","North-West","Urban"
"61750","North-West","Urban"
"61830","North-West","Urban"
"61040","North-West","Urban"
"61080","North-West","Urban"
"61030","North-West","Urban"
"61050","North-West","Urban"
"61060","North-West","Urban"
"61670","North-West","Urban"
"61600","North-West","Urban"
"61500","North-West","Urban"
"61400","North-West","Urban"
"61250","North-West","Urban"
"62600","Anatolia","Rural"
"62602","Anatolia","Rural"
"62400","Anatolia","Rural"
"62402","Anatolia","Rural"
"62810","Anatolia","Rural"
"62800","Anatolia","Rural"
"62802","Anatolia","Rural"
"62002","Anatolia","Urban"
"62100","Anatolia","Urban"
"62952","Anatolia","Rural"
"62950","Anatolia","Rural"
"62901","Anatolia","Rural"
"62900","Anatolia","Rural"
"62502","Anatolia","Rural"
"62500","Anatolia","Rural"
"62702","Anatolia","Rural"
"62700","Anatolia","Rural"
"64500","North-West","Rural"
"64520","North-West","Rural"
"64502","North-West","Rural"
"64600","North-West","Rural"
"64602","North-West","Rural"
"64610","North-West","Rural"
"64700","North-West","Rural"
"64702","North-West","Rural"
"64200","North-West","Urban"
"64050","North-West","Urban"
"64802","North-West","Rural"
"64830","North-West","Rural"
"64840","North-West","Rural"
"64800","North-West","Rural"
"64820","North-West","Rural"
"64902","North-West","Rural"
"64900","North-West","Rural"
"65710","Anatolia","Urban"
"65600","Anatolia","Urban"
"65970","Anatolia","Urban"
"65870","Anatolia","Urban"
"65170","Anatolia","Urban"
"65300","Anatolia","Urban"
"65400","Anatolia","Urban"
"65700","Anatolia","Urban"
"65900","Anatolia","Urban"
"65210","Anatolia","Urban"
"65100","Anatolia","Urban"
"65500","Anatolia","Urban"
"65800","Anatolia","Urban"
"65830","Anatolia","Urban"
"65040","Anatolia","Urban"
"65030","Anatolia","Urban"
"77700","Marmara","Rural"
"77720","Marmara","Rural"
"77702","Marmara","Rural"
"77710","Marmara","Rural"
"77740","Marmara","Rural"
"77500","Marmara","Rural"
"77502","Marmara","Rural"
"77600","Marmara","Urban"
"77602","Marmara","Urban"
