"zip","region"
8925,"East"
8926,"East"
8927,"East"
8928,"East"
8929,"East"
8930,"East"
8931,"East"
8932,"East"
8933,"East"
8934,"East"
8935,"East"
8936,"East"
8937,"East"
8938,"East"
8939,"East"
8940,"East"
8941,"East"
8942,"East"
8943,"East"
8944,"East"
8945,"East"
8946,"East"
8947,"East"
8948,"East"
8949,"East"
8950,"East"
8951,"East"
8952,"East"
8953,"East"
8954,"East"
8955,"East"
8956,"East"
8957,"East"
8958,"East"
8959,"East"
8960,"East"
8961,"East"
8962,"East"
8963,"East"
8964,"East"
8965,"East"
8966,"East"
8967,"East"
8968,"East"
8969,"East"
8970,"East"
8971,"East"
8972,"East"
8973,"East"
8974,"East"
8975,"East"
8976,"East"
8977,"East"
8978,"East"
8979,"East"
8980,"East"
8981,"East"
8982,"East"
8983,"East"
8984,"East"
8985,"East"
8986,"East"
8987,"East"
8988,"East"
8989,"East"
8990,"East"
8991,"East"
8992,"East"
8993,"East"
8994,"East"
8995,"East"
8996,"East"
8997,"East"
8998,"East"
8999,"East"
17000,"East"
17001,"East"
17002,"East"
17003,"East"
17004,"East"
17005,"East"
17006,"East"
17007,"East"
17008,"East"
17009,"East"
17010,"East"
17011,"East"
17012,"East"
17013,"East"
17014,"East"
17015,"East"
17016,"East"
17017,"East"
17018,"East"
17019,"East"
17020,"East"
17021,"East"
17022,"East"
17023,"East"
17024,"East"
17025,"East"
17026,"East"
17027,"East"
17028,"East"
17029,"East"
17030,"East"
17031,"East"
17032,"East"
17033,"East"
17034,"East"
17035,"East"
17036,"East"
17037,"East"
17038,"East"
17039,"East"
17040,"East"
17041,"East"
17042,"East"
17043,"East"
17044,"East"
17045,"East"
17046,"East"
17047,"East"
17048,"East"
17049,"East"
17050,"East"
17051,"East"
17052,"East"
17053,"East"
17054,"East"
17055,"East"
17056,"East"
17057,"East"
17058,"East"
17059,"East"
17060,"East"
17061,"East"
17062,"East"
17063,"East"
17064,"East"
17065,"East"
17066,"East"
17067,"East"
17068,"East"
17069,"East"
17070,"East"
17071,"East"
17072,"East"
17073,"East"
17074,"East"
17075,"East"
17076,"East"
17077,"East"
17078,"East"
17079,"East"
17080,"East"
17081,"East"
17082,"East"
17083,"East"
17084,"East"
17085,"East"
17086,"East"
17087,"East"
17088,"East"
17089,"East"
17090,"East"
17091,"East"
17092,"East"
17093,"East"
17094,"East"
17095,"East"
17096,"East"
17097,"East"
17098,"East"
17099,"East"
17100,"East"
17101,"East"
17102,"East"
17103,"East"
17104,"East"
17105,"East"
17106,"East"
17107,"East"
17108,"East"
17109,"East"
17110,"East"
17111,"East"
17112,"East"
17113,"East"
17114,"East"
17115,"East"
17116,"East"
17117,"East"
17118,"East"
17119,"East"
17120,"East"
17121,"East"
17122,"East"
17123,"East"
17124,"East"
17125,"East"
17126,"East"
17127,"East"
17128,"East"
17129,"East"
17130,"East"
17131,"East"
17132,"East"
17133,"East"
17134,"East"
17135,"East"
17136,"East"
17137,"East"
17138,"East"
17139,"East"
17140,"East"
17141,"East"
17142,"East"
17143,"East"
17144,"East"
17145,"East"
17146,"East"
17147,"East"
17148,"East"
17149,"East"
17150,"East"
17151,"East"
17152,"East"
17153,"East"
17154,"East"
17155,"East"
17156,"East"
17157,"East"
17158,"East"
17159,"East"
17160,"East"
17161,"East"
17162,"East"
17163,"East"
17164,"East"
17165,"East"
17166,"East"
17167,"East"
17168,"East"
17169,"East"
17170,"East"
17171,"East"
17172,"East"
17173,"East"
17174,"East"
17175,"East"
17176,"East"
17177,"East"
17178,"East"
17179,"East"
17180,"East"
17181,"East"
17182,"East"
17183,"East"
17184,"East"
17185,"East"
17186,"East"
17187,"East"
17188,"East"
17189,"East"
17190,"East"
17191,"East"
17192,"East"
17193,"East"
17194,"East"
17195,"East"
17196,"East"
17197,"East"
17198,"East"
17199,"East"
17200,"East"
17201,"East"
17202,"East"
17203,"East"
17204,"East"
17205,"East"
17206,"East"
17207,"East"
17208,"East"
17209,"East"
17210,"East"
17211,"East"
17212,"East"
17213,"East"
17214,"East"
17215,"East"
17216,"East"
17217,"East"
17218,"East"
17219,"East"
17220,"East"
17221,"East"
17222,"East"
17223,"East"
17224,"East"
17225,"East"
17226,"East"
17227,"East"
17228,"East"
17229,"East"
17230,"East"
17231,"East"
17232,"East"
17233,"East"
17234,"East"
17235,"East"
17236,"East"
17237,"East"
17238,"East"
17239,"East"
17240,"East"
17241,"East"
17242,"East"
17243,"East"
17244,"East"
17245,"East"
17246,"East"
17247,"East"
17248,"East"
17249,"East"
17250,"East"
17251,"East"
17252,"East"
17253,"East"
17254,"East"
17255,"East"
17256,"East"
17257,"East"
17258,"East"
17259,"East"
17260,"East"
17261,"East"
17262,"East"
17263,"East"
17264,"East"
17265,"East"
17266,"East"
17267,"East"
17268,"East"
17269,"East"
17270,"East"
17271,"East"
17272,"East"
17273,"East"
17274,"East"
17275,"East"
17276,"East"
17277,"East"
17278,"East"
17279,"East"
17280,"East"
17281,"East"
17282,"East"
17283,"East"
17284,"East"
17285,"East"
17286,"East"
17287,"East"
17288,"East"
17289,"East"
17290,"East"
17291,"East"
17292,"East"
17293,"East"
17294,"East"
17295,"East"
17296,"East"
17297,"East"
17298,"East"
17299,"East"
17300,"East"
17301,"East"
17302,"East"
17303,"East"
17304,"East"
17305,"East"
17306,"East"
17307,"East"
17308,"East"
17309,"East"
17310,"East"
17311,"East"
17312,"East"
17313,"East"
17314,"East"
17315,"East"
17316,"East"
17317,"East"
17318,"East"
17319,"East"
17320,"East"
17321,"East"
17322,"East"
17323,"East"
17324,"East"
17325,"East"
17326,"East"
17327,"East"
17328,"East"
17329,"East"
17330,"East"
17331,"East"
17332,"East"
17333,"East"
17334,"East"
17335,"East"
17336,"East"
17337,"East"
17338,"East"
17339,"East"
17340,"East"
17341,"East"
17342,"East"
17343,"East"
17344,"East"
17345,"East"
17346,"East"
17347,"East"
17348,"East"
17349,"East"
17350,"East"
17351,"East"
17352,"East"
17353,"East"
17354,"East"
17355,"East"
17356,"East"
17357,"East"
17358,"East"
17359,"East"
17360,"East"
17361,"East"
17362,"East"
17363,"East"
17364,"East"
17365,"East"
17366,"East"
17367,"East"
17368,"East"
17369,"East"
17370,"East"
17371,"East"
17372,"East"
17373,"East"
17374,"East"
17375,"East"
17376,"East"
17377,"East"
17378,"East"
17379,"East"
17380,"East"
17381,"East"
17382,"East"
17383,"East"
17384,"East"
17385,"East"
17386,"East"
17387,"East"
17388,"East"
17389,"East"
17390,"East"
17391,"East"
17392,"East"
17393,"East"
17394,"East"
17395,"East"
17396,"East"
17397,"East"
17398,"East"
17399,"East"
17400,"East"
17401,"East"
17402,"East"
17403,"East"
17404,"East"
17405,"East"
17406,"East"
17407,"East"
17408,"East"
17409,"East"
17410,"East"
17411,"East"
17412,"East"
17413,"East"
17414,"East"
17415,"East"
17416,"East"
17417,"East"
17418,"East"
17419,"East"
