"CAP","Urbanity.CAP","Region.quota"
71017,"Small_Cities","South"
71018,"Small_Cities","South"
71019,"Small_Cities","South"
71020,"Rural","South"
71021,"Rural","South"
71022,"Small_Cities","South"
71023,"Rural","South"
71024,"Rural","South"
71025,"Rural","South"
71026,"Rural","South"
71027,"Rural","South"
71028,"Rural","South"
71029,"Small_Cities","South"
71030,"Rural","South"
71031,"Rural","South"
71032,"Rural","South"
71033,"Rural","South"
71034,"Rural","South"
71035,"Rural","South"
71036,"Small_Cities","South"
71037,"Small_Cities","South"
71038,"Rural","South"
71039,"Rural","South"
71040,"Rural","South"
71041,"Small_Cities","South"
71042,"Cities","South"
71043,"Small_Cities","South"
71045,"Small_Cities","South"
71047,"Small_Cities","South"
71048,"Rural","South"
72012,"Small_Cities","South"
72013,"Small_Cities","South"
72014,"Rural","South"
72015,"Small_Cities","South"
72017,"Small_Cities","South"
72018,"Small_Cities","South"
72019,"Small_Cities","South"
72020,"Small_Cities","South"
72021,"Small_Cities","South"
72022,"Small_Cities","South"
72023,"Small_Cities","South"
72024,"Small_Cities","South"
72025,"Small_Cities","South"
72026,"Small_Cities","South"
72027,"Small_Cities","South"
72028,"Small_Cities","South"
72029,"Small_Cities","South"
72100,"Cities","South"
73010,"Small_Cities","South"
73011,"Small_Cities","South"
73012,"Small_Cities","South"
73013,"Small_Cities","South"
73014,"Small_Cities","South"
73015,"Small_Cities","South"
73016,"Small_Cities","South"
73017,"Small_Cities","South"
73018,"Small_Cities","South"
73019,"Small_Cities","South"
73020,"Small_Cities","South"
73021,"Small_Cities","South"
73022,"Small_Cities","South"
73023,"Small_Cities","South"
73024,"Small_Cities","South"
73025,"Small_Cities","South"
73026,"Small_Cities","South"
73027,"Small_Cities","South"
73028,"Rural","South"
73029,"Rural","South"
73030,"Small_Cities","South"
73031,"Small_Cities","South"
73032,"Small_Cities","South"
73033,"Small_Cities","South"
73034,"Small_Cities","South"
73035,"Small_Cities","South"
73036,"Small_Cities","South"
73037,"Small_Cities","South"
73038,"Small_Cities","South"
73039,"Small_Cities","South"
73040,"Small_Cities","South"
73041,"Small_Cities","South"
73042,"Small_Cities","South"
73043,"Small_Cities","South"
73044,"Small_Cities","South"
73045,"Small_Cities","South"
73046,"Small_Cities","South"
73047,"Small_Cities","South"
73048,"Small_Cities","South"
73049,"Small_Cities","South"
73050,"Small_Cities","South"
73051,"Small_Cities","South"
73052,"Small_Cities","South"
73053,"Small_Cities","South"
73054,"Rural","South"
73055,"Small_Cities","South"
73056,"Small_Cities","South"
73057,"Small_Cities","South"
73058,"Small_Cities","South"
73059,"Small_Cities","South"
73100,"Cities","South"
74010,"Small_Cities","South"
74011,"Small_Cities","South"
74012,"Small_Cities","South"
74013,"Small_Cities","South"
74014,"Small_Cities","South"
74015,"Small_Cities","South"
74016,"Small_Cities","South"
74017,"Small_Cities","South"
74018,"Small_Cities","South"
74019,"Small_Cities","South"
74020,"Small_Cities","South"
74021,"Small_Cities","South"
74022,"Small_Cities","South"
74023,"Small_Cities","South"
74024,"Small_Cities","South"
74026,"Small_Cities","South"
74027,"Small_Cities","South"
74028,"Small_Cities","South"
75010,"Rural","South"
75011,"Rural","South"
75012,"Small_Cities","South"
75013,"Small_Cities","South"
75014,"Small_Cities","South"
75015,"Small_Cities","South"
75016,"Rural","South"
75017,"Rural","South"
75018,"Rural","South"
75019,"Rural","South"
75020,"Rural","South"
75021,"Rural","South"
75022,"Rural","South"
75023,"Small_Cities","South"
75024,"Small_Cities","South"
75025,"Small_Cities","South"
75026,"Rural","South"
75027,"Rural","South"
75028,"Rural","South"
75029,"Rural","South"
75100,"Cities","South"
76011,"Cities","South"
76012,"Small_Cities","South"
76013,"Small_Cities","South"
76014,"Small_Cities","South"
76015,"Small_Cities","South"
76016,"Small_Cities","South"
76017,"Small_Cities","South"
76121,"Cities","South"
76123,"Cities","South"
76125,"Cities","South"
80010,"Cities","South"
80011,"Small_Cities","South"
80012,"Cities","South"
80013,"Cities","South"
80014,"Cities","South"
80016,"Cities","South"
80017,"Cities","South"
80018,"Cities","South"
80019,"Cities","South"
80020,"Cities","South"
80021,"Cities","South"
80022,"Cities","South"
80023,"Cities","South"
80024,"Cities","South"
80025,"Cities","South"
80026,"Cities","South"
80027,"Cities","South"
80028,"Cities","South"
80029,"Cities","South"
80030,"Small_Cities","South"
80031,"Cities","South"
80032,"Small_Cities","South"
80033,"Small_Cities","South"
80034,"Cities","South"
80035,"Small_Cities","South"
80036,"Small_Cities","South"
80038,"Cities","South"
80039,"Small_Cities","South"
80040,"Cities","South"
80041,"Cities","South"
80042,"Cities","South"
80044,"Small_Cities","South"
80045,"Cities","South"
80046,"Cities","South"
80047,"Cities","South"
80048,"Cities","South"
80049,"Small_Cities","South"
80050,"Cities","South"
80051,"Small_Cities","South"
80053,"Cities","South"
80054,"Cities","South"
80055,"Cities","South"
80056,"Cities","South"
80057,"Cities","South"
80058,"Cities","South"
80059,"Cities","South"
80061,"Small_Cities","South"
80062,"Small_Cities","South"
80063,"Small_Cities","South"
80065,"Small_Cities","South"
80067,"Small_Cities","South"
80069,"Small_Cities","South"
80070,"Small_Cities","South"
80071,"Small_Cities","South"
80073,"Small_Cities","South"
80074,"Small_Cities","South"
80075,"Small_Cities","South"
80076,"Small_Cities","South"
80077,"Small_Cities","South"
80078,"Small_Cities","South"
80079,"Small_Cities","South"
81010,"Rural","South"
81011,"Rural","South"
81012,"Rural","South"
81013,"Rural","South"
81014,"Rural","South"
81016,"Small_Cities","South"
81017,"Rural","South"
81020,"Small_Cities","South"
81021,"Small_Cities","South"
81022,"Small_Cities","South"
81023,"Small_Cities","South"
81024,"Small_Cities","South"
81025,"Small_Cities","South"
81027,"Small_Cities","South"
81028,"Small_Cities","South"
81030,"Cities","South"
81031,"Cities","South"
81032,"Cities","South"
81033,"Small_Cities","South"
81034,"Small_Cities","South"
81035,"Rural","South"
81036,"Small_Cities","South"
81037,"Rural","South"
81038,"Cities","South"
81039,"Small_Cities","South"
81040,"Rural","South"
81041,"Small_Cities","South"
81042,"Small_Cities","South"
81043,"Small_Cities","South"
81044,"Rural","South"
81046,"Small_Cities","South"
81047,"Small_Cities","South"
81049,"Rural","South"
81050,"Small_Cities","South"
81051,"Rural","South"
81052,"Small_Cities","South"
81053,"Rural","South"
81054,"Small_Cities","South"
81055,"Small_Cities","South"
81056,"Small_Cities","South"
81057,"Rural","South"
81058,"Rural","South"
81059,"Rural","South"
81100,"Cities","South"
82010,"Small_Cities","South"
82011,"Small_Cities","South"
82013,"Small_Cities","South"
82015,"Rural","South"
82016,"Small_Cities","South"
82017,"Rural","South"
82018,"Small_Cities","South"
82019,"Rural","South"
82020,"Rural","South"
82021,"Rural","South"
82022,"Rural","South"
82023,"Rural","South"
82024,"Rural","South"
82025,"Rural","South"
82026,"Rural","South"
82027,"Rural","South"
82028,"Rural","South"
82029,"Rural","South"
82030,"Rural","South"
82031,"Rural","South"
82032,"Rural","South"
82033,"Rural","South"
82034,"Small_Cities","South"
82036,"Small_Cities","South"
82037,"Small_Cities","South"
82038,"Rural","South"
82100,"Small_Cities","South"
83010,"Small_Cities","South"
83011,"Rural","South"
83012,"Small_Cities","South"
83013,"Small_Cities","South"
83014,"Small_Cities","South"
83015,"Rural","South"
83016,"Rural","South"
83017,"Small_Cities","South"
83018,"Rural","South"
83020,"Small_Cities","South"
83021,"Small_Cities","South"
83022,"Rural","South"
83023,"Small_Cities","South"
83024,"Small_Cities","South"
83025,"Rural","South"
83026,"Rural","South"
83027,"Small_Cities","South"
83028,"Small_Cities","South"
83029,"Small_Cities","South"
83030,"Rural","South"
83031,"Small_Cities","South"
83032,"Rural","South"
83034,"Rural","South"
83035,"Small_Cities","South"
83036,"Rural","South"
83037,"Rural","South"
83038,"Small_Cities","South"
83039,"Small_Cities","South"
83040,"Rural","South"
83041,"Rural","South"
83042,"Small_Cities","South"
83043,"Rural","South"
83044,"Rural","South"
83045,"Rural","South"
83046,"Rural","South"
83047,"Small_Cities","South"
83048,"Small_Cities","South"
83049,"Rural","South"
83050,"Rural","South"
83051,"Rural","South"
83052,"Rural","South"
83053,"Rural","South"
83054,"Rural","South"
83055,"Rural","South"
83056,"Rural","South"
83057,"Rural","South"
83058,"Rural","South"
83059,"Rural","South"
83100,"Cities","South"
84010,"Small_Cities","South"
84011,"Small_Cities","South"
84012,"Cities","South"
84013,"Small_Cities","South"
84014,"Cities","South"
84015,"Cities","South"
84016,"Cities","South"
84017,"Rural","South"
84018,"Cities","South"
84019,"Small_Cities","South"
84020,"Rural","South"
84021,"Rural","South"
84022,"Small_Cities","South"
84024,"Rural","South"
84025,"Small_Cities","South"
84026,"Rural","South"
84027,"Rural","South"
84028,"Rural","South"
84029,"Rural","South"
84030,"Rural","South"
84031,"Rural","South"
84032,"Rural","South"
84033,"Rural","South"
84034,"Rural","South"
84035,"Rural","South"
84036,"Small_Cities","South"
84037,"Rural","South"
84038,"Rural","South"
84039,"Small_Cities","South"
84040,"Rural","South"
84042,"Rural","South"
84043,"Small_Cities","South"
84044,"Rural","South"
84045,"Rural","South"
84046,"Rural","South"
84047,"Rural","South"
84048,"Small_Cities","South"
84049,"Rural","South"
84050,"Rural","South"
84051,"Rural","South"
84052,"Rural","South"
84053,"Rural","South"
84055,"Rural","South"
84056,"Rural","South"
84057,"Rural","South"
84060,"Rural","South"
84061,"Rural","South"
84062,"Small_Cities","South"
84065,"Rural","South"
84066,"Rural","South"
84068,"Rural","South"
84069,"Rural","South"
84070,"Rural","South"
84073,"Small_Cities","South"
84074,"Rural","South"
84075,"Rural","South"
84076,"Rural","South"
84077,"Rural","South"
84078,"Small_Cities","South"
84079,"Rural","South"
84080,"Small_Cities","South"
84081,"Small_Cities","South"
84082,"Small_Cities","South"
84083,"Cities","South"
84084,"Small_Cities","South"
84085,"Small_Cities","South"
84086,"Cities","South"
84087,"Small_Cities","South"
84088,"Small_Cities","South"
84090,"Small_Cities","South"
84091,"Cities","South"
84092,"Small_Cities","South"
84095,"Small_Cities","South"
84096,"Small_Cities","South"
84098,"Small_Cities","South"
84099,"Small_Cities","South"
85010,"Rural","South"
85011,"Rural","South"
85012,"Rural","South"
85013,"Small_Cities","South"
85014,"Rural","South"
85015,"Rural","South"
85016,"Rural","South"
85017,"Rural","South"
85018,"Rural","South"
85020,"Rural","South"
85021,"Rural","South"
85022,"Rural","South"
85023,"Rural","South"
85024,"Small_Cities","South"
85025,"Small_Cities","South"
85026,"Rural","South"
85027,"Rural","South"
85028,"Small_Cities","South"
85029,"Small_Cities","South"
85030,"Rural","South"
85031,"Rural","South"
85032,"Rural","South"
85033,"Rural","South"
85034,"Rural","South"
85035,"Rural","South"
85036,"Rural","South"
85037,"Small_Cities","South"
85038,"Small_Cities","South"
85039,"Rural","South"
85040,"Rural","South"
85042,"Rural","South"
85043,"Rural","South"
85044,"Rural","South"
85046,"Rural","South"
85047,"Rural","South"
85048,"Rural","South"
85049,"Rural","South"
85050,"Rural","South"
85051,"Rural","South"
85052,"Rural","South"
85053,"Rural","South"
85054,"Rural","South"
85055,"Rural","South"
85056,"Rural","South"
85057,"Rural","South"
85058,"Rural","South"
85059,"Rural","South"
85100,"Cities","South"
86010,"Rural","South"
86011,"Rural","South"
86012,"Rural","South"
86013,"Rural","South"
86014,"Rural","South"
86015,"Rural","South"
86016,"Rural","South"
86017,"Rural","South"
86018,"Rural","South"
86019,"Rural","South"
86020,"Rural","South"
86021,"Small_Cities","South"
86022,"Rural","South"
86023,"Rural","South"
86024,"Rural","South"
86025,"Rural","South"
86026,"Rural","South"
86027,"Rural","South"
86028,"Rural","South"
86029,"Rural","South"
86030,"Rural","South"
86031,"Rural","South"
86032,"Rural","South"
86033,"Rural","South"
86034,"Rural","South"
86035,"Small_Cities","South"
86036,"Small_Cities","South"
86037,"Rural","South"
86038,"Rural","South"
86039,"Small_Cities","South"
86040,"Rural","South"
86041,"Rural","South"
86042,"Rural","South"
86043,"Rural","South"
86044,"Rural","South"
86045,"Rural","South"
86046,"Rural","South"
86047,"Rural","South"
86048,"Rural","South"
86049,"Rural","South"
86070,"Rural","South"
86071,"Rural","South"
86072,"Rural","South"
86073,"Rural","South"
86074,"Rural","South"
86075,"Rural","South"
86077,"Rural","South"
86078,"Rural","South"
86079,"Small_Cities","South"
86080,"Rural","South"
86081,"Rural","South"
86082,"Rural","South"
86083,"Rural","South"
86084,"Rural","South"
86085,"Rural","South"
86086,"Rural","South"
86087,"Rural","South"
86088,"Rural","South"
86089,"Rural","South"
86090,"Rural","South"
86091,"Rural","South"
86092,"Rural","South"
86093,"Rural","South"
86094,"Rural","South"
86095,"Rural","South"
86096,"Rural","South"
86097,"Rural","South"
86100,"Cities","South"
86170,"Small_Cities","South"
87010,"Rural","South"
87011,"Small_Cities","South"
87012,"Small_Cities","South"
87013,"Rural","South"
87014,"Rural","South"
87015,"Rural","South"
87016,"Rural","South"
87017,"Small_Cities","South"
87018,"Rural","South"
87019,"Small_Cities","South"
87020,"Rural","South"
87021,"Small_Cities","South"
87022,"Small_Cities","South"
87023,"Rural","South"
87024,"Small_Cities","South"
87026,"Rural","South"
87027,"Small_Cities","South"
87028,"Small_Cities","South"
87029,"Small_Cities","South"
87030,"Rural","South"
87031,"Rural","South"
87032,"Small_Cities","South"
87033,"Rural","South"
87034,"Rural","South"
87035,"Rural","South"
87036,"Small_Cities","South"
87037,"Rural","South"
87038,"Small_Cities","South"
87040,"Rural","South"
87041,"Rural","South"
87042,"Rural","South"
87043,"Small_Cities","South"
87044,"Small_Cities","South"
87045,"Rural","South"
87046,"Small_Cities","South"
87047,"Rural","South"
87048,"Rural","South"
87050,"Small_Cities","South"
87051,"Rural","South"
87053,"Rural","South"
87054,"Small_Cities","South"
87055,"Small_Cities","South"
87056,"Rural","South"
87057,"Rural","South"
87058,"Rural","South"
87060,"Rural","South"
87061,"Rural","South"
87062,"Small_Cities","South"
87064,"Small_Cities","South"
87066,"Rural","South"
87067,"Small_Cities","South"
87069,"Rural","South"
87070,"Rural","South"
87071,"Rural","South"
87072,"Rural","South"
87073,"Rural","South"
87074,"Rural","South"
87075,"Small_Cities","South"
87076,"Rural","South"
87100,"Cities","South"
88020,"Rural","South"
88021,"Rural","South"
88022,"Rural","South"
88024,"Small_Cities","South"
88025,"Rural","South"
88040,"Rural","South"
88041,"Rural","South"
88042,"Rural","South"
88044,"Rural","South"
88045,"Rural","South"
88046,"Small_Cities","South"
88047,"Rural","South"
88049,"Rural","South"
88050,"Rural","South"
88051,"Rural","South"
88054,"Rural","South"
88055,"Rural","South"
88056,"Rural","South"
88060,"Rural","South"
88062,"Rural","South"
88064,"Small_Cities","South"
88065,"Rural","South"
88067,"Rural","South"
88068,"Small_Cities","South"
88069,"Rural","South"
88070,"Rural","South"
88100,"Cities","South"
88811,"Small_Cities","South"
88812,"Rural","South"
88813,"Rural","South"
88814,"Rural","South"
88816,"Rural","South"
88817,"Rural","South"
88818,"Rural","South"
88819,"Rural","South"
88821,"Rural","South"
88822,"Rural","South"
88823,"Rural","South"
88824,"Rural","South"
88825,"Rural","South"
88831,"Rural","South"
88832,"Rural","South"
88833,"Rural","South"
88834,"Rural","South"
88835,"Rural","South"
88836,"Rural","South"
88837,"Small_Cities","South"
88838,"Small_Cities","South"
88841,"Small_Cities","South"
88842,"Small_Cities","South"
88900,"Small_Cities","South"
89010,"Rural","South"
89011,"Small_Cities","South"
89012,"Rural","South"
89013,"Small_Cities","South"
89014,"Rural","South"
89015,"Small_Cities","South"
89016,"Small_Cities","South"
89017,"Small_Cities","South"
89018,"Small_Cities","South"
89020,"Small_Cities","South"
89021,"Small_Cities","South"
89022,"Small_Cities","South"
89023,"Rural","South"
89024,"Small_Cities","South"
89025,"Small_Cities","South"
89026,"Rural","South"
89027,"Rural","South"
89028,"Rural","South"
89029,"Small_Cities","South"
89030,"Rural","South"
89031,"Small_Cities","South"
89032,"Rural","South"
89033,"Rural","South"
89034,"Small_Cities","South"
89035,"Rural","South"
89036,"Rural","South"
89038,"Rural","South"
89039,"Rural","South"
89040,"Rural","South"
89041,"Rural","South"
89042,"Small_Cities","South"
89043,"Rural","South"
89044,"Small_Cities","South"
89045,"Rural","South"
89046,"Small_Cities","South"
89047,"Small_Cities","South"
89048,"Small_Cities","South"
89049,"Rural","South"
89050,"Rural","South"
89052,"Small_Cities","South"
89054,"Rural","South"
89056,"Rural","South"
89057,"Rural","South"
89058,"Rural","South"
89060,"Rural","South"
89063,"Small_Cities","South"
89064,"Rural","South"
89065,"Rural","South"
89069,"Rural","South"
89812,"Small_Cities","South"
89813,"Rural","South"
89814,"Rural","South"
89815,"Rural","South"
89816,"Rural","South"
89817,"Rural","South"
89818,"Rural","South"
89819,"Rural","South"
89821,"Rural","South"
89822,"Small_Cities","South"
89823,"Rural","South"
89824,"Rural","South"
89831,"Rural","South"
89832,"Rural","South"
89833,"Rural","South"
89834,"Rural","South"
89841,"Rural","South"
89842,"Rural","South"
89843,"Rural","South"
89844,"Small_Cities","South"
89851,"Small_Cities","South"
89852,"Small_Cities","South"
89853,"Small_Cities","South"
89861,"Small_Cities","South"
89862,"Rural","South"
89863,"Rural","South"
89864,"Rural","South"
89866,"Rural","South"
89867,"Rural","South"
89868,"Rural","South"
89900,"Small_Cities","South"
90010,"Small_Cities","Islands"
90011,"Cities","Islands"
90012,"Small_Cities","Islands"
90013,"Small_Cities","Islands"
90014,"Small_Cities","Islands"
90015,"Small_Cities","Islands"
90016,"Rural","Islands"
90017,"Small_Cities","Islands"
90018,"Small_Cities","Islands"
90019,"Small_Cities","Islands"
90020,"Rural","Islands"
90021,"Rural","Islands"
90022,"Rural","Islands"
90023,"Rural","Islands"
90024,"Small_Cities","Islands"
90025,"Small_Cities","Islands"
90026,"Rural","Islands"
90027,"Rural","Islands"
90028,"Rural","Islands"
90029,"Rural","Islands"
90030,"Rural","Islands"
90031,"Small_Cities","Islands"
90032,"Rural","Islands"
90033,"Rural","Islands"
90034,"Small_Cities","Islands"
90035,"Small_Cities","Islands"
90036,"Small_Cities","Islands"
90037,"Small_Cities","Islands"
90038,"Rural","Islands"
90039,"Small_Cities","Islands"
90040,"Small_Cities","Islands"
90041,"Small_Cities","Islands"
90042,"Small_Cities","Islands"
90043,"Rural","Islands"
90044,"Small_Cities","Islands"
90045,"Small_Cities","Islands"
90046,"Small_Cities","Islands"
90047,"Small_Cities","Islands"
90048,"Small_Cities","Islands"
90049,"Small_Cities","Islands"
91010,"Rural","Islands"
91011,"Small_Cities","Islands"
91012,"Rural","Islands"
91013,"Small_Cities","Islands"
91014,"Small_Cities","Islands"
91015,"Rural","Islands"
91016,"Small_Cities","Islands"
91017,"Rural","Islands"
91018,"Small_Cities","Islands"
91019,"Small_Cities","Islands"
91020,"Small_Cities","Islands"
91021,"Small_Cities","Islands"
91022,"Small_Cities","Islands"
91023,"Rural","Islands"
91024,"Rural","Islands"
91025,"Small_Cities","Islands"
91026,"Small_Cities","Islands"
91027,"Small_Cities","Islands"
91028,"Small_Cities","Islands"
91029,"Rural","Islands"
91100,"Cities","Islands"
92010,"Rural","Islands"
92011,"Rural","Islands"
92012,"Rural","Islands"
92013,"Small_Cities","Islands"
92014,"Small_Cities","Islands"
92015,"Small_Cities","Islands"
92016,"Small_Cities","Islands"
92017,"Small_Cities","Islands"
92018,"Small_Cities","Islands"
92019,"Small_Cities","Islands"
92020,"Small_Cities","Islands"
92021,"Small_Cities","Islands"
92022,"Rural","Islands"
92023,"Small_Cities","Islands"
92024,"Small_Cities","Islands"
92025,"Small_Cities","Islands"
92026,"Small_Cities","Islands"
92027,"Small_Cities","Islands"
92028,"Small_Cities","Islands"
92029,"Small_Cities","Islands"
92100,"Small_Cities","Islands"
93010,"Rural","Islands"
93011,"Rural","Islands"
93012,"Cities","Islands"
93013,"Small_Cities","Islands"
93014,"Small_Cities","Islands"
93015,"Small_Cities","Islands"
93016,"Small_Cities","Islands"
93017,"Small_Cities","Islands"
93018,"Small_Cities","Islands"
93019,"Small_Cities","Islands"
93100,"Small_Cities","Islands"
94010,"Rural","Islands"
94011,"Small_Cities","Islands"
94012,"Small_Cities","Islands"
94013,"Small_Cities","Islands"
94014,"Small_Cities","Islands"
94015,"Small_Cities","Islands"
94016,"Small_Cities","Islands"
94017,"Small_Cities","Islands"
94018,"Small_Cities","Islands"
94019,"Small_Cities","Islands"
94100,"Small_Cities","Islands"
95010,"Small_Cities","Islands"
95011,"Small_Cities","Islands"
95012,"Rural","Islands"
95013,"Small_Cities","Islands"
95014,"Small_Cities","Islands"
95015,"Rural","Islands"
95016,"Small_Cities","Islands"
95017,"Small_Cities","Islands"
95018,"Small_Cities","Islands"
95019,"Small_Cities","Islands"
95020,"Small_Cities","Islands"
95021,"Small_Cities","Islands"
95022,"Small_Cities","Islands"
95024,"Cities","Islands"
95025,"Small_Cities","Islands"
95027,"Small_Cities","Islands"
95028,"Small_Cities","Islands"
95029,"Small_Cities","Islands"
95030,"Small_Cities","Islands"
95031,"Small_Cities","Islands"
95032,"Small_Cities","Islands"
95033,"Small_Cities","Islands"
95034,"Small_Cities","Islands"
95035,"Rural","Islands"
95036,"Small_Cities","Islands"
95037,"Small_Cities","Islands"
95038,"Small_Cities","Islands"
95039,"Small_Cities","Islands"
95040,"Small_Cities","Islands"
95041,"Small_Cities","Islands"
95042,"Small_Cities","Islands"
95043,"Small_Cities","Islands"
95044,"Rural","Islands"
95045,"Small_Cities","Islands"
95046,"Small_Cities","Islands"
95047,"Small_Cities","Islands"
95048,"Small_Cities","Islands"
95049,"Small_Cities","Islands"
96010,"Small_Cities","Islands"
96011,"Small_Cities","Islands"
96012,"Small_Cities","Islands"
96013,"Small_Cities","Islands"
96014,"Small_Cities","Islands"
96015,"Small_Cities","Islands"
96016,"Small_Cities","Islands"
96017,"Small_Cities","Islands"
96018,"Small_Cities","Islands"
96019,"Small_Cities","Islands"
96100,"Cities","Islands"
97010,"Rural","Islands"
97011,"Small_Cities","Islands"
97012,"Rural","Islands"
97013,"Small_Cities","Islands"
97014,"Small_Cities","Islands"
97015,"Small_Cities","Islands"
97016,"Small_Cities","Islands"
97017,"Small_Cities","Islands"
97018,"Small_Cities","Islands"
97019,"Small_Cities","Islands"
97100,"Cities","Islands"
98020,"Rural","Islands"
98021,"Small_Cities","Islands"
98022,"Rural","Islands"
98023,"Small_Cities","Islands"
98025,"Small_Cities","Islands"
98026,"Rural","Islands"
98027,"Small_Cities","Islands"
98028,"Small_Cities","Islands"
98029,"Small_Cities","Islands"
98030,"Rural","Islands"
98031,"Rural","Islands"
98032,"Rural","Islands"
98033,"Rural","Islands"
98034,"Rural","Islands"
98035,"Small_Cities","Islands"
98036,"Rural","Islands"
98037,"Small_Cities","Islands"
98038,"Rural","Islands"
98039,"Small_Cities","Islands"
98040,"Small_Cities","Islands"
98041,"Rural","Islands"
98042,"Small_Cities","Islands"
98043,"Small_Cities","Islands"
98044,"Small_Cities","Islands"
98045,"Rural","Islands"
98046,"Rural","Islands"
98047,"Rural","Islands"
98048,"Small_Cities","Islands"
98049,"Small_Cities","Islands"
98050,"Small_Cities","Islands"
98051,"Small_Cities","Islands"
98053,"Rural","Islands"
98054,"Rural","Islands"
98055,"Small_Cities","Islands"
98056,"Rural","Islands"
98057,"Small_Cities","Islands"
98058,"Rural","Islands"
98059,"Rural","Islands"
98060,"Rural","Islands"
98061,"Small_Cities","Islands"
98062,"Rural","Islands"
98063,"Rural","Islands"
98064,"Rural","Islands"
98065,"Rural","Islands"
98066,"Small_Cities","Islands"
98067,"Rural","Islands"
98068,"Rural","Islands"
98069,"Rural","Islands"
98070,"Rural","Islands"
98071,"Small_Cities","Islands"
98072,"Rural","Islands"
98073,"Rural","Islands"
98074,"Rural","Islands"
98075,"Rural","Islands"
98076,"Small_Cities","Islands"
98077,"Rural","Islands"
98078,"Small_Cities","Islands"
98079,"Rural","Islands"
15120,"Cities","North-West"
15121,"Cities","North-West"
15122,"Cities","North-West"
15123,"Cities","North-West"
15124,"Cities","North-West"
15125,"Cities","North-West"
15126,"Cities","North-West"
15127,"Cities","North-West"
15128,"Cities","North-West"
15129,"Cities","North-West"
28920,"Small_Cities","North-West"
28921,"Small_Cities","North-West"
28922,"Small_Cities","North-West"
28923,"Small_Cities","North-West"
28924,"Small_Cities","North-West"
28925,"Small_Cities","North-West"
28926,"Small_Cities","North-West"
28927,"Small_Cities","North-West"
28928,"Small_Cities","North-West"
28929,"Small_Cities","North-West"
29120,"Cities","North-East"
29121,"Cities","North-East"
29122,"Cities","North-East"
29123,"Cities","North-East"
29124,"Cities","North-East"
29125,"Cities","North-East"
29126,"Cities","North-East"
29127,"Cities","North-East"
29128,"Cities","North-East"
29129,"Cities","North-East"
38120,"Cities","North-East"
38121,"Cities","North-East"
38122,"Cities","North-East"
38123,"Cities","North-East"
38124,"Cities","North-East"
38125,"Cities","North-East"
38126,"Cities","North-East"
38127,"Cities","North-East"
38128,"Cities","North-East"
38129,"Cities","North-East"
41120,"Cities","North-East"
41121,"Cities","North-East"
41122,"Cities","North-East"
41123,"Cities","North-East"
41124,"Cities","North-East"
41125,"Cities","North-East"
41126,"Cities","North-East"
41127,"Cities","North-East"
41128,"Cities","North-East"
41129,"Cities","North-East"
42120,"Cities","North-East"
42121,"Cities","North-East"
42122,"Cities","North-East"
42123,"Cities","North-East"
42124,"Cities","North-East"
42125,"Cities","North-East"
42126,"Cities","North-East"
42127,"Cities","North-East"
42128,"Cities","North-East"
42129,"Cities","North-East"
43120,"Cities","North-East"
43121,"Cities","North-East"
43122,"Cities","North-East"
43123,"Cities","North-East"
43124,"Cities","North-East"
43125,"Cities","North-East"
43126,"Cities","North-East"
43127,"Cities","North-East"
43128,"Cities","North-East"
43129,"Cities","North-East"
44120,"Cities","North-East"
44121,"Cities","North-East"
44122,"Cities","North-East"
44123,"Cities","North-East"
44124,"Cities","North-East"
44125,"Cities","North-East"
44126,"Cities","North-East"
44127,"Cities","North-East"
44128,"Cities","North-East"
44129,"Cities","North-East"
47120,"Cities","North-East"
47121,"Cities","North-East"
47122,"Cities","North-East"
47123,"Cities","North-East"
47124,"Cities","North-East"
47125,"Cities","North-East"
47126,"Cities","North-East"
47127,"Cities","North-East"
47128,"Cities","North-East"
47129,"Cities","North-East"
47520,"Small_Cities","North-East"
47521,"Small_Cities","North-East"
47522,"Small_Cities","North-East"
47523,"Small_Cities","North-East"
47524,"Small_Cities","North-East"
47525,"Small_Cities","North-East"
47526,"Small_Cities","North-East"
47527,"Small_Cities","North-East"
47528,"Small_Cities","North-East"
47529,"Small_Cities","North-East"
47920,"Cities","North-East"
47921,"Cities","North-East"
47922,"Cities","North-East"
47923,"Cities","North-East"
47924,"Cities","North-East"
47925,"Cities","North-East"
47926,"Cities","North-East"
47927,"Cities","North-East"
47928,"Cities","North-East"
47929,"Cities","North-East"
48120,"Cities","North-East"
48121,"Cities","North-East"
48122,"Cities","North-East"
48123,"Cities","North-East"
48124,"Cities","North-East"
48125,"Cities","North-East"
48126,"Cities","North-East"
48127,"Cities","North-East"
48128,"Cities","North-East"
48129,"Cities","North-East"
56120,"Cities","Center"
56121,"Cities","Center"
56122,"Cities","Center"
56123,"Cities","Center"
56124,"Cities","Center"
56125,"Cities","Center"
56126,"Cities","Center"
56127,"Cities","Center"
56128,"Cities","Center"
56129,"Cities","Center"
61120,"Cities","Center"
61121,"Cities","Center"
61122,"Cities","Center"
61123,"Cities","Center"
61124,"Cities","Center"
61125,"Cities","Center"
61126,"Cities","Center"
61127,"Cities","Center"
61128,"Cities","Center"
61129,"Cities","Center"
65120,"Cities","South"
65121,"Cities","South"
65122,"Cities","South"
65123,"Cities","South"
65124,"Cities","South"
65125,"Cities","South"
65126,"Cities","South"
65127,"Cities","South"
65128,"Cities","South"
