"CAP","Urbanity.CAP","Region.quota"
20855,"Small_Cities","North-West"
20856,"Small_Cities","North-West"
20857,"Rural","North-West"
20861,"Cities","North-West"
20862,"Cities","North-West"
20863,"Small_Cities","North-West"
20864,"Small_Cities","North-West"
20865,"Small_Cities","North-West"
20866,"Small_Cities","North-West"
20867,"Small_Cities","North-West"
20871,"Small_Cities","North-West"
20872,"Small_Cities","North-West"
20873,"Small_Cities","North-West"
20874,"Small_Cities","North-West"
20875,"Small_Cities","North-West"
20876,"Small_Cities","North-West"
20877,"Small_Cities","North-West"
20881,"Small_Cities","North-West"
20882,"Small_Cities","North-West"
20883,"Small_Cities","North-West"
20884,"Small_Cities","North-West"
20885,"Small_Cities","North-West"
20886,"Small_Cities","North-West"
20900,"Cities","North-West"
21010,"Small_Cities","North-West"
21011,"Cities","North-West"
21012,"Cities","North-West"
21013,"Cities","North-West"
21014,"Small_Cities","North-West"
21015,"Small_Cities","North-West"
21016,"Small_Cities","North-West"
21017,"Cities","North-West"
21018,"Small_Cities","North-West"
21019,"Small_Cities","North-West"
21020,"Small_Cities","North-West"
21021,"Small_Cities","North-West"
21022,"Small_Cities","North-West"
21023,"Small_Cities","North-West"
21024,"Small_Cities","North-West"
21025,"Small_Cities","North-West"
21026,"Small_Cities","North-West"
21027,"Small_Cities","North-West"
21028,"Small_Cities","North-West"
21029,"Small_Cities","North-West"
21030,"Small_Cities","North-West"
21031,"Small_Cities","North-West"
21032,"Small_Cities","North-West"
21033,"Small_Cities","North-West"
21034,"Small_Cities","North-West"
21035,"Small_Cities","North-West"
21036,"Small_Cities","North-West"
21037,"Small_Cities","North-West"
21038,"Small_Cities","North-West"
21039,"Rural","North-West"
21040,"Small_Cities","North-West"
21041,"Small_Cities","North-West"
21042,"Cities","North-West"
21043,"Small_Cities","North-West"
21044,"Cities","North-West"
21045,"Small_Cities","North-West"
21046,"Small_Cities","North-West"
21047,"Cities","North-West"
21048,"Small_Cities","North-West"
21049,"Small_Cities","North-West"
21050,"Small_Cities","North-West"
21051,"Small_Cities","North-West"
21052,"Cities","North-West"
21053,"Cities","North-West"
21054,"Cities","North-West"
21055,"Small_Cities","North-West"
21056,"Small_Cities","North-West"
21057,"Cities","North-West"
21058,"Cities","North-West"
21059,"Small_Cities","North-West"
21100,"Cities","North-West"
22010,"Small_Cities","North-West"
22011,"Small_Cities","North-West"
22012,"Small_Cities","North-West"
22013,"Small_Cities","North-West"
22014,"Small_Cities","North-West"
22015,"Small_Cities","North-West"
22016,"Rural","North-West"
22017,"Rural","North-West"
22018,"Small_Cities","North-West"
22019,"Rural","North-West"
22020,"Small_Cities","North-West"
22021,"Rural","North-West"
22022,"Rural","North-West"
22023,"Rural","North-West"
22024,"Rural","North-West"
22025,"Small_Cities","North-West"
22026,"Rural","North-West"
22027,"Small_Cities","North-West"
22028,"Small_Cities","North-West"
22029,"Small_Cities","North-West"
22030,"Small_Cities","North-West"
22031,"Small_Cities","North-West"
22032,"Small_Cities","North-West"
22033,"Small_Cities","North-West"
22034,"Small_Cities","North-West"
22035,"Small_Cities","North-West"
22036,"Small_Cities","North-West"
22037,"Small_Cities","North-West"
22038,"Small_Cities","North-West"
22039,"Small_Cities","North-West"
22040,"Small_Cities","North-West"
22044,"Small_Cities","North-West"
22045,"Small_Cities","North-West"
22046,"Small_Cities","North-West"
22060,"Small_Cities","North-West"
22063,"Small_Cities","North-West"
22066,"Cities","North-West"
22069,"Small_Cities","North-West"
22070,"Small_Cities","North-West"
22071,"Small_Cities","North-West"
22072,"Small_Cities","North-West"
22073,"Small_Cities","North-West"
22074,"Small_Cities","North-West"
22075,"Small_Cities","North-West"
22076,"Small_Cities","North-West"
22077,"Small_Cities","North-West"
22078,"Small_Cities","North-West"
22079,"Small_Cities","North-West"
22100,"Cities","North-West"
23010,"Rural","North-West"
23011,"Small_Cities","North-West"
23012,"Rural","North-West"
23013,"Small_Cities","North-West"
23014,"Small_Cities","North-West"
23015,"Rural","North-West"
23016,"Small_Cities","North-West"
23017,"Small_Cities","North-West"
23018,"Small_Cities","North-West"
23019,"Small_Cities","North-West"
23020,"Rural","North-West"
23021,"Rural","North-West"
23022,"Small_Cities","North-West"
23023,"Rural","North-West"
23024,"Rural","North-West"
23025,"Rural","North-West"
23026,"Rural","North-West"
23027,"Rural","North-West"
23029,"Rural","North-West"
23030,"Rural","North-West"
23031,"Rural","North-West"
23032,"Rural","North-West"
23033,"Rural","North-West"
23034,"Rural","North-West"
23035,"Rural","North-West"
23036,"Rural","North-West"
23037,"Small_Cities","North-West"
23038,"Rural","North-West"
23100,"Small_Cities","North-West"
23801,"Small_Cities","North-West"
23802,"Small_Cities","North-West"
23804,"Small_Cities","North-West"
23805,"Rural","North-West"
23806,"Rural","North-West"
23807,"Small_Cities","North-West"
23808,"Small_Cities","North-West"
23811,"Small_Cities","North-West"
23813,"Rural","North-West"
23814,"Rural","North-West"
23815,"Rural","North-West"
23816,"Rural","North-West"
23817,"Rural","North-West"
23818,"Rural","North-West"
23819,"Small_Cities","North-West"
23821,"Small_Cities","North-West"
23822,"Rural","North-West"
23823,"Small_Cities","North-West"
23824,"Small_Cities","North-West"
23825,"Rural","North-West"
23826,"Small_Cities","North-West"
23827,"Small_Cities","North-West"
23828,"Rural","North-West"
23829,"Rural","North-West"
23831,"Rural","North-West"
23832,"Rural","North-West"
23833,"Rural","North-West"
23834,"Rural","North-West"
23835,"Rural","North-West"
23836,"Rural","North-West"
23837,"Rural","North-West"
23838,"Rural","North-West"
23841,"Small_Cities","North-West"
23842,"Small_Cities","North-West"
23843,"Small_Cities","North-West"
23844,"Small_Cities","North-West"
23845,"Small_Cities","North-West"
23846,"Small_Cities","North-West"
23847,"Small_Cities","North-West"
23848,"Small_Cities","North-West"
23849,"Small_Cities","North-West"
23851,"Small_Cities","North-West"
23852,"Small_Cities","North-West"
23854,"Small_Cities","North-West"
23855,"Small_Cities","North-West"
23857,"Small_Cities","North-West"
23861,"Small_Cities","North-West"
23862,"Small_Cities","North-West"
23864,"Small_Cities","North-West"
23865,"Rural","North-West"
23867,"Small_Cities","North-West"
23868,"Small_Cities","North-West"
23870,"Small_Cities","North-West"
23871,"Small_Cities","North-West"
23873,"Small_Cities","North-West"
23874,"Small_Cities","North-West"
23875,"Small_Cities","North-West"
23876,"Small_Cities","North-West"
23877,"Small_Cities","North-West"
23878,"Rural","North-West"
23879,"Rural","North-West"
23880,"Small_Cities","North-West"
23881,"Small_Cities","North-West"
23883,"Small_Cities","North-West"
23884,"Small_Cities","North-West"
23885,"Small_Cities","North-West"
23886,"Small_Cities","North-West"
23887,"Small_Cities","North-West"
23888,"Rural","North-West"
23889,"Small_Cities","North-West"
23890,"Small_Cities","North-West"
23891,"Small_Cities","North-West"
23892,"Small_Cities","North-West"
23893,"Small_Cities","North-West"
23894,"Small_Cities","North-West"
23895,"Small_Cities","North-West"
23896,"Small_Cities","North-West"
23897,"Small_Cities","North-West"
23898,"Small_Cities","North-West"
23899,"Small_Cities","North-West"
23900,"Cities","North-West"
24010,"Small_Cities","North-West"
24011,"Small_Cities","North-West"
24012,"Rural","North-West"
24013,"Rural","North-West"
24014,"Rural","North-West"
24015,"Rural","North-West"
24016,"Small_Cities","North-West"
24017,"Rural","North-West"
24018,"Small_Cities","North-West"
24019,"Small_Cities","North-West"
24020,"Small_Cities","North-West"
24021,"Small_Cities","North-West"
24022,"Small_Cities","North-West"
24023,"Small_Cities","North-West"
24024,"Small_Cities","North-West"
24025,"Small_Cities","North-West"
24026,"Small_Cities","North-West"
24027,"Small_Cities","North-West"
24028,"Small_Cities","North-West"
24029,"Small_Cities","North-West"
24030,"Small_Cities","North-West"
24031,"Small_Cities","North-West"
24033,"Small_Cities","North-West"
24034,"Small_Cities","North-West"
24035,"Small_Cities","North-West"
24036,"Small_Cities","North-West"
24037,"Rural","North-West"
24038,"Rural","North-West"
24039,"Small_Cities","North-West"
24040,"Small_Cities","North-West"
24041,"Small_Cities","North-West"
24042,"Small_Cities","North-West"
24043,"Small_Cities","North-West"
24044,"Small_Cities","North-West"
24045,"Small_Cities","North-West"
24046,"Small_Cities","North-West"
24047,"Small_Cities","North-West"
24048,"Small_Cities","North-West"
24049,"Small_Cities","North-West"
24050,"Small_Cities","North-West"
24051,"Small_Cities","North-West"
24052,"Small_Cities","North-West"
24053,"Small_Cities","North-West"
24054,"Small_Cities","North-West"
24055,"Small_Cities","North-West"
24056,"Small_Cities","North-West"
24057,"Small_Cities","North-West"
24058,"Small_Cities","North-West"
24059,"Small_Cities","North-West"
24060,"Small_Cities","North-West"
24061,"Small_Cities","North-West"
24062,"Small_Cities","North-West"
24063,"Small_Cities","North-West"
24064,"Small_Cities","North-West"
24065,"Small_Cities","North-West"
24066,"Small_Cities","North-West"
24067,"Small_Cities","North-West"
24068,"Small_Cities","North-West"
24069,"Small_Cities","North-West"
25010,"Small_Cities","North-West"
25011,"Small_Cities","North-West"
25012,"Small_Cities","North-West"
25013,"Small_Cities","North-West"
25014,"Small_Cities","North-West"
25015,"Small_Cities","North-West"
25016,"Small_Cities","North-West"
25017,"Small_Cities","North-West"
25018,"Small_Cities","North-West"
25019,"Small_Cities","North-West"
25020,"Rural","North-West"
25021,"Small_Cities","North-West"
25022,"Rural","North-West"
25023,"Rural","North-West"
25024,"Small_Cities","North-West"
25025,"Small_Cities","North-West"
25026,"Small_Cities","North-West"
25027,"Small_Cities","North-West"
25028,"Small_Cities","North-West"
25029,"Rural","North-West"
25030,"Small_Cities","North-West"
25031,"Small_Cities","North-West"
25032,"Small_Cities","North-West"
25033,"Small_Cities","North-West"
25034,"Small_Cities","North-West"
25035,"Small_Cities","North-West"
25036,"Small_Cities","North-West"
25037,"Small_Cities","North-West"
25038,"Small_Cities","North-West"
25039,"Small_Cities","North-West"
25040,"Small_Cities","North-West"
25042,"Rural","North-West"
25043,"Rural","North-West"
25044,"Rural","North-West"
25045,"Small_Cities","North-West"
25046,"Small_Cities","North-West"
25047,"Small_Cities","North-West"
25048,"Rural","North-West"
25049,"Small_Cities","North-West"
25050,"Small_Cities","North-West"
25051,"Rural","North-West"
25052,"Small_Cities","North-West"
25053,"Rural","North-West"
25054,"Small_Cities","North-West"
25055,"Small_Cities","North-West"
25056,"Rural","North-West"
25057,"Small_Cities","North-West"
25058,"Small_Cities","North-West"
25059,"Rural","North-West"
25060,"Small_Cities","North-West"
25061,"Rural","North-West"
25062,"Small_Cities","North-West"
25063,"Small_Cities","North-West"
25064,"Small_Cities","North-West"
25065,"Small_Cities","North-West"
25068,"Small_Cities","North-West"
25069,"Small_Cities","North-West"
25070,"Rural","North-West"
25071,"Rural","North-West"
25072,"Rural","North-West"
25073,"Small_Cities","North-West"
25074,"Rural","North-West"
25075,"Small_Cities","North-West"
25076,"Small_Cities","North-West"
25077,"Small_Cities","North-West"
25078,"Rural","North-West"
25079,"Small_Cities","North-West"
25080,"Small_Cities","North-West"
25081,"Small_Cities","North-West"
25082,"Small_Cities","North-West"
25083,"Small_Cities","North-West"
25084,"Rural","North-West"
25085,"Small_Cities","North-West"
25086,"Small_Cities","North-West"
25087,"Small_Cities","North-West"
25088,"Small_Cities","North-West"
25089,"Small_Cities","North-West"
26010,"Small_Cities","North-West"
26011,"Rural","North-West"
26012,"Small_Cities","North-West"
26013,"Small_Cities","North-West"
26014,"Rural","North-West"
26015,"Small_Cities","North-West"
26016,"Small_Cities","North-West"
26017,"Small_Cities","North-West"
26018,"Rural","North-West"
26019,"Small_Cities","North-West"
26020,"Rural","North-West"
26021,"Rural","North-West"
26022,"Rural","North-West"
26023,"Rural","North-West"
26024,"Rural","North-West"
26025,"Small_Cities","North-West"
26026,"Small_Cities","North-West"
26027,"Small_Cities","North-West"
26028,"Rural","North-West"
26029,"Small_Cities","North-West"
26030,"Rural","North-West"
26031,"Rural","North-West"
26032,"Rural","North-West"
26033,"Rural","North-West"
26034,"Rural","North-West"
26035,"Rural","North-West"
26036,"Rural","North-West"
26037,"Rural","North-West"
26038,"Rural","North-West"
26039,"Rural","North-West"
26040,"Small_Cities","North-West"
26041,"Small_Cities","North-West"
26042,"Rural","North-West"
26043,"Rural","North-West"
26044,"Rural","North-West"
26045,"Rural","North-West"
26046,"Rural","North-West"
26047,"Rural","North-West"
26048,"Rural","North-West"
26049,"Rural","North-West"
26100,"Cities","North-West"
26811,"Rural","North-West"
26812,"Rural","North-West"
26813,"Rural","North-West"
26814,"Rural","North-West"
26815,"Rural","North-West"
26816,"Rural","North-West"
26817,"Small_Cities","North-West"
26818,"Rural","North-West"
26821,"Rural","North-West"
26822,"Rural","North-West"
26823,"Rural","North-West"
26824,"Rural","North-West"
26825,"Rural","North-West"
26826,"Rural","North-West"
26827,"Rural","North-West"
26828,"Rural","North-West"
26831,"Small_Cities","North-West"
26832,"Small_Cities","North-West"
26833,"Rural","North-West"
26834,"Rural","North-West"
26835,"Small_Cities","North-West"
26836,"Rural","North-West"
26837,"Small_Cities","North-West"
26838,"Small_Cities","North-West"
26839,"Small_Cities","North-West"
26841,"Small_Cities","North-West"
26842,"Rural","North-West"
26843,"Rural","North-West"
26844,"Rural","North-West"
26845,"Small_Cities","North-West"
26846,"Rural","North-West"
26847,"Rural","North-West"
26848,"Small_Cities","North-West"
26849,"Rural","North-West"
26851,"Rural","North-West"
26852,"Small_Cities","North-West"
26853,"Rural","North-West"
26854,"Rural","North-West"
26855,"Small_Cities","North-West"
26856,"Small_Cities","North-West"
26857,"Small_Cities","North-West"
26858,"Small_Cities","North-West"
26859,"Rural","North-West"
26861,"Small_Cities","North-West"
26862,"Rural","North-West"
26863,"Rural","North-West"
26864,"Rural","North-West"
26865,"Rural","North-West"
26866,"Small_Cities","North-West"
26867,"Small_Cities","North-West"
26900,"Small_Cities","North-West"
27010,"Rural","North-West"
27011,"Small_Cities","North-West"
27012,"Small_Cities","North-West"
27013,"Rural","North-West"
27014,"Rural","North-West"
27015,"Small_Cities","North-West"
27016,"Rural","North-West"
27017,"Rural","North-West"
27018,"Small_Cities","North-West"
27019,"Rural","North-West"
27020,"Rural","North-West"
27021,"Rural","North-West"
27022,"Small_Cities","North-West"
27023,"Small_Cities","North-West"
27024,"Small_Cities","North-West"
27025,"Small_Cities","North-West"
27026,"Small_Cities","North-West"
27027,"Rural","North-West"
27028,"Small_Cities","North-West"
27029,"Small_Cities","North-West"
27030,"Rural","North-West"
27031,"Rural","North-West"
27032,"Rural","North-West"
27034,"Rural","North-West"
27035,"Small_Cities","North-West"
27036,"Small_Cities","North-West"
27037,"Rural","North-West"
27038,"Small_Cities","North-West"
27039,"Rural","North-West"
27040,"Rural","North-West"
27041,"Rural","North-West"
27042,"Rural","North-West"
27043,"Small_Cities","North-West"
27044,"Rural","North-West"
27045,"Small_Cities","North-West"
27046,"Rural","North-West"
27047,"Rural","North-West"
27048,"Small_Cities","North-West"
27049,"Small_Cities","North-West"
27050,"Rural","North-West"
27051,"Small_Cities","North-West"
27052,"Rural","North-West"
27053,"Rural","North-West"
27054,"Rural","North-West"
27055,"Small_Cities","North-West"
27057,"Rural","North-West"
27058,"Small_Cities","North-West"
27059,"Rural","North-West"
27100,"Cities","North-West"
28010,"Rural","North-West"
28011,"Rural","North-West"
28012,"Rural","North-West"
28013,"Rural","North-West"
28014,"Small_Cities","North-West"
28015,"Rural","North-West"
28016,"Rural","North-West"
28017,"Rural","North-West"
28019,"Rural","North-West"
28021,"Small_Cities","North-West"
28024,"Small_Cities","North-West"
28028,"Rural","North-West"
28040,"Small_Cities","North-West"
28041,"Small_Cities","North-West"
28043,"Small_Cities","North-West"
28045,"Small_Cities","North-West"
28046,"Small_Cities","North-West"
28047,"Small_Cities","North-West"
28050,"Small_Cities","North-West"
28053,"Small_Cities","North-West"
28060,"Rural","North-West"
28061,"Rural","North-West"
28062,"Small_Cities","North-West"
28064,"Rural","North-West"
28065,"Small_Cities","North-West"
28066,"Small_Cities","North-West"
28068,"Small_Cities","North-West"
28069,"Small_Cities","North-West"
28070,"Rural","North-West"
28071,"Rural","North-West"
28072,"Rural","North-West"
28073,"Rural","North-West"
28074,"Rural","North-West"
28075,"Small_Cities","North-West"
28076,"Rural","North-West"
28077,"Small_Cities","North-West"
28078,"Small_Cities","North-West"
28079,"Rural","North-West"
28100,"Cities","North-West"
28801,"Rural","North-West"
28802,"Rural","North-West"
28803,"Rural","North-West"
28804,"Rural","North-West"
28805,"Rural","North-West"
28811,"Small_Cities","North-West"
28812,"Rural","North-West"
28813,"Rural","North-West"
28814,"Small_Cities","North-West"
28815,"Rural","North-West"
28816,"Rural","North-West"
28817,"Rural","North-West"
28818,"Rural","North-West"
28819,"Small_Cities","North-West"
28821,"Rural","North-West"
28822,"Rural","North-West"
28823,"Small_Cities","North-West"
28824,"Rural","North-West"
28825,"Rural","North-West"
28826,"Rural","North-West"
28827,"Rural","North-West"
28828,"Rural","North-West"
28831,"Rural","North-West"
28832,"Small_Cities","North-West"
28833,"Rural","North-West"
28836,"Rural","North-West"
28838,"Rural","North-West"
28841,"Rural","North-West"
28842,"Rural","North-West"
28843,"Rural","North-West"
28844,"Small_Cities","North-West"
28845,"Small_Cities","North-West"
28851,"Rural","North-West"
28852,"Rural","North-West"
28853,"Rural","North-West"
28854,"Rural","North-West"
28855,"Rural","North-West"
28856,"Rural","North-West"
28857,"Rural","North-West"
28858,"Rural","North-West"
28859,"Rural","North-West"
28861,"Rural","North-West"
28862,"Rural","North-West"
28863,"Rural","North-West"
28864,"Rural","North-West"
28865,"Small_Cities","North-West"
28866,"Rural","North-West"
28868,"Rural","North-West"
28871,"Rural","North-West"
28873,"Rural","North-West"
28875,"Rural","North-West"
28876,"Rural","North-West"
28877,"Rural","North-West"
28879,"Rural","North-West"
28881,"Small_Cities","North-West"
28883,"Small_Cities","North-West"
28884,"Small_Cities","North-West"
28885,"Small_Cities","North-West"
28886,"Rural","North-West"
28887,"Small_Cities","North-West"
28891,"Small_Cities","North-West"
28893,"Rural","North-West"
28894,"Rural","North-West"
28895,"Rural","North-West"
28896,"Rural","North-West"
28897,"Rural","North-West"
28898,"Rural","North-West"
28899,"Rural","North-West"
29010,"Rural","North-East"
29011,"Small_Cities","North-East"
29012,"Rural","North-East"
29013,"Rural","North-East"
29014,"Rural","North-East"
29015,"Small_Cities","North-East"
29016,"Rural","North-East"
29017,"Small_Cities","North-East"
29018,"Rural","North-East"
29019,"Rural","North-East"
29020,"Rural","North-East"
29021,"Rural","North-East"
29022,"Rural","North-East"
29023,"Rural","North-East"
29024,"Rural","North-East"
29025,"Rural","North-East"
29026,"Rural","North-East"
29027,"Small_Cities","North-East"
29028,"Rural","North-East"
29029,"Rural","North-East"
30010,"Small_Cities","North-East"
30013,"Rural","North-East"
30014,"Small_Cities","North-East"
30015,"Small_Cities","North-East"
30016,"Small_Cities","North-East"
30020,"Rural","North-East"
30021,"Small_Cities","North-East"
30022,"Rural","North-East"
30023,"Small_Cities","North-East"
30024,"Small_Cities","North-East"
30025,"Small_Cities","North-East"
30026,"Small_Cities","North-East"
30027,"Small_Cities","North-East"
30028,"Rural","North-East"
30029,"Rural","North-East"
30030,"Small_Cities","North-East"
30031,"Small_Cities","North-East"
30032,"Small_Cities","North-East"
30033,"Small_Cities","North-East"
30034,"Small_Cities","North-East"
30035,"Small_Cities","North-East"
30036,"Small_Cities","North-East"
30037,"Small_Cities","North-East"
30038,"Small_Cities","North-East"
30039,"Small_Cities","North-East"
31010,"Small_Cities","North-East"
31011,"Small_Cities","North-East"
31012,"Small_Cities","North-East"
31013,"Rural","North-East"
31014,"Small_Cities","North-East"
31015,"Small_Cities","North-East"
31016,"Small_Cities","North-East"
31017,"Rural","North-East"
31018,"Rural","North-East"
31020,"Small_Cities","North-East"
31021,"Small_Cities","North-East"
31022,"Small_Cities","North-East"
31023,"Small_Cities","North-East"
31024,"Rural","North-East"
31025,"Small_Cities","North-East"
31026,"Rural","North-East"
31027,"Small_Cities","North-East"
31028,"Rural","North-East"
31029,"Small_Cities","North-East"
31030,"Small_Cities","North-East"
31031,"Small_Cities","North-East"
31032,"Small_Cities","North-East"
31033,"Small_Cities","North-East"
31034,"Rural","North-East"
31035,"Small_Cities","North-East"
31036,"Small_Cities","North-East"
31037,"Small_Cities","North-East"
31038,"Small_Cities","North-East"
31039,"Rural","North-East"
31040,"Small_Cities","North-East"
31041,"Small_Cities","North-East"
31043,"Rural","North-East"
31044,"Small_Cities","North-East"
31045,"Small_Cities","North-East"
31046,"Small_Cities","North-East"
31047,"Small_Cities","North-East"
31048,"Small_Cities","North-East"
31049,"Small_Cities","North-East"
31050,"Small_Cities","North-East"
31051,"Small_Cities","North-East"
31052,"Small_Cities","North-East"
31053,"Small_Cities","North-East"
31054,"Rural","North-East"
31055,"Small_Cities","North-East"
31056,"Small_Cities","North-East"
31057,"Small_Cities","North-East"
31058,"Small_Cities","North-East"
31059,"Small_Cities","North-East"
31100,"Cities","North-East"
32010,"Small_Cities","North-East"
32012,"Rural","North-East"
32013,"Rural","North-East"
32014,"Small_Cities","North-East"
32015,"Rural","North-East"
32016,"Rural","North-East"
32020,"Rural","North-East"
32021,"Small_Cities","North-East"
32022,"Rural","North-East"
32026,"Rural","North-East"
32027,"Rural","North-East"
32028,"Rural","North-East"
32030,"Rural","North-East"
32031,"Rural","North-East"
32032,"Small_Cities","North-East"
32033,"Rural","North-East"
32034,"Small_Cities","North-East"
32035,"Rural","North-East"
32036,"Small_Cities","North-East"
32037,"Rural","North-East"
32040,"Rural","North-East"
32041,"Rural","North-East"
32042,"Rural","North-East"
32043,"Rural","North-East"
32044,"Rural","North-East"
32045,"Rural","North-East"
32046,"Rural","North-East"
32047,"Rural","North-East"
32100,"Small_Cities","North-East"
33010,"Small_Cities","North-East"
33011,"Small_Cities","North-East"
33013,"Small_Cities","North-East"
33015,"Rural","North-East"
33016,"Rural","North-East"
33017,"Small_Cities","North-East"
33018,"Rural","North-East"
33019,"Small_Cities","North-East"
33020,"Rural","North-East"
33021,"Rural","North-East"
33022,"Rural","North-East"
33023,"Rural","North-East"
33024,"Rural","North-East"
33025,"Rural","North-East"
33026,"Rural","North-East"
33027,"Rural","North-East"
33028,"Small_Cities","North-East"
33029,"Rural","North-East"
33030,"Rural","North-East"
33031,"Rural","North-East"
33032,"Rural","North-East"
33033,"Small_Cities","North-East"
33034,"Rural","North-East"
33035,"Small_Cities","North-East"
33036,"Rural","North-East"
33037,"Small_Cities","North-East"
33038,"Small_Cities","North-East"
33039,"Rural","North-East"
33040,"Rural","North-East"
33041,"Rural","North-East"
33042,"Rural","North-East"
33043,"Small_Cities","North-East"
33044,"Small_Cities","North-East"
33045,"Rural","North-East"
33046,"Rural","North-East"
33047,"Rural","North-East"
33048,"Small_Cities","North-East"
33049,"Rural","North-East"
33050,"Rural","North-East"
33051,"Rural","North-East"
33052,"Small_Cities","North-East"
33053,"Small_Cities","North-East"
33054,"Small_Cities","North-East"
33055,"Rural","North-East"
33056,"Rural","North-East"
33057,"Small_Cities","North-East"
33058,"Small_Cities","North-East"
33059,"Rural","North-East"
33070,"Small_Cities","North-East"
33072,"Small_Cities","North-East"
33074,"Small_Cities","North-East"
33075,"Rural","North-East"
33076,"Rural","North-East"
33077,"Small_Cities","North-East"
33078,"Small_Cities","North-East"
33079,"Rural","North-East"
33080,"Small_Cities","North-East"
33081,"Small_Cities","North-East"
33082,"Small_Cities","North-East"
33083,"Rural","North-East"
33084,"Small_Cities","North-East"
33085,"Small_Cities","North-East"
33086,"Rural","North-East"
33087,"Rural","North-East"
33090,"Rural","North-East"
33092,"Rural","North-East"
33094,"Rural","North-East"
33095,"Rural","North-East"
33097,"Small_Cities","North-East"
33098,"Small_Cities","North-East"
33099,"Rural","North-East"
33100,"Cities","North-East"
33170,"Cities","North-East"
34010,"Rural","North-East"
34011,"Small_Cities","North-East"
34015,"Small_Cities","North-East"
34016,"Rural","North-East"
34018,"Rural","North-East"
34070,"Small_Cities","North-East"
34071,"Small_Cities","North-East"
34072,"Small_Cities","North-East"
34073,"Small_Cities","North-East"
34074,"Small_Cities","North-East"
34075,"Small_Cities","North-East"
34076,"Rural","North-East"
34077,"Small_Cities","North-East"
34078,"Small_Cities","North-East"
34079,"Small_Cities","North-East"
34170,"Small_Cities","North-East"
35010,"Small_Cities","North-East"
35011,"Small_Cities","North-East"
35012,"Small_Cities","North-East"
35013,"Small_Cities","North-East"
35014,"Small_Cities","North-East"
35015,"Small_Cities","North-East"
35016,"Small_Cities","North-East"
35017,"Small_Cities","North-East"
35018,"Small_Cities","North-East"
35019,"Small_Cities","North-East"
35020,"Small_Cities","North-East"
35021,"Rural","North-East"
35022,"Small_Cities","North-East"
35023,"Rural","North-East"
35024,"Rural","North-East"
35025,"Rural","North-East"
35026,"Small_Cities","North-East"
35027,"Small_Cities","North-East"
35028,"Small_Cities","North-East"
35029,"Rural","North-East"
35030,"Small_Cities","North-East"
35031,"Small_Cities","North-East"
35032,"Rural","North-East"
35034,"Rural","North-East"
35035,"Small_Cities","North-East"
35036,"Small_Cities","North-East"
35037,"Rural","North-East"
35038,"Small_Cities","North-East"
35040,"Rural","North-East"
35041,"Rural","North-East"
35042,"Small_Cities","North-East"
35043,"Small_Cities","North-East"
35044,"Small_Cities","North-East"
35045,"Small_Cities","North-East"
35046,"Rural","North-East"
35047,"Small_Cities","North-East"
35048,"Rural","North-East"
36010,"Small_Cities","North-East"
36011,"Rural","North-East"
36012,"Small_Cities","North-East"
36013,"Small_Cities","North-East"
36014,"Small_Cities","North-East"
36015,"Small_Cities","North-East"
36016,"Small_Cities","North-East"
36020,"Rural","North-East"
36021,"Small_Cities","North-East"
36022,"Small_Cities","North-East"
36023,"Rural","North-East"
36024,"Rural","North-East"
36025,"Small_Cities","North-East"
36026,"Rural","North-East"
36027,"Small_Cities","North-East"
36028,"Small_Cities","North-East"
36030,"Small_Cities","North-East"
36031,"Small_Cities","North-East"
36032,"Rural","North-East"
36033,"Small_Cities","North-East"
36034,"Small_Cities","North-East"
36035,"Small_Cities","North-East"
36036,"Small_Cities","North-East"
36040,"Small_Cities","North-East"
36042,"Small_Cities","North-East"
36043,"Small_Cities","North-East"
36045,"Small_Cities","North-East"
36046,"Rural","North-East"
36047,"Rural","North-East"
36050,"Small_Cities","North-East"
36051,"Small_Cities","North-East"
36052,"Rural","North-East"
36053,"Small_Cities","North-East"
36054,"Small_Cities","North-East"
36055,"Small_Cities","North-East"
36056,"Small_Cities","North-East"
36057,"Rural","North-East"
36060,"Small_Cities","North-East"
36061,"Small_Cities","North-East"
36062,"Rural","North-East"
36063,"Small_Cities","North-East"
36064,"Rural","North-East"
36065,"Small_Cities","North-East"
36066,"Small_Cities","North-East"
36070,"Small_Cities","North-East"
36071,"Small_Cities","North-East"
36072,"Small_Cities","North-East"
36073,"Small_Cities","North-East"
36075,"Small_Cities","North-East"
36076,"Small_Cities","North-East"
36077,"Small_Cities","North-East"
36078,"Small_Cities","North-East"
36100,"Cities","North-East"
37010,"Small_Cities","North-East"
37011,"Small_Cities","North-East"
37012,"Small_Cities","North-East"
37013,"Small_Cities","North-East"
37014,"Small_Cities","North-East"
37015,"Small_Cities","North-East"
37016,"Small_Cities","North-East"
37017,"Rural","North-East"
37018,"Rural","North-East"
37019,"Small_Cities","North-East"
37020,"Rural","North-East"
37021,"Rural","North-East"
37022,"Rural","North-East"
37023,"Small_Cities","North-East"
37024,"Small_Cities","North-East"
37026,"Small_Cities","North-East"
37028,"Rural","North-East"
37029,"Small_Cities","North-East"
37030,"Small_Cities","North-East"
37031,"Rural","North-East"
37032,"Small_Cities","North-East"
37035,"Rural","North-East"
37036,"Small_Cities","North-East"
37038,"Small_Cities","North-East"
37039,"Rural","North-East"
37040,"Small_Cities","North-East"
37041,"Rural","North-East"
