"zip","region"
30276,"North China"
30277,"North China"
30278,"North China"
30279,"North China"
30280,"North China"
30281,"North China"
30282,"North China"
30283,"North China"
30284,"North China"
30285,"North China"
30286,"North China"
30287,"North China"
30288,"North China"
30289,"North China"
30290,"North China"
30291,"North China"
30292,"North China"
30293,"North China"
30294,"North China"
30295,"North China"
30296,"North China"
30297,"North China"
30298,"North China"
30299,"North China"
30300,"North China"
30301,"North China"
30302,"North China"
30303,"North China"
30304,"North China"
30305,"North China"
30306,"North China"
30307,"North China"
30308,"North China"
30309,"North China"
30310,"North China"
30311,"North China"
30312,"North China"
30313,"North China"
30314,"North China"
30315,"North China"
30316,"North China"
30317,"North China"
30318,"North China"
30319,"North China"
30320,"North China"
30321,"North China"
30322,"North China"
30323,"North China"
30324,"North China"
30325,"North China"
30326,"North China"
30327,"North China"
30328,"North China"
30329,"North China"
30330,"North China"
30331,"North China"
30332,"North China"
30333,"North China"
30334,"North China"
30335,"North China"
30336,"North China"
30337,"North China"
30338,"North China"
30339,"North China"
30340,"North China"
30341,"North China"
30342,"North China"
30343,"North China"
30344,"North China"
30345,"North China"
30346,"North China"
30347,"North China"
30348,"North China"
30349,"North China"
30350,"North China"
30351,"North China"
30352,"North China"
30353,"North China"
30354,"North China"
30355,"North China"
30356,"North China"
30357,"North China"
30358,"North China"
30359,"North China"
30360,"North China"
30361,"North China"
30362,"North China"
30363,"North China"
30364,"North China"
30365,"North China"
30366,"North China"
30367,"North China"
30368,"North China"
30369,"North China"
30370,"North China"
30371,"North China"
30372,"North China"
30373,"North China"
30374,"North China"
30375,"North China"
30376,"North China"
30377,"North China"
30378,"North China"
30379,"North China"
30380,"North China"
30381,"North China"
30382,"North China"
30383,"North China"
30384,"North China"
30385,"North China"
30386,"North China"
30387,"North China"
30388,"North China"
30389,"North China"
30390,"North China"
30391,"North China"
30392,"North China"
30393,"North China"
30394,"North China"
30395,"North China"
30396,"North China"
30397,"North China"
30398,"North China"
30399,"North China"
30400,"North China"
30401,"North China"
30402,"North China"
30403,"North China"
30404,"North China"
30405,"North China"
30406,"North China"
30407,"North China"
30408,"North China"
30409,"North China"
30410,"North China"
30411,"North China"
30412,"North China"
30413,"North China"
30414,"North China"
30415,"North China"
30416,"North China"
30417,"North China"
30418,"North China"
30419,"North China"
30420,"North China"
30421,"North China"
30422,"North China"
30423,"North China"
30424,"North China"
30425,"North China"
30426,"North China"
30427,"North China"
30428,"North China"
30429,"North China"
30430,"North China"
30431,"North China"
30432,"North China"
30433,"North China"
30434,"North China"
30435,"North China"
30436,"North China"
30437,"North China"
30438,"North China"
30439,"North China"
30440,"North China"
30441,"North China"
30442,"North China"
30443,"North China"
30444,"North China"
30445,"North China"
30446,"North China"
30447,"North China"
30448,"North China"
30449,"North China"
30450,"North China"
30451,"North China"
30452,"North China"
30453,"North China"
30454,"North China"
30455,"North China"
30456,"North China"
30457,"North China"
30458,"North China"
30459,"North China"
30460,"North China"
30461,"North China"
30462,"North China"
30463,"North China"
30464,"North China"
30465,"North China"
30466,"North China"
30467,"North China"
30468,"North China"
30469,"North China"
30470,"North China"
30471,"North China"
30472,"North China"
30473,"North China"
30474,"North China"
30475,"North China"
30476,"North China"
30477,"North China"
30478,"North China"
30479,"North China"
30480,"North China"
30481,"North China"
30482,"North China"
30483,"North China"
30484,"North China"
30485,"North China"
30486,"North China"
30487,"North China"
30488,"North China"
30489,"North China"
30490,"North China"
30491,"North China"
30492,"North China"
30493,"North China"
30494,"North China"
30495,"North China"
30496,"North China"
30497,"North China"
30498,"North China"
30499,"North China"
30500,"North China"
30501,"North China"
30502,"North China"
30503,"North China"
30504,"North China"
30505,"North China"
30506,"North China"
30507,"North China"
30508,"North China"
30509,"North China"
30510,"North China"
30511,"North China"
30512,"North China"
30513,"North China"
30514,"North China"
30515,"North China"
30516,"North China"
30517,"North China"
30518,"North China"
30519,"North China"
30520,"North China"
30521,"North China"
30522,"North China"
30523,"North China"
30524,"North China"
30525,"North China"
30526,"North China"
30527,"North China"
30528,"North China"
30529,"North China"
30530,"North China"
30531,"North China"
30532,"North China"
30533,"North China"
30534,"North China"
30535,"North China"
30536,"North China"
30537,"North China"
30538,"North China"
30539,"North China"
30540,"North China"
30541,"North China"
30542,"North China"
30543,"North China"
30544,"North China"
30545,"North China"
30546,"North China"
30547,"North China"
30548,"North China"
30549,"North China"
30550,"North China"
30551,"North China"
30552,"North China"
30553,"North China"
30554,"North China"
30555,"North China"
30556,"North China"
30557,"North China"
30558,"North China"
30559,"North China"
30560,"North China"
30561,"North China"
30562,"North China"
30563,"North China"
30564,"North China"
30565,"North China"
30566,"North China"
30567,"North China"
30568,"North China"
30569,"North China"
30570,"North China"
30571,"North China"
30572,"North China"
30573,"North China"
30574,"North China"
30575,"North China"
30576,"North China"
30577,"North China"
30578,"North China"
30579,"North China"
30580,"North China"
30581,"North China"
30582,"North China"
30583,"North China"
30584,"North China"
30585,"North China"
30586,"North China"
30587,"North China"
30588,"North China"
30589,"North China"
30590,"North China"
30591,"North China"
30592,"North China"
30593,"North China"
30594,"North China"
30595,"North China"
30596,"North China"
30597,"North China"
30598,"North China"
30599,"North China"
30600,"North China"
30601,"North China"
30602,"North China"
30603,"North China"
30604,"North China"
30605,"North China"
30606,"North China"
30607,"North China"
30608,"North China"
30609,"North China"
30610,"North China"
30611,"North China"
30612,"North China"
30613,"North China"
30614,"North China"
30615,"North China"
30616,"North China"
30617,"North China"
30618,"North China"
30619,"North China"
30620,"North China"
30621,"North China"
30622,"North China"
30623,"North China"
30624,"North China"
30625,"North China"
30626,"North China"
30627,"North China"
30628,"North China"
30629,"North China"
30630,"North China"
30631,"North China"
30632,"North China"
30633,"North China"
30634,"North China"
30635,"North China"
30636,"North China"
30637,"North China"
30638,"North China"
30639,"North China"
30640,"North China"
30641,"North China"
30642,"North China"
30643,"North China"
30644,"North China"
30645,"North China"
30646,"North China"
30647,"North China"
30648,"North China"
30649,"North China"
30650,"North China"
30651,"North China"
30652,"North China"
30653,"North China"
30654,"North China"
30655,"North China"
30656,"North China"
30657,"North China"
30658,"North China"
30659,"North China"
30660,"North China"
30661,"North China"
30662,"North China"
30663,"North China"
30664,"North China"
30665,"North China"
30666,"North China"
30667,"North China"
30668,"North China"
30669,"North China"
30670,"North China"
30671,"North China"
30672,"North China"
30673,"North China"
30674,"North China"
30675,"North China"
30676,"North China"
30677,"North China"
30678,"North China"
30679,"North China"
30680,"North China"
30681,"North China"
30682,"North China"
30683,"North China"
30684,"North China"
30685,"North China"
30686,"North China"
30687,"North China"
30688,"North China"
30689,"North China"
30690,"North China"
30691,"North China"
30692,"North China"
30693,"North China"
30694,"North China"
30695,"North China"
30696,"North China"
30697,"North China"
30698,"North China"
30699,"North China"
30700,"North China"
30701,"North China"
30702,"North China"
30703,"North China"
30704,"North China"
30705,"North China"
30706,"North China"
30707,"North China"
30708,"North China"
30709,"North China"
30710,"North China"
30711,"North China"
30712,"North China"
30713,"North China"
30714,"North China"
30715,"North China"
30716,"North China"
30717,"North China"
30718,"North China"
30719,"North China"
30720,"North China"
30721,"North China"
30722,"North China"
30723,"North China"
30724,"North China"
30725,"North China"
30726,"North China"
30727,"North China"
30728,"North China"
30729,"North China"
30730,"North China"
30731,"North China"
30732,"North China"
30733,"North China"
30734,"North China"
30735,"North China"
30736,"North China"
30737,"North China"
30738,"North China"
30739,"North China"
30740,"North China"
30741,"North China"
30742,"North China"
30743,"North China"
