"zipcode","urbanity","region"
13460,3,"sud-est"
14390,3,"reste"
22530,3,"reste"
22590,1,"reste"
27230,3,"reste"
26350,3,"sud-est"
24390,3,"sud-ouest"
25240,3,"est"
31460,3,"sud-ouest"
30410,3,"sud-est"
29720,3,"reste"
34170,1,"sud-est"
32290,3,"sud-ouest"
37520,1,"reste"
37320,3,"reste"
35650,1,"reste"
44300,1,"reste"
45000,1,"reste"
45470,3,"reste"
50450,3,"reste"
55230,3,"est"
59267,3,"nord"
59220,2,"nord"
59288,3,"nord"
58380,3,"reste"
62500,2,"nord"
63111,2,"sud-est"
64370,3,"sud-ouest"
69860,3,"sud-est"
69970,3,"sud-est"
69580,1,"sud-est"
81160,1,"sud-ouest"
80750,3,"nord"
87190,3,"sud-ouest"
52210,3,"est"
80890,3,"nord"
81400,2,"sud-ouest"
85270,2,"reste"
81990,1,"sud-ouest"
81580,3,"sud-ouest"
82290,3,"sud-ouest"
91510,2,"idf"
97229,3,"outre-mer"
29570,3,"reste"
33360,2,"sud-ouest"
34560,2,"sud-est"
38500,2,"sud-est"
38138,3,"sud-est"
35420,3,"reste"
43600,3,"sud-est"
42780,3,"sud-est"
40460,3,"sud-ouest"
40430,3,"sud-ouest"
50840,3,"reste"
51800,3,"est"
51140,3,"est"
59560,1,"nord"
59238,3,"nord"
59158,3,"nord"
59950,1,"nord"
62510,2,"nord"
62116,3,"nord"
67430,3,"est"
67400,1,"est"
63800,3,"sud-est"
70190,3,"est"
73610,3,"sud-est"
18310,3,"reste"
52150,3,"est"
52200,3,"est"
60173,3,"nord"
93360,1,"idf"
95430,2,"idf"
95250,1,"idf"
89500,3,"reste"
3270,3,"sud-ouest"
7340,3,"sud-est"
13380,1,"sud-est"
14280,1,"reste"
14160,3,"reste"
15170,3,"sud-est"
17690,1,"sud-ouest"
23340,3,"sud-ouest"
88510,2,"est"
97139,1,"outre-mer"
5130,3,"est"
61110,3,"reste"
78730,2,"idf"
77160,3,"idf"
92370,1,"idf"
88500,3,"est"
42470,3,"sud-est"
57190,2,"est"
54320,1,"est"
59247,3,"nord"
59720,2,"nord"
57550,3,"est"
59129,2,"nord"
57740,3,"est"
57525,2,"est"
62157,2,"nord"
69430,3,"sud-est"
81700,3,"sud-ouest"
82400,3,"sud-ouest"
5190,3,"est"
5350,3,"reste"
11570,2,"sud-est"
11250,3,"sud-est"
21510,3,"est"
49610,1,"reste"
47350,3,"sud-ouest"
64220,3,"sud-ouest"
77169,3,"idf"
78260,1,"idf"
1660,3,"sud-ouest"
1290,3,"sud-ouest"
2650,3,"sud-est"
2520,3,"est"
8170,3,"sud-ouest"
13910,3,"sud-est"
22140,3,"reste"
20142,3,"reste"
31230,3,"sud-ouest"
33780,3,"sud-ouest"
91850,2,"idf"
92130,1,"idf"
94550,1,"idf"
89630,3,"reste"
57780,2,"est"
63560,3,"sud-est"
66620,3,"sud-est"
85230,3,"reste"
85350,3,"reste"
9200,3,"idf"
14960,3,"reste"
20147,3,"reste"
29590,3,"reste"
33610,2,"sud-ouest"
31400,1,"sud-ouest"
44220,1,"reste"
40390,3,"sud-ouest"
50550,3,"reste"
51160,3,"est"
54540,3,"est"
62128,3,"nord"
62149,2,"nord"
62136,3,"nord"
71400,2,"reste"
68840,1,"est"
76590,3,"reste"
83980,2,"sud-est"
83340,2,"sud-est"
90380,1,"est"
13780,1,"sud-est"
21290,3,"est"
30100,2,"sud-est"
20234,3,"reste"
49600,3,"reste"
45310,3,"reste"
80520,2,"nord"
84800,3,"sud-est"
84390,3,"sud-est"
91000,1,"idf"
95500,1,"idf"
15400,3,"sud-est"
14113,3,"reste"
15590,3,"sud-est"
22310,3,"reste"
27380,3,"reste"
24400,3,"sud-ouest"
20165,3,"reste"
29750,3,"reste"
29510,3,"reste"
38360,1,"sud-est"
35300,2,"reste"
43380,3,"sud-est"
44440,3,"reste"
51430,1,"est"
55500,3,"est"
54112,3,"est"
59320,1,"nord"
13821,1,"sud-est"
59253,2,"nord"
57840,2,"est"
62117,2,"nord"
65170,3,"sud-ouest"
63122,1,"sud-est"
69490,3,"sud-est"
76300,1,"reste"
85430,3,"reste"
89400,2,"reste"
93410,1,"idf"
94480,1,"idf"
94000,1,"idf"
95100,1,"idf"
88340,3,"est"
90800,3,"est"
25160,3,"est"
33370,2,"sud-ouest"
34420,1,"sud-est"
34440,3,"sud-est"
31110,3,"sud-ouest"
38650,3,"sud-est"
35640,3,"reste"
43300,3,"sud-est"
43320,3,"sud-est"
53220,3,"reste"
50690,3,"reste"
57590,3,"est"
59510,1,"nord"
88530,3,"est"
88640,3,"est"
97354,3,"outre-mer"
95610,1,"idf"
91890,3,"idf"
94880,1,"idf"
87520,3,"sud-ouest"
89710,3,"reste"
11120,3,"sud-est"
8370,3,"sud-est"
13770,1,"sud-est"
21450,3,"est"
26730,3,"sud-est"
51300,3,"est"
51290,3,"est"
56420,3,"reste"
56330,3,"reste"
67570,2,"est"
68128,2,"est"
68870,2,"est"
77940,3,"idf"
78480,1,"idf"
78930,1,"idf"
78150,1,"idf"
97220,3,"outre-mer"
97270,3,"outre-mer"
63710,3,"sud-est"
69480,2,"sud-est"
69007,1,"sud-est"
69780,2,"sud-est"
76620,1,"reste"
14610,3,"reste"
22360,1,"reste"
27620,3,"reste"
25600,1,"est"
35250,3,"reste"
43200,3,"sud-est"
57930,3,"est"
54740,3,"est"
59198,3,"nord"
59240,1,"nord"
59245,2,"nord"
66150,3,"sud-est"
66560,3,"sud-est"
5200,3,"est"
2390,3,"sud-ouest"
12330,3,"sud-ouest"
12480,3,"sud-ouest"
12420,3,"sud-ouest"
18570,1,"reste"
16210,3,"sud-ouest"
20214,3,"reste"
49250,2,"reste"
49125,3,"reste"
60940,3,"nord"
58120,3,"reste"
58130,3,"reste"
60126,3,"nord"
60190,3,"nord"
61430,3,"reste"
67460,1,"est"
67220,3,"est"
68180,1,"est"
74230,3,"sud-est"
80000,1,"nord"
77330,2,"idf"
77630,3,"idf"
78440,3,"idf"
95220,1,"idf"
24660,2,"sud-ouest"
27610,3,"reste"
27660,3,"reste"
38460,3,"sud-est"
42430,3,"sud-est"
59189,3,"nord"
69460,3,"sud-est"
14360,2,"reste"
14111,1,"reste"
12700,3,"sud-ouest"
12260,3,"sud-ouest"
32310,3,"sud-ouest"
44240,3,"reste"
50530,3,"reste"
57320,3,"est"
54300,2,"est"
65330,3,"sud-ouest"
71800,3,"reste"
70140,3,"est"
73320,3,"sud-est"
77560,3,"idf"
77000,1,"idf"
86250,3,"sud-ouest"
84430,3,"sud-est"
81320,3,"sud-ouest"
81210,3,"sud-ouest"
76390,3,"reste"
5500,3,"est"
10240,3,"est"
15120,3,"sud-est"
6320,2,"sud-est"
13220,1,"sud-est"
76117,3,"reste"
72610,3,"reste"
82360,3,"sud-ouest"
82800,3,"sud-ouest"
16110,3,"sud-ouest"
23160,3,"sud-ouest"
21160,1,"est"
20251,3,"reste"
20620,2,"reste"
36200,2,"reste"
37310,3,"reste"
47220,3,"sud-ouest"
60141,3,"nord"
62990,3,"nord"
77680,1,"idf"
84130,1,"sud-est"
86210,3,"sud-ouest"
87300,3,"sud-ouest"
83310,3,"sud-est"
95830,3,"idf"
91720,3,"idf"
10330,3,"est"
25440,3,"est"
34970,1,"sud-est"
39370,3,"est"
35590,1,"reste"
35430,3,"reste"
42890,3,"sud-est"
46340,3,"sud-ouest"
50140,3,"reste"
59162,2,"nord"
59750,2,"nord"
59970,1,"nord"
57790,3,"est"
65230,3,"sud-ouest"
97605,1,"outre-mer"
38760,1,"sud-est"
37530,3,"reste"
43590,3,"sud-est"
43160,3,"sud-est"
39110,3,"est"
59222,3,"nord"
58270,3,"reste"
58330,3,"reste"
58180,2,"reste"
61260,3,"reste"
65400,3,"sud-ouest"
68100,1,"est"
76740,3,"reste"
73290,1,"sud-est"
73640,3,"sud-est"
80290,3,"nord"
79510,1,"sud-ouest"
77270,1,"idf"
84860,3,"sud-est"
87100,1,"sud-ouest"
83680,3,"sud-est"
1000,2,"est"
4500,3,"reste"
2490,3,"sud-ouest"
2210,3,"reste"
2230,3,"reste"
19210,3,"sud-ouest"
21400,3,"est"
17420,2,"sud-ouest"
17137,1,"sud-ouest"
27400,3,"reste"
34290,1,"sud-est"
33112,3,"sud-ouest"
33530,1,"sud-ouest"
82330,3,"sud-ouest"
11600,3,"sud-est"
20229,3,"reste"
89660,3,"reste"
41110,3,"reste"
60210,3,"nord"
78300,1,"idf"
77990,3,"idf"
91810,2,"idf"
44600,1,"reste"
48210,3,"sud-ouest"
51170,3,"est"
56340,3,"reste"
60360,3,"nord"
59161,2,"nord"
59165,2,"nord"
62196,2,"nord"
67210,2,"est"
63580,3,"sud-est"
67750,3,"est"
68910,3,"est"
67720,2,"est"
78750,1,"idf"
79500,3,"sud-ouest"
79390,3,"sud-ouest"
84190,3,"sud-est"
85110,3,"reste"
83600,1,"sud-est"
95780,3,"idf"
97380,3,"outre-mer"
2240,3,"reste"
2470,3,"sud-ouest"
3390,3,"sud-ouest"
2720,1,"reste"
10100,3,"est"
13940,3,"sud-est"
13890,3,"sud-est"
13250,3,"sud-est"
22130,3,"reste"
22210,3,"reste"
27200,2,"reste"
25520,3,"est"
30260,3,"sud-est"
20600,2,"reste"
34070,1,"sud-est"
32490,3,"sud-ouest"
31150,1,"sud-ouest"
36230,3,"reste"
42650,1,"sud-est"
93290,1,"idf"
97218,3,"outre-mer"
35160,3,"reste"
35200,1,"reste"
44520,3,"reste"
40660,3,"sud-ouest"
42130,3,"sud-est"
48500,3,"sud-ouest"
46360,3,"sud-ouest"
59700,1,"nord"
57420,3,"est"
59249,3,"nord"
57480,3,"est"
62000,1,"nord"
66370,1,"sud-est"
69790,3,"sud-est"
72240,3,"reste"
73140,3,"sud-est"
73400,2,"sud-est"
73460,3,"sud-est"
86490,3,"sud-ouest"
84810,3,"sud-est"
83320,1,"sud-est"
1380,3,"sud-est"
19360,1,"sud-ouest"
18230,1,"reste"
21410,3,"est"
20221,3,"reste"
20290,3,"reste"
37250,2,"reste"
41230,3,"reste"
2220,3,"reste"
7190,3,"reste"
13290,1,"sud-est"
13330,3,"sud-est"
13680,2,"sud-est"
17440,1,"sud-ouest"
22660,3,"reste"
25220,1,"est"
20119,3,"reste"
58370,3,"reste"
61400,3,"reste"
77171,3,"idf"
91400,1,"idf"
92000,1,"idf"
93400,1,"idf"
89530,3,"reste"
95650,2,"idf"
87110,1,"sud-ouest"
5480,3,"est"
4380,3,"sud-est"
2260,3,"reste"
11380,3,"sud-est"
11170,3,"sud-est"
8330,2,"sud-est"
13012,1,"sud-est"
17139,1,"sud-ouest"
16490,3,"sud-ouest"
17880,3,"sud-ouest"
27110,3,"reste"
25510,3,"est"
30420,2,"sud-est"
31880,2,"sud-ouest"
38000,1,"sud-est"
44130,3,"reste"
55220,3,"est"
55260,3,"est"
59570,3,"nord"
59130,1,"nord"
59125,2,"nord"
59193,1,"nord"
59280,1,"nord"
67970,3,"est"
71190,3,"reste"
26270,3,"sud-est"
26740,3,"sud-est"
26110,3,"sud-est"
62780,2,"nord"
64000,1,"sud-ouest"
74580,3,"sud-est"
73420,2,"sud-est"
89260,3,"reste"
90000,1,"est"
90600,3,"est"
71600,2,"reste"
76450,3,"reste"
93320,1,"idf"
72440,3,"reste"
78570,1,"idf"
86240,3,"sud-ouest"
87230,3,"sud-ouest"
16720,3,"sud-ouest"
17200,2,"sud-ouest"
20231,3,"reste"
20228,3,"reste"
30510,1,"sud-est"
28200,2,"reste"
52260,3,"est"
60112,1,"nord"
60410,2,"nord"
80132,2,"nord"
97460,3,"outre-mer"
92600,1,"idf"
92380,1,"idf"
92120,1,"idf"
87350,1,"sud-ouest"
89740,3,"reste"
88360,3,"est"
5320,3,"reste"
2800,2,"reste"
18220,3,"reste"
26450,3,"sud-est"
26000,1,"sud-est"
26790,3,"sud-est"
40500,3,"sud-ouest"
57365,3,"est"
55300,3,"est"
54840,3,"est"
54210,3,"est"
57640,3,"est"
68790,1,"est"
4510,3,"reste"
10170,3,"est"
10370,3,"est"
8800,3,"est"
12220,3,"sud-ouest"
23300,3,"sud-ouest"
23380,3,"sud-ouest"
27710,3,"reste"
20134,3,"reste"
28170,3,"reste"
34340,2,"sud-est"
37540,1,"reste"
37290,3,"reste"
42560,3,"sud-est"
42131,1,"sud-est"
1460,2,"reste"
35410,2,"reste"
35520,3,"reste"
43500,3,"sud-est"
44270,3,"reste"
50160,3,"reste"
50150,3,"reste"
59235,3,"nord"
59160,1,"nord"
69610,3,"sud-est"
69620,3,"sud-est"
97223,3,"outre-mer"
74120,3,"sud-est"
73450,3,"sud-est"
79220,3,"sud-ouest"
77164,2,"idf"
83570,3,"sud-est"
83220,1,"sud-est"
83200,1,"sud-est"
83330,3,"sud-est"
87320,3,"sud-ouest"
87150,3,"sud-ouest"
92360,1,"idf"
92390,1,"idf"
53370,3,"reste"
50520,3,"reste"
56460,3,"reste"
54310,2,"est"
59400,2,"nord"
59191,2,"nord"
59119,1,"nord"
59170,1,"nord"
62980,2,"nord"
62770,3,"nord"
62470,2,"nord"
62600,2,"nord"
67690,3,"est"
67240,2,"est"
69910,3,"sud-est"
69250,1,"sud-est"
81090,3,"sud-ouest"
91380,1,"idf"
95320,1,"idf"
88160,2,"est"
7690,3,"reste"
24560,3,"sud-ouest"
24530,3,"sud-ouest"
22340,3,"reste"
32160,3,"sud-ouest"
42810,3,"sud-est"
44210,2,"reste"
40230,2,"sud-ouest"
50110,3,"reste"
59480,1,"nord"
59111,2,"nord"
59217,3,"nord"
59112,2,"nord"
62134,3,"nord"
71620,3,"reste"
69240,3,"sud-est"
69730,1,"sud-est"
6670,1,"sud-est"
6210,2,"nord"
1300,2,"sud-est"
6730,1,"est"
13110,1,"sud-est"
25530,3,"est"
20113,3,"reste"
29440,3,"reste"
35260,3,"reste"
31520,2,"sud-ouest"
39240,3,"est"
44550,1,"reste"
46120,3,"sud-ouest"
51600,3,"est"
91170,1,"idf"
93130,1,"idf"
87510,3,"sud-ouest"
88430,3,"est"
2460,3,"sud-ouest"
18360,3,"reste"
18520,3,"reste"
21700,3,"est"
21760,3,"est"
21440,3,"est"
52410,3,"est"
62175,3,"nord"
75016,1,"idf"
74340,3,"sud-est"
80470,2,"nord"
80680,1,"nord"
78250,2,"idf"
78780,1,"idf"
54120,3,"est"
63112,1,"sud-est"
65220,3,"sud-ouest"
69410,1,"sud-est"
76960,1,"reste"
81450,3,"sud-ouest"
86460,3,"sud-ouest"
11300,3,"sud-est"
20212,3,"reste"
49740,3,"reste"
95690,3,"idf"
95560,2,"idf"
29253,3,"reste"
33650,3,"sud-ouest"
32460,3,"sud-ouest"
38340,3,"sud-est"
35270,3,"reste"
44370,3,"reste"
56560,3,"reste"
54260,3,"est"
57565,2,"est"
62240,3,"nord"
66740,2,"sud-est"
76750,3,"reste"
74270,3,"sud-est"
4370,3,"sud-est"
14340,3,"reste"
17380,3,"sud-ouest"
17120,3,"sud-ouest"
17330,3,"sud-ouest"
24640,3,"sud-ouest"
25300,2,"est"
20131,3,"reste"
30210,3,"sud-est"
77250,2,"idf"
86390,3,"sud-ouest"
83630,3,"sud-est"
97140,3,"outre-mer"
6380,3,"sud-est"
6220,1,"nord"
10120,1,"est"
17450,3,"sud-ouest"
21130,3,"est"
31660,3,"sud-ouest"
31480,3,"sud-ouest"
37140,3,"reste"
48250,3,"sud-ouest"
45490,3,"reste"
47700,3,"sud-ouest"
54610,3,"est"
62570,2,"nord"
60119,3,"nord"
68730,3,"est"
78200,3,"idf"
77870,2,"idf"
78410,2,"idf"
77290,1,"idf"
83530,1,"sud-est"
91230,1,"idf"
1680,3,"sud-ouest"
7700,3,"idf"
14200,1,"reste"
22520,2,"reste"
22690,3,"reste"
29980,3,"reste"
29710,3,"reste"
29540,3,"reste"
39570,2,"est"
44260,3,"reste"
59113,1,"nord"
59226,3,"nord"
57860,2,"est"
65350,3,"sud-ouest"
65150,3,"sud-ouest"
69850,3,"sud-est"
85690,3,"reste"
82000,2,"sud-ouest"
88700,3,"est"
2620,3,"sud-est"
3150,3,"sud-ouest"
2610,3,"sud-est"
82150,3,"sud-ouest"
90120,1,"est"
95350,1,"idf"
15260,3,"sud-est"
27650,3,"reste"
29860,2,"reste"
33500,3,"sud-ouest"
35240,3,"reste"
42940,3,"sud-est"
50660,3,"reste"
50590,3,"reste"
54790,2,"est"
59292,2,"nord"
59200,1,"nord"
65310,2,"sud-ouest"
66700,2,"sud-est"
65420,1,"sud-ouest"
65490,3,"sud-ouest"
71350,3,"reste"
69310,1,"sud-est"
76680,3,"reste"
76540,3,"reste"
13104,2,"sud-est"
13570,3,"sud-est"
12000,2,"sud-ouest"
12500,3,"sud-ouest"
21320,3,"est"
20279,3,"reste"
28400,3,"reste"
36150,3,"reste"
49770,1,"reste"
52600,3,"est"
56390,3,"reste"
75013,1,"idf"
78124,2,"idf"
84340,3,"sud-est"
87140,3,"sud-ouest"
89144,3,"reste"
54150,2,"est"
59116,1,"nord"
59243,1,"nord"
57645,1,"est"
62131,2,"nord"
63690,3,"sud-est"
76000,1,"reste"
71230,2,"reste"
73170,3,"sud-est"
78510,1,"idf"
84470,3,"sud-est"
4200,2,"sud-est"
2830,3,"reste"
11190,3,"sud-est"
8140,3,"sud-ouest"
12300,3,"sud-ouest"
21460,3,"est"
22960,1,"reste"
27860,3,"reste"
27810,3,"reste"
30230,1,"sud-est"
28480,3,"reste"
38210,2,"sud-est"
38190,3,"sud-est"
43550,3,"sud-est"
41170,3,"reste"
40480,3,"sud-ouest"
47470,3,"sud-ouest"
51000,1,"est"
92170,1,"idf"
97317,3,"outre-mer"
41250,3,"reste"
41220,3,"reste"
97130,3,"outre-mer"
34450,3,"sud-est"
32600,2,"sud-ouest"
38540,3,"sud-est"
37300,1,"reste"
35610,3,"reste"
44340,1,"reste"
46270,3,"sud-ouest"
62144,3,"nord"
66650,3,"sud-est"
64100,1,"sud-ouest"
69190,1,"sud-est"
68620,2,"est"
68700,2,"est"
68230,3,"est"
77130,3,"idf"
78540,1,"idf"
89320,3,"reste"
6800,1,"est"
2580,3,"est"
11560,3,"sud-est"
10200,2,"est"
7250,3,"reste"
13240,1,"sud-est"
14114,3,"reste"
12430,3,"sud-ouest"
22870,3,"reste"
27240,3,"reste"
24240,3,"sud-ouest"
30760,3,"sud-est"
33121,3,"sud-ouest"
95110,1,"idf"
89410,3,"reste"
3460,3,"sud-est"
6600,1,"sud-est"
2360,3,"sud-ouest"
8210,3,"sud-ouest"
13015,1,"sud-est"
14270,3,"reste"
13118,2,"sud-est"
19340,3,"sud-ouest"
19350,3,"sud-ouest"
17132,3,"sud-ouest"
22120,1,"reste"
26160,3,"sud-est"
20132,3,"reste"
31220,3,"sud-ouest"
48270,3,"sud-ouest"
51260,3,"est"
51100,1,"est"
55840,2,"est"
59297,3,"nord"
59273,1,"nord"
28190,3,"reste"
49150,3,"reste"
49320,3,"reste"
49122,3,"reste"
45600,2,"reste"
45700,3,"reste"
91630,2,"idf"
95760,2,"idf"
61490,3,"reste"
62810,3,"nord"
66110,3,"sud-est"
71260,3,"reste"
97311,3,"outre-mer"
91240,1,"idf"
97352,3,"outre-mer"
97310,3,"outre-mer"
97121,3,"outre-mer"
97227,3,"outre-mer"
97450,3,"outre-mer"
97315,3,"outre-mer"
4280,3,"sud-est"
12130,3,"sud-ouest"
21120,3,"est"
28290,3,"reste"
91750,2,"idf"
20213,3,"reste"
45650,1,"reste"
45230,3,"reste"
60890,3,"nord"
62219,2,"nord"
92270,1,"idf"
97355,3,"outre-mer"
1510,3,"sud-est"
9500,3,"idf"
13004,1,"sud-est"
24750,3,"sud-ouest"
22290,3,"reste"
27300,2,"reste"
27160,3,"reste"
25700,1,"est"
31510,3,"sud-ouest"
38150,3,"sud-est"
35114,3,"reste"
55170,3,"est"
54800,3,"est"
59246,2,"nord"
57185,2,"est"
62121,3,"nord"
66330,1,"sud-est"
69380,2,"sud-est"
68800,2,"est"
68440,1,"est"
76910,3,"reste"
72650,2,"reste"
79320,3,"sud-ouest"
84290,3,"sud-est"
42340,2,"sud-est"
59159,3,"nord"
62160,1,"nord"
76490,3,"reste"
77370,3,"idf"
85120,3,"reste"
83830,3,"sud-est"
89300,2,"reste"
89580,3,"reste"
1450,3,"reste"
22680,2,"reste"
24410,3,"sud-ouest"
29680,2,"reste"
29780,3,"reste"
33790,3,"sud-ouest"
38100,1,"sud-est"
92350,1,"idf"
93230,1,"idf"
95400,1,"idf"
10270,3,"est"
14440,2,"reste"
27390,3,"reste"
24300,3,"sud-ouest"
20090,1,"reste"
31140,1,"sud-ouest"
28300,1,"reste"
33950,3,"sud-ouest"
39270,3,"est"
44190,2,"reste"
42590,3,"sud-est"
42600,2,"sud-est"
42460,3,"sud-est"
47380,3,"sud-ouest"
47440,3,"sud-ouest"
44330,3,"reste"
47500,2,"sud-ouest"
47300,2,"sud-ouest"
54860,2,"est"
55110,3,"est"
59500,1,"nord"
59410,1,"nord"
57730,3,"est"
62580,1,"nord"
61450,3,"reste"
66160,3,"sud-est"
67790,3,"est"
7310,3,"sud-est"
7370,3,"sud-est"
15430,3,"sud-est"
13080,1,"sud-est"
21610,3,"est"
27450,3,"reste"
14260,3,"reste"
13690,3,"sud-est"
12320,3,"sud-ouest"
16590,3,"sud-ouest"
17390,3,"sud-ouest"
17650,3,"sud-ouest"
30124,3,"sud-est"
32170,3,"sud-ouest"
31370,3,"sud-ouest"
50610,3,"reste"
56670,1,"reste"
54440,2,"est"
63100,1,"sud-est"
61250,3,"reste"
66340,3,"sud-est"
66430,1,"sud-est"
64110,1,"sud-ouest"
64230,3,"sud-ouest"
68820,3,"est"
74930,3,"sud-est"
77118,3,"idf"
80310,3,"nord"
80240,3,"nord"
80330,1,"nord"
77167,3,"idf"
77200,1,"idf"
79230,3,"sud-ouest"
77133,3,"idf"
85330,3,"reste"
85340,2,"reste"
86470,3,"sud-ouest"
86340,3,"sud-ouest"
81340,3,"sud-ouest"
94260,1,"idf"
87720,3,"sud-ouest"
2170,3,"est"
11410,3,"sud-est"
18270,3,"reste"
17510,3,"sud-ouest"
30580,3,"sud-est"
36600,3,"reste"
56930,3,"reste"
60230,2,"nord"
62830,3,"nord"
60130,3,"nord"
68360,2,"est"
80850,2,"nord"
77430,2,"idf"
77580,2,"idf"
78380,1,"idf"
86600,3,"sud-ouest"
7400,3,"sud-est"
10360,3,"est"
29250,3,"reste"
31490,2,"sud-ouest"
42310,3,"sud-est"
42630,3,"sud-est"
48120,3,"sud-ouest"
50560,3,"reste"
51120,2,"est"
54400,2,"est"
59155,1,"nord"
71490,3,"reste"
71540,3,"reste"
76700,1,"reste"
19520,3,"sud-ouest"
20270,3,"reste"
36340,3,"reste"
41330,3,"reste"
60880,1,"nord"
78240,1,"idf"
95210,1,"idf"
92290,1,"idf"
93470,1,"idf"
97370,3,"outre-mer"
1710,2,"sud-ouest"
10130,3,"est"
7120,3,"reste"
8410,3,"sud-est"
13116,3,"sud-est"
16000,1,"sud-ouest"
16460,3,"sud-ouest"
17770,3,"sud-ouest"
27750,3,"reste"
25310,3,"est"
30121,2,"sud-est"
33770,3,"sud-ouest"
31590,3,"sud-ouest"
32430,3,"sud-ouest"
39700,3,"est"
39400,2,"est"
44610,1,"reste"
48800,3,"sud-ouest"
48340,3,"sud-ouest"
46500,3,"sud-ouest"
45320,3,"reste"
45240,3,"reste"
60610,1,"nord"
94430,1,"idf"
89220,3,"reste"
54700,2,"est"
54430,2,"est"
59930,1,"nord"
61350,3,"reste"
65120,3,"sud-ouest"
65240,3,"sud-ouest"
69640,3,"sud-est"
67820,3,"est"
69720,2,"sud-est"
79240,3,"sud-ouest"
78955,1,"idf"
83840,3,"sud-est"
84660,3,"sud-est"
84240,3,"sud-est"
26780,3,"sud-est"
20237,3,"reste"
36300,3,"reste"
59296,3,"nord"
62340,2,"nord"
65510,3,"sud-ouest"
67206,1,"est"
64870,3,"sud-ouest"
71310,3,"reste"
71670,3,"reste"
74460,2,"sud-est"
85660,3,"reste"
7160,3,"reste"
9140,3,"idf"
14940,3,"reste"
12580,3,"sud-ouest"
15130,3,"sud-est"
13121,3,"sud-est"
13600,1,"sud-est"
13580,2,"sud-est"
12620,3,"sud-ouest"
17350,3,"sud-ouest"
30570,3,"sud-est"
30125,3,"sud-est"
28130,3,"reste"
33200,1,"sud-ouest"
33113,3,"sud-ouest"
39140,3,"est"
38400,1,"sud-est"
37800,3,"reste"
42530,1,"sud-est"
50490,3,"reste"
54410,1,"est"
94510,1,"idf"
21260,3,"est"
20225,3,"reste"
37700,1,"reste"
45100,1,"reste"
45130,3,"reste"
52360,3,"est"
62224,1,"nord"
62310,3,"nord"
62185,3,"nord"
62220,1,"nord"
60740,2,"nord"
74320,2,"sud-est"
87240,3,"sud-ouest"
88390,3,"est"
90100,3,"est"
37400,2,"reste"
41370,3,"reste"
49640,3,"reste"
47260,3,"sud-ouest"
14800,3,"reste"
33970,3,"sud-ouest"
38610,1,"sud-est"
35136,1,"reste"
67600,3,"est"
67490,3,"est"
80190,3,"nord"
78950,3,"idf"
77950,1,"idf"
79210,1,"sud-ouest"
84120,3,"sud-est"
35850,3,"reste"
43190,3,"sud-est"
42820,3,"sud-est"
46320,3,"sud-ouest"
54190,2,"est"
59133,3,"nord"
59553,1,"nord"
63520,3,"sud-est"
71680,3,"reste"
5240,3,"est"
5470,3,"est"
13960,1,"sud-est"
18000,1,"reste"
20117,3,"reste"
97111,3,"outre-mer"
7790,3,"idf"
8220,3,"sud-ouest"
14320,2,"reste"
24630,3,"sud-ouest"
24680,3,"sud-ouest"
24290,3,"sud-ouest"
20140,3,"reste"
33460,3,"sud-ouest"
31350,3,"sud-ouest"
32200,3,"sud-ouest"
31250,2,"sud-ouest"
38280,3,"sud-est"
35460,3,"reste"
42400,1,"sud-est"
39230,3,"est"
53960,2,"reste"
53200,2,"reste"
53410,3,"reste"
59282,2,"nord"
67800,1,"est"
63430,1,"sud-est"
68690,2,"est"
68350,1,"est"
69890,1,"sud-est"
76730,3,"reste"
76890,3,"reste"
86200,2,"sud-ouest"
85160,3,"reste"
81290,3,"sud-ouest"
89140,3,"reste"
90170,3,"est"
94470,1,"idf"
95260,2,"idf"
33760,3,"sud-ouest"
59234,1,"nord"
65440,3,"sud-ouest"
80130,2,"nord"
77173,3,"idf"
78117,1,"idf"
83610,3,"sud-est"
86230,3,"sud-ouest"
82500,3,"sud-ouest"
89420,3,"reste"
72230,2,"reste"
81390,3,"sud-ouest"
78630,2,"idf"
83660,3,"sud-est"
91420,1,"idf"
87620,3,"sud-ouest"
95840,2,"idf"
5000,2,"reste"
6260,3,"nord"
2120,3,"est"
15320,3,"sud-est"
13490,1,"sud-est"
19430,3,"sud-ouest"
16400,2,"sud-ouest"
26240,3,"sud-est"
26540,2,"sud-est"
25400,1,"est"
30440,3,"sud-est"
28240,3,"reste"
29242,3,"reste"
34370,3,"sud-est"
38410,2,"sud-est"
38550,2,"sud-est"
49070,1,"reste"
49123,3,"reste"
44310,3,"reste"
53380,3,"reste"
51210,3,"est"
50430,3,"reste"
54980,3,"est"
97490,1,"outre-mer"
34590,2,"sud-est"
84200,2,"sud-est"
91540,2,"idf"
24570,3,"sud-ouest"
12160,3,"sud-ouest"
66680,1,"sud-est"
76370,3,"reste"
68124,1,"est"
16260,3,"sud-ouest"
84000,1,"sud-est"
85390,3,"reste"
47520,2,"sud-ouest"
70130,3,"est"
26570,3,"sud-est"
2630,3,"sud-est"
54690,2,"est"
64410,3,"sud-ouest"
56770,3,"reste"
97430,3,"outre-mer"
97230,3,"outre-mer"
70290,3,"est"
22250,3,"reste"
38140,2,"sud-est"
66290,3,"sud-est"
9270,3,"idf"
54770,3,"est"
57390,2,"est"
